Financial Quarter And Year Name - Reported,Postcode - Incident,Offence Level 1 Description,Offence Level 2 Description,Offence Level 3 Description,Offence Count
Q1-2025/2026,5245,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5250,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5250,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5250,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5251,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Other fraud and related offences,1
Q1-2025/2026,5251,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,4
Q1-2025/2026,5251,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,5
Q1-2025/2026,5251,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,29
Q1-2025/2026,5252,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5252,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5252,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5253,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
Q1-2025/2026,5253,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Arson,1
Q1-2025/2026,5253,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,22
Q1-2025/2026,5253,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
Q1-2025/2026,5253,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,2
Q1-2025/2026,5253,OFFENCES AGAINST THE PERSON,ASSAULT,Assault of a police officer,1
Q1-2025/2026,5253,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,72
Q1-2025/2026,5253,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",3
Q1-2025/2026,5253,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,3
Q1-2025/2026,5254,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5254,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q1-2025/2026,5254,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5255,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,4
Q1-2025/2026,5255,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,7
Q1-2025/2026,5255,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5256,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q1-2025/2026,5259,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5259,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
Q1-2025/2026,5259,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,5
Q1-2025/2026,5260,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
Q1-2025/2026,5260,OFFENCES AGAINST THE PERSON,ASSAULT,Assault of a police officer,1
Q1-2025/2026,5260,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,2
Q1-2025/2026,5260,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q1-2025/2026,5260,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5264,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5264,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q1-2025/2026,5265,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q1-2025/2026,5267,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5268,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5268,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q1-2025/2026,5269,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5271,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5271,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,2
Q1-2025/2026,5271,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
Q1-2025/2026,5271,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,5
Q1-2025/2026,5275,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q1-2025/2026,5275,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5276,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5277,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
Q1-2025/2026,5277,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5280,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
Q1-2025/2026,5280,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,4
Q1-2025/2026,5290,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,11
Q1-2025/2026,5290,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
Q1-2025/2026,5290,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
Q1-2025/2026,5290,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
Q1-2025/2026,5290,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,7
Q1-2025/2026,5290,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,34
Q1-2025/2026,5290,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",7
Q1-2025/2026,5291,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5291,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
Q1-2025/2026,5291,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q1-2025/2026,5302,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5307,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5311,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5320,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5321,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
Q1-2025/2026,5321,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q1-2025/2026,5321,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5322,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5330,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5330,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,8
Q1-2025/2026,5330,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",2
Q1-2025/2026,5333,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
Q1-2025/2026,5333,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,9
Q1-2025/2026,5333,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5340,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5341,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,4
Q1-2025/2026,5341,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
Q1-2025/2026,5341,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,7
Q1-2025/2026,5342,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5342,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q1-2025/2026,5343,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,9
Q1-2025/2026,5343,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
Q1-2025/2026,5343,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
Q1-2025/2026,5343,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,19
Q1-2025/2026,5343,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",3
Q1-2025/2026,5345,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
Q1-2025/2026,5345,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
Q1-2025/2026,5345,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,4
Q1-2025/2026,5345,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5351,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
Q1-2025/2026,5351,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,4
Q1-2025/2026,5351,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",2
Q1-2025/2026,5352,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
Q1-2025/2026,5352,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,4
Q1-2025/2026,5353,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
Q1-2025/2026,5353,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,6
Q1-2025/2026,5355,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5355,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
Q1-2025/2026,5355,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q1-2025/2026,5356,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
Q1-2025/2026,5357,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5357,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
Q1-2025/2026,5357,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,6
Q1-2025/2026,5372,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5373,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5373,OFFENCES AGAINST THE PERSON,ASSAULT,Assault of a police officer,1
Q1-2025/2026,5373,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,3
Q1-2025/2026,5373,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q1-2025/2026,5373,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5374,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q1-2025/2026,5381,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5381,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5400,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5400,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q1-2025/2026,5401,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5412,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5417,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q1-2025/2026,5419,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5419,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5422,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q1-2025/2026,5433,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5433,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q1-2025/2026,5433,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5452,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5453,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
Q1-2025/2026,5453,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,7
Q1-2025/2026,5460,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5461,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5461,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5480,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q1-2025/2026,5481,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5481,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5482,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5485,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5491,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q1-2025/2026,5491,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5495,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5501,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,4
Q1-2025/2026,5501,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,15
Q1-2025/2026,5501,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5502,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q1-2025/2026,5520,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q1-2025/2026,5523,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,1
Q1-2025/2026,5540,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,19
Q1-2025/2026,5540,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,2
Q1-2025/2026,5540,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
Q1-2025/2026,5540,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,2
Q1-2025/2026,5540,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,5
Q1-2025/2026,5540,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,59
Q1-2025/2026,5540,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",5
Q1-2025/2026,5540,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,1
Q1-2025/2026,5550,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,3
Q1-2025/2026,5550,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q1-2025/2026,5550,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5552,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
Q1-2025/2026,5552,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5554,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,3
Q1-2025/2026,5554,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,10
Q1-2025/2026,5554,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Abduction and kidnapping,1
Q1-2025/2026,5554,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5556,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Other fraud and related offences,1
Q1-2025/2026,5556,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
Q1-2025/2026,5556,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
Q1-2025/2026,5556,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,4
Q1-2025/2026,5558,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,8
Q1-2025/2026,5560,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5560,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5570,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5571,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5573,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Arson,1
Q1-2025/2026,5573,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
Q1-2025/2026,5573,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
Q1-2025/2026,5573,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,4
Q1-2025/2026,5573,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5575,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5575,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5600,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
Q1-2025/2026,5600,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
Q1-2025/2026,5600,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,11
Q1-2025/2026,5600,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,1
Q1-2025/2026,5605,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q1-2025/2026,5605,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",2
Q1-2025/2026,5606,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,16
Q1-2025/2026,5606,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
Q1-2025/2026,5606,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2
Q1-2025/2026,5606,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
Q1-2025/2026,5606,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
Q1-2025/2026,5606,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,2
Q1-2025/2026,5606,OFFENCES AGAINST THE PERSON,ASSAULT,Assault of a police officer,1
Q1-2025/2026,5606,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
Q1-2025/2026,5606,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,46
Q1-2025/2026,5606,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",2
Q1-2025/2026,5607,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5607,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,5
Q1-2025/2026,5608,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,24
Q1-2025/2026,5608,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,3
Q1-2025/2026,5608,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,4
Q1-2025/2026,5608,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
Q1-2025/2026,5608,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,3
Q1-2025/2026,5608,OFFENCES AGAINST THE PERSON,ASSAULT,Assault of a police officer,3
Q1-2025/2026,5608,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,3
Q1-2025/2026,5608,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,82
Q1-2025/2026,5608,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",5
Q1-2025/2026,5608,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,2
Q1-2025/2026,5609,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
Q1-2025/2026,5609,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q1-2025/2026,5631,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5631,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q1-2025/2026,5640,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q1-2025/2026,5641,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5641,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
Q1-2025/2026,5641,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5641,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,1
Q1-2025/2026,5652,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5654,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5670,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5680,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q1-2025/2026,5680,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5690,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,9
Q1-2025/2026,5690,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,2
Q1-2025/2026,5690,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,2
Q1-2025/2026,5690,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,47
Q1-2025/2026,5690,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",3
Q1-2025/2026,5700,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,40
Q1-2025/2026,5700,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2
Q1-2025/2026,5700,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,2
Q1-2025/2026,5700,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,8
Q1-2025/2026,5700,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,7
Q1-2025/2026,5700,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,151
Q1-2025/2026,5700,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",9
Q1-2025/2026,5700,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,4
Q1-2025/2026,5700,OFFENCES AGAINST THE PERSON,"ROBBERY, BLACKMAIL, AND EXTORTION",Robbery,1
Q1-2025/2026,5710,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
Q1-2025/2026,5710,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
Q1-2025/2026,5710,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,4
Q1-2025/2026,5710,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
Q1-2025/2026,5713,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5715,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,2
Q1-2025/2026,5722,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,3
Q1-2025/2026,5723,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,8
Q1-2025/2026,5723,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,2
Q1-2025/2026,5723,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,43
Q1-2025/2026,5723,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,1
Q1-2025/2026,5724,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,5
Q1-2025/2026,5725,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,7
Q1-2025/2026,5731,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,3
Q1-2025/2026,5731,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,4
Q1-2025/2026,5732,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5733,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
Q1-2025/2026,5734,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,5950,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,7253,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,872,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
Q1-2025/2026,NOT DISCLOSED,OFFENCES AGAINST THE PERSON,SEXUAL OFFENCES,Aggravated sexual assault,152
Q1-2025/2026,NOT DISCLOSED,OFFENCES AGAINST THE PERSON,SEXUAL OFFENCES,Child abuse material offences,9
Q1-2025/2026,NOT DISCLOSED,OFFENCES AGAINST THE PERSON,SEXUAL OFFENCES,Child procurement or grooming,1
Q1-2025/2026,NOT DISCLOSED,OFFENCES AGAINST THE PERSON,SEXUAL OFFENCES,Non-aggravated sexual assault,7
Q1-2025/2026,NOT DISCLOSED,OFFENCES AGAINST THE PERSON,SEXUAL OFFENCES,Other sexual offences,4
