DATAFLOW,MEASURE,SEX,REGION,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,OBS_STATUS,OBS_COMMENT
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1973,70.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1974,71.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1975,70.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1976,71.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1977,70.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1978,71.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1979,71.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1980,71.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1981,72.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1982,72.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1983,72.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1984,72.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1985,73.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1986,73.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1987,74.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1988,74.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1989,74.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1990,74.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1991,74.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1992,75.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1993,75.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1994,76,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1995,75.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1996,76.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1997,76.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1998,76.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,1999,77.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2000,77.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2001,77.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2002,78.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2003,78.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2004,78.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2005,79.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2006,79.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2007,79.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2008,80.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2009,79.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2010,80.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2011,80.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2012,80.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2013,80.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2014,80.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2015,80.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2016,80.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2017,80.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2018,80.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2019,80.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2020,80.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2021,80.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2022,81.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2023,80.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,3,3,A,2024,80.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1971,67.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1972,67.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1973,67.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1974,68,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1975,67.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1976,68.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1977,68.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1978,68.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1979,68.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1980,69.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1981,69.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1982,70,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1983,70.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1984,70.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1985,71,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1986,71,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1987,71.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1988,71.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1989,72.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1990,71.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1991,72.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1992,72.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1993,72.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1994,73.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1995,73.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1996,74,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1997,74.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1998,74.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,1999,74.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2000,75.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2001,75.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2002,76.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2003,76.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2004,76.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2005,76.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2006,77.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2007,77.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2008,77.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2009,77.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2010,78.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2011,78.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2012,78.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2013,78.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2014,78.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2015,78.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2016,78.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2017,78.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2018,78.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2019,78.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2020,78.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2021,79.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2022,79.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2023,79.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),6,1,AUS,A,2024,79.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1974,17,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1975,15.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1976,16.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1977,14.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1978,17.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1979,10.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1980,7.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1981,10.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1982,12.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1983,7.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1984,12.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1985,9.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1986,10.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1987,10,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1988,8.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1989,7.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1990,11.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1991,9.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1992,7.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1993,6.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1994,6.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1995,2.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1996,5.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1997,2.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1998,4.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,1999,6.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2000,4.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2001,4.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2002,4.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2003,7.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2004,6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2005,5.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2006,5.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2007,4.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2008,6.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2009,4.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2010,4.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2011,3.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2012,3.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2013,2.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2014,2.77,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2015,5.15,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2016,3.02,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2017,3.43,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2018,2.93,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2019,1.74,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2020,3.63,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2021,3.46,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2022,4.61,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2023,6.09,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,1,8,A,2024,5.26,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1974,12.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1975,9.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1976,12,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1977,11.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1978,9.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1979,8.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1980,8.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1981,6.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1982,9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1983,7.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1984,6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1985,9.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1986,5.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1987,6.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1988,6.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1989,6.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1990,7.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1991,4.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1992,5.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1993,4.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1994,3.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1995,4.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1996,4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1997,3.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1998,3.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,1999,3.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2000,3.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2001,5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2002,4.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2003,4.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2004,2.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2005,4.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2006,3.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2007,3.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2008,2.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2009,3.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2010,2.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2011,2.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2012,3.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2013,2.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2014,2.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2015,2.72,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2016,2.73,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2017,3.04,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2018,2.26,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2019,1.79,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2020,2.33,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2021,2.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2022,3.42,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2023,1.98,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,4,A,2024,2.15,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1974,15.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1975,11.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1976,12.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1977,10.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1978,10.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1979,9.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1980,9.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1981,7.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1982,7.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1983,6.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1984,10.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1985,8.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1986,7.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1987,6.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1988,7.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1989,6.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1990,8.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1991,6.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1992,6.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1993,4.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1994,5.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1995,4.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1996,4.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1997,5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1998,4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,1999,3.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2000,3.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2001,4.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2002,4.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2003,3.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2004,2.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2005,5.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2006,5.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2007,2.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2008,3.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2009,2.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2010,2.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2011,2.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2012,2.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2013,2.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2014,2.26,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2015,2.34,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2016,2.35,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2017,2.21,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2018,1.67,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2019,2.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2020,2.15,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2021,1.99,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2022,2.66,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2023,2.43,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),9,2,5,A,2024,2.51,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1971,124.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1972,133.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1973,170.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1974,151.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1975,138.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1976,151.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1977,106.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1978,157.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1979,110.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1980,135.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1981,165.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1982,157.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1983,147.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1984,157.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1985,97.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1986,160.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1987,157.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1988,171.4,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1989,124.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1990,121.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1991,147.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1992,138.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1993,131.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1994,148.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1995,187.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1996,154.1,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1997,155.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1998,143.3,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,1999,178.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2000,192.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2001,83.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2002,125,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2003,80.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2004,145.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2005,127.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2006,73.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2007,158.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2008,110.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2009,114.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2010,181.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2011,92.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2012,97,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2013,209.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2014,108,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2015,134.6,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2016,138.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2017,92.9,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2018,190.5,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2019,164.7,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2020,119,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2021,114.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2022,75,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2023,177.8,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),10,3,4,A,2024,184.2,NUM,,
ABS:DEATHS_SUMMARY(1.0.0),11,1,8,A,1971,15.1,NUM,,
