table,table_title,year,measure,description1,description2,description4,description5,description6,data_source,unit,jurisdiction,value
7A.21,"Backlog indicator, civil",2024-25,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NSW,36.6
7A.21,"Backlog indicator, civil",2024-25,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Vic,34.4
7A.21,"Backlog indicator, civil",2024-25,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Qld,42.6
7A.21,"Backlog indicator, civil",2024-25,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,WA,32.9
7A.21,"Backlog indicator, civil",2024-25,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,39.5
7A.21,"Backlog indicator, civil",2024-25,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Tas,51.3
7A.21,"Backlog indicator, civil",2024-25,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,ACT,53.5
7A.21,"Backlog indicator, civil",2024-25,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NT,29.8
7A.21,"Backlog indicator, civil",2024-25,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NSW,13.0
7A.21,"Backlog indicator, civil",2024-25,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Vic,15.5
7A.21,"Backlog indicator, civil",2024-25,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Qld,21.5
7A.21,"Backlog indicator, civil",2024-25,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,WA,7.5
7A.21,"Backlog indicator, civil",2024-25,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,19.4
7A.21,"Backlog indicator, civil",2024-25,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Tas,13.4
7A.21,"Backlog indicator, civil",2024-25,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,ACT,29.5
7A.21,"Backlog indicator, civil",2024-25,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NT,11.2
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,4259
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,4799
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,2867
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,3336
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2968
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,903
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,384
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,368
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,1410
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,1755
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,1259
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,829
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,1098
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,291
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,214
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,120
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,NSW,901
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Vic,818
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Qld,503
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,WA,207
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,SA,398
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Tas,143
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,ACT,80
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,NT,47
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NSW,33.1
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Vic,36.6
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Qld,43.9
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,WA,24.9
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,37.0
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Tas,32.2
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,ACT,55.7
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NT,32.6
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NSW,21.2
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Vic,17.0
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Qld,17.5
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,WA,6.2
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,13.4
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Tas,15.8
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,ACT,20.8
7A.21,"Backlog indicator, civil",2023-24,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NT,12.8
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,4026
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,4665
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,2833
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,3375
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2781
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,656
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,351
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,381
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,1212
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,1689
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,1013
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,1121
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,895
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,312
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,163
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,112
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,NSW,616
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Vic,817
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Qld,502
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,WA,336
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,SA,336
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Tas,131
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,ACT,56
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,NT,59
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NSW,30.1
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Vic,36.2
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Qld,35.8
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,WA,33.2
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,32.2
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Tas,47.6
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,ACT,46.4
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NT,29.4
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NSW,15.3
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Vic,17.5
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Qld,17.7
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,WA,10.0
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,12.1
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Tas,20.0
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,ACT,16.0
7A.21,"Backlog indicator, civil",2022-23,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NT,15.5
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,4024
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,4983
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,2281
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,3673
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2644
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,725
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,262
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,363
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,1090
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,1983
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,862
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,1307
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,1013
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,323
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,89
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,115
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,NSW,507
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Vic,977
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Qld,338
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,WA,329
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,SA,314
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Tas,162
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,ACT,52
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,NT,76
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NSW,27.1
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Vic,39.8
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Qld,37.8
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,WA,35.6
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,38.3
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Tas,44.6
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,ACT,34.0
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NT,31.7
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NSW,12.6
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Vic,19.6
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Qld,14.8
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,WA,9.0
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,11.9
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Tas,22.3
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,ACT,19.8
7A.21,"Backlog indicator, civil",2021-22,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NT,20.9
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,3318
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,5189
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,2348
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,3117
7A.21,"Backlog indicator, civil",2020-21,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2285
