table,table_title,year,measure,description1,description2,description4,description5,description6,data_source,unit,jurisdiction,value
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,361
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,917
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,223
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,69
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,87
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,NSW,283
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Vic,396
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Qld,445
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,WA,138
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,SA,324
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Tas,93
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,ACT,34
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,NT,64
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NSW,23.5
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Vic,28.2
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Qld,36.9
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,WA,16.6
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,37.0
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Tas,39.5
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,ACT,42.1
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NT,31.6
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NSW,9.9
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Vic,10.5
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Qld,16.6
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,WA,6.4
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,13.1
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Tas,16.5
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,ACT,20.7
7A.21,"Backlog indicator, civil",2016-17,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NT,23.3
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,2487
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,3526
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,2127
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,2178
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2050
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,555
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,169
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Pending case load,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,304
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,540
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,936
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,706
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,465
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,720
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,177
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,53
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,132
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,NSW,214
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Vic,355
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Qld,290
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,WA,147
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,SA,230
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,Tas,45
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,ACT,30
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Australian state and territory court authorities and departments (unpublished),no.,NT,95
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NSW,21.7
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Vic,26.5
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Qld,33.2
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,WA,21.3
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,35.1
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Tas,31.9
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,ACT,31.4
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >12 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NT,43.4
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NSW,8.6
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Vic,10.1
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Qld,13.6
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,WA,6.7
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,SA,11.2
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,Tas,8.1
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,ACT,17.8
7A.21,"Backlog indicator, civil",2015-16,Backlog,Backlog; civil; at 30 June,,,,Cases >24 months,Derived from Australian state and territory court authorities and departments (unpublished),%,NT,31.3
