table,table_title,year,measure,description1,description2,description4,description5,description6,data_source,unit,jurisdiction,value
7A.2,"Lodgments, civil",2021-22,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,7200
7A.2,"Lodgments, civil",2021-22,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,6044
7A.2,"Lodgments, civil",2021-22,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,2940
7A.2,"Lodgments, civil",2021-22,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,3074
7A.2,"Lodgments, civil",2021-22,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,880
7A.2,"Lodgments, civil",2021-22,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,373
7A.2,"Lodgments, civil",2021-22,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,378
7A.2,"Lodgments, civil",2021-22,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Aust,28327
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,NSW,6304
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Vic,7052
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Qld,5714
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,WA,2942
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,SA,2736
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Tas,778
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,ACT,369
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,NT,281
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Aust,26176
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,NSW,171
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,Vic,1
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,Tas,0
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,ACT,0
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,Aust,172
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,6475
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,7053
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,5714
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,2942
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2736
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,778
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,369
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,281
7A.2,"Lodgments, civil",2020-21,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Aust,26348
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,NSW,6506
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Vic,7323
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Qld,5631
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,WA,2573
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,SA,2651
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Tas,751
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,ACT,347
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,NT,277
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Aust,26059
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,NSW,160
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,Vic,0
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,Tas,0
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,ACT,0
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,Aust,160
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,6666
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,7323
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,5631
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,2573
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2651
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,751
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,347
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,277
7A.2,"Lodgments, civil",2019-20,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Aust,26219
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,NSW,6723
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Vic,6766
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Qld,5797
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,WA,2452
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,SA,2687
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Tas,662
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,ACT,313
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,NT,317
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Aust,25717
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,NSW,93
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,Vic,1
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,Tas,0
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,ACT,1
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,Aust,95
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,6816
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,6767
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,5797
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,2452
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2687
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,662
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,314
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,317
7A.2,"Lodgments, civil",2018-19,Lodgments,Lodgments; civil,,,Total coroners' courts (incl. deaths and fires reported),,Derived from Australian state and territory court authorities and departments (unpublished),no.,Aust,25812
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,NSW,6401
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Vic,6641
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Qld,5801
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,WA,2291
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,SA,2599
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Tas,598
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,ACT,305
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,NT,308
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Deaths reported,,Australian state and territory court authorities and departments (unpublished),no.,Aust,24944
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,NSW,100
7A.2,"Lodgments, civil",2017-18,Lodgments,Lodgments; civil,,,Fires reported,,Australian state and territory court authorities and departments (unpublished),no.,Vic,1
