table,table_title,year,measure,description1,description2,description4,description5,description6,data_source,unit,jurisdiction,value
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2019-20,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,1.2
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2019-20,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2.2
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2019-20,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,5.3
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2019-20,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,2.8
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2019-20,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,1.1
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2018-19,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,5.5
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2018-19,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,1.6
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2018-19,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,3.2
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2018-19,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,1.8
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2018-19,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,4.6
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2018-19,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,4.4
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2018-19,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,5.6
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2018-19,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,1.0
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2017-18,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,5.3
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2017-18,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,1.6
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2017-18,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,3.5
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2017-18,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,2.3
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2017-18,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,5.0
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2017-18,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,3.1
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2017-18,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,8.3
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2017-18,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,1.0
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2016-17,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,6.8
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2016-17,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,1.5
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2016-17,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,4.0
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2016-17,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,2.7
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2016-17,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,1.3
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2016-17,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,3.2
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2016-17,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,7.1
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2016-17,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,1.0
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2015-16,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,NSW,5.0
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2015-16,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,Vic,1.1
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2015-16,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,Qld,4.3
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2015-16,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,WA,2.1
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2015-16,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,SA,2.7
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2015-16,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,Tas,2.2
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2015-16,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,ACT,4.5
7A.24,Attendance indicator (average number of attendances per finalisation) — inquest attendances,2015-16,Average attendances per finalisation,Average attendances per finalisation,Civil,,,,Derived from Australian state and territory court authorities and departments (unpublished),no.,NT,1.0
