location_id,location_name,location_type,location_type_label,state_name,disaster_name,disaster_agrn,payment_type_name,date_of_data,eligible_claims,ineligible_claims,finalised_claims,cancelled_claims,withdrawn_claims,onhand_claims,incoming_claims,total_received_claims,applications_received,dollars_granted,dollars_paid
35780,Northern Peninsula Area,LGA,Local Government Area,Queensland,AGRN 1174 - North and Far North Tropical Low: (29 January 2025 - 28 February),1174,Disaster Recovery Allowance,2025-02-05,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
35790,Palm Island,LGA,Local Government Area,Queensland,AGRN 1174 - North and Far North Tropical Low: (29 January 2025 - 28 February),1174,Disaster Recovery Allowance,2025-05-09,<20,<20,<20,<20,<20,<20,24,24,24,33755.43,33755.43
35790,Palm Island,LGA,Local Government Area,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (commencing 24 December 2025)",1243,Disaster Recovery Allowance,2026-04-16,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
35790,Palm Island,LGA,Local Government Area,Queensland,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,Disaster Recovery Allowance,2019-06-11,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
35790,Palm Island,LGA,Local Government Area,Queensland,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,Disaster Recovery Payment,2019-08-27,987,49,1036,,,,,,1036,1229600.00,1229600.00
35800,Paroo,LGA,Local Government Area,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,Disaster Recovery Allowance,2025-10-15,<20,<20,21,<20,<20,<20,22,22,22,59002.60,59002.60
35800,Paroo,LGA,Local Government Area,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,Disaster Recovery Payment,2025-10-23,441,300,741,<20,139,<20,883,883,883,505000.00,506400.00
36070,Pormpuraaw,LGA,Local Government Area,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (commencing 24 December 2025)",1243,Disaster Recovery Allowance,2026-04-16,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
36150,Quilpie,LGA,Local Government Area,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,Disaster Recovery Allowance,2026-04-13,<20,<20,23,<20,<20,<20,25,25,25,71353.02,71353.02
36150,Quilpie,LGA,Local Government Area,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,Disaster Recovery Payment,2025-10-13,144,94,238,<20,20,<20,260,260,260,167000.00,167000.00
36250,Redland,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Disaster Recovery Allowance,2022-09-19,322,132,454,774,241,<20,1469,1469,1469,1183316.17,1183316.17
36250,Redland,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Disaster Recovery Payment,2022-11-07,10582,2527,13109,4077,2694,<20,19880,19880,19880,12105000.00,12097928.02
36250,Redland,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,New Zealand disaster recovery allowance,2025-10-16,<20,<20,<20,<20,<20,<20,25,25,25,53463.53,53463.53
36250,Redland,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,New Zealand Disaster recovery payment,2022-10-14,298,151,449,267,202,<20,918,918,918,349600.00,349600.00
36250,Redland,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Non Profit Grant,2024-07-10,,,,,,,,,<20,39289.00,39289.00
36250,Redland,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Primary Producer Grants,2024-07-10,,,,,,,,,<20,189164.00,189164.00
36250,Redland,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Small Business Grants,2024-07-10,,,,,,,,,53,307305.00,307305.00
36250,Redland,LGA,Local Government Area,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,Small Business Grants,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
36250,Redland,LGA,Local Government Area,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,Disaster Recovery Allowance,2026-03-16,1585,1022,2607,<20,405,<20,3015,3015,3015,6933808.94,6927588.79
36250,Redland,LGA,Local Government Area,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,Disaster Recovery Payment,2026-04-09,12399,13477,25876,44,1683,<20,27603,27603,27603,14165800.00,14163566.57
36250,Redland,LGA,Local Government Area,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,New Zealand disaster recovery allowance,2026-01-09,23,88,111,<20,<20,<20,112,112,112,114216.47,114216.47
36250,Redland,LGA,Local Government Area,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,New Zealand Disaster recovery payment,2026-04-16,196,266,462,<20,28,<20,493,493,492,242800.00,241800.00
36250,Redland,LGA,Local Government Area,Queensland,AGRN 994 - QLD - Ex Tropical Cyclone Seth (7-10 January 2022),994,Small Business Grants,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
36250,Redland,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Apple Grants,2021-02-03,,,,,,,,,<20,<20000.00,<20000.00
36250,Redland,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Wine Grape Smoke Taint Grants,2021-01-13,,,,,,,,,<20,<20000.00,<20000.00
36300,Richmond,LGA,Local Government Area,Queensland,AGRN 1174 - North and Far North Tropical Low: (29 January 2025 - 28 February),1174,Disaster Recovery Allowance,2025-02-21,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
36300,Richmond,LGA,Local Government Area,Queensland,AGRN 1202 - Western Queensland Surface Trough Associated Rainfall and Flooding (21 March - 19 May 2025),1202,Disaster Recovery Allowance,2025-05-29,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
36300,Richmond,LGA,Local Government Area,Queensland,"AGRN 1243 - Queensland Monsoon Trough, Cyclone Koji, Cyclone Narelle and Severe Weather (commencing 24 December 2025)",1243,Disaster Recovery Allowance,2026-03-31,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
36300,Richmond,LGA,Local Government Area,Queensland,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,Concessional Loans,2021-09-30,,,,,,,,,,1018633.00,1018633.00
36300,Richmond,LGA,Local Government Area,Queensland,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,Disaster Recovery Allowance,2019-07-09,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
36300,Richmond,LGA,Local Government Area,Queensland,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,Disaster Recovery Payment,2019-05-23,213,<20,220,,,,,,220,244600.00,244600.00
36300,Richmond,LGA,Local Government Area,Queensland,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,Primary Producer Grants,2021-09-30,,,,,,,,,,9446145.00,9446145.00
36300,Richmond,LGA,Local Government Area,Queensland,North and Far North Queensland Monsoon Trough: from 25 January 2019,840,Small Business Grants,2021-09-30,,,,,,,,,,62669.00,62669.00
36370,Rockhampton,LGA,Local Government Area,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,Small Business Grants,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
36370,Rockhampton,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Apple Grants,2021-02-03,,,,,,,,,<20,<20000.00,<20000.00
36370,Rockhampton,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Wine Grape Smoke Taint Grants,2021-01-13,,,,,,,,,<20,<20000.00,<20000.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Disaster Recovery Allowance,2023-02-06,275,92,367,659,117,<20,1143,1143,1143,1029345.82,1028760.52
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Disaster Recovery Payment,2023-02-08,3534,1671,5205,1777,1176,<20,8158,8158,8158,4149200.00,4153468.55
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,New Zealand disaster recovery allowance,2022-05-27,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,New Zealand Disaster recovery payment,2022-08-24,49,49,98,67,81,<20,246,246,246,53400.00,53400.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Non Profit Grant,2024-07-10,,,,,,,,,<20,126712.00,126712.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Primary Producer Grants,2024-07-10,,,,,,,,,354,4643974.00,4643974.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Primary Producer Loans,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Small Business Grants,2024-07-10,,,,,,,,,84,807397.00,807397.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Small Business Loans,2024-07-10,,,,,,,,,<20,233383.00,233383.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,Primary Producer Grants,2024-07-10,,,,,,,,,91,1596288.00,1596288.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,Primary Producer Loans,2024-07-10,,,,,,,,,<20,100000.00,100000.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,Small Business Grants,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,"AGRN 1088 - Tropical Cyclone Jasper, associated rainfall and flooding (13 - 28 December 2023)",1088,Primary Producer Grants,2024-02-27,,,,,,,,,<20,<20000.00,<20000.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,Disaster Recovery Allowance,2024-06-18,112,61,173,<20,21,<20,195,195,195,499616.85,500988.85
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,New Zealand disaster recovery allowance,2024-04-30,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,Non Profit Grant,2024-07-10,,,,,,,,,<20,80163.00,80163.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,Primary Producer Grants,2024-07-10,,,,,,,,,32,278188.00,278188.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,Primary Producer Loans,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,Small Business Grants,2024-07-10,,,,,,,,,39,216451.00,216451.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 1094 - South East Queensland Severe Storms and Rainfall (commencing 24 December 2023),1094,Small Business Loans,2024-07-10,,,,,,,,,<20,134482.00,134482.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,Disaster Recovery Allowance,2025-12-04,477,264,741,<20,73,<20,815,815,815,2111289.38,2110508.28
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 1195 - QLD - Tropical Cyclone Alfred and associated rainfall and flooding (1-16 March 2025),1195,New Zealand disaster recovery allowance,2026-01-15,<20,21,21,<20,<20,<20,21,21,21,<20000.00,<20000.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,"AGRN 986 - QLD - Central, Southern and Western Queensland Rainfall and Flooding (10 Nov - 3 Dec 2021)",986,Primary Producer Grants,2024-07-10,,,,,,,,,57,572983.00,572983.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,AGRN 994 - QLD - Ex Tropical Cyclone Seth (7-10 January 2022),994,Primary Producer Grants,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Apple Grants,2021-02-03,,,,,,,,,<20,<20000.00,<20000.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Concessional Loans,2021-12-31,,,,,,,,,<20,126700.00,126700.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Disaster Recovery Allowance,2020-05-06,<20,<20,<20,,,,,,<20,52407.27,52407.27
36510,Scenic Rim,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Disaster Recovery Payment,2020-07-22,212,38,250,,,,,,250,256400.00,256400.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,New Zealand disaster recovery allowance,2020-06-26,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,New Zealand Disaster recovery payment,2020-04-30,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Primary Producer Grants,2021-12-31,,,,,,,,,26,803689.00,803689.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Small Business Grants,2020-08-31,,,,,,,,,<20,<20000.00,<20000.00
36510,Scenic Rim,LGA,Local Government Area,Queensland,Queensland Bushfires: September - December 2019,909,Wine Grape Smoke Taint Grants,2021-01-13,,,,,,,,,<20,<20000.00,<20000.00
36580,Somerset,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Disaster Recovery Allowance,2022-09-29,304,80,384,690,120,<20,1194,1194,1194,1110978.47,1110978.47
36580,Somerset,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Disaster Recovery Payment,2022-10-07,4049,1913,5962,2436,1856,<20,10254,10254,10254,4702200.00,4701400.00
36580,Somerset,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,New Zealand disaster recovery allowance,2022-06-27,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
36580,Somerset,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,New Zealand Disaster recovery payment,2022-11-06,39,39,78,52,57,<20,187,187,187,52200.00,52200.00
36580,Somerset,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Non Profit Grant,2024-07-10,,,,,,,,,20,174775.00,174775.00
36580,Somerset,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Primary Producer Grants,2024-07-10,,,,,,,,,527,7550905.00,7550905.00
36580,Somerset,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Primary Producer Loans,2024-07-10,,,,,,,,,<20,252000.00,252000.00
36580,Somerset,LGA,Local Government Area,Queensland,AGRN 1011 - South East Queensland Rainfall and Flooding (22 February - 5 April 2022),1011,Small Business Grants,2024-07-10,,,,,,,,,81,728066.00,728066.00
36580,Somerset,LGA,Local Government Area,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,Non Profit Grant,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
36580,Somerset,LGA,Local Government Area,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,Primary Producer Grants,2024-07-10,,,,,,,,,105,1832095.00,1832095.00
36580,Somerset,LGA,Local Government Area,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,Primary Producer Loans,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
36580,Somerset,LGA,Local Government Area,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,Small Business Grants,2024-07-10,,,,,,,,,<20,<20000.00,<20000.00
36580,Somerset,LGA,Local Government Area,Queensland,AGRN 1020 - Southern Queensland Flooding (6-20 May 2022),1020,Small Business Loans,2024-07-10,,,,,,,,,<20,81600.00,81600.00
