location_id,location_name,location_type,location_type_label,state_name,disaster_name,disaster_agrn,payment_type_name,date_of_data,eligible_claims,ineligible_claims,finalised_claims,cancelled_claims,withdrawn_claims,onhand_claims,incoming_claims,total_received_claims,applications_received,dollars_granted,dollars_paid
11720,Cessnock,LGA,Local Government Area,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,Disaster Recovery Payment,2021-11-11,8076,638,8714,,,,,,8714,9770600.00,9770600.00
11720,Cessnock,LGA,Local Government Area,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,New Zealand disaster recovery allowance,2021-04-30,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
11720,Cessnock,LGA,Local Government Area,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,New Zealand Disaster recovery payment,2021-08-11,28,<20,30,,,,,,30,39000.00,39000.00
11720,Cessnock,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Apple Grants,2022-03-24,,,,,,,,,<20,<20000.00,<20000.00
11720,Cessnock,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Concessional Loans,2022-05-18,,,,,,,,,<20,835000.00,835000.00
11720,Cessnock,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Primary Producer Grants,2022-05-18,,,,,,,,,21,429656.00,429656.00
11720,Cessnock,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Small Business Grants,2022-04-27,,,,,,,,,191,645574.00,645574.00
11720,Cessnock,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,"Small Business Support grants ($10,000)",2022-04-27,,,,,,,,,592,3120000.00,3120000.00
11720,Cessnock,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Wine Grape Smoke Taint Grants,2022-03-24,,,,,,,,,<20,<20000.00,<20000.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Australian Government Disaster Recovery Payment Supplement,2023-06-16,,,31886,,,,,,<20,36260800.00,36240373.60
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,<20,520000.00,520000.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Allowance,2023-01-11,967,249,1216,2240,327,<20,3783,3783,3783,3600734.67,3600527.27
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Payment,2023-07-13,16522,3039,19561,6771,4113,<20,30445,30445,30445,18730600.00,18710270.46
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,276049.00,276049.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,209,3747052.00,3747052.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand disaster recovery allowance,2022-06-29,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand Disaster recovery payment,2022-11-07,64,45,109,77,116,<20,302,302,302,71200.00,71200.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand Disaster Recovery Payment Supplement,2022-11-14,,,111,,,,,,<20,127600.00,122800.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,537,23927900.00,23927900.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,507,4535969.00,4535969.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,,,
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,,,
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,,,
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 6 March 2025),1198,Disaster Recovery Allowance,2026-02-11,627,254,881,<20,134,<20,1016,1016,1016,2825252.80,2823690.60
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 6 March 2025),1198,Disaster Recovery Payment,2026-04-08,6871,4504,11375,<20,1165,<20,12556,12556,12556,8032800.00,8030197.13
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 6 March 2025),1198,New Zealand disaster recovery allowance,2025-12-04,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 6 March 2025),1198,New Zealand Disaster recovery payment,2025-07-07,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,Disaster Recovery Allowance,2026-04-16,<20,21,37,<20,<20,<20,46,46,43,70452.23,70452.23
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,New Zealand disaster recovery allowance,2025-08-16,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,40,307000.00,307000.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,466,16142978.00,16142978.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,172,1204681.00,1204681.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,Disaster Recovery Allowance,2021-12-06,91,<20,108,,,,,,108,334390.54,334390.54
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,Disaster Recovery Payment,2022-03-18,5709,578,6287,,,,,,6287,6774800.00,6774800.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,New Zealand disaster recovery allowance,2021-03-29,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,New Zealand Disaster recovery payment,2021-09-23,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Apple Grants,2022-03-24,,,,,,,,,<20,<20000.00,<20000.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Concessional Loans,2022-05-18,,,,,,,,,33,1814000.00,1814000.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Primary Producer Grants,2022-05-18,,,,,,,,,277,11563768.00,11563768.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Small Business Grants,2022-04-27,,,,,,,,,179,3687598.00,3687598.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,"Small Business Support grants ($10,000)",2022-04-27,,,,,,,,,819,7420000.00,7420000.00
11730,Clarence Valley,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Wine Grape Smoke Taint Grants,2022-03-24,,,,,,,,,<20,<20000.00,<20000.00
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,,,
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,,,
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,,,
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,,,
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,,,
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Allowance,2023-05-31,<20,<20,<20,20,<20,<20,48,48,48,41096.50,41096.50
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Payment,2023-07-31,74,76,150,32,71,<20,253,253,253,92000.00,92000.00
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,,,
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,New Zealand disaster recovery allowance,2023-01-25,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,New Zealand Disaster recovery payment,2023-05-18,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,<20,<20000.00,<20000.00
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,<20,<20000.00,<20000.00
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,Disaster Recovery Payment,2021-09-27,95,<20,113,,,,,,113,116600.00,116600.00
11750,Cobar,LGA,Local Government Area,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,New Zealand Disaster recovery payment,2021-08-16,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,<20,130000.00,130000.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Allowance,2022-12-23,236,126,362,630,168,<20,1160,1160,1160,902626.18,902626.18
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Payment,2024-08-19,10912,2403,13315,3882,2704,<20,19901,19901,19901,12656700.72,12649916.68
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,32350.00,32350.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,<20,100000.00,100000.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand disaster recovery allowance,2022-06-01,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand Disaster recovery payment,2022-11-08,60,32,92,93,126,<20,311,311,311,69200.00,69200.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,182,9057104.00,9057104.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,235,765876.00,765876.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,,,
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,,,
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,<20,<20000.00,<20000.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,,,
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,,,
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 6 March 2025),1198,Disaster Recovery Allowance,2026-03-18,183,128,311,<20,34,<20,347,347,347,863522.97,864186.27
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 6 March 2025),1198,New Zealand disaster recovery allowance,2025-10-17,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,Disaster Recovery Allowance,2026-04-16,129,120,249,<20,60,<20,323,323,311,569166.68,569166.68
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,Disaster Recovery Payment,2026-03-16,7881,4961,12842,<20,1238,<20,14095,14095,14095,9220600.00,9218399.81
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,New Zealand disaster recovery allowance,2026-02-05,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,New Zealand Disaster recovery payment,2025-11-25,23,<20,37,<20,<20,<20,38,38,38,28600.00,28600.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,576900.00,576900.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,30000.00,30000.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,270,9935380.00,9935380.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,172,1044199.00,1044199.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,Disaster Recovery Allowance,2021-12-06,28,<20,34,,,,,,34,104486.21,104486.21
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,Disaster Recovery Payment,2023-01-10,6657,612,7269,,,,,,7269,8019800.00,8019800.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,New Zealand disaster recovery allowance,2021-06-02,<20,<20,<20,,,,,,<20,,
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,New Zealand Disaster recovery payment,2021-09-27,27,<20,28,,,,,,28,32200.00,32200.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Apple Grants,2022-03-24,,,,,,,,,<20,<20000.00,<20000.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Concessional Loans,2022-05-18,,,,,,,,,<20,740000.00,740000.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Primary Producer Grants,2022-05-18,,,,,,,,,98,4050124.00,4050124.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Small Business Grants,2022-04-27,,,,,,,,,45,314433.00,314433.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,"Small Business Support grants ($10,000)",2022-04-27,,,,,,,,,398,3190000.00,3190000.00
11800,Coffs Harbour,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Wine Grape Smoke Taint Grants,2022-03-24,,,,,,,,,<20,<20000.00,<20000.00
12000,Coolamon,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,,,
12000,Coolamon,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
12000,Coolamon,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,,,
12000,Coolamon,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
12000,Coolamon,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,,,
12000,Coolamon,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,,,
12000,Coolamon,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
12000,Coolamon,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,,,
12000,Coolamon,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
12000,Coolamon,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
12000,Coolamon,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,,,
12000,Coolamon,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Allowance,2023-03-17,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
12000,Coolamon,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,,,
12000,Coolamon,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
12000,Coolamon,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,<20,<20000.00,<20000.00
12000,Coolamon,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
12000,Coolamon,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
12000,Coolamon,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,<20,150000.00,150000.00
12000,Coolamon,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,<20,<20000.00,<20000.00
12150,Coonamble,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,,,
12150,Coonamble,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,<20000.00,<20000.00
12150,Coonamble,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,,,
12150,Coonamble,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
12150,Coonamble,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,,,
