date,sex,series_type,employed_total_000,unemployed_total_000,labour_force_total_000,unemployment_rate_pct,participation_rate_pct,employment_population_ratio_pct
1978-05,Males,Seasonally Adjusted,355.7468269,24.0557206,379.8025475,6.3337439,80.0411673,74.9715647
1978-05,Males,Trend,355.2066595,23.79086,378.9975196,6.2773129,79.9004588,74.8848571
1978-05,Persons,Original,557.4299142,39.9384198,597.368334,6.6857276,61.7479654,57.6196646
1978-05,Persons,Seasonally Adjusted,558.2741464,40.1946642,598.4688106,6.7162505,61.861718,57.7069301
1978-05,Persons,Trend,559.3439121,40.3689526,599.7128647,6.7313801,61.9994174,57.826001
1978-06,Females,Original,206.4602649,16.512938,222.9732029,7.4057949,45.1734938,41.8280376
1978-06,Females,Seasonally Adjusted,206.7105353,16.6280587,223.338594,7.4452241,45.2475206,41.8787413
1978-06,Females,Trend,205.1947496,16.4342072,221.6289568,7.4151895,44.9104571,41.5802616
1978-06,Males,Original,355.9978244,24.1175404,380.1153648,6.3447949,80.0986518,75.0165566
1978-06,Males,Seasonally Adjusted,356.3758571,24.7973755,381.1732326,6.5055396,80.3215677,75.0962164
1978-06,Males,Trend,354.864033,24.9207179,379.7847509,6.5618006,80.0181388,74.7675081
1978-06,Persons,Original,562.4580893,40.6304784,603.0885677,6.7370666,62.2927562,58.0960518
1978-06,Persons,Seasonally Adjusted,563.0863924,41.4254343,604.5118266,6.8527087,62.439764,58.1609489
1978-06,Persons,Trend,560.0587826,41.3549251,601.4137077,6.8762858,62.1219528,57.8502698
1978-07,Females,Original,206.9328425,15.0089842,221.9418267,6.7625758,44.9290419,41.8906814
1978-07,Females,Seasonally Adjusted,207.8324935,16.0000959,223.8325894,7.1482423,45.3118005,42.0728032
1978-07,Females,Trend,205.8184688,16.5076612,222.32613,7.4249757,45.0032662,41.6617846
1978-07,Males,Original,352.872419,24.5737416,377.4461606,6.510529,79.5005083,74.3246046
1978-07,Males,Seasonally Adjusted,353.6113566,25.5596877,379.1710443,6.7409387,79.8638161,74.4802452
1978-07,Males,Trend,354.0916695,26.1248265,380.216496,6.8710397,80.0633335,74.56215
1978-07,Persons,Original,559.8052615,39.5827258,599.3879873,6.603857,61.8719887,57.7860511
1978-07,Persons,Seasonally Adjusted,561.4438501,41.5597836,603.0036337,6.8921282,62.2452148,57.9551948
1978-07,Persons,Trend,559.9101383,42.6324877,602.5426259,7.075431,62.1875549,57.7875174
1978-08,Females,Original,203.9092252,15.8826408,219.791866,7.2262186,44.4476595,41.2357745
1978-08,Females,Seasonally Adjusted,205.7676735,16.2059578,221.9736313,7.3008482,44.8888695,41.6116013
1978-08,Females,Trend,206.0175256,16.8194989,222.8370245,7.5478924,45.0591028,41.6580902
1978-08,Males,Original,349.4060992,28.2678706,377.6739698,7.4847283,79.4915701,73.541842
1978-08,Males,Seasonally Adjusted,353.130965,27.6861313,380.8170963,7.2701913,80.1531249,74.3258395
1978-08,Males,Trend,352.9760953,27.1619199,380.1380152,7.1452785,79.9996626,74.2834639
1978-08,Persons,Original,553.3153244,44.1505114,597.4658358,7.3896295,61.619324,57.0658843
1978-08,Persons,Seasonally Adjusted,558.8986385,43.8920891,602.7907276,7.2814805,62.1685039,57.6417165
1978-08,Persons,Trend,558.9936209,43.9814188,602.9750397,7.2940696,62.1813053,57.6457577
1978-09,Females,Original,202.3741443,17.8238692,220.1980135,8.0944732,44.4728544,40.8730111
1978-09,Females,Seasonally Adjusted,204.7086712,18.2335781,222.9422493,8.1786104,45.027101,41.3445098
1978-09,Females,Trend,205.9986781,17.3077867,223.3064648,7.7506877,45.1067786,41.610693
1978-09,Males,Original,350.3615874,29.2363729,379.5979603,7.701931,79.8210864,73.6733214
1978-09,Males,Seasonally Adjusted,351.5333441,28.1688998,379.7022438,7.4186814,79.8430149,73.919716
1978-09,Males,Trend,351.8579824,27.7797802,379.6377626,7.3174439,79.8426195,74.0001806
1978-09,Persons,Original,552.7357317,47.0602421,599.7959738,7.8460417,61.7906799,56.9425574
1978-09,Persons,Seasonally Adjusted,556.2420152,46.4024779,602.6444931,7.6998095,62.084133,57.303773
1978-09,Persons,Trend,557.8566605,45.0875669,602.9442274,7.4779001,62.125555,57.4798681
1978-10,Females,Original,204.2303325,17.3257124,221.5560449,7.8200134,44.7097498,41.2134414
1978-10,Females,Seasonally Adjusted,205.0813879,17.3680562,222.4494441,7.807642,44.8900367,41.3851834
1978-10,Females,Trend,206.0050056,17.8835289,223.8885345,7.9876931,45.1764992,41.5679391
1978-10,Males,Original,349.7859927,28.2768673,378.06286,7.4794089,79.4561863,73.5133332
1978-10,Males,Seasonally Adjusted,351.0721425,28.7126173,379.7847598,7.5602342,79.8180721,73.7836389
1978-10,Males,Trend,351.0363579,27.9491242,378.9854821,7.3747216,79.6469208,73.7731822
1978-10,Persons,Original,554.0163252,45.6025797,599.6189049,7.6052605,61.7300861,57.0353522
1978-10,Persons,Seasonally Adjusted,556.1535305,46.0806735,602.2342039,7.6516201,61.9993281,57.2553751
1978-10,Persons,Trend,557.0413635,45.8326531,602.8740166,7.60236,62.0624689,57.3442566
1978-11,Females,Original,206.8139774,17.9698162,224.7837936,7.9942668,45.3119117,41.6895566
1978-11,Females,Seasonally Adjusted,205.6448864,19.2769997,224.9218861,8.5705309,45.3397484,41.4538913
1978-11,Females,Trend,206.0144547,18.44628,224.4607347,8.2180431,45.2439533,41.5257857
1978-11,Males,Original,347.6822938,25.9489795,373.6312733,6.945077,78.4654405,73.0159552
1978-11,Males,Seasonally Adjusted,349.0378282,27.5394473,376.5772755,7.3130932,79.0841236,73.3006279
1978-11,Males,Trend,350.611222,27.7582286,378.3694507,7.3362764,79.4542393,73.6252567
1978-11,Persons,Original,554.4962712,43.9187957,598.4150669,7.3391861,61.5492485,57.0320346
1978-11,Persons,Seasonally Adjusted,554.6827146,46.816447,601.4991615,7.7832938,61.8664593,57.051211
1978-11,Persons,Trend,556.6256768,46.2045086,602.8301854,7.6645977,61.9999101,57.2478664
1978-12,Females,Original,212.3542894,18.6912735,231.0455629,8.0898647,46.5134036,42.7505321
1978-12,Females,Seasonally Adjusted,206.7834419,18.3033692,225.0868111,8.1316933,45.3138054,41.6290257
1978-12,Females,Trend,205.8852361,18.8992502,224.7844863,8.40772,45.2613142,41.4558696
1978-12,Males,Original,355.1101651,27.8399558,382.9501209,7.2698647,80.3404762,74.4998322
1978-12,Males,Seasonally Adjusted,351.0551342,26.9976479,378.0527821,7.1412377,79.3130459,73.6491128
1978-12,Males,Trend,350.5635185,27.3132005,377.876719,7.2280718,79.2857235,73.5548945
1978-12,Persons,Original,567.4644545,46.5312293,613.9956838,7.5784294,63.0782049,58.2978677
1978-12,Persons,Seasonally Adjusted,557.8385761,45.3010171,603.1395932,7.5108677,61.9629158,57.3089632
1978-12,Persons,Trend,556.4487546,46.2124507,602.6612054,7.6680646,61.9237145,57.175364
1979-01,Females,Original,202.6931902,17.387502,220.0806922,7.9005122,44.2705168,40.7729192
1979-01,Females,Seasonally Adjusted,208.0142232,16.9872301,225.0014533,7.5498313,45.2603566,41.8432761
1979-01,Females,Trend,205.4926543,19.2567501,224.7494043,8.5680984,45.2064565,41.3331229
1979-01,Males,Original,351.5630637,28.5021349,380.0651986,7.4992751,79.687595,73.711603
1979-01,Males,Seasonally Adjusted,351.624332,25.9156292,377.5399611,6.8643407,79.158133,73.7244491
1979-01,Males,Trend,350.7478551,26.750598,377.4984531,7.0862802,79.1419214,73.5337031
1979-01,Persons,Original,554.2562539,45.8896369,600.1458908,7.6464136,61.6121303,56.901012
1979-01,Persons,Seasonally Adjusted,559.6385552,42.9028593,602.5414145,7.1203171,61.8580594,57.4535694
1979-01,Persons,Trend,556.2405093,46.0073481,602.2478575,7.6392714,61.8228176,57.1000048
1979-02,Females,Original,204.0163698,21.8407689,225.8571387,9.6701698,45.3863779,40.9974381
1979-02,Females,Seasonally Adjusted,205.4978671,19.8052279,225.303095,8.7904819,45.2750419,41.2951475
1979-02,Females,Trend,204.7562715,19.5244533,224.2807248,8.7053639,45.0646358,41.1415952
1979-02,Males,Original,354.5435826,27.8227081,382.3662907,7.2764542,80.1015365,74.2729849
1979-02,Males,Seasonally Adjusted,351.6837078,26.4332922,378.1170001,6.9907706,79.2113568,73.6738725
1979-02,Males,Trend,351.0811628,26.1693622,377.250525,6.9368657,79.0267216,73.544744
1979-02,Persons,Original,558.5599524,49.663477,608.2234294,8.1653344,62.3829138,57.2891403
1979-02,Persons,Seasonally Adjusted,557.181575,46.2385201,603.4200951,7.6627412,61.890256,57.1477659
1979-02,Persons,Trend,555.8374343,45.6938155,601.5312497,7.5962497,61.6917091,57.0054529
1979-03,Females,Original,208.049313,22.0802459,230.1295589,9.5947022,46.186827,41.7553385
1979-03,Females,Seasonally Adjusted,203.1051293,20.8389683,223.9440976,9.3054331,44.9454096,40.7630446
1979-03,Females,Trend,203.8466812,19.7697512,223.6164324,8.8409206,44.8841923,40.9160165
1979-03,Males,Original,353.1225119,26.1277758,379.2502877,6.8893226,79.3639695,73.8963297
1979-03,Males,Seasonally Adjusted,350.253876,26.5194039,376.7732799,7.0385575,78.8456175,73.2960234
1979-03,Males,Trend,351.5085559,25.6037799,377.1123357,6.7894305,78.9364782,73.5771409
1979-03,Persons,Original,561.1718249,48.2080217,609.3798466,7.9109971,62.4287814,57.4900423
1979-03,Persons,Seasonally Adjusted,553.3590053,47.3583721,600.7173774,7.8836361,61.5413425,56.689647
1979-03,Persons,Trend,555.3552371,45.3735311,600.7287682,7.5530811,61.5531804,56.9040188
1979-04,Females,Original,203.3926548,17.9145121,221.3071669,8.0948631,44.3808194,40.7882528
1979-04,Females,Seasonally Adjusted,201.1310258,18.1728474,219.3038733,8.2866058,43.9790799,40.334707
1979-04,Females,Trend,203.0521797,20.0293806,223.0815603,8.9785012,44.7313757,40.7151686
1979-04,Males,Original,349.5356368,23.3551028,372.8907396,6.2632563,77.9973962,73.1122194
1979-04,Males,Seasonally Adjusted,348.1578611,24.7229703,372.8808314,6.6302605,77.9953237,72.8240306
1979-04,Males,Trend,351.9752044,25.0345854,377.0097898,6.6403011,78.8556801,73.6194254
1979-04,Persons,Original,552.9282916,41.2696149,594.1979065,6.9454326,60.8350579,56.6098
1979-04,Persons,Seasonally Adjusted,549.2888869,42.8958178,592.1847046,7.2436551,60.6289427,56.2371911
1979-04,Persons,Trend,555.0273841,45.0639659,600.09135,7.5095177,61.4334807,56.8201226
1979-05,Females,Original,201.6667442,21.2187747,222.8855189,9.5200329,44.6499774,40.3992849
1979-05,Females,Seasonally Adjusted,201.951455,20.5713897,222.5228447,9.2446192,44.577324,40.4563202
1979-05,Females,Trend,202.6022873,20.335647,222.9379343,9.121663,44.65975,40.5860382
1979-05,Males,Original,352.6335098,23.1358187,375.7693285,6.1569205,78.5452932,73.7093219
1979-05,Males,Seasonally Adjusted,352.9096811,23.8945901,376.8042712,6.3413798,78.7616223,73.7670487
1979-05,Males,Trend,352.4585924,24.4653444,376.9239368,6.4907908,78.7793471,73.6659444
1979-05,Persons,Original,554.300254,44.3545934,598.6548474,7.4090427,61.2375141,56.7004006
1979-05,Persons,Seasonally Adjusted,554.8611361,44.4659798,599.3271159,7.4193172,61.3062817,56.7577742
1979-05,Persons,Trend,555.0608797,44.8009914,599.8618711,7.4685513,61.3576944,56.7751635
1979-06,Females,Original,203.1578354,20.801102,223.9589374,9.2879089,44.8093577,40.6475054
1979-06,Females,Seasonally Adjusted,203.5995589,21.0083413,224.6079002,9.3533403,44.9392012,40.7358848
1979-06,Females,Trend,202.4252229,20.6893587,223.1145816,9.2729747,44.6555598,40.5146611
1979-06,Males,Original,352.1661439,23.8908905,376.0570344,6.3529966,78.532535,73.5433658
1979-06,Males,Seasonally Adjusted,352.5719769,24.5531907,377.1251676,6.5106211,78.7555948,73.6281165
1979-06,Males,Trend,352.9011223,23.917682,376.8188042,6.3472634,78.6978412,73.7026819
1979-06,Persons,Original,555.3239793,44.6919925,600.0159718,7.4484671,61.3100126,56.7433564
1979-06,Persons,Seasonally Adjusted,556.1715358,45.561532,601.7330678,7.5717182,61.4854665,56.8299603
1979-06,Persons,Trend,555.3263452,44.6070407,599.9333859,7.4353323,61.314563,56.7556215
1979-07,Females,Original,205.5280218,17.7743356,223.3023574,7.9597617,44.6577953,41.1031412
1979-07,Females,Seasonally Adjusted,206.5770907,18.8911756,225.4682663,8.3786405,45.0909511,41.3129424
1979-07,Females,Trend,202.3627528,21.0485299,223.4112827,9.4214266,44.678058,40.4687476
1979-07,Males,Original,355.1470917,21.8430102,376.9901019,5.794054,78.6761533,74.1176145
1979-07,Males,Seasonally Adjusted,356.0774202,22.6463334,378.7237536,5.9796443,79.0379587,74.3117699
1979-07,Males,Trend,353.1922079,23.3971505,376.5893584,6.212908,78.5864305,73.7039278
1979-07,Persons,Original,560.6751135,39.6173458,600.2924593,6.5996741,61.304572,57.2586701
1979-07,Persons,Seasonally Adjusted,562.6545109,41.537509,604.1920199,6.8748854,61.7028127,57.460815
1979-07,Persons,Trend,555.5549608,44.4456804,600.0006411,7.4076055,61.2713817,56.7326395
1979-08,Females,Original,200.0737163,21.3342603,221.4079766,9.6357234,44.2485021,39.9848389
1979-08,Females,Seasonally Adjusted,202.2828596,21.7645532,224.0474128,9.7142622,44.7759949,40.4263373
1979-08,Females,Trend,202.2546402,21.3658292,223.6204694,9.5545051,44.6843469,40.4149787
1979-08,Males,Original,348.7217527,23.8419786,372.5637313,6.3994363,77.6846106,72.7132334
1979-08,Males,Seasonally Adjusted,352.4670519,23.4184462,375.8854982,6.2302074,78.3772442,73.4941793
1979-08,Males,Trend,353.1795768,22.9506764,376.1302532,6.1017895,78.421347,73.6362414
1979-08,Persons,Original,548.795469,45.1762389,593.9717079,7.6057897,60.6118977,56.0018842
1979-08,Persons,Seasonally Adjusted,554.7499116,45.1829994,599.932911,7.531342,61.2202092,56.6095059
1979-08,Persons,Trend,555.434217,44.3165056,599.7507226,7.3891542,61.194549,56.6727894
1979-09,Females,Original,201.4033544,22.0345808,223.4379352,9.8616114,44.6130823,40.2135135
1979-09,Females,Seasonally Adjusted,201.6738019,21.6885313,223.3623332,9.7100218,44.5979872,40.2675129
1979-09,Females,Trend,201.964254,21.5554829,223.5197369,9.6436598,44.6284099,40.3245979
1979-09,Males,Original,354.3076482,23.9154249,378.2230731,6.3231005,78.7772643,73.7960987
1979-09,Males,Seasonally Adjusted,353.5808005,23.0205525,376.6013529,6.112711,78.4394883,73.644709
1979-09,Males,Trend,352.8787565,22.6589231,375.5376796,6.0337283,78.2226657,73.5029226
1979-09,Persons,Original,555.7110026,45.9500057,601.6610083,7.6371919,61.3343951,56.6501696
1979-09,Persons,Seasonally Adjusted,555.2546023,44.7090838,599.9636861,7.451965,61.161367,56.6036434
1979-09,Persons,Trend,554.8430105,44.214406,599.0574165,7.3806625,61.070097,56.5627193
1979-10,Females,Original,201.0814712,21.9008233,222.9822945,9.8217768,44.4900371,40.1203249
1979-10,Females,Seasonally Adjusted,201.9042273,21.9715818,223.8758091,9.8141831,44.6683136,40.2844835
1979-10,Females,Trend,201.5743717,21.541218,223.1155896,9.6547346,44.5106515,40.2132663
1979-10,Males,Original,351.0735462,22.0543248,373.127871,5.9106613,77.6489135,73.0593492
1979-10,Males,Seasonally Adjusted,352.2638034,22.4877614,374.7515648,6.0007118,77.9868085,73.3070449
1979-10,Males,Trend,352.3759065,22.524964,374.9008705,6.0082453,78.0108633,73.3237793
1979-10,Persons,Original,552.1550174,43.9551481,596.1101655,7.3736619,60.7205009,56.2431764
1979-10,Persons,Seasonally Adjusted,554.1680306,44.4593432,598.6273739,7.4268811,60.9769068,56.4482244
1979-10,Persons,Trend,553.9502781,44.066182,598.0164601,7.3687239,60.9078401,56.4197095
1979-11,Females,Original,201.0898483,19.2547659,220.3446142,8.7384781,43.9214387,40.0833734
1979-11,Females,Seasonally Adjusted,199.7490803,20.7184827,220.467563,9.3975197,43.9459461,39.8161172
1979-11,Females,Trend,201.3027241,21.31243,222.6151541,9.5736654,44.3725254,40.1244483
1979-11,Males,Original,350.3038883,19.3404739,369.6443622,5.2321842,76.8397152,72.8193198
1979-11,Males,Seasonally Adjusted,351.4808114,20.453371,371.9341824,5.499191,77.3157109,73.0639724
1979-11,Males,Trend,351.8230508,22.6182058,374.4412567,6.0405218,77.8347121,73.1330893
1979-11,Persons,Original,551.3937366,38.5952398,589.9889764,6.5416883,60.0352288,56.1079112
1979-11,Persons,Seasonally Adjusted,551.2298917,41.1718537,592.4017454,6.9499886,60.2807438,56.091239
1979-11,Persons,Trend,553.1257749,43.9306358,597.0564107,7.3578702,60.7525131,56.282422
1979-12,Females,Original,207.8466011,22.2911932,230.1377943,9.6860202,45.8190853,41.3810395
1979-12,Females,Seasonally Adjusted,202.6654032,21.7186978,224.384101,9.6792499,44.6735587,40.3494933
1979-12,Females,Trend,201.2791558,20.9702923,222.2494481,9.4354755,44.2607637,40.0845501
1979-12,Males,Original,354.8931494,22.4235813,377.3167307,5.9429067,78.330876,73.6757451
1979-12,Males,Seasonally Adjusted,350.7673623,21.7069952,372.4743575,5.8277824,77.3256003,72.8192326
1979-12,Males,Trend,351.2411059,23.0260463,374.2671522,6.1523022,77.7178619,72.9364242
1979-12,Persons,Original,562.7397505,44.7147745,607.454525,7.3610077,61.7350024,57.1906841
1979-12,Persons,Seasonally Adjusted,553.4327655,43.425693,596.8584585,7.2757104,60.6581346,56.2448244
1979-12,Persons,Trend,552.5202617,43.9963387,596.5166003,7.375543,60.6396664,56.1671617
1980-01,Females,Original,196.1591917,20.7057699,216.8649616,9.547771,43.151969,39.0319178
1980-01,Females,Seasonally Adjusted,201.3131951,20.2153602,221.5285552,9.125397,44.0799347,40.0574657
1980-01,Females,Trend,201.4043849,20.6259469,222.0303318,9.2896978,44.1782758,40.0742474
1980-01,Males,Original,350.7588789,27.0634217,377.8223006,7.1630027,78.3793705,72.765054
1980-01,Males,Seasonally Adjusted,351.2480797,24.5974945,375.8455742,6.5445747,77.9692979,72.8665389
1980-01,Males,Trend,350.6376989,23.7317609,374.3694598,6.3391284,77.658794,72.7359033
1980-01,Persons,Original,546.9180706,47.7691916,594.6872622,8.0326576,60.3986217,55.5470072
1980-01,Persons,Seasonally Adjusted,552.5612748,44.8128547,597.3741295,7.5016397,60.6715098,56.1201517
1980-01,Persons,Trend,552.0420838,44.3577078,596.3997916,7.4375794,60.5699284,56.0649919
1980-02,Females,Original,198.7948159,22.6841072,221.4789231,10.2421065,44.0350975,39.5249759
1980-02,Females,Seasonally Adjusted,200.2306001,20.6215719,220.8521719,9.3372737,43.9104849,39.8104427
1980-02,Females,Trend,201.5066519,20.4600881,221.9667399,9.2176369,44.1270266,40.0595575
1980-02,Males,Original,353.3819857,26.0195434,379.4015291,6.8580492,78.6324503,73.2397982
1980-02,Males,Seasonally Adjusted,350.6559387,24.7131895,375.3691282,6.5837033,77.7967195,72.6748143
1980-02,Males,Trend,350.1078334,24.6268792,374.7347125,6.5718169,77.6541642,72.5508747
1980-02,Persons,Original,552.1768016,48.7036506,600.8804522,8.1053811,60.97462,56.0323947
1980-02,Persons,Seasonally Adjusted,550.8865388,45.3347614,596.2213002,7.6036803,60.5018304,55.9014647
1980-02,Persons,Trend,551.6144852,45.0869672,596.7014525,7.5560344,60.5426224,55.968001
1980-03,Females,Original,207.8433514,19.9090854,227.7524368,8.7415466,45.2356453,41.2813502
1980-03,Females,Seasonally Adjusted,202.9822875,18.6569319,221.6392194,8.4177033,44.0214526,40.3158574
1980-03,Females,Trend,201.5664584,20.5778609,222.1443193,9.2632848,44.1236001,40.0363054
1980-03,Males,Original,352.0174726,24.4776865,376.4951591,6.5014611,77.9383329,72.8712025
1980-03,Males,Seasonally Adjusted,349.1103176,24.8584032,373.9687209,6.6471878,77.4153345,72.2693918
1980-03,Males,Trend,349.7755475,25.5414885,375.3170361,6.8053102,77.6940473,72.4067264
1980-03,Persons,Original,559.860824,44.3867719,604.2475959,7.3457921,61.2486744,56.7494741
1980-03,Persons,Seasonally Adjusted,552.0926052,43.5153351,595.6079403,7.3060368,60.3729283,55.96206
1980-03,Persons,Trend,551.342006,46.1193494,597.4613554,7.7192188,60.5613297,55.8864681
1980-04,Females,Original,202.8228254,20.2972056,223.120031,9.0969894,44.2834645,40.2550024
1980-04,Females,Seasonally Adjusted,202.11305,20.5694278,222.6824778,9.2371111,44.1966217,40.1141307
1980-04,Females,Trend,201.6518689,20.9298378,222.5817067,9.4032156,44.1718488,40.0182746
1980-04,Males,Original,349.2941096,25.6975017,374.9916113,6.8528204,77.5549974,72.2402927
1980-04,Males,Seasonally Adjusted,349.8656004,27.1233562,376.9889565,7.1947349,77.9680842,72.3584872
1980-04,Males,Trend,349.7120846,26.2764735,375.9885581,6.9886365,77.7534814,72.3195732
1980-04,Persons,Original,552.116935,45.9947073,598.1116423,7.689987,60.5767305,55.9183879
1980-04,Persons,Seasonally Adjusted,551.9786504,47.692784,599.6714343,7.9531525,60.7347062,55.9043824
1980-04,Persons,Trend,551.3639535,47.2063113,598.5702647,7.8865112,60.6158104,55.8353377
1980-05,Females,Original,201.1542597,22.3215974,223.4758571,9.9883709,44.310644,39.8847326
1980-05,Females,Seasonally Adjusted,201.2563292,21.6957745,222.9521037,9.7311369,44.2067946,39.9049709
1980-05,Females,Trend,201.8558708,21.3513861,223.207257,9.5657222,44.2579344,40.0243433
1980-05,Males,Original,347.1716827,28.2220082,375.3936909,7.5179762,77.5478613,71.7178316
1980-05,Males,Seasonally Adjusted,347.3343662,29.225714,376.5600802,7.7612353,77.788811,71.7514383
1980-05,Males,Trend,349.8663419,26.7807613,376.6471031,7.1103059,77.8138845,72.2810792
1980-05,Persons,Original,548.3259424,50.5436056,598.869548,8.4398356,60.5886317,55.4750508
1980-05,Persons,Seasonally Adjusted,548.5906954,50.9214885,599.5121839,8.4938205,60.6536482,55.5018363
1980-05,Persons,Trend,551.7222127,48.1321474,599.8543601,8.0239722,60.6899046,55.8201635
1980-06,Females,Original,200.4076763,21.8210418,222.2287181,9.8191818,44.011437,39.689874
1980-06,Females,Seasonally Adjusted,200.904971,22.1219579,223.026929,9.9189627,44.1695192,39.7883611
1980-06,Females,Trend,202.1438181,21.6745086,223.8183266,9.683974,44.3415266,40.0475047
1980-06,Males,Original,349.8229096,26.3742782,376.1971878,7.010759,77.5993864,72.1590804
1980-06,Males,Seasonally Adjusted,350.2215793,27.1039497,377.325529,7.1831741,77.8321329,72.2413153
1980-06,Males,Trend,350.1933442,27.0346717,377.2280159,7.1666659,77.8634253,72.2832137
1980-06,Persons,Original,550.2305859,48.19532,598.4259059,8.0536821,60.4636707,55.5941189
1980-06,Persons,Seasonally Adjusted,551.1265503,49.2259077,600.3524579,8.1995013,60.6583254,55.6846452
1980-06,Persons,Trend,552.3371623,48.7091803,601.0463426,8.104064,60.7572045,55.8334018
1980-07,Females,Original,201.3754218,21.1743117,222.5497335,9.5144179,44.0518091,39.8605359
1980-07,Females,Seasonally Adjusted,202.5221551,22.3852207,224.9073758,9.9530843,44.5184841,40.0875219
1980-07,Females,Trend,202.4750387,21.7807055,224.2557442,9.7124404,44.3896187,40.0783035
1980-07,Males,Original,350.8399427,23.7801786,374.6201213,6.3478114,77.2469974,72.3435037
1980-07,Males,Seasonally Adjusted,351.899718,24.5871612,376.4868792,6.5306821,77.6319245,72.5620303
1980-07,Males,Trend,350.5947027,27.0901277,377.6848304,7.1726809,77.8912746,72.3043821
1980-07,Persons,Original,552.2153645,44.9544903,597.1698548,7.5279236,60.310198,55.7700923
1980-07,Persons,Seasonally Adjusted,554.4218731,46.9723819,601.394255,7.8105804,60.7368344,55.9929351
1980-07,Persons,Trend,553.0697414,48.8708331,601.9405745,8.11888,60.7954619,55.8595513
1980-08,Females,Original,202.1999327,20.9522621,223.1521948,9.3892252,44.1365512,39.9924711
1980-08,Females,Seasonally Adjusted,204.045467,21.4342455,225.4797125,9.5060639,44.5969034,40.3574933
1980-08,Females,Trend,202.683828,21.6029169,224.2867449,9.6318295,44.3538959,40.0818042
1980-08,Males,Original,347.7052417,26.7885351,374.4937768,7.1532658,77.1760679,71.6554586
1980-08,Males,Seasonally Adjusted,351.4591181,26.3835431,377.8426612,6.9826798,77.8662095,72.4290614
1980-08,Males,Trend,350.9375029,27.0385002,377.976003,7.1534965,77.88508,72.3135735
1980-08,Persons,Original,549.9051744,47.7407972,597.6459716,7.98814,60.3170416,55.4988318
1980-08,Persons,Seasonally Adjusted,555.5045851,47.8177886,603.3223737,7.9257443,60.8899289,56.0639488
