lga_code,lga_name,sex,age_group,year,population,is_total_row
40700,Burnside (C),Persons,45-49,2016,3184,False
40700,Burnside (C),Persons,50-54,2016,2998,False
40700,Burnside (C),Persons,55-59,2016,3035,False
40700,Burnside (C),Persons,60-64,2016,2746,False
40700,Burnside (C),Persons,65-69,2016,2839,False
40700,Burnside (C),Persons,70-74,2016,2231,False
40700,Burnside (C),Persons,75-79,2016,1634,False
40700,Burnside (C),Persons,80-84,2016,1227,False
40700,Burnside (C),Persons,85-89,2016,1038,False
40700,Burnside (C),Persons,90+,2016,639,False
40910,Campbelltown (C) (SA),Persons,0-4,2016,2846,False
40910,Campbelltown (C) (SA),Persons,5-9,2016,2939,False
40910,Campbelltown (C) (SA),Persons,10-14,2016,2702,False
40910,Campbelltown (C) (SA),Persons,15-19,2016,3109,False
40910,Campbelltown (C) (SA),Persons,20-24,2016,3436,False
40910,Campbelltown (C) (SA),Persons,25-29,2016,3305,False
40910,Campbelltown (C) (SA),Persons,30-34,2016,3334,False
40910,Campbelltown (C) (SA),Persons,35-39,2016,3222,False
40910,Campbelltown (C) (SA),Persons,40-44,2016,3288,False
40910,Campbelltown (C) (SA),Persons,45-49,2016,3588,False
40910,Campbelltown (C) (SA),Persons,50-54,2016,3412,False
40910,Campbelltown (C) (SA),Persons,55-59,2016,3000,False
40910,Campbelltown (C) (SA),Persons,60-64,2016,2543,False
40910,Campbelltown (C) (SA),Persons,65-69,2016,2580,False
40910,Campbelltown (C) (SA),Persons,70-74,2016,2312,False
40910,Campbelltown (C) (SA),Persons,75-79,2016,2195,False
40910,Campbelltown (C) (SA),Persons,80-84,2016,1602,False
40910,Campbelltown (C) (SA),Persons,85-89,2016,1029,False
40910,Campbelltown (C) (SA),Persons,90+,2016,634,False
41010,Ceduna (DC),Persons,0-4,2016,263,False
41010,Ceduna (DC),Persons,5-9,2016,238,False
41010,Ceduna (DC),Persons,10-14,2016,228,False
41010,Ceduna (DC),Persons,15-19,2016,224,False
41010,Ceduna (DC),Persons,20-24,2016,227,False
41010,Ceduna (DC),Persons,25-29,2016,247,False
41010,Ceduna (DC),Persons,30-34,2016,223,False
41010,Ceduna (DC),Persons,35-39,2016,201,False
41010,Ceduna (DC),Persons,40-44,2016,222,False
41010,Ceduna (DC),Persons,45-49,2016,240,False
41010,Ceduna (DC),Persons,50-54,2016,204,False
41010,Ceduna (DC),Persons,55-59,2016,252,False
41010,Ceduna (DC),Persons,60-64,2016,242,False
41010,Ceduna (DC),Persons,65-69,2016,201,False
41010,Ceduna (DC),Persons,70-74,2016,143,False
41010,Ceduna (DC),Persons,75-79,2016,96,False
41010,Ceduna (DC),Persons,80-84,2016,48,False
41010,Ceduna (DC),Persons,85-89,2016,42,False
41010,Ceduna (DC),Persons,90+,2016,26,False
41060,Charles Sturt (C),Persons,0-4,2016,6387,False
41060,Charles Sturt (C),Persons,5-9,2016,6079,False
41060,Charles Sturt (C),Persons,10-14,2016,5702,False
41060,Charles Sturt (C),Persons,15-19,2016,6498,False
41060,Charles Sturt (C),Persons,20-24,2016,8102,False
41060,Charles Sturt (C),Persons,25-29,2016,8531,False
41060,Charles Sturt (C),Persons,30-34,2016,8078,False
41060,Charles Sturt (C),Persons,35-39,2016,7136,False
41060,Charles Sturt (C),Persons,40-44,2016,7384,False
41060,Charles Sturt (C),Persons,45-49,2016,8048,False
41060,Charles Sturt (C),Persons,50-54,2016,7774,False
41060,Charles Sturt (C),Persons,55-59,2016,7483,False
41060,Charles Sturt (C),Persons,60-64,2016,6483,False
41060,Charles Sturt (C),Persons,65-69,2016,6110,False
41060,Charles Sturt (C),Persons,70-74,2016,4565,False
41060,Charles Sturt (C),Persons,75-79,2016,3880,False
41060,Charles Sturt (C),Persons,80-84,2016,3044,False
41060,Charles Sturt (C),Persons,85-89,2016,2268,False
41060,Charles Sturt (C),Persons,90+,2016,1424,False
41140,Clare and Gilbert Valleys (DC),Persons,0-4,2016,504,False
41140,Clare and Gilbert Valleys (DC),Persons,5-9,2016,597,False
41140,Clare and Gilbert Valleys (DC),Persons,10-14,2016,592,False
41140,Clare and Gilbert Valleys (DC),Persons,15-19,2016,469,False
41140,Clare and Gilbert Valleys (DC),Persons,20-24,2016,371,False
41140,Clare and Gilbert Valleys (DC),Persons,25-29,2016,526,False
41140,Clare and Gilbert Valleys (DC),Persons,30-34,2016,483,False
41140,Clare and Gilbert Valleys (DC),Persons,35-39,2016,440,False
41140,Clare and Gilbert Valleys (DC),Persons,40-44,2016,502,False
41140,Clare and Gilbert Valleys (DC),Persons,45-49,2016,622,False
41140,Clare and Gilbert Valleys (DC),Persons,50-54,2016,675,False
41140,Clare and Gilbert Valleys (DC),Persons,55-59,2016,720,False
41140,Clare and Gilbert Valleys (DC),Persons,60-64,2016,767,False
41140,Clare and Gilbert Valleys (DC),Persons,65-69,2016,648,False
41140,Clare and Gilbert Valleys (DC),Persons,70-74,2016,535,False
41140,Clare and Gilbert Valleys (DC),Persons,75-79,2016,327,False
41140,Clare and Gilbert Valleys (DC),Persons,80-84,2016,205,False
41140,Clare and Gilbert Valleys (DC),Persons,85-89,2016,164,False
41140,Clare and Gilbert Valleys (DC),Persons,90+,2016,102,False
41190,Cleve (DC),Persons,0-4,2016,134,False
41190,Cleve (DC),Persons,5-9,2016,126,False
41190,Cleve (DC),Persons,10-14,2016,109,False
41190,Cleve (DC),Persons,15-19,2016,81,False
41190,Cleve (DC),Persons,20-24,2016,76,False
41190,Cleve (DC),Persons,25-29,2016,99,False
41190,Cleve (DC),Persons,30-34,2016,102,False
41190,Cleve (DC),Persons,35-39,2016,89,False
41190,Cleve (DC),Persons,40-44,2016,101,False
41190,Cleve (DC),Persons,45-49,2016,119,False
41190,Cleve (DC),Persons,50-54,2016,129,False
41190,Cleve (DC),Persons,55-59,2016,131,False
41190,Cleve (DC),Persons,60-64,2016,137,False
41190,Cleve (DC),Persons,65-69,2016,129,False
41190,Cleve (DC),Persons,70-74,2016,101,False
41190,Cleve (DC),Persons,75-79,2016,58,False
41190,Cleve (DC),Persons,80-84,2016,43,False
41190,Cleve (DC),Persons,85-89,2016,36,False
41190,Cleve (DC),Persons,90+,2016,22,False
41330,Coober Pedy (DC),Persons,0-4,2016,128,False
41330,Coober Pedy (DC),Persons,5-9,2016,102,False
41330,Coober Pedy (DC),Persons,10-14,2016,81,False
41330,Coober Pedy (DC),Persons,15-19,2016,64,False
41330,Coober Pedy (DC),Persons,20-24,2016,92,False
41330,Coober Pedy (DC),Persons,25-29,2016,140,False
41330,Coober Pedy (DC),Persons,30-34,2016,128,False
41330,Coober Pedy (DC),Persons,35-39,2016,84,False
41330,Coober Pedy (DC),Persons,40-44,2016,91,False
41330,Coober Pedy (DC),Persons,45-49,2016,123,False
41330,Coober Pedy (DC),Persons,50-54,2016,155,False
41330,Coober Pedy (DC),Persons,55-59,2016,126,False
41330,Coober Pedy (DC),Persons,60-64,2016,128,False
41330,Coober Pedy (DC),Persons,65-69,2016,116,False
41330,Coober Pedy (DC),Persons,70-74,2016,144,False
41330,Coober Pedy (DC),Persons,75-79,2016,77,False
41330,Coober Pedy (DC),Persons,80-84,2016,31,False
41330,Coober Pedy (DC),Persons,85-89,2016,5,False
41330,Coober Pedy (DC),Persons,90+,2016,3,False
41560,Copper Coast (DC),Persons,0-4,2016,713,False
41560,Copper Coast (DC),Persons,5-9,2016,809,False
41560,Copper Coast (DC),Persons,10-14,2016,790,False
41560,Copper Coast (DC),Persons,15-19,2016,768,False
41560,Copper Coast (DC),Persons,20-24,2016,627,False
41560,Copper Coast (DC),Persons,25-29,2016,690,False
41560,Copper Coast (DC),Persons,30-34,2016,683,False
41560,Copper Coast (DC),Persons,35-39,2016,628,False
41560,Copper Coast (DC),Persons,40-44,2016,654,False
41560,Copper Coast (DC),Persons,45-49,2016,911,False
41560,Copper Coast (DC),Persons,50-54,2016,1008,False
41560,Copper Coast (DC),Persons,55-59,2016,1083,False
41560,Copper Coast (DC),Persons,60-64,2016,1184,False
41560,Copper Coast (DC),Persons,65-69,2016,1278,False
41560,Copper Coast (DC),Persons,70-74,2016,1007,False
41560,Copper Coast (DC),Persons,75-79,2016,756,False
41560,Copper Coast (DC),Persons,80-84,2016,452,False
41560,Copper Coast (DC),Persons,85-89,2016,268,False
41560,Copper Coast (DC),Persons,90+,2016,166,False
41750,Elliston (DC),Persons,0-4,2016,76,False
41750,Elliston (DC),Persons,5-9,2016,87,False
41750,Elliston (DC),Persons,10-14,2016,72,False
41750,Elliston (DC),Persons,15-19,2016,41,False
41750,Elliston (DC),Persons,20-24,2016,46,False
41750,Elliston (DC),Persons,25-29,2016,53,False
41750,Elliston (DC),Persons,30-34,2016,63,False
41750,Elliston (DC),Persons,35-39,2016,60,False
41750,Elliston (DC),Persons,40-44,2016,62,False
41750,Elliston (DC),Persons,45-49,2016,67,False
41750,Elliston (DC),Persons,50-54,2016,90,False
41750,Elliston (DC),Persons,55-59,2016,98,False
41750,Elliston (DC),Persons,60-64,2016,84,False
41750,Elliston (DC),Persons,65-69,2016,64,False
41750,Elliston (DC),Persons,70-74,2016,42,False
41750,Elliston (DC),Persons,75-79,2016,27,False
41750,Elliston (DC),Persons,80-84,2016,16,False
41750,Elliston (DC),Persons,85-89,2016,17,False
41750,Elliston (DC),Persons,90+,2016,10,False
41830,Flinders Ranges (DC),Persons,0-4,2016,85,False
41830,Flinders Ranges (DC),Persons,5-9,2016,90,False
41830,Flinders Ranges (DC),Persons,10-14,2016,80,False
41830,Flinders Ranges (DC),Persons,15-19,2016,74,False
41830,Flinders Ranges (DC),Persons,20-24,2016,71,False
41830,Flinders Ranges (DC),Persons,25-29,2016,79,False
41830,Flinders Ranges (DC),Persons,30-34,2016,64,False
41830,Flinders Ranges (DC),Persons,35-39,2016,81,False
41830,Flinders Ranges (DC),Persons,40-44,2016,81,False
41830,Flinders Ranges (DC),Persons,45-49,2016,116,False
41830,Flinders Ranges (DC),Persons,50-54,2016,155,False
41830,Flinders Ranges (DC),Persons,55-59,2016,169,False
41830,Flinders Ranges (DC),Persons,60-64,2016,166,False
41830,Flinders Ranges (DC),Persons,65-69,2016,165,False
41830,Flinders Ranges (DC),Persons,70-74,2016,108,False
41830,Flinders Ranges (DC),Persons,75-79,2016,62,False
41830,Flinders Ranges (DC),Persons,80-84,2016,45,False
41830,Flinders Ranges (DC),Persons,85-89,2016,15,False
41830,Flinders Ranges (DC),Persons,90+,2016,9,False
41960,Franklin Harbour (DC),Persons,0-4,2016,99,False
41960,Franklin Harbour (DC),Persons,5-9,2016,92,False
41960,Franklin Harbour (DC),Persons,10-14,2016,80,False
41960,Franklin Harbour (DC),Persons,15-19,2016,60,False
41960,Franklin Harbour (DC),Persons,20-24,2016,56,False
41960,Franklin Harbour (DC),Persons,25-29,2016,73,False
41960,Franklin Harbour (DC),Persons,30-34,2016,75,False
41960,Franklin Harbour (DC),Persons,35-39,2016,65,False
41960,Franklin Harbour (DC),Persons,40-44,2016,74,False
41960,Franklin Harbour (DC),Persons,45-49,2016,88,False
41960,Franklin Harbour (DC),Persons,50-54,2016,95,False
41960,Franklin Harbour (DC),Persons,55-59,2016,96,False
41960,Franklin Harbour (DC),Persons,60-64,2016,101,False
41960,Franklin Harbour (DC),Persons,65-69,2016,95,False
41960,Franklin Harbour (DC),Persons,70-74,2016,75,False
41960,Franklin Harbour (DC),Persons,75-79,2016,42,False
41960,Franklin Harbour (DC),Persons,80-84,2016,31,False
41960,Franklin Harbour (DC),Persons,85-89,2016,26,False
41960,Franklin Harbour (DC),Persons,90+,2016,16,False
42030,Gawler (T),Persons,0-4,2016,1396,False
42030,Gawler (T),Persons,5-9,2016,1487,False
42030,Gawler (T),Persons,10-14,2016,1453,False
42030,Gawler (T),Persons,15-19,2016,1593,False
42030,Gawler (T),Persons,20-24,2016,1555,False
42030,Gawler (T),Persons,25-29,2016,1365,False
42030,Gawler (T),Persons,30-34,2016,1418,False
42030,Gawler (T),Persons,35-39,2016,1237,False
42030,Gawler (T),Persons,40-44,2016,1384,False
42030,Gawler (T),Persons,45-49,2016,1609,False
42030,Gawler (T),Persons,50-54,2016,1619,False
42030,Gawler (T),Persons,55-59,2016,1616,False
42030,Gawler (T),Persons,60-64,2016,1319,False
42030,Gawler (T),Persons,65-69,2016,1188,False
42030,Gawler (T),Persons,70-74,2016,1018,False
42030,Gawler (T),Persons,75-79,2016,845,False
42030,Gawler (T),Persons,80-84,2016,622,False
42030,Gawler (T),Persons,85-89,2016,422,False
42030,Gawler (T),Persons,90+,2016,205,False
42110,Goyder (DC),Persons,0-4,2016,225,False
42110,Goyder (DC),Persons,5-9,2016,223,False
42110,Goyder (DC),Persons,10-14,2016,295,False
42110,Goyder (DC),Persons,15-19,2016,220,False
42110,Goyder (DC),Persons,20-24,2016,178,False
42110,Goyder (DC),Persons,25-29,2016,203,False
42110,Goyder (DC),Persons,30-34,2016,162,False
42110,Goyder (DC),Persons,35-39,2016,207,False
42110,Goyder (DC),Persons,40-44,2016,260,False
42110,Goyder (DC),Persons,45-49,2016,287,False
42110,Goyder (DC),Persons,50-54,2016,314,False
42110,Goyder (DC),Persons,55-59,2016,401,False
42110,Goyder (DC),Persons,60-64,2016,361,False
42110,Goyder (DC),Persons,65-69,2016,304,False
42110,Goyder (DC),Persons,70-74,2016,246,False
42110,Goyder (DC),Persons,75-79,2016,161,False
42110,Goyder (DC),Persons,80-84,2016,109,False
42110,Goyder (DC),Persons,85-89,2016,51,False
42110,Goyder (DC),Persons,90+,2016,33,False
42250,Grant (DC),Persons,0-4,2016,486,False
42250,Grant (DC),Persons,5-9,2016,574,False
42250,Grant (DC),Persons,10-14,2016,548,False
42250,Grant (DC),Persons,15-19,2016,487,False
42250,Grant (DC),Persons,20-24,2016,424,False
42250,Grant (DC),Persons,25-29,2016,433,False
42250,Grant (DC),Persons,30-34,2016,499,False
42250,Grant (DC),Persons,35-39,2016,528,False
42250,Grant (DC),Persons,40-44,2016,603,False
42250,Grant (DC),Persons,45-49,2016,660,False
42250,Grant (DC),Persons,50-54,2016,645,False
42250,Grant (DC),Persons,55-59,2016,574,False
42250,Grant (DC),Persons,60-64,2016,579,False
42250,Grant (DC),Persons,65-69,2016,515,False
42250,Grant (DC),Persons,70-74,2016,348,False
42250,Grant (DC),Persons,75-79,2016,231,False
42250,Grant (DC),Persons,80-84,2016,139,False
42250,Grant (DC),Persons,85-89,2016,100,False
42250,Grant (DC),Persons,90+,2016,50,False
42600,Holdfast Bay (C),Persons,0-4,2016,1622,False
42600,Holdfast Bay (C),Persons,5-9,2016,1704,False
42600,Holdfast Bay (C),Persons,10-14,2016,1664,False
42600,Holdfast Bay (C),Persons,15-19,2016,1897,False
42600,Holdfast Bay (C),Persons,20-24,2016,2277,False
42600,Holdfast Bay (C),Persons,25-29,2016,2273,False
42600,Holdfast Bay (C),Persons,30-34,2016,2130,False
42600,Holdfast Bay (C),Persons,35-39,2016,2080,False
42600,Holdfast Bay (C),Persons,40-44,2016,2207,False
42600,Holdfast Bay (C),Persons,45-49,2016,2323,False
42600,Holdfast Bay (C),Persons,50-54,2016,2543,False
42600,Holdfast Bay (C),Persons,55-59,2016,2751,False
42600,Holdfast Bay (C),Persons,60-64,2016,2563,False
42600,Holdfast Bay (C),Persons,65-69,2016,2494,False
42600,Holdfast Bay (C),Persons,70-74,2016,1842,False
42600,Holdfast Bay (C),Persons,75-79,2016,1314,False
42600,Holdfast Bay (C),Persons,80-84,2016,1147,False
42600,Holdfast Bay (C),Persons,85-89,2016,971,False
42600,Holdfast Bay (C),Persons,90+,2016,729,False
42750,Kangaroo Island (DC),Persons,0-4,2016,270,False
42750,Kangaroo Island (DC),Persons,5-9,2016,289,False
42750,Kangaroo Island (DC),Persons,10-14,2016,264,False
42750,Kangaroo Island (DC),Persons,15-19,2016,229,False
42750,Kangaroo Island (DC),Persons,20-24,2016,175,False
42750,Kangaroo Island (DC),Persons,25-29,2016,189,False
42750,Kangaroo Island (DC),Persons,30-34,2016,280,False
42750,Kangaroo Island (DC),Persons,35-39,2016,237,False
42750,Kangaroo Island (DC),Persons,40-44,2016,267,False
42750,Kangaroo Island (DC),Persons,45-49,2016,330,False
42750,Kangaroo Island (DC),Persons,50-54,2016,364,False
42750,Kangaroo Island (DC),Persons,55-59,2016,453,False
42750,Kangaroo Island (DC),Persons,60-64,2016,410,False
42750,Kangaroo Island (DC),Persons,65-69,2016,410,False
42750,Kangaroo Island (DC),Persons,70-74,2016,278,False
42750,Kangaroo Island (DC),Persons,75-79,2016,175,False
42750,Kangaroo Island (DC),Persons,80-84,2016,110,False
42750,Kangaroo Island (DC),Persons,85-89,2016,65,False
42750,Kangaroo Island (DC),Persons,90+,2016,41,False
43080,Karoonda East Murray (DC),Persons,0-4,2016,59,False
43080,Karoonda East Murray (DC),Persons,5-9,2016,68,False
43080,Karoonda East Murray (DC),Persons,10-14,2016,71,False
43080,Karoonda East Murray (DC),Persons,15-19,2016,52,False
43080,Karoonda East Murray (DC),Persons,20-24,2016,42,False
43080,Karoonda East Murray (DC),Persons,25-29,2016,55,False
43080,Karoonda East Murray (DC),Persons,30-34,2016,58,False
43080,Karoonda East Murray (DC),Persons,35-39,2016,60,False
43080,Karoonda East Murray (DC),Persons,40-44,2016,64,False
43080,Karoonda East Murray (DC),Persons,45-49,2016,74,False
43080,Karoonda East Murray (DC),Persons,50-54,2016,85,False
43080,Karoonda East Murray (DC),Persons,55-59,2016,88,False
43080,Karoonda East Murray (DC),Persons,60-64,2016,80,False
43080,Karoonda East Murray (DC),Persons,65-69,2016,91,False
43080,Karoonda East Murray (DC),Persons,70-74,2016,56,False
43080,Karoonda East Murray (DC),Persons,75-79,2016,41,False
43080,Karoonda East Murray (DC),Persons,80-84,2016,38,False
43080,Karoonda East Murray (DC),Persons,85-89,2016,20,False
43080,Karoonda East Murray (DC),Persons,90+,2016,13,False
43220,Kimba (DC),Persons,0-4,2016,79,False
43220,Kimba (DC),Persons,5-9,2016,74,False
43220,Kimba (DC),Persons,10-14,2016,64,False
43220,Kimba (DC),Persons,15-19,2016,48,False
43220,Kimba (DC),Persons,20-24,2016,45,False
43220,Kimba (DC),Persons,25-29,2016,58,False
43220,Kimba (DC),Persons,30-34,2016,60,False
43220,Kimba (DC),Persons,35-39,2016,52,False
43220,Kimba (DC),Persons,40-44,2016,59,False
43220,Kimba (DC),Persons,45-49,2016,71,False
