scientific_name,common_name,current_scientific_name,threatened_status,act,nsw,nt,qld,sa,tas,vic,wa,aci_ashmore_cartier_islands,cki_cocos_keeling_islands,ci_christmas_island,csi_coral_sea_islands,jbt_jervis_bay_territory,nfi_norfolk_island,hmi_heard_mcdonald_islands,aat_australian_antarctic_territory,cma_commonwealth_marine_area,listed_sprat_taxon_id,current_sprat_taxon_id,kingdom,class,sprat_profile_url,date_extracted,nsl_name_url,family,genus,species,infraspecific_rank,infraspecies,species_author,infraspecies_author
Stagonopleura bella samueli,"Western Beautiful Firetail, Beautiful Firetail (Mt Lofty Range and Kangaroo Island)",-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,80202,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=80202,2026-02-06,-,Estrildidae,Stagonopleura,bella,-,samueli,-,"(Mathews, 1912)"
Stagonopleura guttata,Diamond Firetail,-,Vulnerable,Yes,Yes,-,Yes,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,59398,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59398,2026-02-06,-,Passeridae,Stagonopleura,guttata,-,-,"(Shaw, 1796)",-
Sternula albifrons,Little Tern,-,Vulnerable,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,Yes,-,-,-,Yes,82849,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82849,2026-02-06,-,Laridae,Sternula,albifrons,-,-,"(Pallas, 1764)",-
Sternula nereis nereis,Australian Fairy Tern,-,Vulnerable,-,Yes,-,-,Yes,Yes,Yes,Yes,-,-,-,-,Yes,-,-,-,Yes,82950,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82950,2026-02-06,-,Laridae,Sternula,nereis,-,nereis,"(Gould, 1843)",-
Stipiturus malachurus halmaturinus,Kangaroo Island Southern Emu-wren,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,85046,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=85046,2026-02-06,-,Maluridae,Stipiturus,malachurus,-,halmaturinus,-,"Parsons, 1920"
Stipiturus malachurus intermedius,"Fleurieu Peninsula Southern Emu-wren, Mount Lofty Southern Emu-wren",-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,26005,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26005,2026-02-06,-,Maluridae,Stipiturus,malachurus,-,intermedius,-,"Ashby,1920"
Stipiturus malachurus parimeda,"Southern Emu-wren (Eyre Peninsula), Eyre Peninsula Southern Emu-wren",-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,26006,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26006,2026-02-06,-,Maluridae,Stipiturus,malachurus,-,parimeda,-,"Schodde and Weatherley,1981"
Stipiturus mallee,Mallee Emu-wren,-,Endangered,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,59459,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59459,2026-02-06,-,Maluridae,Stipiturus,mallee,-,-,"A.J. Campbell, 1908",-
Swainsona murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",-,Vulnerable,-,Yes,-,Yes,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,6765,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6765,2026-02-06,https://id.biodiversity.org.au/name/apni/94679,Fabaceae,Swainsona,murrayana,-,-,Wawra,-
Swainsona pyrophila,Yellow Swainson-pea,-,Vulnerable,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,56344,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56344,2026-02-06,https://id.biodiversity.org.au/name/apni/118856,Fabaceae,Swainsona,pyrophila,-,-,Joy Thomps.,-
Synemon plana,Golden Sun Moth,-,Vulnerable,Yes,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,25234,-,Animalia,Insecta,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25234,2026-02-06,-,Castniidae,Synemon,plana,-,-,"Walker, 1854",-
Tachyglossus aculeatus multiaculeatus,Kangaroo Island Echidna,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,87597,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87597,2026-02-06,-,Tachyglossidae,Tachyglossus,aculeatus,-,multiaculeatus,-,"(Rothschild, 1905)"
Taraxacum cygnorum,"Coast Dandelion, Native Dandelion",-,Vulnerable,-,-,-,-,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,2508,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2508,2026-02-06,https://id.biodiversity.org.au/name/apni/80493,Asteraceae,Taraxacum,cygnorum,-,-,Hand.-Mazz.,-
Tecticornia flabelliformis,"Bead Glasswort, Bead Samphire",-,Vulnerable,-,-,-,-,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,82664,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82664,2026-02-06,https://id.biodiversity.org.au/name/apni/207090,Chenopodiaceae,Tecticornia,flabelliformis,-,-,(Paul G.Wilson) K.A.Sheph.  Paul G.Wilson,-
Thalassarche bulleri,"Buller's Albatross, Pacific Albatross",-,Vulnerable,-,Yes,-,-,Yes,Yes,Yes,-,-,-,-,-,Yes,Yes,-,-,Yes,64460,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64460,2026-02-06,-,Diomedeidae,Thalassarche,bulleri,-,-,"(Rothschild, 1893)",-
Thalassarche bulleri platei,"Northern Buller's Albatross, Pacific Albatross",-,Vulnerable,-,Yes,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,Yes,82273,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82273,2026-02-06,-,Diomedeidae,Thalassarche,bulleri,-,platei,"(Reichenow, 1898)",-
Thalassarche carteri,Indian Yellow-nosed  Albatross,-,Vulnerable,-,-,-,Yes,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,Yes,64464,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64464,2026-02-06,-,Diomedeidae,Thalassarche,carteri,-,-,"(Mathews, 1912)",-
Thalassarche cauta,Shy Albatross,-,Endangered,-,Yes,-,Yes,Yes,Yes,Yes,Yes,-,-,-,-,Yes,-,-,-,Yes,89224,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89224,2026-02-06,-,Diomedeidae,Thalassarche,cauta,-,-,"(Gould, 1841)",-
Thalassarche chrysostoma,Grey-headed Albatross,-,Endangered,-,Yes,-,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,Yes,Yes,Yes,66491,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66491,2026-02-06,-,Diomedeidae,Thalassarche,chrysostoma,-,-,"(J.R. Forster, 1785)",-
Thalassarche impavida,"Campbell Albatross, Campbell Black-browed Albatross",-,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,-,-,-,-,Yes,Yes,-,Yes,Yes,64459,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64459,2026-02-06,-,Diomedeidae,Thalassarche,impavida,-,-,"Mathews, 1912",-
Thalassarche melanophris,Black-browed Albatross,-,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,-,-,-,-,Yes,Yes,Yes,Yes,Yes,66472,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66472,2026-02-06,-,Diomedeidae,Thalassarche,melanophris,-,-,"(Temminck, 1828)",-
Thalassarche salvini,Salvin's Albatross,-,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,-,-,-,-,Yes,Yes,-,-,Yes,64463,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64463,2026-02-06,-,Diomedeidae,Thalassarche,salvini,-,-,"(Rothschild, 1893)",-
Thalassarche steadi,White-capped Albatross,-,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,-,-,-,-,Yes,Yes,Yes,Yes,Yes,64462,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64462,2026-02-06,-,Diomedeidae,Thalassarche,steadi,-,-,"Falla, 1933",-
Thelymitra cyanapicata,"Blue Top Sun-orchid, Dark-tipped Sun-orchid",-,Critically Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,81872,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81872,2026-02-06,https://id.biodiversity.org.au/name/apni/189573,Orchidaceae,Thelymitra,cyanapicata,-,-,Jeanes,-
Thelymitra epipactoides,Metallic Sun-orchid,-,Endangered,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,11896,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11896,2026-02-06,https://id.biodiversity.org.au/name/apni/115218,Orchidaceae,Thelymitra,epipactoides,-,-,F.Muell.,-
Thelymitra hygrophila,Blue Star Sun-orchid,-,Critically Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,87679,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87679,2026-02-06,https://id.biodiversity.org.au/name/apni/230259,Orchidaceae,Thelymitra,hygrophila,-,-,R.J.Bates,-
Thelymitra matthewsii,Spiral Sun-orchid,-,Endangered,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,4168,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=4168,2026-02-06,https://id.biodiversity.org.au/name/apni/115881,Orchidaceae,Thelymitra,matthewsii,-,-,Cheeseman,-
Thelymitra orientalis,Hoary Sun-orchid,-,Critically Endangered,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,88011,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=88011,2026-02-06,https://id.biodiversity.org.au/name/apni/230271,Orchidaceae,Thelymitra,orientalis,-,-,R.J.Bates,-
Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",-,Vulnerable,-,Yes,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,90381,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=90381,2026-02-06,-,Charadriidae,Thinornis,cucullatus,-,cucullatus,"(Vieillot, 1818)",-
Tiliqua adelaidensis,"Pygmy Blue-tongue Lizard, Adelaide Blue-tongue Lizard",-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,1270,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1270,2026-02-06,-,Scincidae,Tiliqua,adelaidensis,-,-,"(Peters,1863)",-
Tringa nebularia,"Common Greenshank, Greenshank",-,Endangered,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,832,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=832,2026-02-06,-,Scolopacidae,Tringa,nebularia,-,-,"(Gunnerus, 1767)",-
Veronica derwentiana subsp. homalodonta,Mount Lofty Speedwell,-,Critically Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,82836,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82836,2026-02-06,https://id.biodiversity.org.au/name/apni/206532,Plantaginaceae,Veronica,derwentiana,subsp.,homalodonta,-,(B.G.Briggs  Ehrend.) B.G.Briggs
Veronica parnkalliana,Port Lincoln Speedwell,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,17458,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=17458,2026-02-06,https://id.biodiversity.org.au/name/apni/68507,Plantaginaceae,Veronica,parnkalliana,-,-,J.M.Black,-
Xenus cinereus,Terek Sandpiper,-,Vulnerable,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,59300,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59300,2026-02-06,-,Scolopacidae,Xenus,cinereus,-,-,"(Gldenstddt,1775)",-
Xerothamnella parvifolia,-,-,Vulnerable,-,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,-,-,-,3141,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3141,2026-02-06,https://id.biodiversity.org.au/name/apni/72407,Acanthaceae,Xerothamnella,parvifolia,-,-,C.White,-
Zephyrarchaea austini,Kangaroo Island Assassin Spider,-,Critically Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,90907,-,Animalia,Arachnida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=90907,2026-02-06,-,Archaeidae,Zephyrarchaea,austini,-,-,"Rix  Harvey, 2012",-
Zoothera lunulata halmaturina,"South Australian Bassian Thrush, Western Bassian Thrush",-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,67121,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67121,2026-02-06,-,Turdidae,Zoothera,lunulata,-,halmaturina,-,"(Campbell, 1906)"
