table,table_title,financial_year,row_group,row_label,column,value
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,Total,6
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,01 Homicide,4
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,02 Assault,40
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,03 Sexual offences,59
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,"05 Robbery, blackmail, and extortion",16
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,06 Burglary,3
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,09 Drug offences,39
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,Total,209
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,01 Homicide,22
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,02 Assault,209
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,03 Sexual offences,350
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,"05 Robbery, blackmail, and extortion",75
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,06 Burglary,50
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,09 Drug offences,255
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Total finalised,Total,1181
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,01 Homicide,14
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,02 Assault,108
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,03 Sexual offences,202
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,"05 Robbery, blackmail, and extortion",41
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,06 Burglary,33
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,09 Drug offences,101
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Custody in a correctional institution,Total,582
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,01 Homicide,7
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,02 Assault,36
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,03 Sexual offences,26
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,"05 Robbery, blackmail, and extortion",7
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,06 Burglary,14
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,09 Drug offences,80
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Intensive penalty in the community,Total,207
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,01 Homicide,3
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,02 Assault,13
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,03 Sexual offences,5
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,"05 Robbery, blackmail, and extortion",0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,06 Burglary,3
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,09 Drug offences,14
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fully suspended sentence of imprisonment,Total,55
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,01 Homicide,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,02 Assault,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,03 Sexual offences,4
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,"05 Robbery, blackmail, and extortion",0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,06 Burglary,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,09 Drug offences,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Community service / work,Total,5
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,01 Homicide,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,02 Assault,3
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,03 Sexual offences,9
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,"05 Robbery, blackmail, and extortion",0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,06 Burglary,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,09 Drug offences,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Moderate penalty in the community,Total,17
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,01 Homicide,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,02 Assault,3
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,03 Sexual offences,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,"05 Robbery, blackmail, and extortion",0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,06 Burglary,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,09 Drug offences,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Monetary penalties,Total,6
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,01 Homicide,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,02 Assault,3
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,03 Sexual offences,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,"05 Robbery, blackmail, and extortion",0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,06 Burglary,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,09 Drug offences,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Fines,Total,6
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Good behaviour (incl. bonds),01 Homicide,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Good behaviour (incl. bonds),02 Assault,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Good behaviour (incl. bonds),03 Sexual offences,3
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Good behaviour (incl. bonds),"05 Robbery, blackmail, and extortion",0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Good behaviour (incl. bonds),06 Burglary,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Good behaviour (incl. bonds),09 Drug offences,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Good behaviour (incl. bonds),Total,3
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Nominal and other penalties,01 Homicide,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Nominal and other penalties,02 Assault,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Nominal and other penalties,03 Sexual offences,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Nominal and other penalties,"05 Robbery, blackmail, and extortion",0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Nominal and other penalties,06 Burglary,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Nominal and other penalties,09 Drug offences,3
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Nominal and other penalties,Total,16
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Total guilty outcome,01 Homicide,24
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Total guilty outcome,02 Assault,159
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Total guilty outcome,03 Sexual offences,251
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Total guilty outcome,"05 Robbery, blackmail, and extortion",54
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Total guilty outcome,06 Burglary,47
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Total guilty outcome,09 Drug offences,206
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2024–25,Principal sentence,Total guilty outcome,Total,892
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2023–24,Method of finalisation,Adjudicated outcomes,01 Homicide,25
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2023–24,Method of finalisation,Adjudicated outcomes,02 Assault,169
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2023–24,Method of finalisation,Adjudicated outcomes,03 Sexual offences,289
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2023–24,Method of finalisation,Adjudicated outcomes,"05 Robbery, blackmail, and extortion",61
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2023–24,Method of finalisation,Adjudicated outcomes,06 Burglary,38
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2023–24,Method of finalisation,Adjudicated outcomes,09 Drug offences,230
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2023–24,Method of finalisation,Adjudicated outcomes,Total,978
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2023–24,Method of finalisation,Acquitted,01 Homicide,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2023–24,Method of finalisation,Acquitted,02 Assault,25
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2023–24,Method of finalisation,Acquitted,03 Sexual offences,58
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2023–24,Method of finalisation,Acquitted,"05 Robbery, blackmail, and extortion",0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2023–24,Method of finalisation,Acquitted,06 Burglary,0
Table 42,"Defendants finalised and with a guilty outcome, Summary outcomes by selected principal offence, Higher Courts – South Australia, 2023–24 to 2024–25",2023–24,Method of finalisation,Acquitted,09 Drug offences,0
