table,table_title,financial_year,row_group,row_label,column,value
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty outcome,03 Sexual offences,90
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty outcome,04 Harm or endanger persons,120
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty outcome,"05 Robbery, blackmail, and extortion",8
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty outcome,06 Burglary,716
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty outcome,07 Theft,1978
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty outcome,08 Fraud and related offences,257
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty outcome,09 Drug offences,1167
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty outcome,10 Weapons and explosives offences,1238
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty outcome,11 Property damage,719
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty outcome,"12 Public order, health, and safety offences",1007
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty outcome,13 Traffic and vehicle offences,9258
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty outcome,14 Offences against justice procedures and orders,1822
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty outcome,15 Offences against government,82
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty outcome,16 Environmental offences,81
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty outcome,17 Miscellaneous offences,14
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty outcome,Total,20558
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,01 Homicide,0
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,02 Assault,1980
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,03 Sexual offences,86
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,04 Harm or endanger persons,121
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,"05 Robbery, blackmail, and extortion",8
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,06 Burglary,691
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,07 Theft,1851
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,08 Fraud and related offences,255
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,09 Drug offences,940
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,10 Weapons and explosives offences,1163
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,11 Property damage,674
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,"12 Public order, health, and safety offences",903
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,13 Traffic and vehicle offences,8718
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,14 Offences against justice procedures and orders,1735
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,15 Offences against government,69
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,16 Environmental offences,72
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,17 Miscellaneous offences,12
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty plea by defendant,Total,19274
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,01 Homicide,0
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,02 Assault,9
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,03 Sexual offences,0
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,04 Harm or endanger persons,0
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,"05 Robbery, blackmail, and extortion",0
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,06 Burglary,0
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,07 Theft,6
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,08 Fraud and related offences,0
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,09 Drug offences,5
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,10 Weapons and explosives offences,4
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,11 Property damage,3
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,"12 Public order, health, and safety offences",3
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,13 Traffic and vehicle offences,48
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,14 Offences against justice procedures and orders,15
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,15 Offences against government,0
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,16 Environmental offences,0
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,17 Miscellaneous offences,0
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty finding by court,Total,103
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,01 Homicide,0
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,02 Assault,11
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,03 Sexual offences,0
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,04 Harm or endanger persons,5
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,"05 Robbery, blackmail, and extortion",0
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,06 Burglary,21
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,07 Theft,117
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,08 Fraud and related offences,5
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,09 Drug offences,224
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,10 Weapons and explosives offences,76
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,11 Property damage,45
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,"12 Public order, health, and safety offences",98
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,13 Traffic and vehicle offences,492
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,14 Offences against justice procedures and orders,75
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,15 Offences against government,16
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,16 Environmental offences,8
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,17 Miscellaneous offences,0
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Guilty ex-parte,Total,1189
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,01 Homicide,34
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,02 Assault,241
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,03 Sexual offences,323
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,04 Harm or endanger persons,35
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,"05 Robbery, blackmail, and extortion",64
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,06 Burglary,60
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,07 Theft,29
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,08 Fraud and related offences,10
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,09 Drug offences,270
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,10 Weapons and explosives offences,69
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,11 Property damage,22
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,"12 Public order, health, and safety offences",5
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,13 Traffic and vehicle offences,17
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,14 Offences against justice procedures and orders,29
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,15 Offences against government,0
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,16 Environmental offences,0
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,17 Miscellaneous offences,0
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Transfer to other court levels,Total,1211
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,01 Homicide,3
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,02 Assault,2914
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,03 Sexual offences,218
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,04 Harm or endanger persons,110
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,"05 Robbery, blackmail, and extortion",37
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,06 Burglary,216
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,07 Theft,534
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,08 Fraud and related offences,103
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,09 Drug offences,323
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,10 Weapons and explosives offences,190
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,11 Property damage,248
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,"12 Public order, health, and safety offences",145
Table 43,"Defendants finalised and with a guilty outcome, Summary outcomes by all principal offence, Magistrates' Courts – South Australia, 2023–24 to 2024–25",2024–25,Method of finalisation,Withdrawn by prosecution,13 Traffic and vehicle offences,866
