source_table,breakdown,financial_year,category_1,category_2,column_category,count
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Volatile solvents,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Cannabis,55
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Other,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Not stated,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Support and case management,,Total,447
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Codeine,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Morphine,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Buprenorphine,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Heroin,14
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Methadone,5
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Oxycodone,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Other opioids,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Other analgesics,2
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Alcohol,206
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Benzodiazepines,3
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Other sedatives and hypnotics,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Methamphetamine,96
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Other amphetamines,146
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Ecstasy (MDMA),2
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Cocaine,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Nicotine,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Other stimulants and hallucinogens,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Volatile solvents,2
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Cannabis,53
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Other,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Not stated,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Rehabilitation,,Total,536
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Codeine,12
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Morphine,26
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Buprenorphine,53
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Heroin,169
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Methadone,41
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Oxycodone,24
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Other opioids,7
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Other analgesics,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Alcohol,5
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Benzodiazepines,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Other sedatives and hypnotics,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Methamphetamine,2
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Other amphetamines,10
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Ecstasy (MDMA),0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Cocaine,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Nicotine,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Other stimulants and hallucinogens,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Volatile solvents,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Cannabis,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Other,6
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Not stated,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Pharmacotherapy,,Total,356
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Information and education,,Codeine,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Information and education,,Morphine,12
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Information and education,,Buprenorphine,30
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Information and education,,Heroin,38
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Information and education,,Methadone,11
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Information and education,,Oxycodone,0
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Information and education,,Other opioids,1
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Information and education,,Other analgesics,14
ST SA.15,"Closed treatment episodes for own drug use, by main treatment type and principal drug of concern",2018–19,Information and education,,Alcohol,269
