source_table,breakdown,financial_year,category_1,category_2,column_category,count
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Methadone,,30–90 days (1–<3 months),10
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Methadone,,91–182 days (3–<6 months),16
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Methadone,,183–364 days (6–<12 months),1
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Methadone,,365+ days (12+ months),16
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Methadone,,Total,81
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Oxycodone,,1 day,9
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Oxycodone,,2–29 days (2 days–<1 month),15
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Oxycodone,,30–90 days (1–<3 months),5
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Oxycodone,,91–182 days (3–<6 months),8
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Oxycodone,,183–364 days (6–<12 months),6
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Oxycodone,,365+ days (12+ months),9
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Oxycodone,,Total,52
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other opioids,,1 day,6
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other opioids,,2–29 days (2 days–<1 month),9
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other opioids,,30–90 days (1–<3 months),3
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other opioids,,91–182 days (3–<6 months),2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other opioids,,183–364 days (6–<12 months),2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other opioids,,365+ days (12+ months),2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other opioids,,Total,24
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other analgesics,,1 day,5
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other analgesics,,2–29 days (2 days–<1 month),7
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other analgesics,,30–90 days (1–<3 months),2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other analgesics,,91–182 days (3–<6 months),5
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other analgesics,,183–364 days (6–<12 months),1
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other analgesics,,365+ days (12+ months),1
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other analgesics,,Total,21
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Alcohol,,1 day,729
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Alcohol,,2–29 days (2 days–<1 month),1020
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Alcohol,,30–90 days (1–<3 months),444
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Alcohol,,91–182 days (3–<6 months),464
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Alcohol,,183–364 days (6–<12 months),271
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Alcohol,,365+ days (12+ months),120
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Alcohol,,Total,3048
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Benzodiazepines,,1 day,27
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Benzodiazepines,,2–29 days (2 days–<1 month),29
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Benzodiazepines,,30–90 days (1–<3 months),12
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Benzodiazepines,,91–182 days (3–<6 months),7
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Benzodiazepines,,183–364 days (6–<12 months),2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Benzodiazepines,,365+ days (12+ months),3
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Benzodiazepines,,Total,80
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other sedatives and hypnotics,,1 day,24
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other sedatives and hypnotics,,2–29 days (2 days–<1 month),20
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other sedatives and hypnotics,,30–90 days (1–<3 months),4
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other sedatives and hypnotics,,91–182 days (3–<6 months),3
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other sedatives and hypnotics,,183–364 days (6–<12 months),1
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other sedatives and hypnotics,,365+ days (12+ months),1
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other sedatives and hypnotics,,Total,53
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Methamphetamine,,1 day,1296
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Methamphetamine,,2–29 days (2 days–<1 month),356
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Methamphetamine,,30–90 days (1–<3 months),393
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Methamphetamine,,91–182 days (3–<6 months),314
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Methamphetamine,,183–364 days (6–<12 months),215
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Methamphetamine,,365+ days (12+ months),80
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Methamphetamine,,Total,2654
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other amphetamines,,1 day,174
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other amphetamines,,2–29 days (2 days–<1 month),195
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other amphetamines,,30–90 days (1–<3 months),145
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other amphetamines,,91–182 days (3–<6 months),105
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other amphetamines,,183–364 days (6–<12 months),65
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other amphetamines,,365+ days (12+ months),22
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other amphetamines,,Total,706
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Ecstasy (MDMA),,1 day,61
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Ecstasy (MDMA),,2–29 days (2 days–<1 month),3
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Ecstasy (MDMA),,30–90 days (1–<3 months),3
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Ecstasy (MDMA),,91–182 days (3–<6 months),1
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Ecstasy (MDMA),,183–364 days (6–<12 months),0
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Ecstasy (MDMA),,365+ days (12+ months),0
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Ecstasy (MDMA),,Total,68
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Cocaine,,1 day,46
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Cocaine,,2–29 days (2 days–<1 month),7
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Cocaine,,30–90 days (1–<3 months),12
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Cocaine,,91–182 days (3–<6 months),8
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Cocaine,,183–364 days (6–<12 months),1
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Cocaine,,365+ days (12+ months),0
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Cocaine,,Total,74
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Nicotine,,1 day,631
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Nicotine,,2–29 days (2 days–<1 month),5
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Nicotine,,30–90 days (1–<3 months),1
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Nicotine,,91–182 days (3–<6 months),12
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Nicotine,,183–364 days (6–<12 months),15
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Nicotine,,365+ days (12+ months),1
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Nicotine,,Total,665
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other stimulants and hallucinogens,,1 day,4
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other stimulants and hallucinogens,,2–29 days (2 days–<1 month),0
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other stimulants and hallucinogens,,30–90 days (1–<3 months),2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other stimulants and hallucinogens,,91–182 days (3–<6 months),2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other stimulants and hallucinogens,,183–364 days (6–<12 months),0
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other stimulants and hallucinogens,,365+ days (12+ months),0
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other stimulants and hallucinogens,,Total,8
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Volatile solvents,,1 day,2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Volatile solvents,,2–29 days (2 days–<1 month),4
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Volatile solvents,,30–90 days (1–<3 months),2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Volatile solvents,,91–182 days (3–<6 months),0
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Volatile solvents,,183–364 days (6–<12 months),0
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Volatile solvents,,365+ days (12+ months),0
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Volatile solvents,,Total,8
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Cannabis,,1 day,551
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Cannabis,,2–29 days (2 days–<1 month),205
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Cannabis,,30–90 days (1–<3 months),213
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Cannabis,,91–182 days (3–<6 months),232
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Cannabis,,183–364 days (6–<12 months),141
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Cannabis,,365+ days (12+ months),57
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Cannabis,,Total,1399
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other,,1 day,10
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other,,2–29 days (2 days–<1 month),2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other,,30–90 days (1–<3 months),3
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other,,91–182 days (3–<6 months),1
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other,,183–364 days (6–<12 months),2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other,,365+ days (12+ months),0
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Other,,Total,18
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Not stated,,1 day,34
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Not stated,,2–29 days (2 days–<1 month),1
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Not stated,,30–90 days (1–<3 months),4
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Not stated,,91–182 days (3–<6 months),11
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Not stated,,183–364 days (6–<12 months),14
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Not stated,,365+ days (12+ months),3
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Not stated,,Total,67
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Total,,1 day,3744
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Total,,2–29 days (2 days–<1 month),2023
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Total,,30–90 days (1–<3 months),1352
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Total,,91–182 days (3–<6 months),1253
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Total,,183–364 days (6–<12 months),800
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Total,,365+ days (12+ months),418
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2019–20,Total,,Total,9590
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Codeine,,1 day,15
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Codeine,,2–29 days (2 days–<1 month),14
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Codeine,,30–90 days (1–<3 months),8
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Codeine,,91–182 days (3–<6 months),6
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Codeine,,183–364 days (6–<12 months),9
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Codeine,,365+ days (12+ months),6
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Codeine,,Total,58
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Morphine,,1 day,15
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Morphine,,2–29 days (2 days–<1 month),17
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Morphine,,30–90 days (1–<3 months),7
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Morphine,,91–182 days (3–<6 months),4
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Morphine,,183–364 days (6–<12 months),7
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Morphine,,365+ days (12+ months),14
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Morphine,,Total,64
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Buprenorphine,,1 day,41
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Buprenorphine,,2–29 days (2 days–<1 month),27
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Buprenorphine,,30–90 days (1–<3 months),20
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Buprenorphine,,91–182 days (3–<6 months),10
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Buprenorphine,,183–364 days (6–<12 months),8
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Buprenorphine,,365+ days (12+ months),17
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Buprenorphine,,Total,123
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Heroin,,1 day,142
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Heroin,,2–29 days (2 days–<1 month),90
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Heroin,,30–90 days (1–<3 months),74
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Heroin,,91–182 days (3–<6 months),85
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Heroin,,183–364 days (6–<12 months),51
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Heroin,,365+ days (12+ months),66
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Heroin,,Total,508
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Methadone,,1 day,22
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Methadone,,2–29 days (2 days–<1 month),24
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Methadone,,30–90 days (1–<3 months),13
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Methadone,,91–182 days (3–<6 months),18
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Methadone,,183–364 days (6–<12 months),4
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Methadone,,365+ days (12+ months),19
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Methadone,,Total,100
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Oxycodone,,1 day,7
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Oxycodone,,2–29 days (2 days–<1 month),17
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Oxycodone,,30–90 days (1–<3 months),6
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Oxycodone,,91–182 days (3–<6 months),10
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Oxycodone,,183–364 days (6–<12 months),4
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Oxycodone,,365+ days (12+ months),10
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Oxycodone,,Total,54
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other opioids,,1 day,7
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other opioids,,2–29 days (2 days–<1 month),1
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other opioids,,30–90 days (1–<3 months),3
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other opioids,,91–182 days (3–<6 months),3
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other opioids,,183–364 days (6–<12 months),6
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other opioids,,365+ days (12+ months),3
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other opioids,,Total,23
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other analgesics,,1 day,15
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other analgesics,,2–29 days (2 days–<1 month),2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other analgesics,,30–90 days (1–<3 months),2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other analgesics,,91–182 days (3–<6 months),6
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other analgesics,,183–364 days (6–<12 months),1
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other analgesics,,365+ days (12+ months),2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other analgesics,,Total,28
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Alcohol,,1 day,781
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Alcohol,,2–29 days (2 days–<1 month),1058
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Alcohol,,30–90 days (1–<3 months),638
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Alcohol,,91–182 days (3–<6 months),526
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Alcohol,,183–364 days (6–<12 months),353
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Alcohol,,365+ days (12+ months),111
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Alcohol,,Total,3467
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Benzodiazepines,,1 day,47
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Benzodiazepines,,2–29 days (2 days–<1 month),23
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Benzodiazepines,,30–90 days (1–<3 months),3
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Benzodiazepines,,91–182 days (3–<6 months),9
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Benzodiazepines,,183–364 days (6–<12 months),5
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Benzodiazepines,,365+ days (12+ months),5
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Benzodiazepines,,Total,92
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other sedatives and hypnotics,,1 day,12
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other sedatives and hypnotics,,2–29 days (2 days–<1 month),4
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other sedatives and hypnotics,,30–90 days (1–<3 months),3
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other sedatives and hypnotics,,91–182 days (3–<6 months),4
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other sedatives and hypnotics,,183–364 days (6–<12 months),1
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other sedatives and hypnotics,,365+ days (12+ months),0
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other sedatives and hypnotics,,Total,24
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Methamphetamine,,1 day,1874
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Methamphetamine,,2–29 days (2 days–<1 month),385
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Methamphetamine,,30–90 days (1–<3 months),314
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Methamphetamine,,91–182 days (3–<6 months),246
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Methamphetamine,,183–364 days (6–<12 months),136
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Methamphetamine,,365+ days (12+ months),36
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Methamphetamine,,Total,2991
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other amphetamines,,1 day,278
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other amphetamines,,2–29 days (2 days–<1 month),305
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other amphetamines,,30–90 days (1–<3 months),272
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other amphetamines,,91–182 days (3–<6 months),257
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other amphetamines,,183–364 days (6–<12 months),145
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other amphetamines,,365+ days (12+ months),40
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Other amphetamines,,Total,1297
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Ecstasy (MDMA),,1 day,53
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Ecstasy (MDMA),,2–29 days (2 days–<1 month),2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Ecstasy (MDMA),,30–90 days (1–<3 months),7
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Ecstasy (MDMA),,91–182 days (3–<6 months),2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Ecstasy (MDMA),,183–364 days (6–<12 months),0
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Ecstasy (MDMA),,365+ days (12+ months),1
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Ecstasy (MDMA),,Total,65
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Cocaine,,1 day,56
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Cocaine,,2–29 days (2 days–<1 month),5
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Cocaine,,30–90 days (1–<3 months),11
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Cocaine,,91–182 days (3–<6 months),6
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Cocaine,,183–364 days (6–<12 months),5
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Cocaine,,365+ days (12+ months),2
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Cocaine,,Total,85
ST SA.12,"Closed treatment episodes for own drug use, by principal drug of concern and duration",2018–19,Nicotine,,1 day,682
