source_table,breakdown,financial_year,category_1,category_2,column_category,count
SCR SA.9,Clients by preferred language and client type,2023–24,Other's drug use,Australian Indigenous languages,,2
SCR SA.9,Clients by preferred language and client type,2022–23,Other's drug use,Australian Indigenous languages,,1
SCR SA.9,Clients by preferred language and client type,2021–22,Other's drug use,Australian Indigenous languages,,0
SCR SA.9,Clients by preferred language and client type,2020–21,Other's drug use,Australian Indigenous languages,,0
SCR SA.9,Clients by preferred language and client type,2019–20,Other's drug use,Australian Indigenous languages,,0
SCR SA.9,Clients by preferred language and client type,2018–19,Other's drug use,Australian Indigenous languages,,0
SCR SA.9,Clients by preferred language and client type,2017–18,Other's drug use,Australian Indigenous languages,,0
SCR SA.9,Clients by preferred language and client type,2016–17,Other's drug use,Australian Indigenous languages,,0
SCR SA.9,Clients by preferred language and client type,2015–16,Other's drug use,Australian Indigenous languages,,1
SCR SA.9,Clients by preferred language and client type,2014–15,Other's drug use,Australian Indigenous languages,,5
SCR SA.9,Clients by preferred language and client type,2013–14,Other's drug use,Australian Indigenous languages,,0
SCR SA.9,Clients by preferred language and client type,2024–25,Other's drug use,Italian,,0
SCR SA.9,Clients by preferred language and client type,2023–24,Other's drug use,Italian,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Other's drug use,Italian,,0
SCR SA.9,Clients by preferred language and client type,2021–22,Other's drug use,Italian,,0
SCR SA.9,Clients by preferred language and client type,2020–21,Other's drug use,Italian,,0
SCR SA.9,Clients by preferred language and client type,2019–20,Other's drug use,Italian,,0
SCR SA.9,Clients by preferred language and client type,2018–19,Other's drug use,Italian,,0
SCR SA.9,Clients by preferred language and client type,2017–18,Other's drug use,Italian,,0
SCR SA.9,Clients by preferred language and client type,2016–17,Other's drug use,Italian,,0
SCR SA.9,Clients by preferred language and client type,2015–16,Other's drug use,Italian,,0
SCR SA.9,Clients by preferred language and client type,2014–15,Other's drug use,Italian,,0
SCR SA.9,Clients by preferred language and client type,2013–14,Other's drug use,Italian,,0
SCR SA.9,Clients by preferred language and client type,2024–25,Other's drug use,French,,0
SCR SA.9,Clients by preferred language and client type,2023–24,Other's drug use,French,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Other's drug use,French,,0
SCR SA.9,Clients by preferred language and client type,2021–22,Other's drug use,French,,0
SCR SA.9,Clients by preferred language and client type,2020–21,Other's drug use,French,,0
SCR SA.9,Clients by preferred language and client type,2019–20,Other's drug use,French,,0
SCR SA.9,Clients by preferred language and client type,2018–19,Other's drug use,French,,0
SCR SA.9,Clients by preferred language and client type,2017–18,Other's drug use,French,,0
SCR SA.9,Clients by preferred language and client type,2016–17,Other's drug use,French,,0
SCR SA.9,Clients by preferred language and client type,2015–16,Other's drug use,French,,0
SCR SA.9,Clients by preferred language and client type,2014–15,Other's drug use,French,,0
SCR SA.9,Clients by preferred language and client type,2013–14,Other's drug use,French,,0
SCR SA.9,Clients by preferred language and client type,2024–25,Other's drug use,Spanish,,0
SCR SA.9,Clients by preferred language and client type,2023–24,Other's drug use,Spanish,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Other's drug use,Spanish,,0
SCR SA.9,Clients by preferred language and client type,2021–22,Other's drug use,Spanish,,0
SCR SA.9,Clients by preferred language and client type,2020–21,Other's drug use,Spanish,,0
SCR SA.9,Clients by preferred language and client type,2019–20,Other's drug use,Spanish,,0
SCR SA.9,Clients by preferred language and client type,2018–19,Other's drug use,Spanish,,0
SCR SA.9,Clients by preferred language and client type,2017–18,Other's drug use,Spanish,,0
SCR SA.9,Clients by preferred language and client type,2016–17,Other's drug use,Spanish,,0
SCR SA.9,Clients by preferred language and client type,2015–16,Other's drug use,Spanish,,0
SCR SA.9,Clients by preferred language and client type,2014–15,Other's drug use,Spanish,,0
SCR SA.9,Clients by preferred language and client type,2013–14,Other's drug use,Spanish,,0
SCR SA.9,Clients by preferred language and client type,2024–25,Other's drug use,Polish,,0
SCR SA.9,Clients by preferred language and client type,2023–24,Other's drug use,Polish,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Other's drug use,Polish,,0
SCR SA.9,Clients by preferred language and client type,2021–22,Other's drug use,Polish,,0
SCR SA.9,Clients by preferred language and client type,2020–21,Other's drug use,Polish,,0
SCR SA.9,Clients by preferred language and client type,2019–20,Other's drug use,Polish,,0
SCR SA.9,Clients by preferred language and client type,2018–19,Other's drug use,Polish,,0
SCR SA.9,Clients by preferred language and client type,2017–18,Other's drug use,Polish,,0
SCR SA.9,Clients by preferred language and client type,2016–17,Other's drug use,Polish,,0
SCR SA.9,Clients by preferred language and client type,2015–16,Other's drug use,Polish,,0
SCR SA.9,Clients by preferred language and client type,2014–15,Other's drug use,Polish,,0
SCR SA.9,Clients by preferred language and client type,2013–14,Other's drug use,Polish,,0
SCR SA.9,Clients by preferred language and client type,2024–25,Other's drug use,African,,0
SCR SA.9,Clients by preferred language and client type,2023–24,Other's drug use,African,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Other's drug use,African,,0
SCR SA.9,Clients by preferred language and client type,2021–22,Other's drug use,African,,0
SCR SA.9,Clients by preferred language and client type,2020–21,Other's drug use,African,,6
SCR SA.9,Clients by preferred language and client type,2019–20,Other's drug use,African,,0
SCR SA.9,Clients by preferred language and client type,2018–19,Other's drug use,African,,0
SCR SA.9,Clients by preferred language and client type,2017–18,Other's drug use,African,,0
SCR SA.9,Clients by preferred language and client type,2016–17,Other's drug use,African,,1
SCR SA.9,Clients by preferred language and client type,2015–16,Other's drug use,African,,2
SCR SA.9,Clients by preferred language and client type,2014–15,Other's drug use,African,,1
SCR SA.9,Clients by preferred language and client type,2013–14,Other's drug use,African,,1
SCR SA.9,Clients by preferred language and client type,2024–25,Other's drug use,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2023–24,Other's drug use,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Other's drug use,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2021–22,Other's drug use,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2020–21,Other's drug use,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2019–20,Other's drug use,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2018–19,Other's drug use,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2017–18,Other's drug use,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2016–17,Other's drug use,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2015–16,Other's drug use,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2014–15,Other's drug use,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2013–14,Other's drug use,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2024–25,Other's drug use,Iranic,,0
SCR SA.9,Clients by preferred language and client type,2023–24,Other's drug use,Iranic,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Other's drug use,Iranic,,0
SCR SA.9,Clients by preferred language and client type,2021–22,Other's drug use,Iranic,,0
SCR SA.9,Clients by preferred language and client type,2020–21,Other's drug use,Iranic,,0
SCR SA.9,Clients by preferred language and client type,2019–20,Other's drug use,Iranic,,0
SCR SA.9,Clients by preferred language and client type,2018–19,Other's drug use,Iranic,,0
SCR SA.9,Clients by preferred language and client type,2017–18,Other's drug use,Iranic,,0
SCR SA.9,Clients by preferred language and client type,2016–17,Other's drug use,Iranic,,0
SCR SA.9,Clients by preferred language and client type,2015–16,Other's drug use,Iranic,,0
SCR SA.9,Clients by preferred language and client type,2014–15,Other's drug use,Iranic,,0
SCR SA.9,Clients by preferred language and client type,2013–14,Other's drug use,Iranic,,0
SCR SA.9,Clients by preferred language and client type,2024–25,Other's drug use,Arabic,,0
SCR SA.9,Clients by preferred language and client type,2023–24,Other's drug use,Arabic,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Other's drug use,Arabic,,0
SCR SA.9,Clients by preferred language and client type,2021–22,Other's drug use,Arabic,,0
SCR SA.9,Clients by preferred language and client type,2020–21,Other's drug use,Arabic,,0
SCR SA.9,Clients by preferred language and client type,2019–20,Other's drug use,Arabic,,0
SCR SA.9,Clients by preferred language and client type,2018–19,Other's drug use,Arabic,,0
SCR SA.9,Clients by preferred language and client type,2017–18,Other's drug use,Arabic,,0
SCR SA.9,Clients by preferred language and client type,2016–17,Other's drug use,Arabic,,0
SCR SA.9,Clients by preferred language and client type,2015–16,Other's drug use,Arabic,,0
SCR SA.9,Clients by preferred language and client type,2014–15,Other's drug use,Arabic,,0
SCR SA.9,Clients by preferred language and client type,2013–14,Other's drug use,Arabic,,0
SCR SA.9,Clients by preferred language and client type,2024–25,Other's drug use,Chinese,,0
SCR SA.9,Clients by preferred language and client type,2023–24,Other's drug use,Chinese,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Other's drug use,Chinese,,0
SCR SA.9,Clients by preferred language and client type,2021–22,Other's drug use,Chinese,,0
SCR SA.9,Clients by preferred language and client type,2020–21,Other's drug use,Chinese,,0
SCR SA.9,Clients by preferred language and client type,2019–20,Other's drug use,Chinese,,0
SCR SA.9,Clients by preferred language and client type,2018–19,Other's drug use,Chinese,,0
SCR SA.9,Clients by preferred language and client type,2017–18,Other's drug use,Chinese,,0
SCR SA.9,Clients by preferred language and client type,2016–17,Other's drug use,Chinese,,0
SCR SA.9,Clients by preferred language and client type,2015–16,Other's drug use,Chinese,,0
SCR SA.9,Clients by preferred language and client type,2014–15,Other's drug use,Chinese,,0
SCR SA.9,Clients by preferred language and client type,2013–14,Other's drug use,Chinese,,0
SCR SA.9,Clients by preferred language and client type,2024–25,Other's drug use,Vietnamese,,0
SCR SA.9,Clients by preferred language and client type,2023–24,Other's drug use,Vietnamese,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Other's drug use,Vietnamese,,0
SCR SA.9,Clients by preferred language and client type,2021–22,Other's drug use,Vietnamese,,0
SCR SA.9,Clients by preferred language and client type,2020–21,Other's drug use,Vietnamese,,19
SCR SA.9,Clients by preferred language and client type,2019–20,Other's drug use,Vietnamese,,20
SCR SA.9,Clients by preferred language and client type,2018–19,Other's drug use,Vietnamese,,31
SCR SA.9,Clients by preferred language and client type,2017–18,Other's drug use,Vietnamese,,13
SCR SA.9,Clients by preferred language and client type,2016–17,Other's drug use,Vietnamese,,14
SCR SA.9,Clients by preferred language and client type,2015–16,Other's drug use,Vietnamese,,7
SCR SA.9,Clients by preferred language and client type,2014–15,Other's drug use,Vietnamese,,26
SCR SA.9,Clients by preferred language and client type,2013–14,Other's drug use,Vietnamese,,31
SCR SA.9,Clients by preferred language and client type,2024–25,Other's drug use,Not stated,,1
SCR SA.9,Clients by preferred language and client type,2023–24,Other's drug use,Not stated,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Other's drug use,Not stated,,0
SCR SA.9,Clients by preferred language and client type,2021–22,Other's drug use,Not stated,,0
SCR SA.9,Clients by preferred language and client type,2020–21,Other's drug use,Not stated,,0
SCR SA.9,Clients by preferred language and client type,2019–20,Other's drug use,Not stated,,0
SCR SA.9,Clients by preferred language and client type,2018–19,Other's drug use,Not stated,,1
SCR SA.9,Clients by preferred language and client type,2017–18,Other's drug use,Not stated,,4
SCR SA.9,Clients by preferred language and client type,2016–17,Other's drug use,Not stated,,0
SCR SA.9,Clients by preferred language and client type,2015–16,Other's drug use,Not stated,,0
SCR SA.9,Clients by preferred language and client type,2014–15,Other's drug use,Not stated,,2
SCR SA.9,Clients by preferred language and client type,2013–14,Other's drug use,Not stated,,0
SCR SA.9,Clients by preferred language and client type,2024–25,Other's drug use,All other languages,,0
SCR SA.9,Clients by preferred language and client type,2023–24,Other's drug use,All other languages,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Other's drug use,All other languages,,1
SCR SA.9,Clients by preferred language and client type,2021–22,Other's drug use,All other languages,,0
SCR SA.9,Clients by preferred language and client type,2020–21,Other's drug use,All other languages,,3
SCR SA.9,Clients by preferred language and client type,2019–20,Other's drug use,All other languages,,0
SCR SA.9,Clients by preferred language and client type,2018–19,Other's drug use,All other languages,,2
SCR SA.9,Clients by preferred language and client type,2017–18,Other's drug use,All other languages,,0
SCR SA.9,Clients by preferred language and client type,2016–17,Other's drug use,All other languages,,0
SCR SA.9,Clients by preferred language and client type,2015–16,Other's drug use,All other languages,,1
SCR SA.9,Clients by preferred language and client type,2014–15,Other's drug use,All other languages,,0
SCR SA.9,Clients by preferred language and client type,2013–14,Other's drug use,All other languages,,1
SCR SA.9,Clients by preferred language and client type,2024–25,Total,English,,7977
SCR SA.9,Clients by preferred language and client type,2023–24,Total,English,,7842
SCR SA.9,Clients by preferred language and client type,2022–23,Total,English,,6613
SCR SA.9,Clients by preferred language and client type,2021–22,Total,English,,6819
SCR SA.9,Clients by preferred language and client type,2020–21,Total,English,,7181
SCR SA.9,Clients by preferred language and client type,2019–20,Total,English,,6992
SCR SA.9,Clients by preferred language and client type,2018–19,Total,English,,8501
SCR SA.9,Clients by preferred language and client type,2017–18,Total,English,,7407
SCR SA.9,Clients by preferred language and client type,2016–17,Total,English,,2643
SCR SA.9,Clients by preferred language and client type,2015–16,Total,English,,7981
SCR SA.9,Clients by preferred language and client type,2014–15,Total,English,,8608
SCR SA.9,Clients by preferred language and client type,2013–14,Total,English,,8765
SCR SA.9,Clients by preferred language and client type,2024–25,Total,Australian Indigenous languages,,79
SCR SA.9,Clients by preferred language and client type,2023–24,Total,Australian Indigenous languages,,58
SCR SA.9,Clients by preferred language and client type,2022–23,Total,Australian Indigenous languages,,34
SCR SA.9,Clients by preferred language and client type,2021–22,Total,Australian Indigenous languages,,54
SCR SA.9,Clients by preferred language and client type,2020–21,Total,Australian Indigenous languages,,36
SCR SA.9,Clients by preferred language and client type,2019–20,Total,Australian Indigenous languages,,49
SCR SA.9,Clients by preferred language and client type,2018–19,Total,Australian Indigenous languages,,55
SCR SA.9,Clients by preferred language and client type,2017–18,Total,Australian Indigenous languages,,21
SCR SA.9,Clients by preferred language and client type,2016–17,Total,Australian Indigenous languages,,7
SCR SA.9,Clients by preferred language and client type,2015–16,Total,Australian Indigenous languages,,24
SCR SA.9,Clients by preferred language and client type,2014–15,Total,Australian Indigenous languages,,66
SCR SA.9,Clients by preferred language and client type,2013–14,Total,Australian Indigenous languages,,30
SCR SA.9,Clients by preferred language and client type,2024–25,Total,Italian,,0
SCR SA.9,Clients by preferred language and client type,2023–24,Total,Italian,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Total,Italian,,1
SCR SA.9,Clients by preferred language and client type,2021–22,Total,Italian,,0
SCR SA.9,Clients by preferred language and client type,2020–21,Total,Italian,,1
SCR SA.9,Clients by preferred language and client type,2019–20,Total,Italian,,0
SCR SA.9,Clients by preferred language and client type,2018–19,Total,Italian,,4
SCR SA.9,Clients by preferred language and client type,2017–18,Total,Italian,,1
SCR SA.9,Clients by preferred language and client type,2016–17,Total,Italian,,1
SCR SA.9,Clients by preferred language and client type,2015–16,Total,Italian,,0
SCR SA.9,Clients by preferred language and client type,2014–15,Total,Italian,,2
SCR SA.9,Clients by preferred language and client type,2013–14,Total,Italian,,1
SCR SA.9,Clients by preferred language and client type,2024–25,Total,French,,1
SCR SA.9,Clients by preferred language and client type,2023–24,Total,French,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Total,French,,1
SCR SA.9,Clients by preferred language and client type,2021–22,Total,French,,0
SCR SA.9,Clients by preferred language and client type,2020–21,Total,French,,0
SCR SA.9,Clients by preferred language and client type,2019–20,Total,French,,1
SCR SA.9,Clients by preferred language and client type,2018–19,Total,French,,0
SCR SA.9,Clients by preferred language and client type,2017–18,Total,French,,1
SCR SA.9,Clients by preferred language and client type,2016–17,Total,French,,0
SCR SA.9,Clients by preferred language and client type,2015–16,Total,French,,0
SCR SA.9,Clients by preferred language and client type,2014–15,Total,French,,1
SCR SA.9,Clients by preferred language and client type,2013–14,Total,French,,3
SCR SA.9,Clients by preferred language and client type,2024–25,Total,Spanish,,3
SCR SA.9,Clients by preferred language and client type,2023–24,Total,Spanish,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Total,Spanish,,4
SCR SA.9,Clients by preferred language and client type,2021–22,Total,Spanish,,1
SCR SA.9,Clients by preferred language and client type,2020–21,Total,Spanish,,1
SCR SA.9,Clients by preferred language and client type,2019–20,Total,Spanish,,1
SCR SA.9,Clients by preferred language and client type,2018–19,Total,Spanish,,3
SCR SA.9,Clients by preferred language and client type,2017–18,Total,Spanish,,0
SCR SA.9,Clients by preferred language and client type,2016–17,Total,Spanish,,0
SCR SA.9,Clients by preferred language and client type,2015–16,Total,Spanish,,1
SCR SA.9,Clients by preferred language and client type,2014–15,Total,Spanish,,1
SCR SA.9,Clients by preferred language and client type,2013–14,Total,Spanish,,2
SCR SA.9,Clients by preferred language and client type,2024–25,Total,Polish,,1
SCR SA.9,Clients by preferred language and client type,2023–24,Total,Polish,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Total,Polish,,2
SCR SA.9,Clients by preferred language and client type,2021–22,Total,Polish,,1
SCR SA.9,Clients by preferred language and client type,2020–21,Total,Polish,,0
SCR SA.9,Clients by preferred language and client type,2019–20,Total,Polish,,1
SCR SA.9,Clients by preferred language and client type,2018–19,Total,Polish,,1
SCR SA.9,Clients by preferred language and client type,2017–18,Total,Polish,,0
SCR SA.9,Clients by preferred language and client type,2016–17,Total,Polish,,0
SCR SA.9,Clients by preferred language and client type,2015–16,Total,Polish,,0
SCR SA.9,Clients by preferred language and client type,2014–15,Total,Polish,,1
SCR SA.9,Clients by preferred language and client type,2013–14,Total,Polish,,2
SCR SA.9,Clients by preferred language and client type,2024–25,Total,African,,4
SCR SA.9,Clients by preferred language and client type,2023–24,Total,African,,4
SCR SA.9,Clients by preferred language and client type,2022–23,Total,African,,4
SCR SA.9,Clients by preferred language and client type,2021–22,Total,African,,3
SCR SA.9,Clients by preferred language and client type,2020–21,Total,African,,14
SCR SA.9,Clients by preferred language and client type,2019–20,Total,African,,5
SCR SA.9,Clients by preferred language and client type,2018–19,Total,African,,5
SCR SA.9,Clients by preferred language and client type,2017–18,Total,African,,10
SCR SA.9,Clients by preferred language and client type,2016–17,Total,African,,14
SCR SA.9,Clients by preferred language and client type,2015–16,Total,African,,16
SCR SA.9,Clients by preferred language and client type,2014–15,Total,African,,21
SCR SA.9,Clients by preferred language and client type,2013–14,Total,African,,11
SCR SA.9,Clients by preferred language and client type,2024–25,Total,Turkish,,1
SCR SA.9,Clients by preferred language and client type,2023–24,Total,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2022–23,Total,Turkish,,2
SCR SA.9,Clients by preferred language and client type,2021–22,Total,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2020–21,Total,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2019–20,Total,Turkish,,1
SCR SA.9,Clients by preferred language and client type,2018–19,Total,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2017–18,Total,Turkish,,1
SCR SA.9,Clients by preferred language and client type,2016–17,Total,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2015–16,Total,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2014–15,Total,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2013–14,Total,Turkish,,0
SCR SA.9,Clients by preferred language and client type,2024–25,Total,Iranic,,9
SCR SA.9,Clients by preferred language and client type,2023–24,Total,Iranic,,10
SCR SA.9,Clients by preferred language and client type,2022–23,Total,Iranic,,8
SCR SA.9,Clients by preferred language and client type,2021–22,Total,Iranic,,12
SCR SA.9,Clients by preferred language and client type,2020–21,Total,Iranic,,10
SCR SA.9,Clients by preferred language and client type,2019–20,Total,Iranic,,8
SCR SA.9,Clients by preferred language and client type,2018–19,Total,Iranic,,6
SCR SA.9,Clients by preferred language and client type,2017–18,Total,Iranic,,11
SCR SA.9,Clients by preferred language and client type,2016–17,Total,Iranic,,1
SCR SA.9,Clients by preferred language and client type,2015–16,Total,Iranic,,6
SCR SA.9,Clients by preferred language and client type,2014–15,Total,Iranic,,5
SCR SA.9,Clients by preferred language and client type,2013–14,Total,Iranic,,8
SCR SA.9,Clients by preferred language and client type,2024–25,Total,Arabic,,3
SCR SA.9,Clients by preferred language and client type,2023–24,Total,Arabic,,4
SCR SA.9,Clients by preferred language and client type,2022–23,Total,Arabic,,1
SCR SA.9,Clients by preferred language and client type,2021–22,Total,Arabic,,1
SCR SA.9,Clients by preferred language and client type,2020–21,Total,Arabic,,5
SCR SA.9,Clients by preferred language and client type,2019–20,Total,Arabic,,4
SCR SA.9,Clients by preferred language and client type,2018–19,Total,Arabic,,4
SCR SA.9,Clients by preferred language and client type,2017–18,Total,Arabic,,1
SCR SA.9,Clients by preferred language and client type,2016–17,Total,Arabic,,2
SCR SA.9,Clients by preferred language and client type,2015–16,Total,Arabic,,1
SCR SA.9,Clients by preferred language and client type,2014–15,Total,Arabic,,2
SCR SA.9,Clients by preferred language and client type,2013–14,Total,Arabic,,1
SCR SA.9,Clients by preferred language and client type,2024–25,Total,Chinese,,2
SCR SA.9,Clients by preferred language and client type,2023–24,Total,Chinese,,1
SCR SA.9,Clients by preferred language and client type,2022–23,Total,Chinese,,2
SCR SA.9,Clients by preferred language and client type,2021–22,Total,Chinese,,2
SCR SA.9,Clients by preferred language and client type,2020–21,Total,Chinese,,0
SCR SA.9,Clients by preferred language and client type,2019–20,Total,Chinese,,0
SCR SA.9,Clients by preferred language and client type,2018–19,Total,Chinese,,2
SCR SA.9,Clients by preferred language and client type,2017–18,Total,Chinese,,3
SCR SA.9,Clients by preferred language and client type,2016–17,Total,Chinese,,2
SCR SA.9,Clients by preferred language and client type,2015–16,Total,Chinese,,2
SCR SA.9,Clients by preferred language and client type,2014–15,Total,Chinese,,5
SCR SA.9,Clients by preferred language and client type,2013–14,Total,Chinese,,3
SCR SA.9,Clients by preferred language and client type,2024–25,Total,Vietnamese,,6
SCR SA.9,Clients by preferred language and client type,2023–24,Total,Vietnamese,,5
SCR SA.9,Clients by preferred language and client type,2022–23,Total,Vietnamese,,4
SCR SA.9,Clients by preferred language and client type,2021–22,Total,Vietnamese,,3
SCR SA.9,Clients by preferred language and client type,2020–21,Total,Vietnamese,,38
SCR SA.9,Clients by preferred language and client type,2019–20,Total,Vietnamese,,41
SCR SA.9,Clients by preferred language and client type,2018–19,Total,Vietnamese,,60
SCR SA.9,Clients by preferred language and client type,2017–18,Total,Vietnamese,,53
SCR SA.9,Clients by preferred language and client type,2016–17,Total,Vietnamese,,44
SCR SA.9,Clients by preferred language and client type,2015–16,Total,Vietnamese,,41
SCR SA.9,Clients by preferred language and client type,2014–15,Total,Vietnamese,,76
SCR SA.9,Clients by preferred language and client type,2013–14,Total,Vietnamese,,77
SCR SA.9,Clients by preferred language and client type,2024–25,Total,Not stated,,591
SCR SA.9,Clients by preferred language and client type,2023–24,Total,Not stated,,27
SCR SA.9,Clients by preferred language and client type,2022–23,Total,Not stated,,10
SCR SA.9,Clients by preferred language and client type,2021–22,Total,Not stated,,40
SCR SA.9,Clients by preferred language and client type,2020–21,Total,Not stated,,26
SCR SA.9,Clients by preferred language and client type,2019–20,Total,Not stated,,6
SCR SA.9,Clients by preferred language and client type,2018–19,Total,Not stated,,8
SCR SA.9,Clients by preferred language and client type,2017–18,Total,Not stated,,14
SCR SA.9,Clients by preferred language and client type,2016–17,Total,Not stated,,5743
SCR SA.9,Clients by preferred language and client type,2015–16,Total,Not stated,,2
SCR SA.9,Clients by preferred language and client type,2014–15,Total,Not stated,,127
SCR SA.9,Clients by preferred language and client type,2013–14,Total,Not stated,,286
SCR SA.9,Clients by preferred language and client type,2024–25,Total,All other languages,,44
SCR SA.9,Clients by preferred language and client type,2023–24,Total,All other languages,,38
SCR SA.9,Clients by preferred language and client type,2022–23,Total,All other languages,,32
SCR SA.9,Clients by preferred language and client type,2021–22,Total,All other languages,,24
SCR SA.9,Clients by preferred language and client type,2020–21,Total,All other languages,,40
SCR SA.9,Clients by preferred language and client type,2019–20,Total,All other languages,,22
SCR SA.9,Clients by preferred language and client type,2018–19,Total,All other languages,,32
SCR SA.9,Clients by preferred language and client type,2017–18,Total,All other languages,,21
SCR SA.9,Clients by preferred language and client type,2016–17,Total,All other languages,,6
SCR SA.9,Clients by preferred language and client type,2015–16,Total,All other languages,,15
SCR SA.9,Clients by preferred language and client type,2014–15,Total,All other languages,,24
SCR SA.9,Clients by preferred language and client type,2013–14,Total,All other languages,,26
SCR SA.10,Clients by country of birth and client type,2024–25,Own drug use,Australia,,7295
SCR SA.10,Clients by country of birth and client type,2023–24,Own drug use,Australia,,7181
SCR SA.10,Clients by country of birth and client type,2022–23,Own drug use,Australia,,6106
SCR SA.10,Clients by country of birth and client type,2021–22,Own drug use,Australia,,6329
SCR SA.10,Clients by country of birth and client type,2020–21,Own drug use,Australia,,6634
SCR SA.10,Clients by country of birth and client type,2019–20,Own drug use,Australia,,6416
SCR SA.10,Clients by country of birth and client type,2018–19,Own drug use,Australia,,7652
SCR SA.10,Clients by country of birth and client type,2017–18,Own drug use,Australia,,6716
SCR SA.10,Clients by country of birth and client type,2016–17,Own drug use,Australia,,7490
SCR SA.10,Clients by country of birth and client type,2015–16,Own drug use,Australia,,7063
SCR SA.10,Clients by country of birth and client type,2014–15,Own drug use,Australia,,7814
SCR SA.10,Clients by country of birth and client type,2013–14,Own drug use,Australia,,7996
SCR SA.10,Clients by country of birth and client type,2024–25,Own drug use,New Zealand,,39
SCR SA.10,Clients by country of birth and client type,2023–24,Own drug use,New Zealand,,37
SCR SA.10,Clients by country of birth and client type,2022–23,Own drug use,New Zealand,,34
SCR SA.10,Clients by country of birth and client type,2021–22,Own drug use,New Zealand,,36
SCR SA.10,Clients by country of birth and client type,2020–21,Own drug use,New Zealand,,48
SCR SA.10,Clients by country of birth and client type,2019–20,Own drug use,New Zealand,,47
SCR SA.10,Clients by country of birth and client type,2018–19,Own drug use,New Zealand,,100
SCR SA.10,Clients by country of birth and client type,2017–18,Own drug use,New Zealand,,60
SCR SA.10,Clients by country of birth and client type,2016–17,Own drug use,New Zealand,,69
SCR SA.10,Clients by country of birth and client type,2015–16,Own drug use,New Zealand,,70
SCR SA.10,Clients by country of birth and client type,2014–15,Own drug use,New Zealand,,81
SCR SA.10,Clients by country of birth and client type,2013–14,Own drug use,New Zealand,,73
SCR SA.10,Clients by country of birth and client type,2024–25,Own drug use,United Kingdom,,151
SCR SA.10,Clients by country of birth and client type,2023–24,Own drug use,United Kingdom,,162
SCR SA.10,Clients by country of birth and client type,2022–23,Own drug use,United Kingdom,,133
SCR SA.10,Clients by country of birth and client type,2021–22,Own drug use,United Kingdom,,124
SCR SA.10,Clients by country of birth and client type,2020–21,Own drug use,United Kingdom,,140
SCR SA.10,Clients by country of birth and client type,2019–20,Own drug use,United Kingdom,,137
SCR SA.10,Clients by country of birth and client type,2018–19,Own drug use,United Kingdom,,205
SCR SA.10,Clients by country of birth and client type,2017–18,Own drug use,United Kingdom,,149
SCR SA.10,Clients by country of birth and client type,2016–17,Own drug use,United Kingdom,,178
SCR SA.10,Clients by country of birth and client type,2015–16,Own drug use,United Kingdom,,205
SCR SA.10,Clients by country of birth and client type,2014–15,Own drug use,United Kingdom,,241
SCR SA.10,Clients by country of birth and client type,2013–14,Own drug use,United Kingdom,,255
SCR SA.10,Clients by country of birth and client type,2024–25,Own drug use,Germany,,6
SCR SA.10,Clients by country of birth and client type,2023–24,Own drug use,Germany,,4
SCR SA.10,Clients by country of birth and client type,2022–23,Own drug use,Germany,,5
SCR SA.10,Clients by country of birth and client type,2021–22,Own drug use,Germany,,3
SCR SA.10,Clients by country of birth and client type,2020–21,Own drug use,Germany,,2
SCR SA.10,Clients by country of birth and client type,2019–20,Own drug use,Germany,,7
SCR SA.10,Clients by country of birth and client type,2018–19,Own drug use,Germany,,11
SCR SA.10,Clients by country of birth and client type,2017–18,Own drug use,Germany,,13
