reference_quarter,measure,breakdown_1,breakdown_2,unit,series_id,value
1988-Q1,Employees Involved,12 months ended,Dispute new,000,A2540836A,600.8
1988-Q1,Employees Involved,12 months ended,Dispute total,000,A2540830L,606.5
1988-Q1,Working days Lost,12 months ended,Dispute total,000,A2540831R,1342.2
1988-Q2,Number of Disputes,Quarter,Dispute new,Number,A2540832T,412
1988-Q2,Number of Disputes,Quarter,Dispute total,Number,A2540826W,420
1988-Q2,Employees Involved,Quarter,Dispute new,000,A2540833V,441.1
1988-Q2,Employees Involved,Quarter,Dispute total,000,A2540827X,442.5
1988-Q2,Working days Lost,Quarter,Dispute total,000,A2540828A,625.9
1988-Q2,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,1557
1988-Q2,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,1578
1988-Q2,Employees Involved,12 months ended,Dispute new,000,A2540836A,862.9
1988-Q2,Employees Involved,12 months ended,Dispute total,000,A2540830L,865.4
1988-Q2,Working days Lost,12 months ended,Dispute total,000,A2540831R,1690.5
1988-Q3,Number of Disputes,Quarter,Dispute new,Number,A2540832T,342
1988-Q3,Number of Disputes,Quarter,Dispute total,Number,A2540826W,358
1988-Q3,Employees Involved,Quarter,Dispute new,000,A2540833V,258.4
1988-Q3,Employees Involved,Quarter,Dispute total,000,A2540827X,333.6
1988-Q3,Working days Lost,Quarter,Dispute total,000,A2540828A,540.3
1988-Q3,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,1536
1988-Q3,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,1549
1988-Q3,Employees Involved,12 months ended,Dispute new,000,A2540836A,971.8
1988-Q3,Employees Involved,12 months ended,Dispute total,000,A2540830L,975.7
1988-Q3,Working days Lost,12 months ended,Dispute total,000,A2540831R,1711.5
1988-Q4,Number of Disputes,Quarter,Dispute new,Number,A2540832T,360
1988-Q4,Number of Disputes,Quarter,Dispute total,Number,A2540826W,372
1988-Q4,Employees Involved,Quarter,Dispute new,000,A2540833V,103.6
1988-Q4,Employees Involved,Quarter,Dispute total,000,A2540827X,108.1
1988-Q4,Working days Lost,Quarter,Dispute total,000,A2540828A,260.7
1988-Q4,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,1502
1988-Q4,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,1508
1988-Q4,Employees Involved,12 months ended,Dispute new,000,A2540836A,893.9
1988-Q4,Employees Involved,12 months ended,Dispute total,000,A2540830L,894.4
1988-Q4,Working days Lost,12 months ended,Dispute total,000,A2540831R,1641.4
1989-Q1,Number of Disputes,Quarter,Dispute new,Number,A2540832T,374
1989-Q1,Number of Disputes,Quarter,Dispute total,Number,A2540826W,383
1989-Q1,Employees Involved,Quarter,Dispute new,000,A2540833V,86.7
1989-Q1,Employees Involved,Quarter,Dispute total,000,A2540827X,89.7
1989-Q1,Working days Lost,Quarter,Dispute total,000,A2540828A,170.1
1989-Q1,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,1488
1989-Q1,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,1497
1989-Q1,Employees Involved,12 months ended,Dispute new,000,A2540836A,889.8
1989-Q1,Employees Involved,12 months ended,Dispute total,000,A2540830L,899.6
1989-Q1,Working days Lost,12 months ended,Dispute total,000,A2540831R,1597.1
1989-Q2,Number of Disputes,Quarter,Dispute new,Number,A2540832T,375
1989-Q2,Number of Disputes,Quarter,Dispute total,Number,A2540826W,386
1989-Q2,Employees Involved,Quarter,Dispute new,000,A2540833V,145.9
1989-Q2,Employees Involved,Quarter,Dispute total,000,A2540827X,149.1
1989-Q2,Working days Lost,Quarter,Dispute total,000,A2540828A,313.6
1989-Q2,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,1451
1989-Q2,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,1467
1989-Q2,Employees Involved,12 months ended,Dispute new,000,A2540836A,594.5
1989-Q2,Employees Involved,12 months ended,Dispute total,000,A2540830L,669.7
1989-Q2,Working days Lost,12 months ended,Dispute total,000,A2540831R,1284.8
1989-Q3,Number of Disputes,Quarter,Dispute new,Number,A2540832T,341
1989-Q3,Number of Disputes,Quarter,Dispute total,Number,A2540826W,363
1989-Q3,Employees Involved,Quarter,Dispute new,000,A2540833V,319.8
1989-Q3,Employees Involved,Quarter,Dispute total,000,A2540827X,334.9
1989-Q3,Working days Lost,Quarter,Dispute total,000,A2540828A,475
1989-Q3,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,1450
1989-Q3,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,1462
1989-Q3,Employees Involved,12 months ended,Dispute new,000,A2540836A,655.9
1989-Q3,Employees Involved,12 months ended,Dispute total,000,A2540830L,660.5
1989-Q3,Working days Lost,12 months ended,Dispute total,000,A2540831R,1219.5
1989-Q4,Number of Disputes,Quarter,Dispute new,Number,A2540832T,301
1989-Q4,Number of Disputes,Quarter,Dispute total,Number,A2540826W,309
1989-Q4,Employees Involved,Quarter,Dispute new,000,A2540833V,154.1
1989-Q4,Employees Involved,Quarter,Dispute total,000,A2540827X,157
1989-Q4,Working days Lost,Quarter,Dispute total,000,A2540828A,243.6
1989-Q4,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,1391
1989-Q4,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,1402
1989-Q4,Employees Involved,12 months ended,Dispute new,000,A2540836A,706.4
1989-Q4,Employees Involved,12 months ended,Dispute total,000,A2540830L,709.8
1989-Q4,Working days Lost,12 months ended,Dispute total,000,A2540831R,1202.4
1990-Q1,Number of Disputes,Quarter,Dispute new,Number,A2540832T,290
1990-Q1,Number of Disputes,Quarter,Dispute total,Number,A2540826W,294
1990-Q1,Employees Involved,Quarter,Dispute new,000,A2540833V,80.6
1990-Q1,Employees Involved,Quarter,Dispute total,000,A2540827X,84.6
1990-Q1,Working days Lost,Quarter,Dispute total,000,A2540828A,162
1990-Q1,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,1307
1990-Q1,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,1319
1990-Q1,Employees Involved,12 months ended,Dispute new,000,A2540836A,700.3
1990-Q1,Employees Involved,12 months ended,Dispute total,000,A2540830L,703.7
1990-Q1,Working days Lost,12 months ended,Dispute total,000,A2540831R,1194.2
1990-Q2,Number of Disputes,Quarter,Dispute new,Number,A2540832T,290
1990-Q2,Number of Disputes,Quarter,Dispute total,Number,A2540826W,295
1990-Q2,Employees Involved,Quarter,Dispute new,000,A2540833V,207.6
1990-Q2,Employees Involved,Quarter,Dispute total,000,A2540827X,208.3
1990-Q2,Working days Lost,Quarter,Dispute total,000,A2540828A,301.1
1990-Q2,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,1222
1990-Q2,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,1245
1990-Q2,Employees Involved,12 months ended,Dispute new,000,A2540836A,762.1
1990-Q2,Employees Involved,12 months ended,Dispute total,000,A2540830L,777.2
1990-Q2,Working days Lost,12 months ended,Dispute total,000,A2540831R,1181.7
1990-Q3,Number of Disputes,Quarter,Dispute new,Number,A2540832T,321
1990-Q3,Number of Disputes,Quarter,Dispute total,Number,A2540826W,336
1990-Q3,Employees Involved,Quarter,Dispute new,000,A2540833V,301.5
1990-Q3,Employees Involved,Quarter,Dispute total,000,A2540827X,304.1
1990-Q3,Working days Lost,Quarter,Dispute total,000,A2540828A,341.2
1990-Q3,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,1202
1990-Q3,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,1211
1990-Q3,Employees Involved,12 months ended,Dispute new,000,A2540836A,743.8
1990-Q3,Employees Involved,12 months ended,Dispute total,000,A2540830L,747.6
1990-Q3,Working days Lost,12 months ended,Dispute total,000,A2540831R,1047.8
1990-Q4,Number of Disputes,Quarter,Dispute new,Number,A2540832T,288
1990-Q4,Number of Disputes,Quarter,Dispute total,Number,A2540826W,309
1990-Q4,Employees Involved,Quarter,Dispute new,000,A2540833V,136.1
1990-Q4,Employees Involved,Quarter,Dispute total,000,A2540827X,317.1
1990-Q4,Working days Lost,Quarter,Dispute total,000,A2540828A,572.2
1990-Q4,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,1189
1990-Q4,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,1193
1990-Q4,Employees Involved,12 months ended,Dispute new,000,A2540836A,725.9
1990-Q4,Employees Involved,12 months ended,Dispute total,000,A2540830L,729.9
1990-Q4,Working days Lost,12 months ended,Dispute total,000,A2540831R,1376.5
1991-Q1,Number of Disputes,Quarter,Dispute new,Number,A2540832T,282
1991-Q1,Number of Disputes,Quarter,Dispute total,Number,A2540826W,285
1991-Q1,Employees Involved,Quarter,Dispute new,000,A2540833V,82.3
1991-Q1,Employees Involved,Quarter,Dispute total,000,A2540827X,85
1991-Q1,Working days Lost,Quarter,Dispute total,000,A2540828A,97.5
1991-Q1,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,1181
1991-Q1,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,1187
1991-Q1,Employees Involved,12 months ended,Dispute new,000,A2540836A,727.6
1991-Q1,Employees Involved,12 months ended,Dispute total,000,A2540830L,729.2
1991-Q1,Working days Lost,12 months ended,Dispute total,000,A2540831R,1312
1991-Q2,Number of Disputes,Quarter,Dispute new,Number,A2540832T,295
1991-Q2,Number of Disputes,Quarter,Dispute total,Number,A2540826W,304
1991-Q2,Employees Involved,Quarter,Dispute new,000,A2540833V,333.6
1991-Q2,Employees Involved,Quarter,Dispute total,000,A2540827X,334.6
1991-Q2,Working days Lost,Quarter,Dispute total,000,A2540828A,563
1991-Q2,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,1186
1991-Q2,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,1201
1991-Q2,Employees Involved,12 months ended,Dispute new,000,A2540836A,853.5
1991-Q2,Employees Involved,12 months ended,Dispute total,000,A2540830L,856.1
1991-Q2,Working days Lost,12 months ended,Dispute total,000,A2540831R,1574
1991-Q3,Number of Disputes,Quarter,Dispute new,Number,A2540832T,277
1991-Q3,Number of Disputes,Quarter,Dispute total,Number,A2540826W,302
1991-Q3,Employees Involved,Quarter,Dispute new,000,A2540833V,205.8
1991-Q3,Employees Involved,Quarter,Dispute total,000,A2540827X,343.8
1991-Q3,Working days Lost,Quarter,Dispute total,000,A2540828A,340.2
1991-Q3,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,1142
1991-Q3,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,1164
1991-Q3,Employees Involved,12 months ended,Dispute new,000,A2540836A,757.8
1991-Q3,Employees Involved,12 months ended,Dispute total,000,A2540830L,938.8
1991-Q3,Working days Lost,12 months ended,Dispute total,000,A2540831R,1573
1991-Q4,Number of Disputes,Quarter,Dispute new,Number,A2540832T,178
1991-Q4,Number of Disputes,Quarter,Dispute total,Number,A2540826W,187
1991-Q4,Employees Involved,Quarter,Dispute new,000,A2540833V,557.2
1991-Q4,Employees Involved,Quarter,Dispute total,000,A2540827X,589.1
1991-Q4,Working days Lost,Quarter,Dispute total,000,A2540828A,609.8
1991-Q4,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,1032
1991-Q4,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,1036
1991-Q4,Employees Involved,12 months ended,Dispute new,000,A2540836A,1178.9
1991-Q4,Employees Involved,12 months ended,Dispute total,000,A2540830L,1181.6
1991-Q4,Working days Lost,12 months ended,Dispute total,000,A2540831R,1610.6
1992-Q1,Number of Disputes,Quarter,Dispute new,Number,A2540832T,205
1992-Q1,Number of Disputes,Quarter,Dispute total,Number,A2540826W,207
1992-Q1,Employees Involved,Quarter,Dispute new,000,A2540833V,52.3
1992-Q1,Employees Involved,Quarter,Dispute total,000,A2540827X,52.5
1992-Q1,Working days Lost,Quarter,Dispute total,000,A2540828A,66.1
1992-Q1,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,955
1992-Q1,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,965
1992-Q1,Employees Involved,12 months ended,Dispute new,000,A2540836A,1148.8
1992-Q1,Employees Involved,12 months ended,Dispute total,000,A2540830L,1149.8
1992-Q1,Working days Lost,12 months ended,Dispute total,000,A2540831R,1579.1
1992-Q2,Number of Disputes,Quarter,Dispute new,Number,A2540832T,197
1992-Q2,Number of Disputes,Quarter,Dispute total,Number,A2540826W,213
1992-Q2,Employees Involved,Quarter,Dispute new,000,A2540833V,82.4
1992-Q2,Employees Involved,Quarter,Dispute total,000,A2540827X,85.2
1992-Q2,Working days Lost,Quarter,Dispute total,000,A2540828A,154.2
1992-Q2,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,857
1992-Q2,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,884
1992-Q2,Employees Involved,12 months ended,Dispute new,000,A2540836A,897.6
1992-Q2,Employees Involved,12 months ended,Dispute total,000,A2540830L,1036.2
1992-Q2,Working days Lost,12 months ended,Dispute total,000,A2540831R,1170.3
1992-Q3,Number of Disputes,Quarter,Dispute new,Number,A2540832T,171
1992-Q3,Number of Disputes,Quarter,Dispute total,Number,A2540826W,181
1992-Q3,Employees Involved,Quarter,Dispute new,000,A2540833V,42.2
1992-Q3,Employees Involved,Quarter,Dispute total,000,A2540827X,43.1
1992-Q3,Working days Lost,Quarter,Dispute total,000,A2540828A,51.6
1992-Q3,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,751
1992-Q3,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,761
1992-Q3,Employees Involved,12 months ended,Dispute new,000,A2540836A,734.3
1992-Q3,Employees Involved,12 months ended,Dispute total,000,A2540830L,766.2
1992-Q3,Working days Lost,12 months ended,Dispute total,000,A2540831R,881.8
1992-Q4,Number of Disputes,Quarter,Dispute new,Number,A2540832T,153
1992-Q4,Number of Disputes,Quarter,Dispute total,Number,A2540826W,164
1992-Q4,Employees Involved,Quarter,Dispute new,000,A2540833V,694.3
1992-Q4,Employees Involved,Quarter,Dispute total,000,A2540827X,695.2
1992-Q4,Working days Lost,Quarter,Dispute total,000,A2540828A,669.2
1992-Q4,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,726
1992-Q4,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,728
1992-Q4,Employees Involved,12 months ended,Dispute new,000,A2540836A,871.3
1992-Q4,Employees Involved,12 months ended,Dispute total,000,A2540830L,871.5
1992-Q4,Working days Lost,12 months ended,Dispute total,000,A2540831R,941.2
1993-Q1,Number of Disputes,Quarter,Dispute new,Number,A2540832T,153
1993-Q1,Number of Disputes,Quarter,Dispute total,Number,A2540826W,156
1993-Q1,Employees Involved,Quarter,Dispute new,000,A2540833V,180.1
1993-Q1,Employees Involved,Quarter,Dispute total,000,A2540827X,180.4
1993-Q1,Working days Lost,Quarter,Dispute total,000,A2540828A,196.4
1993-Q1,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,674
1993-Q1,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,690
1993-Q1,Employees Involved,12 months ended,Dispute new,000,A2540836A,999.2
1993-Q1,Employees Involved,12 months ended,Dispute total,000,A2540830L,1002
1993-Q1,Working days Lost,12 months ended,Dispute total,000,A2540831R,1071.5
1993-Q2,Number of Disputes,Quarter,Dispute new,Number,A2540832T,156
1993-Q2,Number of Disputes,Quarter,Dispute total,Number,A2540826W,164
1993-Q2,Employees Involved,Quarter,Dispute new,000,A2540833V,81.4
1993-Q2,Employees Involved,Quarter,Dispute total,000,A2540827X,83.7
1993-Q2,Working days Lost,Quarter,Dispute total,000,A2540828A,98.4
1993-Q2,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,633
1993-Q2,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,643
1993-Q2,Employees Involved,12 months ended,Dispute new,000,A2540836A,998.2
1993-Q2,Employees Involved,12 months ended,Dispute total,000,A2540830L,998.9
1993-Q2,Working days Lost,12 months ended,Dispute total,000,A2540831R,1015.7
1993-Q3,Number of Disputes,Quarter,Dispute new,Number,A2540832T,160
1993-Q3,Number of Disputes,Quarter,Dispute total,Number,A2540826W,168
1993-Q3,Employees Involved,Quarter,Dispute new,000,A2540833V,108.9
1993-Q3,Employees Involved,Quarter,Dispute total,000,A2540827X,130.1
1993-Q3,Working days Lost,Quarter,Dispute total,000,A2540828A,202.2
1993-Q3,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,622
1993-Q3,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,633
1993-Q3,Employees Involved,12 months ended,Dispute new,000,A2540836A,1064.7
1993-Q3,Employees Involved,12 months ended,Dispute total,000,A2540830L,1065.6
1993-Q3,Working days Lost,12 months ended,Dispute total,000,A2540831R,1166.3
1993-Q4,Number of Disputes,Quarter,Dispute new,Number,A2540832T,138
1993-Q4,Number of Disputes,Quarter,Dispute total,Number,A2540826W,147
1993-Q4,Employees Involved,Quarter,Dispute new,000,A2540833V,118.8
1993-Q4,Employees Involved,Quarter,Dispute total,000,A2540827X,123.2
1993-Q4,Working days Lost,Quarter,Dispute total,000,A2540828A,138.7
1993-Q4,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,607
1993-Q4,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,610
1993-Q4,Employees Involved,12 months ended,Dispute new,000,A2540836A,489.2
1993-Q4,Employees Involved,12 months ended,Dispute total,000,A2540830L,489.6
1993-Q4,Working days Lost,12 months ended,Dispute total,000,A2540831R,635.8
1994-Q1,Number of Disputes,Quarter,Dispute new,Number,A2540832T,109
1994-Q1,Number of Disputes,Quarter,Dispute total,Number,A2540826W,112
1994-Q1,Employees Involved,Quarter,Dispute new,000,A2540833V,37.1
1994-Q1,Employees Involved,Quarter,Dispute total,000,A2540827X,37.3
1994-Q1,Working days Lost,Quarter,Dispute total,000,A2540828A,112.5
1994-Q1,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,517
1994-Q1,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,574
1994-Q1,Employees Involved,12 months ended,Dispute new,000,A2540836A,346.2
1994-Q1,Employees Involved,12 months ended,Dispute total,000,A2540830L,353.4
1994-Q1,Working days Lost,12 months ended,Dispute total,000,A2540831R,551.9
1994-Q2,Number of Disputes,Quarter,Dispute new,Number,A2540832T,125
1994-Q2,Number of Disputes,Quarter,Dispute total,Number,A2540826W,131
1994-Q2,Employees Involved,Quarter,Dispute new,000,A2540833V,30.1
1994-Q2,Employees Involved,Quarter,Dispute total,000,A2540827X,44.4
1994-Q2,Working days Lost,Quarter,Dispute total,000,A2540828A,77.5
