date,state_code,state_name,registration_type,sex,registrations
2012-03-01,NSW,New South Wales,Consent,Female,205562
2012-03-01,NT,Northern Territory,Consent,Female,8120
2012-03-01,QLD,Queensland,Consent,Female,198841
2012-03-01,SA,South Australia,Consent,Female,99161
2012-03-01,TAS,Tasmania,Consent,Female,29987
2012-03-01,VIC,Victoria,Consent,Female,239653
2012-03-01,WA,Western Australia,Consent,Female,158235
2012-03-01,ACT,Australian Capital Territory,Consent,Male,13431
2012-03-01,NSW,New South Wales,Consent,Male,135134
2012-03-01,NT,Northern Territory,Consent,Male,4632
2012-03-01,QLD,Queensland,Consent,Male,123331
2012-03-01,SA,South Australia,Consent,Male,67561
2012-03-01,TAS,Tasmania,Consent,Male,17964
2012-03-01,VIC,Victoria,Consent,Male,147477
2012-03-01,WA,Western Australia,Consent,Male,100198
2012-03-01,ACT,Australian Capital Territory,Consent,Total,34262
2012-03-01,NSW,New South Wales,Consent,Total,340696
2012-03-01,NT,Northern Territory,Consent,Total,12752
2012-03-01,QLD,Queensland,Consent,Total,322172
2012-03-01,SA,South Australia,Consent,Total,166722
2012-03-01,TAS,Tasmania,Consent,Total,47951
2012-03-01,VIC,Victoria,Consent,Total,387130
2012-03-01,WA,Western Australia,Consent,Total,258433
2012-03-01,ACT,Australian Capital Territory,Intent,Female,14083
2012-03-01,NSW,New South Wales,Intent,Female,974997
2012-03-01,NT,Northern Territory,Intent,Female,4025
2012-03-01,QLD,Queensland,Intent,Female,296370
2012-03-01,SA,South Australia,Intent,Female,284190
2012-03-01,TAS,Tasmania,Intent,Female,70212
2012-03-01,VIC,Victoria,Intent,Female,245209
2012-03-01,WA,Western Australia,Intent,Female,220743
2012-03-01,ACT,Australian Capital Territory,Intent,Male,10254
2012-03-01,NSW,New South Wales,Intent,Male,1024069
2012-03-01,NT,Northern Territory,Intent,Male,3189
2012-03-01,QLD,Queensland,Intent,Male,322639
2012-03-01,SA,South Australia,Intent,Male,302799
2012-03-01,TAS,Tasmania,Intent,Male,72224
2012-03-01,VIC,Victoria,Intent,Male,182731
2012-03-01,WA,Western Australia,Intent,Male,222879
2012-03-01,ACT,Australian Capital Territory,Intent,Total,24337
2012-03-01,NSW,New South Wales,Intent,Total,1999099
2012-03-01,NT,Northern Territory,Intent,Total,7214
2012-03-01,QLD,Queensland,Intent,Total,619011
2012-03-01,SA,South Australia,Intent,Total,587181
2012-03-01,TAS,Tasmania,Intent,Total,142436
2012-03-01,VIC,Victoria,Intent,Total,431765
2012-03-01,WA,Western Australia,Intent,Total,444922
2012-04-01,ACT,Australian Capital Territory,Consent,Female,20966
2012-04-01,NSW,New South Wales,Consent,Female,206469
2012-04-01,NT,Northern Territory,Consent,Female,8139
2012-04-01,QLD,Queensland,Consent,Female,199606
2012-04-01,SA,South Australia,Consent,Female,99865
2012-04-01,TAS,Tasmania,Consent,Female,30185
2012-04-01,VIC,Victoria,Consent,Female,241313
2012-04-01,WA,Western Australia,Consent,Female,158899
2012-04-01,ACT,Australian Capital Territory,Consent,Male,13553
2012-04-01,NSW,New South Wales,Consent,Male,135593
2012-04-01,NT,Northern Territory,Consent,Male,4655
2012-04-01,QLD,Queensland,Consent,Male,123660
2012-04-01,SA,South Australia,Consent,Male,68062
2012-04-01,TAS,Tasmania,Consent,Male,18089
2012-04-01,VIC,Victoria,Consent,Male,148405
2012-04-01,WA,Western Australia,Consent,Male,100581
2012-04-01,ACT,Australian Capital Territory,Consent,Total,34519
2012-04-01,NSW,New South Wales,Consent,Total,342062
2012-04-01,NT,Northern Territory,Consent,Total,12794
2012-04-01,QLD,Queensland,Consent,Total,323266
2012-04-01,SA,South Australia,Consent,Total,167927
2012-04-01,TAS,Tasmania,Consent,Total,48274
2012-04-01,VIC,Victoria,Consent,Total,389718
2012-04-01,WA,Western Australia,Consent,Total,259480
2012-04-01,ACT,Australian Capital Territory,Intent,Female,14025
2012-04-01,NSW,New South Wales,Intent,Female,974243
2012-04-01,NT,Northern Territory,Intent,Female,4012
2012-04-01,QLD,Queensland,Intent,Female,296145
2012-04-01,SA,South Australia,Intent,Female,284944
2012-04-01,TAS,Tasmania,Intent,Female,70106
2012-04-01,VIC,Victoria,Intent,Female,244713
2012-04-01,WA,Western Australia,Intent,Female,220483
2012-04-01,ACT,Australian Capital Territory,Intent,Male,10217
2012-04-01,NSW,New South Wales,Intent,Male,1023612
2012-04-01,NT,Northern Territory,Intent,Male,3182
2012-04-01,QLD,Queensland,Intent,Male,322483
2012-04-01,SA,South Australia,Intent,Male,303880
2012-04-01,TAS,Tasmania,Intent,Male,72146
2012-04-01,VIC,Victoria,Intent,Male,182457
2012-04-01,WA,Western Australia,Intent,Male,222718
2012-04-01,ACT,Australian Capital Territory,Intent,Total,24242
2012-04-01,NSW,New South Wales,Intent,Total,1997888
2012-04-01,NT,Northern Territory,Intent,Total,7194
2012-04-01,QLD,Queensland,Intent,Total,618630
2012-04-01,SA,South Australia,Intent,Total,589015
2012-04-01,TAS,Tasmania,Intent,Total,142252
2012-04-01,VIC,Victoria,Intent,Total,430991
2012-04-01,WA,Western Australia,Intent,Total,444500
2012-05-01,ACT,Australian Capital Territory,Consent,Female,21128
2012-05-01,NSW,New South Wales,Consent,Female,207302
2012-05-01,NT,Northern Territory,Consent,Female,8154
2012-05-01,QLD,Queensland,Consent,Female,200404
2012-05-01,SA,South Australia,Consent,Female,100879
2012-05-01,TAS,Tasmania,Consent,Female,30587
2012-05-01,VIC,Victoria,Consent,Female,243010
2012-05-01,WA,Western Australia,Consent,Female,159753
2012-05-01,ACT,Australian Capital Territory,Consent,Male,13654
2012-05-01,NSW,New South Wales,Consent,Male,135977
2012-05-01,NT,Northern Territory,Consent,Male,4673
2012-05-01,QLD,Queensland,Consent,Male,124020
2012-05-01,SA,South Australia,Consent,Male,68786
2012-05-01,TAS,Tasmania,Consent,Male,18324
2012-05-01,VIC,Victoria,Consent,Male,149336
2012-05-01,WA,Western Australia,Consent,Male,101100
2012-05-01,ACT,Australian Capital Territory,Consent,Total,34782
2012-05-01,NSW,New South Wales,Consent,Total,343279
2012-05-01,NT,Northern Territory,Consent,Total,12827
2012-05-01,QLD,Queensland,Consent,Total,324424
2012-05-01,SA,South Australia,Consent,Total,169665
2012-05-01,TAS,Tasmania,Consent,Total,48911
2012-05-01,VIC,Victoria,Consent,Total,392346
2012-05-01,WA,Western Australia,Consent,Total,260853
2012-05-01,ACT,Australian Capital Territory,Intent,Female,14016
2012-05-01,NSW,New South Wales,Intent,Female,973930
2012-05-01,NT,Northern Territory,Intent,Female,4006
2012-05-01,QLD,Queensland,Intent,Female,296219
2012-05-01,SA,South Australia,Intent,Female,285345
2012-05-01,TAS,Tasmania,Intent,Female,69906
2012-05-01,VIC,Victoria,Intent,Female,244427
2012-05-01,WA,Western Australia,Intent,Female,220282
2012-05-01,ACT,Australian Capital Territory,Intent,Male,10219
2012-05-01,NSW,New South Wales,Intent,Male,1023320
2012-05-01,NT,Northern Territory,Intent,Male,3178
2012-05-01,QLD,Queensland,Intent,Male,322462
2012-05-01,SA,South Australia,Intent,Male,304563
2012-05-01,TAS,Tasmania,Intent,Male,72013
2012-05-01,VIC,Victoria,Intent,Male,182314
2012-05-01,WA,Western Australia,Intent,Male,222531
2012-05-01,ACT,Australian Capital Territory,Intent,Total,24235
2012-05-01,NSW,New South Wales,Intent,Total,1997283
2012-05-01,NT,Northern Territory,Intent,Total,7184
2012-05-01,QLD,Queensland,Intent,Total,618683
2012-05-01,SA,South Australia,Intent,Total,590096
2012-05-01,TAS,Tasmania,Intent,Total,141919
2012-05-01,VIC,Victoria,Intent,Total,430560
2012-05-01,WA,Western Australia,Intent,Total,444112
2012-06-01,ACT,Australian Capital Territory,Consent,Female,21260
2012-06-01,NSW,New South Wales,Consent,Female,208097
2012-06-01,NT,Northern Territory,Consent,Female,8176
2012-06-01,QLD,Queensland,Consent,Female,201123
2012-06-01,SA,South Australia,Consent,Female,101644
2012-06-01,TAS,Tasmania,Consent,Female,30851
2012-06-01,VIC,Victoria,Consent,Female,244406
2012-06-01,WA,Western Australia,Consent,Female,160518
2012-06-01,ACT,Australian Capital Territory,Consent,Male,13720
2012-06-01,NSW,New South Wales,Consent,Male,136333
2012-06-01,NT,Northern Territory,Consent,Male,4694
2012-06-01,QLD,Queensland,Consent,Male,124367
2012-06-01,SA,South Australia,Consent,Male,69391
2012-06-01,TAS,Tasmania,Consent,Male,18479
2012-06-01,VIC,Victoria,Consent,Male,150124
2012-06-01,WA,Western Australia,Consent,Male,101541
2012-06-01,ACT,Australian Capital Territory,Consent,Total,34980
2012-06-01,NSW,New South Wales,Consent,Total,344430
2012-06-01,NT,Northern Territory,Consent,Total,12870
2012-06-01,QLD,Queensland,Consent,Total,325490
2012-06-01,SA,South Australia,Consent,Total,171035
2012-06-01,TAS,Tasmania,Consent,Total,49330
2012-06-01,VIC,Victoria,Consent,Total,394530
2012-06-01,WA,Western Australia,Consent,Total,262059
2012-06-01,ACT,Australian Capital Territory,Intent,Female,14006
2012-06-01,NSW,New South Wales,Intent,Female,973665
2012-06-01,NT,Northern Territory,Intent,Female,4006
2012-06-01,QLD,Queensland,Intent,Female,296035
2012-06-01,SA,South Australia,Intent,Female,286054
2012-06-01,TAS,Tasmania,Intent,Female,69765
2012-06-01,VIC,Victoria,Intent,Female,244220
2012-06-01,WA,Western Australia,Intent,Female,220036
2012-06-01,ACT,Australian Capital Territory,Intent,Male,10221
2012-06-01,NSW,New South Wales,Intent,Male,1023021
2012-06-01,NT,Northern Territory,Intent,Male,3183
2012-06-01,QLD,Queensland,Intent,Male,322306
2012-06-01,SA,South Australia,Intent,Male,305446
2012-06-01,TAS,Tasmania,Intent,Male,71918
2012-06-01,VIC,Victoria,Intent,Male,182113
2012-06-01,WA,Western Australia,Intent,Male,222379
2012-06-01,ACT,Australian Capital Territory,Intent,Total,24227
2012-06-01,NSW,New South Wales,Intent,Total,1996719
2012-06-01,NT,Northern Territory,Intent,Total,7189
2012-06-01,QLD,Queensland,Intent,Total,618343
2012-06-01,SA,South Australia,Intent,Total,591686
2012-06-01,TAS,Tasmania,Intent,Total,141683
2012-06-01,VIC,Victoria,Intent,Total,430151
2012-06-01,WA,Western Australia,Intent,Total,443713
2012-07-01,ACT,Australian Capital Territory,Consent,Female,21382
2012-07-01,NSW,New South Wales,Consent,Female,208979
2012-07-01,NT,Northern Territory,Consent,Female,8201
2012-07-01,QLD,Queensland,Consent,Female,201845
2012-07-01,SA,South Australia,Consent,Female,102356
2012-07-01,TAS,Tasmania,Consent,Female,31047
2012-07-01,VIC,Victoria,Consent,Female,245724
2012-07-01,WA,Western Australia,Consent,Female,161050
2012-07-01,ACT,Australian Capital Territory,Consent,Male,13815
2012-07-01,NSW,New South Wales,Consent,Male,136795
2012-07-01,NT,Northern Territory,Consent,Male,4708
2012-07-01,QLD,Queensland,Consent,Male,124666
2012-07-01,SA,South Australia,Consent,Male,69942
2012-07-01,TAS,Tasmania,Consent,Male,18637
2012-07-01,VIC,Victoria,Consent,Male,150954
2012-07-01,WA,Western Australia,Consent,Male,101773
2012-07-01,ACT,Australian Capital Territory,Consent,Total,35197
2012-07-01,NSW,New South Wales,Consent,Total,345774
2012-07-01,NT,Northern Territory,Consent,Total,12909
2012-07-01,QLD,Queensland,Consent,Total,326511
2012-07-01,SA,South Australia,Consent,Total,172298
2012-07-01,TAS,Tasmania,Consent,Total,49684
2012-07-01,VIC,Victoria,Consent,Total,396678
2012-07-01,WA,Western Australia,Consent,Total,262823
2012-07-01,ACT,Australian Capital Territory,Intent,Female,14030
2012-07-01,NSW,New South Wales,Intent,Female,973587
2012-07-01,NT,Northern Territory,Intent,Female,4013
2012-07-01,QLD,Queensland,Intent,Female,296088
2012-07-01,SA,South Australia,Intent,Female,286650
2012-07-01,TAS,Tasmania,Intent,Female,69717
2012-07-01,VIC,Victoria,Intent,Female,244184
2012-07-01,WA,Western Australia,Intent,Female,219965
2012-07-01,ACT,Australian Capital Territory,Intent,Male,10224
2012-07-01,NSW,New South Wales,Intent,Male,1022784
2012-07-01,NT,Northern Territory,Intent,Male,3182
2012-07-01,QLD,Queensland,Intent,Male,322348
2012-07-01,SA,South Australia,Intent,Male,306266
2012-07-01,TAS,Tasmania,Intent,Male,71832
2012-07-01,VIC,Victoria,Intent,Male,181997
2012-07-01,WA,Western Australia,Intent,Male,222335
2012-07-01,ACT,Australian Capital Territory,Intent,Total,24254
2012-07-01,NSW,New South Wales,Intent,Total,1996404
2012-07-01,NT,Northern Territory,Intent,Total,7195
2012-07-01,QLD,Queensland,Intent,Total,618438
2012-07-01,SA,South Australia,Intent,Total,593100
2012-07-01,TAS,Tasmania,Intent,Total,141549
2012-07-01,VIC,Victoria,Intent,Total,429994
2012-07-01,WA,Western Australia,Intent,Total,443598
2012-08-01,ACT,Australian Capital Territory,Consent,Female,21522
2012-08-01,NSW,New South Wales,Consent,Female,210031
2012-08-01,NT,Northern Territory,Consent,Female,8268
2012-08-01,QLD,Queensland,Consent,Female,202625
2012-08-01,SA,South Australia,Consent,Female,103137
2012-08-01,TAS,Tasmania,Consent,Female,31260
2012-08-01,VIC,Victoria,Consent,Female,247411
2012-08-01,WA,Western Australia,Consent,Female,161503
2012-08-01,ACT,Australian Capital Territory,Consent,Male,13912
2012-08-01,NSW,New South Wales,Consent,Male,137164
2012-08-01,NT,Northern Territory,Consent,Male,4752
2012-08-01,QLD,Queensland,Consent,Male,125084
2012-08-01,SA,South Australia,Consent,Male,70562
2012-08-01,TAS,Tasmania,Consent,Male,18768
2012-08-01,VIC,Victoria,Consent,Male,151828
2012-08-01,WA,Western Australia,Consent,Male,101986
2012-08-01,ACT,Australian Capital Territory,Consent,Total,35434
2012-08-01,NSW,New South Wales,Consent,Total,347195
2012-08-01,NT,Northern Territory,Consent,Total,13020
2012-08-01,QLD,Queensland,Consent,Total,327709
2012-08-01,SA,South Australia,Consent,Total,173699
2012-08-01,TAS,Tasmania,Consent,Total,50028
2012-08-01,VIC,Victoria,Consent,Total,399239
2012-08-01,WA,Western Australia,Consent,Total,263489
2012-08-01,ACT,Australian Capital Territory,Intent,Female,14039
2012-08-01,NSW,New South Wales,Intent,Female,973060
2012-08-01,NT,Northern Territory,Intent,Female,4012
2012-08-01,QLD,Queensland,Intent,Female,296149
2012-08-01,SA,South Australia,Intent,Female,287363
2012-08-01,TAS,Tasmania,Intent,Female,69675
2012-08-01,VIC,Victoria,Intent,Female,244145
2012-08-01,WA,Western Australia,Intent,Female,219946
2012-08-01,ACT,Australian Capital Territory,Intent,Male,10238
2012-08-01,NSW,New South Wales,Intent,Male,1022434
2012-08-01,NT,Northern Territory,Intent,Male,3181
2012-08-01,QLD,Queensland,Intent,Male,322303
2012-08-01,SA,South Australia,Intent,Male,307296
2012-08-01,TAS,Tasmania,Intent,Male,71762
2012-08-01,VIC,Victoria,Intent,Male,181914
2012-08-01,WA,Western Australia,Intent,Male,222291
2012-08-01,ACT,Australian Capital Territory,Intent,Total,24277
2012-08-01,NSW,New South Wales,Intent,Total,1995527
2012-08-01,NT,Northern Territory,Intent,Total,7193
2012-08-01,QLD,Queensland,Intent,Total,618454
2012-08-01,SA,South Australia,Intent,Total,594842
2012-08-01,TAS,Tasmania,Intent,Total,141437
2012-08-01,VIC,Victoria,Intent,Total,429869
2012-08-01,WA,Western Australia,Intent,Total,443534
2012-09-01,ACT,Australian Capital Territory,Consent,Female,21639
2012-09-01,NSW,New South Wales,Consent,Female,211023
2012-09-01,NT,Northern Territory,Consent,Female,8296
2012-09-01,QLD,Queensland,Consent,Female,203357
2012-09-01,SA,South Australia,Consent,Female,103824
2012-09-01,TAS,Tasmania,Consent,Female,31430
2012-09-01,VIC,Victoria,Consent,Female,248743
2012-09-01,WA,Western Australia,Consent,Female,161821
2012-09-01,ACT,Australian Capital Territory,Consent,Male,13993
2012-09-01,NSW,New South Wales,Consent,Male,137671
2012-09-01,NT,Northern Territory,Consent,Male,4767
2012-09-01,QLD,Queensland,Consent,Male,125368
2012-09-01,SA,South Australia,Consent,Male,71104
2012-09-01,TAS,Tasmania,Consent,Male,18861
2012-09-01,VIC,Victoria,Consent,Male,152529
2012-09-01,WA,Western Australia,Consent,Male,102180
2012-09-01,ACT,Australian Capital Territory,Consent,Total,35632
2012-09-01,NSW,New South Wales,Consent,Total,348694
2012-09-01,NT,Northern Territory,Consent,Total,13063
2012-09-01,QLD,Queensland,Consent,Total,328725
2012-09-01,SA,South Australia,Consent,Total,174928
2012-09-01,TAS,Tasmania,Consent,Total,50291
2012-09-01,VIC,Victoria,Consent,Total,401272
2012-09-01,WA,Western Australia,Consent,Total,264001
2012-09-01,ACT,Australian Capital Territory,Intent,Female,14048
2012-09-01,NSW,New South Wales,Intent,Female,972592
2012-09-01,NT,Northern Territory,Intent,Female,4017
2012-09-01,QLD,Queensland,Intent,Female,296163
2012-09-01,SA,South Australia,Intent,Female,288188
2012-09-01,TAS,Tasmania,Intent,Female,69629
2012-09-01,VIC,Victoria,Intent,Female,244016
2012-09-01,WA,Western Australia,Intent,Female,219922
2012-09-01,ACT,Australian Capital Territory,Intent,Male,10234
2012-09-01,NSW,New South Wales,Intent,Male,1022070
2012-09-01,NT,Northern Territory,Intent,Male,3187
2012-09-01,QLD,Queensland,Intent,Male,322246
2012-09-01,SA,South Australia,Intent,Male,308395
2012-09-01,TAS,Tasmania,Intent,Male,71724
2012-09-01,VIC,Victoria,Intent,Male,181794
2012-09-01,WA,Western Australia,Intent,Male,222221
2012-09-01,ACT,Australian Capital Territory,Intent,Total,24282
2012-09-01,NSW,New South Wales,Intent,Total,1994695
2012-09-01,NT,Northern Territory,Intent,Total,7204
2012-09-01,QLD,Queensland,Intent,Total,618411
2012-09-01,SA,South Australia,Intent,Total,596761
2012-09-01,TAS,Tasmania,Intent,Total,141353
2012-09-01,VIC,Victoria,Intent,Total,429616
2012-09-01,WA,Western Australia,Intent,Total,443440
2012-10-01,ACT,Australian Capital Territory,Consent,Female,21787
2012-10-01,NSW,New South Wales,Consent,Female,212154
2012-10-01,NT,Northern Territory,Consent,Female,8296
2012-10-01,QLD,Queensland,Consent,Female,204160
2012-10-01,SA,South Australia,Consent,Female,104577
2012-10-01,TAS,Tasmania,Consent,Female,31724
2012-10-01,VIC,Victoria,Consent,Female,250187
2012-10-01,WA,Western Australia,Consent,Female,162194
2012-10-01,ACT,Australian Capital Territory,Consent,Male,14071
2012-10-01,NSW,New South Wales,Consent,Male,138207
2012-10-01,NT,Northern Territory,Consent,Male,4763
2012-10-01,QLD,Queensland,Consent,Male,125756
2012-10-01,SA,South Australia,Consent,Male,71685
2012-10-01,TAS,Tasmania,Consent,Male,19037
2012-10-01,VIC,Victoria,Consent,Male,153285
2012-10-01,WA,Western Australia,Consent,Male,102303
2012-10-01,ACT,Australian Capital Territory,Consent,Total,35858
2012-10-01,NSW,New South Wales,Consent,Total,350361
2012-10-01,NT,Northern Territory,Consent,Total,13059
2012-10-01,QLD,Queensland,Consent,Total,329916
2012-10-01,SA,South Australia,Consent,Total,176262
2012-10-01,TAS,Tasmania,Consent,Total,50761
2012-10-01,VIC,Victoria,Consent,Total,403472
2012-10-01,WA,Western Australia,Consent,Total,264497
2012-10-01,ACT,Australian Capital Territory,Intent,Female,14064
2012-10-01,NSW,New South Wales,Intent,Female,972013
2012-10-01,NT,Northern Territory,Intent,Female,4003
2012-10-01,QLD,Queensland,Intent,Female,296023
2012-10-01,SA,South Australia,Intent,Female,288724
2012-10-01,TAS,Tasmania,Intent,Female,69482
2012-10-01,VIC,Victoria,Intent,Female,243799
2012-10-01,WA,Western Australia,Intent,Female,219811
2012-10-01,ACT,Australian Capital Territory,Intent,Male,10230
2012-10-01,NSW,New South Wales,Intent,Male,1021622
2012-10-01,NT,Northern Territory,Intent,Male,3193
2012-10-01,QLD,Queensland,Intent,Male,322198
2012-10-01,SA,South Australia,Intent,Male,309177
2012-10-01,TAS,Tasmania,Intent,Male,71629
2012-10-01,VIC,Victoria,Intent,Male,181734
2012-10-01,WA,Western Australia,Intent,Male,222184
2012-10-01,ACT,Australian Capital Territory,Intent,Total,24294
2012-10-01,NSW,New South Wales,Intent,Total,1993668
2012-10-01,NT,Northern Territory,Intent,Total,7196
2012-10-01,QLD,Queensland,Intent,Total,618223
2012-10-01,SA,South Australia,Intent,Total,598077
2012-10-01,TAS,Tasmania,Intent,Total,141111
2012-10-01,VIC,Victoria,Intent,Total,429335
2012-10-01,WA,Western Australia,Intent,Total,443292
2012-11-01,ACT,Australian Capital Territory,Consent,Female,21902
2012-11-01,NSW,New South Wales,Consent,Female,213189
2012-11-01,NT,Northern Territory,Consent,Female,8327
2012-11-01,QLD,Queensland,Consent,Female,204795
2012-11-01,SA,South Australia,Consent,Female,105354
2012-11-01,TAS,Tasmania,Consent,Female,31904
2012-11-01,VIC,Victoria,Consent,Female,251305
2012-11-01,WA,Western Australia,Consent,Female,162537
2012-11-01,ACT,Australian Capital Territory,Consent,Male,14130
2012-11-01,NSW,New South Wales,Consent,Male,138691
2012-11-01,NT,Northern Territory,Consent,Male,4761
2012-11-01,QLD,Queensland,Consent,Male,125970
2012-11-01,SA,South Australia,Consent,Male,72229
2012-11-01,TAS,Tasmania,Consent,Male,19171
2012-11-01,VIC,Victoria,Consent,Male,153898
2012-11-01,WA,Western Australia,Consent,Male,102506
2012-11-01,ACT,Australian Capital Territory,Consent,Total,36032
2012-11-01,NSW,New South Wales,Consent,Total,351880
2012-11-01,NT,Northern Territory,Consent,Total,13088
2012-11-01,QLD,Queensland,Consent,Total,330765
2012-11-01,SA,South Australia,Consent,Total,177583
2012-11-01,TAS,Tasmania,Consent,Total,51075
2012-11-01,VIC,Victoria,Consent,Total,405203
2012-11-01,WA,Western Australia,Consent,Total,265043
2012-11-01,ACT,Australian Capital Territory,Intent,Female,14047
2012-11-01,NSW,New South Wales,Intent,Female,971941
2012-11-01,NT,Northern Territory,Intent,Female,4002
2012-11-01,QLD,Queensland,Intent,Female,295901
2012-11-01,SA,South Australia,Intent,Female,289382
2012-11-01,TAS,Tasmania,Intent,Female,69384
2012-11-01,VIC,Victoria,Intent,Female,243553
2012-11-01,WA,Western Australia,Intent,Female,219708
2012-11-01,ACT,Australian Capital Territory,Intent,Male,10212
2012-11-01,NSW,New South Wales,Intent,Male,1021575
2012-11-01,NT,Northern Territory,Intent,Male,3199
2012-11-01,QLD,Queensland,Intent,Male,322095
2012-11-01,SA,South Australia,Intent,Male,310200
2012-11-01,TAS,Tasmania,Intent,Male,71559
2012-11-01,VIC,Victoria,Intent,Male,181621
2012-11-01,WA,Western Australia,Intent,Male,222083
2012-11-01,ACT,Australian Capital Territory,Intent,Total,24259
2012-11-01,NSW,New South Wales,Intent,Total,1993549
2012-11-01,NT,Northern Territory,Intent,Total,7201
2012-11-01,QLD,Queensland,Intent,Total,617998
2012-11-01,SA,South Australia,Intent,Total,599756
2012-11-01,TAS,Tasmania,Intent,Total,140943
2012-11-01,VIC,Victoria,Intent,Total,428973
2012-11-01,WA,Western Australia,Intent,Total,443088
2012-12-01,ACT,Australian Capital Territory,Consent,Female,22012
2012-12-01,NSW,New South Wales,Consent,Female,214250
2012-12-01,NT,Northern Territory,Consent,Female,8341
2012-12-01,QLD,Queensland,Consent,Female,205349
2012-12-01,SA,South Australia,Consent,Female,105787
2012-12-01,TAS,Tasmania,Consent,Female,32127
2012-12-01,VIC,Victoria,Consent,Female,252246
2012-12-01,WA,Western Australia,Consent,Female,162776
2012-12-01,ACT,Australian Capital Territory,Consent,Male,14175
2012-12-01,NSW,New South Wales,Consent,Male,139388
2012-12-01,NT,Northern Territory,Consent,Male,4773
2012-12-01,QLD,Queensland,Consent,Male,126212
2012-12-01,SA,South Australia,Consent,Male,72560
2012-12-01,TAS,Tasmania,Consent,Male,19282
2012-12-01,VIC,Victoria,Consent,Male,154452
2012-12-01,WA,Western Australia,Consent,Male,102621
2012-12-01,ACT,Australian Capital Territory,Consent,Total,36187
2012-12-01,NSW,New South Wales,Consent,Total,353638
2012-12-01,NT,Northern Territory,Consent,Total,13114
2012-12-01,QLD,Queensland,Consent,Total,331561
2012-12-01,SA,South Australia,Consent,Total,178347
2012-12-01,TAS,Tasmania,Consent,Total,51409
2012-12-01,VIC,Victoria,Consent,Total,406698
2012-12-01,WA,Western Australia,Consent,Total,265397
2012-12-01,ACT,Australian Capital Territory,Intent,Female,14051
2012-12-01,NSW,New South Wales,Intent,Female,971353
2012-12-01,NT,Northern Territory,Intent,Female,3993
2012-12-01,QLD,Queensland,Intent,Female,295817
2012-12-01,SA,South Australia,Intent,Female,290385
2012-12-01,TAS,Tasmania,Intent,Female,69289
2012-12-01,VIC,Victoria,Intent,Female,243407
2012-12-01,WA,Western Australia,Intent,Female,219649
2012-12-01,ACT,Australian Capital Territory,Intent,Male,10228
2012-12-01,NSW,New South Wales,Intent,Male,1021105
2012-12-01,NT,Northern Territory,Intent,Male,3202
2012-12-01,QLD,Queensland,Intent,Male,322003
2012-12-01,SA,South Australia,Intent,Male,311409
2012-12-01,TAS,Tasmania,Intent,Male,71513
2012-12-01,VIC,Victoria,Intent,Male,181558
2012-12-01,WA,Western Australia,Intent,Male,222049
2012-12-01,ACT,Australian Capital Territory,Intent,Total,24279
2012-12-01,NSW,New South Wales,Intent,Total,1992491
2012-12-01,NT,Northern Territory,Intent,Total,7195
2012-12-01,QLD,Queensland,Intent,Total,617822
2012-12-01,SA,South Australia,Intent,Total,601963
2012-12-01,TAS,Tasmania,Intent,Total,140802
2012-12-01,VIC,Victoria,Intent,Total,428762
2012-12-01,WA,Western Australia,Intent,Total,442995
2013-01-01,ACT,Australian Capital Territory,Consent,Female,23468
2013-01-01,NSW,New South Wales,Consent,Female,230356
2013-01-01,NT,Northern Territory,Consent,Female,8600
2013-01-01,QLD,Queensland,Consent,Female,213884
2013-01-01,SA,South Australia,Consent,Female,114258
2013-01-01,TAS,Tasmania,Consent,Female,33446
2013-01-01,VIC,Victoria,Consent,Female,267536
2013-01-01,WA,Western Australia,Consent,Female,167308
2013-01-01,ACT,Australian Capital Territory,Consent,Male,14977
2013-01-01,NSW,New South Wales,Consent,Male,147841
2013-01-01,NT,Northern Territory,Consent,Male,4857
2013-01-01,QLD,Queensland,Consent,Male,129805
2013-01-01,SA,South Australia,Consent,Male,78659
2013-01-01,TAS,Tasmania,Consent,Male,19889
2013-01-01,VIC,Victoria,Consent,Male,163009
2013-01-01,WA,Western Australia,Consent,Male,104639
2013-01-01,ACT,Australian Capital Territory,Consent,Total,38445
2013-01-01,NSW,New South Wales,Consent,Total,378197
2013-01-01,NT,Northern Territory,Consent,Total,13457
2013-01-01,QLD,Queensland,Consent,Total,343689
2013-01-01,SA,South Australia,Consent,Total,192917
2013-01-01,TAS,Tasmania,Consent,Total,53335
2013-01-01,VIC,Victoria,Consent,Total,430544
2013-01-01,WA,Western Australia,Consent,Total,271947
2013-01-01,ACT,Australian Capital Territory,Intent,Female,14109
2013-01-01,NSW,New South Wales,Intent,Female,971439
2013-01-01,NT,Northern Territory,Intent,Female,3991
2013-01-01,QLD,Queensland,Intent,Female,296028
2013-01-01,SA,South Australia,Intent,Female,290960
2013-01-01,TAS,Tasmania,Intent,Female,69255
2013-01-01,VIC,Victoria,Intent,Female,243808
2013-01-01,WA,Western Australia,Intent,Female,219708
2013-01-01,ACT,Australian Capital Territory,Intent,Male,10275
2013-01-01,NSW,New South Wales,Intent,Male,1021006
2013-01-01,NT,Northern Territory,Intent,Male,3203
2013-01-01,QLD,Queensland,Intent,Male,322093
2013-01-01,SA,South Australia,Intent,Male,312154
2013-01-01,TAS,Tasmania,Intent,Male,71463
2013-01-01,VIC,Victoria,Intent,Male,181698
2013-01-01,WA,Western Australia,Intent,Male,222054
