edition,extract_date,council,gender,age_category,num_of_dogs,num_of_cats,count
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,31-35,0,3,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,31-35,1,0,61
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,31-35,1,1,2
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,31-35,2,0,19
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,31-35,2,1,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,31-35,3,0,2
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,31-35,5,0,2
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,36-40,>5,0,3
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,36-40,>5,1,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,36-40,0,1,7
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,36-40,0,2,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,36-40,1,0,48
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,36-40,1,1,2
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,36-40,2,0,11
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,36-40,2,1,3
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,36-40,3,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,36-40,4,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,41-45,>5,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,41-45,>5,4,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,41-45,0,>5,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,41-45,0,1,3
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,41-45,0,2,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,41-45,1,0,48
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,41-45,1,1,5
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,41-45,2,>5,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,41-45,2,0,25
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,41-45,2,2,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,41-45,3,0,3
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,41-45,4,0,3
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,46-50,>5,0,2
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,46-50,0,1,4
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,46-50,0,2,2
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,46-50,0,4,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,46-50,1,0,38
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,46-50,1,1,2
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,46-50,2,0,21
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,46-50,2,1,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,46-50,3,0,8
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,46-50,3,1,2
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,46-50,4,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,46-50,5,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,51-55,>5,0,3
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,51-55,>5,1,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,51-55,0,1,2
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,51-55,0,3,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,51-55,0,5,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,51-55,1,0,55
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,51-55,1,1,2
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,51-55,2,0,17
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,51-55,2,1,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,51-55,3,0,6
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,51-55,4,0,3
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,51-55,5,0,3
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,56-60,>5,0,4
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,56-60,0,1,4
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,56-60,0,2,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,56-60,1,0,65
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,56-60,1,1,2
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,56-60,1,3,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,56-60,2,0,19
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,56-60,2,1,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,56-60,3,0,7
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,56-60,3,1,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,56-60,4,0,3
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,56-60,5,0,2
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,61-65,>5,0,6
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,61-65,0,1,2
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,61-65,1,0,30
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,61-65,1,1,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,61-65,2,0,20
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,61-65,2,1,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,61-65,3,0,5
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,61-65,5,0,3
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,66-70,>5,0,7
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,66-70,0,1,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,66-70,0,2,2
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,66-70,1,0,31
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,66-70,1,2,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,66-70,2,0,11
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,66-70,3,0,4
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,66-70,4,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,66-70,5,1,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,Unknown,0,1,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Male,Unknown,1,0,4
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,>70,1,0,5
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,>70,1,1,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,>70,2,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,16-20,3,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,21-25,1,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,26-30,1,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,31-35,1,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,31-35,1,1,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,31-35,2,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,36-40,1,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,36-40,1,1,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,36-40,3,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,41-45,1,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,41-45,1,1,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,41-45,2,2,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,41-45,3,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,46-50,1,1,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,46-50,2,1,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,46-50,2,2,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,51-55,1,0,2
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,56-60,1,0,4
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,56-60,3,0,2
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,56-60,3,2,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,61-65,1,0,6
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,61-65,2,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,61-65,2,5,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,61-65,3,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,66-70,1,0,3
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,Unknown,1,0,2
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Other,Unknown,2,0,2
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,SUPPRESSED,Unknown,>5,0,4
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,SUPPRESSED,Unknown,0,>5,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,SUPPRESSED,Unknown,2,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,SUPPRESSED,Unknown,3,0,2
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Unknown,21-25,0,1,2
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Unknown,21-25,0,2,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Unknown,26-30,1,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Unknown,31-35,0,2,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Unknown,36-40,1,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Unknown,46-50,1,5,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Unknown,51-55,1,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Unknown,Unknown,0,1,44
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Unknown,Unknown,0,2,6
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Unknown,Unknown,0,4,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Unknown,Unknown,1,0,6
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Unknown,Unknown,2,0,1
2023-24,2024-05-30,ADELAIDE PLAINS COUNCIL,Unknown,Unknown,4,0,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,>70,>5,0,3
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,>70,0,1,56
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,>70,0,2,7
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,>70,0,3,5
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,>70,0,4,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,>70,1,0,520
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,>70,1,1,19
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,>70,1,2,7
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,>70,1,3,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,>70,1,4,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,>70,2,0,121
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,>70,2,1,3
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,>70,2,2,3
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,>70,3,0,11
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,>70,3,1,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,>70,4,0,3
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,>70,5,0,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,16-20,0,1,6
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,16-20,0,2,3
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,16-20,1,0,7
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,21-25,0,1,32
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,21-25,0,2,7
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,21-25,0,3,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,21-25,1,0,69
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,21-25,1,1,5
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,21-25,1,2,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,21-25,2,0,13
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,21-25,2,1,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,21-25,2,2,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,21-25,3,0,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,21-25,3,1,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,26-30,>5,0,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,26-30,0,1,24
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,26-30,0,2,6
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,26-30,0,3,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,26-30,0,4,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,26-30,1,0,139
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,26-30,1,1,8
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,26-30,1,2,5
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,26-30,1,3,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,26-30,2,0,25
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,26-30,2,1,4
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,26-30,2,2,4
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,26-30,3,0,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,26-30,3,1,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,26-30,3,2,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,31-35,>5,0,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,31-35,0,1,23
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,31-35,0,2,8
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,31-35,0,3,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,31-35,1,0,160
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,31-35,1,1,8
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,31-35,1,2,7
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,31-35,2,0,60
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,31-35,2,1,5
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,31-35,2,2,5
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,31-35,3,0,5
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,31-35,4,0,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,36-40,0,1,20
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,36-40,0,2,5
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,36-40,1,0,187
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,36-40,1,1,20
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,36-40,1,2,4
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,36-40,1,3,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,36-40,2,0,51
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,36-40,2,1,9
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,36-40,2,2,5
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,36-40,3,0,8
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,36-40,3,2,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,41-45,>5,0,4
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,41-45,0,1,12
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,41-45,0,2,11
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,41-45,0,3,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,41-45,0,4,3
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,41-45,1,0,187
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,41-45,1,1,18
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,41-45,1,2,6
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,41-45,1,3,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,41-45,1,4,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,41-45,2,0,86
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,41-45,2,1,13
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,41-45,2,2,5
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,41-45,2,4,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,41-45,3,0,8
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,41-45,3,1,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,41-45,5,0,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,>5,1,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,>5,3,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,0,1,29
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,0,2,7
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,0,3,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,0,4,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,0,5,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,1,0,225
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,1,1,28
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,1,2,7
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,1,3,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,1,4,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,1,5,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,2,0,79
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,2,1,8
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,2,2,8
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,2,3,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,2,4,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,3,0,18
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,3,3,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,4,0,3
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,4,1,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,46-50,5,0,3
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,51-55,>5,0,5
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,51-55,0,1,30
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,51-55,0,2,10
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,51-55,0,3,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,51-55,0,5,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,51-55,1,0,237
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,51-55,1,1,19
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,51-55,1,2,6
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,51-55,1,3,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,51-55,2,0,105
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,51-55,2,1,4
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,51-55,2,2,3
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,51-55,3,>5,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,51-55,3,0,15
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,51-55,3,1,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,51-55,3,2,3
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,51-55,3,3,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,51-55,4,0,4
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,51-55,4,1,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,51-55,4,5,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,51-55,5,0,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,56-60,>5,0,4
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,56-60,>5,1,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,56-60,0,>5,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,56-60,0,1,24
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,56-60,0,2,5
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,56-60,0,3,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,56-60,0,4,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,56-60,1,0,259
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,56-60,1,1,16
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,56-60,1,2,6
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,56-60,1,3,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,56-60,1,4,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,56-60,2,0,93
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,56-60,2,1,9
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,56-60,2,2,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,56-60,2,3,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,56-60,3,0,22
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,56-60,3,2,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,56-60,4,0,4
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,56-60,5,0,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,61-65,>5,0,5
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,61-65,0,1,20
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,61-65,0,2,12
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,61-65,0,3,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,61-65,0,5,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,61-65,1,0,305
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,61-65,1,1,13
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,61-65,1,2,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,61-65,1,3,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,61-65,2,0,82
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,61-65,2,1,6
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,61-65,2,2,3
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,61-65,3,0,13
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,61-65,4,0,5
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,61-65,5,0,3
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,66-70,>5,0,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,66-70,0,1,28
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,66-70,0,2,8
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,66-70,1,0,255
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,66-70,1,1,10
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,66-70,1,2,3
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,66-70,1,4,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,66-70,1,5,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,66-70,2,0,67
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,66-70,2,1,7
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,66-70,3,0,13
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,66-70,3,1,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,66-70,3,2,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,66-70,4,0,8
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,66-70,4,1,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,66-70,5,0,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,Unknown,0,1,9
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,Unknown,0,2,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Female,Unknown,2,0,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Male,>70,>5,0,3
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Male,>70,0,1,16
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Male,>70,0,2,5
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Male,>70,0,3,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Male,>70,1,0,386
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Male,>70,1,1,4
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Male,>70,1,2,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Male,>70,1,3,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Male,>70,2,0,53
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Male,>70,3,0,5
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Male,>70,3,1,2
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Male,>70,4,0,1
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Male,>70,5,0,4
2023-24,2024-05-30,ALEXANDRINA COUNCIL,Male,>70,5,1,1
