edition,extract_date,council,gender,age_category,num_of_dogs,num_of_cats,count
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,31-35,0,3,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,31-35,1,0,137
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,31-35,1,1,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,31-35,2,0,26
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,31-35,3,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,36-40,0,1,9
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,36-40,0,2,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,36-40,0,3,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,36-40,1,0,158
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,36-40,1,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,36-40,1,2,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,36-40,2,0,22
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,36-40,2,2,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,36-40,3,0,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,41-45,>5,0,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,41-45,0,1,7
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,41-45,0,2,4
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,41-45,1,0,130
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,41-45,1,1,4
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,41-45,2,0,34
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,41-45,2,1,4
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,41-45,2,2,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,41-45,3,0,4
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,41-45,5,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,46-50,0,1,6
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,46-50,0,2,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,46-50,1,0,171
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,46-50,1,1,11
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,46-50,1,2,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,46-50,2,0,30
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,46-50,2,1,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,46-50,2,2,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,46-50,3,0,4
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,46-50,4,0,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,51-55,>5,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,51-55,>5,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,51-55,0,1,9
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,51-55,0,2,4
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,51-55,1,0,201
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,51-55,1,1,5
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,51-55,1,2,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,51-55,2,0,45
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,51-55,2,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,51-55,2,2,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,51-55,3,0,9
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,51-55,4,0,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,56-60,>5,0,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,56-60,0,1,7
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,56-60,0,2,4
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,56-60,1,0,188
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,56-60,1,1,5
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,56-60,1,2,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,56-60,2,0,53
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,56-60,2,1,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,56-60,3,0,4
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,61-65,>5,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,61-65,0,1,10
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,61-65,1,0,153
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,61-65,1,1,4
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,61-65,1,2,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,61-65,2,0,42
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,61-65,2,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,61-65,3,0,6
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,61-65,4,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,66-70,0,1,5
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,66-70,0,2,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,66-70,1,0,129
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,66-70,1,1,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,66-70,1,2,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,66-70,2,0,27
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,66-70,3,0,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,66-70,5,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,Unknown,0,1,9
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,Unknown,0,2,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,Unknown,1,0,23
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Male,Unknown,2,0,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,>70,1,0,20
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,>70,1,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,>70,1,2,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,>70,2,0,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,>70,3,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,16-20,2,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,21-25,0,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,21-25,1,0,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,21-25,2,2,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,26-30,1,0,8
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,31-35,1,0,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,31-35,2,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,31-35,4,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,36-40,1,0,14
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,36-40,1,2,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,36-40,2,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,41-45,>5,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,41-45,1,0,7
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,41-45,2,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,46-50,1,0,19
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,46-50,1,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,46-50,2,0,6
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,46-50,3,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,51-55,>5,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,51-55,0,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,51-55,1,0,21
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,51-55,1,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,51-55,2,0,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,51-55,2,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,51-55,2,2,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,51-55,3,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,56-60,1,0,9
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,56-60,1,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,56-60,2,0,5
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,56-60,2,3,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,56-60,3,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,61-65,1,0,17
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,61-65,2,0,5
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,61-65,3,0,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,66-70,1,0,10
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,66-70,2,0,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,66-70,3,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,Unknown,0,1,2
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,Unknown,1,0,34
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Other,Unknown,2,0,4
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,SUPPRESSED,Unknown,>5,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,SUPPRESSED,Unknown,0,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,SUPPRESSED,Unknown,0,2,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,SUPPRESSED,Unknown,1,0,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,SUPPRESSED,Unknown,2,0,3
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,SUPPRESSED,Unknown,2,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Unknown,>70,1,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Unknown,21-25,0,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Unknown,26-30,1,0,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Unknown,56-60,0,1,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Unknown,Unknown,0,1,50
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Unknown,Unknown,0,2,8
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Unknown,Unknown,0,4,1
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Unknown,Unknown,1,0,16
2021-22,2022-05-30,ADELAIDE HILLS COUNCIL,Unknown,Unknown,2,0,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,>70,>5,0,17
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,>70,>5,1,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,>70,>5,2,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,>70,0,1,3
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,>70,0,3,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,>70,1,0,79
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,>70,1,1,2
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,>70,1,3,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,>70,1,4,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,>70,2,0,28
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,>70,3,0,7
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,>70,3,1,2
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,>70,3,3,2
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,>70,4,0,5
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,>70,4,2,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,>70,5,0,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,>70,5,1,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,16-20,>5,0,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,16-20,0,1,3
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,16-20,0,2,2
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,16-20,1,0,4
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,16-20,2,0,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,21-25,>5,0,4
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,21-25,0,1,14
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,21-25,0,3,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,21-25,1,0,29
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,21-25,1,1,2
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,21-25,1,2,2
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,21-25,1,4,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,21-25,2,0,10
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,21-25,2,3,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,21-25,3,0,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,21-25,4,0,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,21-25,4,1,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,21-25,5,2,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,26-30,>5,0,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,26-30,0,1,5
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,26-30,0,2,4
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,26-30,1,0,67
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,26-30,1,1,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,26-30,2,0,33
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,26-30,2,1,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,26-30,2,2,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,26-30,3,0,5
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,26-30,4,0,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,31-35,>5,0,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,31-35,0,1,5
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,31-35,0,2,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,31-35,1,0,76
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,31-35,1,1,10
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,31-35,1,2,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,31-35,1,3,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,31-35,2,>5,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,31-35,2,0,47
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,31-35,2,1,6
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,31-35,2,2,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,31-35,2,3,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,31-35,2,4,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,31-35,3,0,7
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,31-35,4,0,4
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,31-35,5,0,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,36-40,>5,0,6
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,36-40,0,1,6
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,36-40,0,2,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,36-40,0,4,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,36-40,1,0,65
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,36-40,1,1,9
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,36-40,1,2,5
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,36-40,1,3,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,36-40,2,0,33
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,36-40,2,1,4
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,36-40,2,2,2
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,36-40,3,0,13
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,36-40,3,1,3
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,36-40,3,3,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,36-40,3,4,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,36-40,4,0,4
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,36-40,5,0,3
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,41-45,>5,0,5
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,41-45,>5,1,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,41-45,0,>5,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,41-45,0,1,5
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,41-45,0,2,4
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,41-45,1,0,58
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,41-45,1,1,6
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,41-45,1,3,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,41-45,2,0,31
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,41-45,2,1,3
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,41-45,2,2,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,41-45,2,3,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,41-45,3,0,11
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,41-45,3,2,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,41-45,4,0,5
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,41-45,4,1,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,41-45,5,1,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,41-45,5,3,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,46-50,>5,0,10
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,46-50,>5,1,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,46-50,>5,3,2
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,46-50,0,1,5
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,46-50,0,2,4
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,46-50,1,0,69
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,46-50,1,1,9
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,46-50,1,2,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,46-50,1,3,2
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,46-50,2,0,43
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,46-50,2,1,4
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,46-50,2,2,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,46-50,3,0,15
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,46-50,3,1,2
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,46-50,4,0,3
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,46-50,4,1,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,46-50,5,0,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,46-50,5,1,2
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,51-55,>5,0,16
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,51-55,>5,2,3
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,51-55,0,1,10
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,51-55,0,2,5
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,51-55,0,3,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,51-55,1,0,81
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,51-55,1,1,9
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,51-55,1,2,3
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,51-55,1,4,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,51-55,2,0,55
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,51-55,2,1,6
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,51-55,2,2,3
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,51-55,2,3,3
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,51-55,3,0,18
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,51-55,3,1,2
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,51-55,3,3,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,51-55,4,0,6
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,51-55,5,0,4
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,56-60,>5,0,16
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,56-60,0,>5,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,56-60,0,1,6
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,56-60,0,2,7
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,56-60,1,0,92
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,56-60,1,1,5
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,56-60,2,>5,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,56-60,2,0,44
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,56-60,2,1,5
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,56-60,2,2,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,56-60,3,0,15
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,56-60,3,1,2
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,56-60,4,0,7
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,56-60,4,1,3
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,56-60,5,2,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,61-65,>5,0,16
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,61-65,>5,1,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,61-65,0,>5,2
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,61-65,0,1,4
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,61-65,0,2,2
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,61-65,1,0,61
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,61-65,1,1,2
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,61-65,1,2,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,61-65,2,0,25
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,61-65,3,0,13
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,61-65,3,1,2
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,61-65,4,0,3
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,61-65,4,1,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,61-65,4,5,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,61-65,5,0,2
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,66-70,>5,0,12
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,66-70,0,1,4
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,66-70,0,2,3
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,66-70,0,5,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,66-70,1,0,53
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,66-70,1,1,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,66-70,1,2,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,66-70,1,4,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,66-70,2,0,21
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,66-70,3,0,5
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,66-70,4,0,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,66-70,4,1,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,66-70,5,0,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,Unknown,0,1,6
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,Unknown,0,2,2
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,Unknown,0,4,1
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Female,Unknown,1,0,10
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Male,>70,>5,0,9
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Male,>70,0,1,2
2021-22,2022-05-30,ADELAIDE PLAINS COUNCIL,Male,>70,1,0,67
