financial_year,location_type,time,season,offending_animal_leash_status,incident_type,victim_type,incident_count
2024/25,Footpath,Noon to 5 pm,Autumn,On a Leash,Attack,Human,3
2023/24,Footpath,Noon to 5 pm,Autumn,On a Leash,Attack,Unknown,2
2020/21,Footpath,Noon to 5 pm,Autumn,On a Leash,Harassment,Animal,1
2021/22,Footpath,Noon to 5 pm,Autumn,On a Leash,Harassment,Animal,1
2018/19,Footpath,Noon to 5 pm,Autumn,On a Leash,Harassment,Human,2
2023/24,Footpath,Noon to 5 pm,Autumn,On a Leash,Harassment,Human,1
bef 30 Jun 2018,Footpath,Noon to 5 pm,Autumn,On a Leash,Harassment,Human,1
2018/19,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Animal,3
2019/20,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Animal,2
2020/21,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Animal,3
2021/22,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Animal,4
2023/24,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Animal,2
2024/25,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Animal,1
bef 30 Jun 2018,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Animal,3
2018/19,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Both,2
2018/19,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Human,1
2019/20,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Human,1
2020/21,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Human,1
2021/22,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Human,1
2023/24,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Human,3
2024/25,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Human,1
2018/19,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,1
2019/20,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,3
2020/21,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,5
2021/22,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,1
2022/23,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,3
2023/24,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,6
2024/25,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,4
2019/20,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Animal,1
2020/21,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Animal,1
2021/22,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Animal,2
2022/23,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Animal,1
2018/19,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Human,2
2019/20,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Human,2
2020/21,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Human,1
2021/22,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Human,1
2023/24,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Human,2
2018/19,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,1
2019/20,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,1
2020/21,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,1
2021/22,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,2
2022/23,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,2
2023/24,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,2
2024/25,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,2
2018/19,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Animal,7
2019/20,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Animal,5
2020/21,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Animal,12
2021/22,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Animal,7
2022/23,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Animal,7
2023/24,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Animal,2
2024/25,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Animal,8
bef 30 Jun 2018,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Animal,1
2018/19,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Both,1
2020/21,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Both,1
2023/24,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Both,1
2018/19,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Human,1
2019/20,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Human,1
2020/21,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Human,2
2021/22,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Human,5
2022/23,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Human,6
2023/24,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Human,4
2024/25,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Human,6
2020/21,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Unknown,3
2021/22,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Unknown,4
2022/23,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Unknown,5
2023/24,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Unknown,1
2024/25,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Unknown,3
2018/19,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Animal,3
2019/20,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Animal,5
2020/21,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Animal,2
2021/22,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Animal,2
2022/23,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Animal,4
2023/24,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Animal,3
2024/25,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Animal,2
2021/22,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Both,1
2018/19,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Human,2
2019/20,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Human,8
2020/21,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Human,8
2021/22,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Human,5
2022/23,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Human,2
2023/24,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Human,1
2024/25,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Human,3
2018/19,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Unknown,1
2019/20,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Unknown,3
2020/21,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Unknown,1
