financial_year,location_type,time,season,offending_animal_leash_status,incident_type,victim_type,incident_count
2022/23,Home,9 am to Noon,Autumn,No Leash,Harassment,Animal,3
2023/24,Home,9 am to Noon,Autumn,No Leash,Harassment,Animal,1
2018/19,Home,9 am to Noon,Autumn,No Leash,Harassment,Human,1
2020/21,Home,9 am to Noon,Autumn,No Leash,Harassment,Human,1
2022/23,Home,9 am to Noon,Autumn,No Leash,Harassment,Human,1
2022/23,Home,9 am to Noon,Autumn,On a Leash,Attack,Human,1
2019/20,Home,9 am to Noon,Autumn,Unknown,Attack,Animal,1
2020/21,Home,9 am to Noon,Autumn,Unknown,Attack,Animal,1
2023/24,Home,9 am to Noon,Autumn,Unknown,Attack,Animal,1
2021/22,Home,9 am to Noon,Autumn,Unknown,Attack,Human,1
2018/19,Home,9 am to Noon,Autumn,Unknown,Attack,Unknown,2
2021/22,Home,9 am to Noon,Autumn,Unknown,Attack,Unknown,3
2022/23,Home,9 am to Noon,Autumn,Unknown,Attack,Unknown,1
2023/24,Home,9 am to Noon,Autumn,Unknown,Attack,Unknown,2
2024/25,Home,9 am to Noon,Autumn,Unknown,Attack,Unknown,1
2024/25,Home,9 am to Noon,Autumn,Unknown,Harassment,Unknown,1
2018/19,Home,9 am to Noon,Spring,No Leash,Attack,Animal,1
2019/20,Home,9 am to Noon,Spring,No Leash,Attack,Animal,3
2020/21,Home,9 am to Noon,Spring,No Leash,Attack,Animal,2
2022/23,Home,9 am to Noon,Spring,No Leash,Attack,Animal,1
2024/25,Home,9 am to Noon,Spring,No Leash,Attack,Both,1
2018/19,Home,9 am to Noon,Spring,No Leash,Attack,Human,1
2019/20,Home,9 am to Noon,Spring,No Leash,Attack,Human,2
2020/21,Home,9 am to Noon,Spring,No Leash,Attack,Human,2
2021/22,Home,9 am to Noon,Spring,No Leash,Attack,Human,2
2022/23,Home,9 am to Noon,Spring,No Leash,Attack,Human,3
2023/24,Home,9 am to Noon,Spring,No Leash,Attack,Human,1
2024/25,Home,9 am to Noon,Spring,No Leash,Attack,Human,1
2022/23,Home,9 am to Noon,Spring,No Leash,Attack,Unknown,1
2019/20,Home,9 am to Noon,Spring,No Leash,Harassment,Animal,1
2024/25,Home,9 am to Noon,Spring,No Leash,Harassment,Animal,1
2020/21,Home,9 am to Noon,Spring,No Leash,Harassment,Human,2
2021/22,Home,9 am to Noon,Spring,No Leash,Harassment,Human,1
2023/24,Home,9 am to Noon,Spring,No Leash,Harassment,Human,1
2024/25,Home,9 am to Noon,Spring,No Leash,Harassment,Human,2
2021/22,Home,9 am to Noon,Spring,On a Leash,Attack,Animal,1
2020/21,Home,9 am to Noon,Spring,On a Leash,Attack,Human,1
2020/21,Home,9 am to Noon,Spring,On a Leash,Attack,Unknown,1
2024/25,Home,9 am to Noon,Spring,Unknown,Attack,Animal,2
2023/24,Home,9 am to Noon,Spring,Unknown,Attack,Human,1
2018/19,Home,9 am to Noon,Spring,Unknown,Attack,Unknown,2
2023/24,Home,9 am to Noon,Spring,Unknown,Attack,Unknown,1
2024/25,Home,9 am to Noon,Spring,Unknown,Attack,Unknown,1
2022/23,Home,9 am to Noon,Spring,Unknown,Harassment,Unknown,1
2023/24,Home,9 am to Noon,Spring,Unknown,Harassment,Unknown,1
2018/19,Home,9 am to Noon,Summer,No Leash,Attack,Animal,2
2019/20,Home,9 am to Noon,Summer,No Leash,Attack,Animal,4
2020/21,Home,9 am to Noon,Summer,No Leash,Attack,Animal,1
2021/22,Home,9 am to Noon,Summer,No Leash,Attack,Animal,3
2024/25,Home,9 am to Noon,Summer,No Leash,Attack,Animal,4
2018/19,Home,9 am to Noon,Summer,No Leash,Attack,Human,3
2020/21,Home,9 am to Noon,Summer,No Leash,Attack,Human,4
2021/22,Home,9 am to Noon,Summer,No Leash,Attack,Human,2
2023/24,Home,9 am to Noon,Summer,No Leash,Attack,Human,2
2024/25,Home,9 am to Noon,Summer,No Leash,Attack,Human,2
2021/22,Home,9 am to Noon,Summer,No Leash,Attack,Unknown,3
2023/24,Home,9 am to Noon,Summer,No Leash,Attack,Unknown,3
2020/21,Home,9 am to Noon,Summer,No Leash,Harassment,Animal,1
2023/24,Home,9 am to Noon,Summer,No Leash,Harassment,Animal,1
2024/25,Home,9 am to Noon,Summer,No Leash,Harassment,Animal,1
2018/19,Home,9 am to Noon,Summer,No Leash,Harassment,Human,1
2022/23,Home,9 am to Noon,Summer,No Leash,Harassment,Human,1
2020/21,Home,9 am to Noon,Summer,No Leash,Harassment,Unknown,1
2023/24,Home,9 am to Noon,Summer,No Leash,Harassment,Unknown,2
2020/21,Home,9 am to Noon,Summer,On a Leash,Harassment,Animal,1
2018/19,Home,9 am to Noon,Summer,Unknown,Attack,Animal,1
2020/21,Home,9 am to Noon,Summer,Unknown,Attack,Animal,1
2022/23,Home,9 am to Noon,Summer,Unknown,Attack,Animal,3
2023/24,Home,9 am to Noon,Summer,Unknown,Attack,Animal,2
2021/22,Home,9 am to Noon,Summer,Unknown,Attack,Human,1
2023/24,Home,9 am to Noon,Summer,Unknown,Attack,Human,1
2018/19,Home,9 am to Noon,Summer,Unknown,Attack,Unknown,1
2020/21,Home,9 am to Noon,Summer,Unknown,Attack,Unknown,1
2021/22,Home,9 am to Noon,Summer,Unknown,Attack,Unknown,3
2022/23,Home,9 am to Noon,Summer,Unknown,Attack,Unknown,1
2023/24,Home,9 am to Noon,Summer,Unknown,Attack,Unknown,4
2024/25,Home,9 am to Noon,Summer,Unknown,Attack,Unknown,1
2023/24,Home,9 am to Noon,Summer,Unknown,Harassment,Unknown,1
2024/25,Home,9 am to Noon,Summer,Unknown,Harassment,Unknown,1
2018/19,Home,9 am to Noon,Winter,No Leash,Attack,Animal,1
2020/21,Home,9 am to Noon,Winter,No Leash,Attack,Animal,1
2021/22,Home,9 am to Noon,Winter,No Leash,Attack,Animal,3
2023/24,Home,9 am to Noon,Winter,No Leash,Attack,Animal,1
2024/25,Home,9 am to Noon,Winter,No Leash,Attack,Animal,1
bef 30 Jun 2018,Home,9 am to Noon,Winter,No Leash,Attack,Animal,1
2020/21,Home,9 am to Noon,Winter,No Leash,Attack,Both,1
2021/22,Home,9 am to Noon,Winter,No Leash,Attack,Both,1
2019/20,Home,9 am to Noon,Winter,No Leash,Attack,Human,1
2022/23,Home,9 am to Noon,Winter,No Leash,Attack,Human,1
2023/24,Home,9 am to Noon,Winter,No Leash,Attack,Human,1
2024/25,Home,9 am to Noon,Winter,No Leash,Attack,Human,3
2020/21,Home,9 am to Noon,Winter,No Leash,Attack,Unknown,1
2019/20,Home,9 am to Noon,Winter,No Leash,Harassment,Animal,1
2022/23,Home,9 am to Noon,Winter,No Leash,Harassment,Animal,1
2018/19,Home,9 am to Noon,Winter,No Leash,Harassment,Human,1
2020/21,Home,9 am to Noon,Winter,No Leash,Harassment,Human,2
2022/23,Home,9 am to Noon,Winter,No Leash,Harassment,Human,2
2021/22,Home,9 am to Noon,Winter,No Leash,Harassment,Unknown,1
2018/19,Home,9 am to Noon,Winter,On a Leash,Attack,Animal,1
2022/23,Home,9 am to Noon,Winter,On a Leash,Attack,Unknown,1
2018/19,Home,9 am to Noon,Winter,Unknown,Attack,Animal,1
2021/22,Home,9 am to Noon,Winter,Unknown,Attack,Animal,1
bef 30 Jun 2018,Home,9 am to Noon,Winter,Unknown,Attack,Animal,1
bef 30 Jun 2018,Home,9 am to Noon,Winter,Unknown,Attack,Human,1
2018/19,Home,9 am to Noon,Winter,Unknown,Attack,Unknown,3
2022/23,Home,9 am to Noon,Winter,Unknown,Attack,Unknown,1
2023/24,Home,9 am to Noon,Winter,Unknown,Attack,Unknown,2
2024/25,Home,9 am to Noon,Winter,Unknown,Attack,Unknown,1
2019/20,Home,9 am to Noon,Winter,Unknown,Harassment,Animal,1
2024/25,Home,9 am to Noon,Winter,Unknown,Harassment,Animal,1
bef 30 Jun 2018,Home,9 am to Noon,Winter,Unknown,Harassment,Animal,1
2022/23,Home,9 am to Noon,Winter,Unknown,Harassment,Unknown,1
2024/25,Home,9 am to Noon,Winter,Unknown,Harassment,Unknown,3
2018/19,Home,Noon to 5 pm,Autumn,No Leash,Attack,Animal,1
2019/20,Home,Noon to 5 pm,Autumn,No Leash,Attack,Animal,4
2020/21,Home,Noon to 5 pm,Autumn,No Leash,Attack,Animal,1
2021/22,Home,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2
2022/23,Home,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2
2023/24,Home,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2
2024/25,Home,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2
bef 30 Jun 2018,Home,Noon to 5 pm,Autumn,No Leash,Attack,Animal,1
2018/19,Home,Noon to 5 pm,Autumn,No Leash,Attack,Human,2
2019/20,Home,Noon to 5 pm,Autumn,No Leash,Attack,Human,2
2020/21,Home,Noon to 5 pm,Autumn,No Leash,Attack,Human,1
2021/22,Home,Noon to 5 pm,Autumn,No Leash,Attack,Human,2
2022/23,Home,Noon to 5 pm,Autumn,No Leash,Attack,Human,2
2023/24,Home,Noon to 5 pm,Autumn,No Leash,Attack,Human,1
2024/25,Home,Noon to 5 pm,Autumn,No Leash,Attack,Human,2
2018/19,Home,Noon to 5 pm,Autumn,No Leash,Attack,Unknown,1
2021/22,Home,Noon to 5 pm,Autumn,No Leash,Attack,Unknown,4
2022/23,Home,Noon to 5 pm,Autumn,No Leash,Attack,Unknown,1
2023/24,Home,Noon to 5 pm,Autumn,No Leash,Attack,Unknown,1
2021/22,Home,Noon to 5 pm,Autumn,No Leash,Harassment,Animal,1
2019/20,Home,Noon to 5 pm,Autumn,No Leash,Harassment,Human,2
2021/22,Home,Noon to 5 pm,Autumn,No Leash,Harassment,Human,2
2023/24,Home,Noon to 5 pm,Autumn,No Leash,Harassment,Human,2
2019/20,Home,Noon to 5 pm,Autumn,No Leash,Harassment,Unknown,4
2020/21,Home,Noon to 5 pm,Autumn,On a Leash,Attack,Animal,1
2023/24,Home,Noon to 5 pm,Autumn,On a Leash,Attack,Animal,1
bef 30 Jun 2018,Home,Noon to 5 pm,Autumn,On a Leash,Attack,Human,1
2024/25,Home,Noon to 5 pm,Autumn,On a Leash,Harassment,Human,1
2020/21,Home,Noon to 5 pm,Autumn,Unknown,Attack,Animal,1
2021/22,Home,Noon to 5 pm,Autumn,Unknown,Attack,Animal,1
2024/25,Home,Noon to 5 pm,Autumn,Unknown,Attack,Animal,2
2024/25,Home,Noon to 5 pm,Autumn,Unknown,Attack,Both,1
2019/20,Home,Noon to 5 pm,Autumn,Unknown,Attack,Human,1
2023/24,Home,Noon to 5 pm,Autumn,Unknown,Attack,Human,2
2018/19,Home,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,1
2021/22,Home,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,4
2023/24,Home,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,1
2024/25,Home,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,1
2020/21,Home,Noon to 5 pm,Autumn,Unknown,Harassment,Human,1
2023/24,Home,Noon to 5 pm,Autumn,Unknown,Harassment,Human,1
2018/19,Home,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,1
2019/20,Home,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,1
2023/24,Home,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,1
2018/19,Home,Noon to 5 pm,Spring,No Leash,Attack,Animal,2
2019/20,Home,Noon to 5 pm,Spring,No Leash,Attack,Animal,1
2020/21,Home,Noon to 5 pm,Spring,No Leash,Attack,Animal,6
2022/23,Home,Noon to 5 pm,Spring,No Leash,Attack,Animal,3
2023/24,Home,Noon to 5 pm,Spring,No Leash,Attack,Animal,1
2024/25,Home,Noon to 5 pm,Spring,No Leash,Attack,Animal,4
2018/19,Home,Noon to 5 pm,Spring,No Leash,Attack,Human,1
2019/20,Home,Noon to 5 pm,Spring,No Leash,Attack,Human,1
2021/22,Home,Noon to 5 pm,Spring,No Leash,Attack,Human,2
2022/23,Home,Noon to 5 pm,Spring,No Leash,Attack,Human,1
2023/24,Home,Noon to 5 pm,Spring,No Leash,Attack,Human,8
2024/25,Home,Noon to 5 pm,Spring,No Leash,Attack,Human,2
2019/20,Home,Noon to 5 pm,Spring,No Leash,Attack,Unknown,3
2020/21,Home,Noon to 5 pm,Spring,No Leash,Attack,Unknown,1
2021/22,Home,Noon to 5 pm,Spring,No Leash,Attack,Unknown,2
2022/23,Home,Noon to 5 pm,Spring,No Leash,Attack,Unknown,2
2023/24,Home,Noon to 5 pm,Spring,No Leash,Attack,Unknown,1
2024/25,Home,Noon to 5 pm,Spring,No Leash,Attack,Unknown,1
2021/22,Home,Noon to 5 pm,Spring,No Leash,Harassment,Animal,1
2023/24,Home,Noon to 5 pm,Spring,No Leash,Harassment,Animal,1
2022/23,Home,Noon to 5 pm,Spring,No Leash,Harassment,Human,1
2022/23,Home,Noon to 5 pm,Spring,No Leash,Harassment,Unknown,1
2024/25,Home,Noon to 5 pm,Spring,No Leash,Harassment,Unknown,2
2021/22,Home,Noon to 5 pm,Spring,On a Leash,Attack,Animal,1
2022/23,Home,Noon to 5 pm,Spring,On a Leash,Attack,Animal,1
2021/22,Home,Noon to 5 pm,Spring,On a Leash,Attack,Human,1
2018/19,Home,Noon to 5 pm,Spring,Unknown,Attack,Animal,1
2019/20,Home,Noon to 5 pm,Spring,Unknown,Attack,Animal,1
2020/21,Home,Noon to 5 pm,Spring,Unknown,Attack,Animal,1
2021/22,Home,Noon to 5 pm,Spring,Unknown,Attack,Animal,2
2024/25,Home,Noon to 5 pm,Spring,Unknown,Attack,Animal,1
2019/20,Home,Noon to 5 pm,Spring,Unknown,Attack,Human,1
2020/21,Home,Noon to 5 pm,Spring,Unknown,Attack,Human,1
2022/23,Home,Noon to 5 pm,Spring,Unknown,Attack,Human,1
2023/24,Home,Noon to 5 pm,Spring,Unknown,Attack,Human,1
2024/25,Home,Noon to 5 pm,Spring,Unknown,Attack,Human,1
2019/20,Home,Noon to 5 pm,Spring,Unknown,Attack,Unknown,3
2022/23,Home,Noon to 5 pm,Spring,Unknown,Attack,Unknown,2
2023/24,Home,Noon to 5 pm,Spring,Unknown,Attack,Unknown,1
2021/22,Home,Noon to 5 pm,Spring,Unknown,Harassment,Human,2
2024/25,Home,Noon to 5 pm,Spring,Unknown,Harassment,Human,1
2020/21,Home,Noon to 5 pm,Spring,Unknown,Harassment,Unknown,1
2022/23,Home,Noon to 5 pm,Spring,Unknown,Harassment,Unknown,1
2018/19,Home,Noon to 5 pm,Summer,No Leash,Attack,Animal,3
2020/21,Home,Noon to 5 pm,Summer,No Leash,Attack,Animal,1
2023/24,Home,Noon to 5 pm,Summer,No Leash,Attack,Animal,3
2024/25,Home,Noon to 5 pm,Summer,No Leash,Attack,Animal,1
2019/20,Home,Noon to 5 pm,Summer,No Leash,Attack,Human,2
2020/21,Home,Noon to 5 pm,Summer,No Leash,Attack,Human,5
2021/22,Home,Noon to 5 pm,Summer,No Leash,Attack,Human,1
2022/23,Home,Noon to 5 pm,Summer,No Leash,Attack,Human,1
2023/24,Home,Noon to 5 pm,Summer,No Leash,Attack,Human,4
2024/25,Home,Noon to 5 pm,Summer,No Leash,Attack,Human,5
2018/19,Home,Noon to 5 pm,Summer,No Leash,Attack,Unknown,2
2022/23,Home,Noon to 5 pm,Summer,No Leash,Attack,Unknown,1
2023/24,Home,Noon to 5 pm,Summer,No Leash,Attack,Unknown,1
2019/20,Home,Noon to 5 pm,Summer,No Leash,Harassment,Animal,1
2024/25,Home,Noon to 5 pm,Summer,No Leash,Harassment,Animal,1
2019/20,Home,Noon to 5 pm,Summer,No Leash,Harassment,Human,1
2019/20,Home,Noon to 5 pm,Summer,No Leash,Harassment,Unknown,3
2020/21,Home,Noon to 5 pm,Summer,No Leash,Harassment,Unknown,1
2022/23,Home,Noon to 5 pm,Summer,No Leash,Harassment,Unknown,1
2023/24,Home,Noon to 5 pm,Summer,No Leash,Harassment,Unknown,2
2019/20,Home,Noon to 5 pm,Summer,On a Leash,Attack,Both,1
2018/19,Home,Noon to 5 pm,Summer,On a Leash,Attack,Human,2
2020/21,Home,Noon to 5 pm,Summer,On a Leash,Attack,Unknown,1
2021/22,Home,Noon to 5 pm,Summer,On a Leash,Harassment,Human,1
2020/21,Home,Noon to 5 pm,Summer,Unknown,Attack,Animal,2
2021/22,Home,Noon to 5 pm,Summer,Unknown,Attack,Animal,1
2023/24,Home,Noon to 5 pm,Summer,Unknown,Attack,Animal,2
2024/25,Home,Noon to 5 pm,Summer,Unknown,Attack,Animal,2
2018/19,Home,Noon to 5 pm,Summer,Unknown,Attack,Human,1
2022/23,Home,Noon to 5 pm,Summer,Unknown,Attack,Human,2
2023/24,Home,Noon to 5 pm,Summer,Unknown,Attack,Human,1
2024/25,Home,Noon to 5 pm,Summer,Unknown,Attack,Human,1
2019/20,Home,Noon to 5 pm,Summer,Unknown,Attack,Unknown,1
2021/22,Home,Noon to 5 pm,Summer,Unknown,Attack,Unknown,2
2022/23,Home,Noon to 5 pm,Summer,Unknown,Attack,Unknown,1
2023/24,Home,Noon to 5 pm,Summer,Unknown,Attack,Unknown,1
2020/21,Home,Noon to 5 pm,Summer,Unknown,Harassment,Animal,1
2018/19,Home,Noon to 5 pm,Summer,Unknown,Harassment,Human,1
2019/20,Home,Noon to 5 pm,Summer,Unknown,Harassment,Human,1
2023/24,Home,Noon to 5 pm,Summer,Unknown,Harassment,Human,2
2023/24,Home,Noon to 5 pm,Summer,Unknown,Harassment,Unknown,1
2018/19,Home,Noon to 5 pm,Winter,No Leash,Attack,Animal,3
2019/20,Home,Noon to 5 pm,Winter,No Leash,Attack,Animal,1
2020/21,Home,Noon to 5 pm,Winter,No Leash,Attack,Animal,2
2021/22,Home,Noon to 5 pm,Winter,No Leash,Attack,Animal,3
2022/23,Home,Noon to 5 pm,Winter,No Leash,Attack,Animal,3
2023/24,Home,Noon to 5 pm,Winter,No Leash,Attack,Animal,2
2024/25,Home,Noon to 5 pm,Winter,No Leash,Attack,Animal,1
bef 30 Jun 2018,Home,Noon to 5 pm,Winter,No Leash,Attack,Animal,1
2018/19,Home,Noon to 5 pm,Winter,No Leash,Attack,Both,1
2018/19,Home,Noon to 5 pm,Winter,No Leash,Attack,Human,2
2019/20,Home,Noon to 5 pm,Winter,No Leash,Attack,Human,3
2020/21,Home,Noon to 5 pm,Winter,No Leash,Attack,Human,3
2021/22,Home,Noon to 5 pm,Winter,No Leash,Attack,Human,4
2022/23,Home,Noon to 5 pm,Winter,No Leash,Attack,Human,2
2023/24,Home,Noon to 5 pm,Winter,No Leash,Attack,Human,2
2024/25,Home,Noon to 5 pm,Winter,No Leash,Attack,Human,2
2018/19,Home,Noon to 5 pm,Winter,No Leash,Attack,Unknown,1
2019/20,Home,Noon to 5 pm,Winter,No Leash,Attack,Unknown,4
2020/21,Home,Noon to 5 pm,Winter,No Leash,Attack,Unknown,1
2021/22,Home,Noon to 5 pm,Winter,No Leash,Attack,Unknown,1
2022/23,Home,Noon to 5 pm,Winter,No Leash,Attack,Unknown,6
2023/24,Home,Noon to 5 pm,Winter,No Leash,Attack,Unknown,1
2024/25,Home,Noon to 5 pm,Winter,No Leash,Attack,Unknown,1
2019/20,Home,Noon to 5 pm,Winter,No Leash,Harassment,Animal,1
2020/21,Home,Noon to 5 pm,Winter,No Leash,Harassment,Animal,1
2021/22,Home,Noon to 5 pm,Winter,No Leash,Harassment,Animal,2
2022/23,Home,Noon to 5 pm,Winter,No Leash,Harassment,Animal,1
2024/25,Home,Noon to 5 pm,Winter,No Leash,Harassment,Animal,1
2019/20,Home,Noon to 5 pm,Winter,No Leash,Harassment,Human,1
2021/22,Home,Noon to 5 pm,Winter,No Leash,Harassment,Human,1
2022/23,Home,Noon to 5 pm,Winter,No Leash,Harassment,Human,1
2018/19,Home,Noon to 5 pm,Winter,No Leash,Harassment,Unknown,1
2019/20,Home,Noon to 5 pm,Winter,No Leash,Harassment,Unknown,1
2020/21,Home,Noon to 5 pm,Winter,No Leash,Harassment,Unknown,2
2023/24,Home,Noon to 5 pm,Winter,No Leash,Harassment,Unknown,1
2024/25,Home,Noon to 5 pm,Winter,No Leash,Harassment,Unknown,1
2019/20,Home,Noon to 5 pm,Winter,On a Leash,Attack,Animal,1
2022/23,Home,Noon to 5 pm,Winter,On a Leash,Attack,Animal,1
2023/24,Home,Noon to 5 pm,Winter,On a Leash,Attack,Animal,1
2021/22,Home,Noon to 5 pm,Winter,On a Leash,Attack,Human,1
2024/25,Home,Noon to 5 pm,Winter,On a Leash,Attack,Human,1
2020/21,Home,Noon to 5 pm,Winter,On a Leash,Harassment,Unknown,1
2018/19,Home,Noon to 5 pm,Winter,Unknown,Attack,Animal,2
2021/22,Home,Noon to 5 pm,Winter,Unknown,Attack,Animal,2
2022/23,Home,Noon to 5 pm,Winter,Unknown,Attack,Animal,1
2023/24,Home,Noon to 5 pm,Winter,Unknown,Attack,Animal,1
2024/25,Home,Noon to 5 pm,Winter,Unknown,Attack,Animal,1
2018/19,Home,Noon to 5 pm,Winter,Unknown,Attack,Human,2
2020/21,Home,Noon to 5 pm,Winter,Unknown,Attack,Human,1
2024/25,Home,Noon to 5 pm,Winter,Unknown,Attack,Human,1
2021/22,Home,Noon to 5 pm,Winter,Unknown,Attack,Unknown,1
2022/23,Home,Noon to 5 pm,Winter,Unknown,Attack,Unknown,2
2023/24,Home,Noon to 5 pm,Winter,Unknown,Attack,Unknown,3
2024/25,Home,Noon to 5 pm,Winter,Unknown,Attack,Unknown,2
2018/19,Home,Noon to 5 pm,Winter,Unknown,Harassment,Animal,1
2021/22,Home,Noon to 5 pm,Winter,Unknown,Harassment,Animal,3
2018/19,Home,Noon to 5 pm,Winter,Unknown,Harassment,Human,1
2020/21,Home,Noon to 5 pm,Winter,Unknown,Harassment,Human,1
2022/23,Home,Noon to 5 pm,Winter,Unknown,Harassment,Human,1
2020/21,Home,Noon to 5 pm,Winter,Unknown,Harassment,Unknown,1
2022/23,Home,Noon to 5 pm,Winter,Unknown,Harassment,Unknown,1
2023/24,Home,Noon to 5 pm,Winter,Unknown,Harassment,Unknown,2
2024/25,Home,Noon to 5 pm,Winter,Unknown,Harassment,Unknown,1
bef 30 Jun 2018,Home,Noon to 5 pm,Winter,Unknown,Harassment,Unknown,1
2018/19,Home,Unknown,Autumn,No Leash,Attack,Animal,1
2022/23,Home,Unknown,Autumn,No Leash,Attack,Animal,2
bef 30 Jun 2018,Home,Unknown,Autumn,No Leash,Attack,Animal,1
2018/19,Home,Unknown,Autumn,No Leash,Attack,Human,1
2019/20,Home,Unknown,Autumn,No Leash,Attack,Human,2
2021/22,Home,Unknown,Autumn,No Leash,Attack,Human,3
2019/20,Home,Unknown,Autumn,No Leash,Attack,Unknown,1
2021/22,Home,Unknown,Autumn,No Leash,Attack,Unknown,2
2019/20,Home,Unknown,Autumn,No Leash,Harassment,Human,1
2020/21,Home,Unknown,Autumn,No Leash,Harassment,Human,1
2019/20,Home,Unknown,Autumn,On a Leash,Attack,Unknown,1
2021/22,Home,Unknown,Autumn,Unknown,Attack,Animal,2
2023/24,Home,Unknown,Autumn,Unknown,Attack,Animal,1
2018/19,Home,Unknown,Autumn,Unknown,Attack,Human,1
2021/22,Home,Unknown,Autumn,Unknown,Attack,Unknown,2
2024/25,Home,Unknown,Autumn,Unknown,Attack,Unknown,2
2018/19,Home,Unknown,Spring,No Leash,Attack,Animal,1
2019/20,Home,Unknown,Spring,No Leash,Attack,Animal,1
2020/21,Home,Unknown,Spring,No Leash,Attack,Animal,2
2021/22,Home,Unknown,Spring,No Leash,Attack,Animal,1
2022/23,Home,Unknown,Spring,No Leash,Attack,Animal,1
2021/22,Home,Unknown,Spring,No Leash,Attack,Human,1
2022/23,Home,Unknown,Spring,No Leash,Attack,Human,1
2024/25,Home,Unknown,Spring,No Leash,Attack,Human,1
2018/19,Home,Unknown,Spring,No Leash,Attack,Unknown,1
2019/20,Home,Unknown,Spring,No Leash,Attack,Unknown,1
2021/22,Home,Unknown,Spring,No Leash,Attack,Unknown,1
2022/23,Home,Unknown,Spring,No Leash,Attack,Unknown,2
2023/24,Home,Unknown,Spring,No Leash,Attack,Unknown,2
2018/19,Home,Unknown,Spring,No Leash,Harassment,Human,1
2022/23,Home,Unknown,Spring,No Leash,Harassment,Human,1
2019/20,Home,Unknown,Spring,No Leash,Harassment,Unknown,1
2022/23,Home,Unknown,Spring,On a Leash,Attack,Animal,1
2019/20,Home,Unknown,Spring,Unknown,Attack,Animal,1
2021/22,Home,Unknown,Spring,Unknown,Attack,Animal,3
2024/25,Home,Unknown,Spring,Unknown,Attack,Animal,1
2019/20,Home,Unknown,Spring,Unknown,Attack,Human,1
2020/21,Home,Unknown,Spring,Unknown,Attack,Unknown,1
2021/22,Home,Unknown,Spring,Unknown,Attack,Unknown,1
2022/23,Home,Unknown,Spring,Unknown,Attack,Unknown,1
2023/24,Home,Unknown,Spring,Unknown,Attack,Unknown,1
2024/25,Home,Unknown,Spring,Unknown,Attack,Unknown,2
2018/19,Home,Unknown,Spring,Unknown,Harassment,Human,1
2018/19,Home,Unknown,Spring,Unknown,Harassment,Unknown,1
2023/24,Home,Unknown,Spring,Unknown,Harassment,Unknown,1
2018/19,Home,Unknown,Summer,No Leash,Attack,Animal,2
2019/20,Home,Unknown,Summer,No Leash,Attack,Animal,1
2020/21,Home,Unknown,Summer,No Leash,Attack,Animal,2
2023/24,Home,Unknown,Summer,No Leash,Attack,Animal,1
2024/25,Home,Unknown,Summer,No Leash,Attack,Both,1
2018/19,Home,Unknown,Summer,No Leash,Attack,Human,1
2019/20,Home,Unknown,Summer,No Leash,Attack,Human,2
2024/25,Home,Unknown,Summer,No Leash,Attack,Human,1
2019/20,Home,Unknown,Summer,No Leash,Attack,Unknown,1
2020/21,Home,Unknown,Summer,No Leash,Attack,Unknown,1
2022/23,Home,Unknown,Summer,No Leash,Attack,Unknown,3
2023/24,Home,Unknown,Summer,No Leash,Attack,Unknown,1
2024/25,Home,Unknown,Summer,No Leash,Attack,Unknown,2
2018/19,Home,Unknown,Summer,No Leash,Harassment,Animal,1
2018/19,Home,Unknown,Summer,No Leash,Harassment,Unknown,2
2024/25,Home,Unknown,Summer,No Leash,Harassment,Unknown,1
2019/20,Home,Unknown,Summer,Unknown,Attack,Animal,2
2022/23,Home,Unknown,Summer,Unknown,Attack,Animal,1
2019/20,Home,Unknown,Summer,Unknown,Attack,Human,1
2021/22,Home,Unknown,Summer,Unknown,Attack,Human,1
2022/23,Home,Unknown,Summer,Unknown,Attack,Human,1
2019/20,Home,Unknown,Summer,Unknown,Attack,Unknown,1
2022/23,Home,Unknown,Summer,Unknown,Attack,Unknown,3
2023/24,Home,Unknown,Summer,Unknown,Attack,Unknown,1
2024/25,Home,Unknown,Summer,Unknown,Attack,Unknown,2
2019/20,Home,Unknown,Summer,Unknown,Harassment,Human,2
2022/23,Home,Unknown,Summer,Unknown,Harassment,Unknown,1
2018/19,Home,Unknown,Winter,No Leash,Attack,Animal,2
2021/22,Home,Unknown,Winter,No Leash,Attack,Animal,1
2022/23,Home,Unknown,Winter,No Leash,Attack,Animal,1
2023/24,Home,Unknown,Winter,No Leash,Attack,Animal,2
2024/25,Home,Unknown,Winter,No Leash,Attack,Animal,1
bef 30 Jun 2018,Home,Unknown,Winter,No Leash,Attack,Animal,1
2019/20,Home,Unknown,Winter,No Leash,Attack,Human,1
2023/24,Home,Unknown,Winter,No Leash,Attack,Human,2
2024/25,Home,Unknown,Winter,No Leash,Attack,Human,2
2019/20,Home,Unknown,Winter,No Leash,Attack,Unknown,1
2020/21,Home,Unknown,Winter,No Leash,Attack,Unknown,1
