edition,extract_date,council,animal_species,gender,registration_status,microchipped,desexed,count
2024-25,2025-05-30,INTERSTATE COUNCIL,Cat,Female,Registered,Yes,No,16
2024-25,2025-05-30,INTERSTATE COUNCIL,Cat,Male,Registered,Yes,Yes,115
2024-25,2025-05-30,INTERSTATE COUNCIL,Dog,Female,Registered,Yes,No,106
2024-25,2025-05-30,INTERSTATE COUNCIL,Dog,Male,Registered,Yes,Yes,193
2024-25,2025-05-30,INTERSTATE COUNCIL,Cat,Female,Unregistered,Yes,Yes,250
2024-25,2025-05-30,INTERSTATE COUNCIL,Cat,Male,Unregistered,No,No,1
2024-25,2025-05-30,INTERSTATE COUNCIL,Dog,Female,Registered,Yes,Yes,180
2024-25,2025-05-30,INTERSTATE COUNCIL,Dog,Female,Unregistered,No,No,42
2024-25,2025-05-30,INTERSTATE COUNCIL,Dog,Male,Registered,No,No,4
2024-25,2025-05-30,INTERSTATE COUNCIL,Dog,Male,Registered,Yes,No,118
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Cat,Female,Unregistered,Yes,Yes,11
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Cat,Male,Registered,Yes,No,1
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Dog,Female,Registered,No,No,5
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Dog,Female,Unregistered,Yes,Yes,37
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Dog,Male,Registered,No,No,10
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Dog,Male,Registered,Yes,No,287
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Cat,Female,Registered,Yes,No,2
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Cat,Male,Unregistered,Yes,No,3
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Cat,Male,Unregistered,Yes,Yes,10
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Dog,Female,Unregistered,Yes,No,29
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Dog,Male,Registered,Yes,Yes,422
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Cat,Female,Registered,Yes,Yes,132
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Cat,Female,Unregistered,No,No,1
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Dog,Female,Registered,Yes,Yes,532
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Dog,Female,Unregistered,No,No,6
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Dog,Male,Unregistered,No,No,6
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Cat,Female,Unregistered,Yes,No,1
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Cat,Male,Registered,Yes,Yes,91
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Dog,Female,Registered,No,Yes,1
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Dog,Female,Registered,Yes,No,230
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Dog,Male,Unregistered,Yes,No,39
2024-25,2025-05-30,KANGAROO ISLAND COUNCIL,Dog,Male,Unregistered,Yes,Yes,34
2024-25,2025-05-30,KINGSTON DC,Cat,Female,Registered,Yes,No,3
2024-25,2025-05-30,KINGSTON DC,Cat,Male,Registered,Yes,Yes,22
2024-25,2025-05-30,KINGSTON DC,Dog,Female,Registered,No,Yes,6
2024-25,2025-05-30,KINGSTON DC,Dog,Female,Registered,Yes,No,143
2024-25,2025-05-30,KINGSTON DC,Dog,Female,Unregistered,No,No,3
2024-25,2025-05-30,KINGSTON DC,Dog,Male,Registered,Yes,Yes,182
2024-25,2025-05-30,KINGSTON DC,Dog,Male,Unregistered,No,No,4
2024-25,2025-05-30,KINGSTON DC,Dog,Male,Unregistered,Yes,No,10
2024-25,2025-05-30,KINGSTON DC,Dog,Female,Registered,Yes,Yes,212
2024-25,2025-05-30,KINGSTON DC,Dog,Female,Unregistered,No,Yes,2
2024-25,2025-05-30,KINGSTON DC,Dog,Female,Unregistered,Yes,No,4
2024-25,2025-05-30,KINGSTON DC,Dog,Male,Registered,No,Yes,5
2024-25,2025-05-30,KINGSTON DC,Dog,Male,Registered,Yes,No,148
2024-25,2025-05-30,KINGSTON DC,Dog,Female,Unregistered,Yes,Yes,7
2024-25,2025-05-30,KINGSTON DC,Dog,Male,Registered,No,No,19
2024-25,2025-05-30,KINGSTON DC,Cat,Female,Registered,Yes,Yes,26
2024-25,2025-05-30,KINGSTON DC,Cat,Male,Registered,Yes,No,1
2024-25,2025-05-30,KINGSTON DC,Dog,Female,Registered,No,No,22
2024-25,2025-05-30,KINGSTON DC,Dog,Male,Unregistered,Yes,Yes,4
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Cat,Female,Registered,No,No,6
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Cat,Female,Unregistered,Yes,Yes,150
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Cat,Male,Registered,No,Yes,3
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Cat,Male,Registered,Yes,No,37
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Dog,Female,Registered,No,No,60
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Dog,Female,Unregistered,Yes,Yes,24
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Dog,Male,Registered,No,Yes,29
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Dog,Male,Registered,Yes,No,587
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Cat,Female,Registered,No,Yes,1
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Cat,Female,Registered,Yes,No,48
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Cat,Female,Registered,Yes,Yes,316
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Cat,Male,Registered,No,No,1
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Cat,Male,Unregistered,Yes,Yes,150
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Dog,Female,Unregistered,Yes,No,42
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Dog,Male,Registered,Yes,Yes,1495
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Cat,Female,Unregistered,No,No,1
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Cat,Male,Unregistered,No,No,2
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Cat,Male,Unregistered,No,Yes,4
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Cat,Male,Unregistered,Yes,No,24
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Dog,Female,Registered,Yes,Yes,1483
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Dog,Female,Unregistered,No,No,10
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Dog,Male,Unregistered,No,No,8
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Dog,Male,Unregistered,No,Yes,1
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Dog,Male,Unregistered,Yes,No,32
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Cat,Female,Unregistered,No,Yes,3
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Cat,Female,Unregistered,Yes,No,37
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Cat,Male,Registered,Yes,Yes,311
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Dog,Female,Registered,No,Yes,28
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Dog,Female,Registered,Yes,No,586
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Dog,Male,Registered,No,No,56
2024-25,2025-05-30,LIGHT REGIONAL COUNCIL,Dog,Male,Unregistered,Yes,Yes,34
2024-25,2025-05-30,LOWER EYRE COUNCIL,Cat,Female,Registered,Yes,Yes,92
2024-25,2025-05-30,LOWER EYRE COUNCIL,Cat,Male,Unregistered,No,Yes,4
2024-25,2025-05-30,LOWER EYRE COUNCIL,Cat,Male,Unregistered,Yes,No,12
2024-25,2025-05-30,LOWER EYRE COUNCIL,Dog,Female,Registered,Yes,Yes,538
2024-25,2025-05-30,LOWER EYRE COUNCIL,Dog,Female,Unregistered,No,No,2
2024-25,2025-05-30,LOWER EYRE COUNCIL,Dog,Male,Unregistered,No,No,1
2024-25,2025-05-30,LOWER EYRE COUNCIL,Dog,Unknown,Registered,Yes,No,1
2024-25,2025-05-30,LOWER EYRE COUNCIL,Cat,Female,Registered,No,Yes,8
2024-25,2025-05-30,LOWER EYRE COUNCIL,Cat,Female,Registered,Yes,No,10
2024-25,2025-05-30,LOWER EYRE COUNCIL,Cat,Male,Registered,No,No,2
2024-25,2025-05-30,LOWER EYRE COUNCIL,Cat,Male,Unregistered,Yes,Yes,54
2024-25,2025-05-30,LOWER EYRE COUNCIL,Dog,Female,Unregistered,No,Yes,1
2024-25,2025-05-30,LOWER EYRE COUNCIL,Dog,Female,Unregistered,Yes,No,11
2024-25,2025-05-30,LOWER EYRE COUNCIL,Dog,Male,Registered,Yes,Yes,462
2024-25,2025-05-30,LOWER EYRE COUNCIL,Cat,Female,Registered,No,No,1
2024-25,2025-05-30,LOWER EYRE COUNCIL,Cat,Female,Unregistered,Yes,Yes,55
2024-25,2025-05-30,LOWER EYRE COUNCIL,Cat,Male,Registered,No,Yes,3
2024-25,2025-05-30,LOWER EYRE COUNCIL,Cat,Male,Registered,Yes,No,5
2024-25,2025-05-30,LOWER EYRE COUNCIL,Dog,Female,Registered,No,No,24
2024-25,2025-05-30,LOWER EYRE COUNCIL,Dog,Female,Unregistered,Yes,Yes,8
2024-25,2025-05-30,LOWER EYRE COUNCIL,Dog,Male,Registered,No,Yes,9
2024-25,2025-05-30,LOWER EYRE COUNCIL,Dog,Male,Registered,Yes,No,200
2024-25,2025-05-30,LOWER EYRE COUNCIL,Cat,Female,Unregistered,No,Yes,13
2024-25,2025-05-30,LOWER EYRE COUNCIL,Cat,Female,Unregistered,Yes,No,13
2024-25,2025-05-30,LOWER EYRE COUNCIL,Cat,Male,Registered,Yes,Yes,97
2024-25,2025-05-30,LOWER EYRE COUNCIL,Dog,Female,Registered,No,Yes,7
2024-25,2025-05-30,LOWER EYRE COUNCIL,Dog,Female,Registered,Yes,No,202
2024-25,2025-05-30,LOWER EYRE COUNCIL,Dog,Male,Registered,No,No,31
2024-25,2025-05-30,LOWER EYRE COUNCIL,Dog,Male,Unregistered,Yes,No,11
2024-25,2025-05-30,LOWER EYRE COUNCIL,Dog,Male,Unregistered,Yes,Yes,8
2024-25,2025-05-30,MID MURRAY COUNCIL,Cat,Female,Registered,No,Yes,7
2024-25,2025-05-30,MID MURRAY COUNCIL,Cat,Female,Registered,Yes,No,18
2024-25,2025-05-30,MID MURRAY COUNCIL,Cat,Male,Registered,Yes,Yes,156
2024-25,2025-05-30,MID MURRAY COUNCIL,Dog,Female,Registered,No,Yes,8
2024-25,2025-05-30,MID MURRAY COUNCIL,Dog,Female,Registered,Yes,No,521
2024-25,2025-05-30,MID MURRAY COUNCIL,Dog,Male,Registered,No,Yes,7
2024-25,2025-05-30,MID MURRAY COUNCIL,Dog,Male,Registered,Yes,No,470
2024-25,2025-05-30,MID MURRAY COUNCIL,Dog,Male,Registered,Yes,Yes,878
2024-25,2025-05-30,MID MURRAY COUNCIL,Cat,Female,Registered,Yes,Yes,175
2024-25,2025-05-30,MID MURRAY COUNCIL,Cat,Male,Registered,No,No,2
2024-25,2025-05-30,MID MURRAY COUNCIL,Cat,Male,Registered,No,Yes,2
2024-25,2025-05-30,MID MURRAY COUNCIL,Cat,Male,Registered,Yes,No,19
2024-25,2025-05-30,MID MURRAY COUNCIL,Dog,Female,Registered,No,No,42
2024-25,2025-05-30,MID MURRAY COUNCIL,Dog,Female,Unregistered,Yes,Yes,22
2024-25,2025-05-30,MID MURRAY COUNCIL,Dog,Male,Unregistered,No,No,7
2024-25,2025-05-30,MID MURRAY COUNCIL,Dog,Unknown,Registered,Yes,No,1
2024-25,2025-05-30,MID MURRAY COUNCIL,Cat,Female,Unregistered,No,No,5
2024-25,2025-05-30,MID MURRAY COUNCIL,Cat,Female,Unregistered,No,Yes,2
2024-25,2025-05-30,MID MURRAY COUNCIL,Cat,Female,Unregistered,Yes,No,5
2024-25,2025-05-30,MID MURRAY COUNCIL,Cat,Male,Unregistered,No,Yes,3
2024-25,2025-05-30,MID MURRAY COUNCIL,Cat,Male,Unregistered,Yes,No,3
2024-25,2025-05-30,MID MURRAY COUNCIL,Cat,Male,Unregistered,Yes,Yes,61
2024-25,2025-05-30,MID MURRAY COUNCIL,Dog,Female,Unregistered,No,No,16
2024-25,2025-05-30,MID MURRAY COUNCIL,Dog,Female,Unregistered,No,Yes,2
2024-25,2025-05-30,MID MURRAY COUNCIL,Dog,Female,Unregistered,Yes,No,45
2024-25,2025-05-30,MID MURRAY COUNCIL,Dog,Male,Unregistered,No,Yes,2
2024-25,2025-05-30,MID MURRAY COUNCIL,Dog,Male,Unregistered,Yes,No,28
2024-25,2025-05-30,MID MURRAY COUNCIL,Cat,Female,Registered,No,No,8
2024-25,2025-05-30,MID MURRAY COUNCIL,Cat,Female,Unregistered,Yes,Yes,69
2024-25,2025-05-30,MID MURRAY COUNCIL,Cat,Male,Unregistered,No,No,1
2024-25,2025-05-30,MID MURRAY COUNCIL,Dog,Female,Registered,Yes,Yes,928
2024-25,2025-05-30,MID MURRAY COUNCIL,Dog,Male,Registered,No,No,35
2024-25,2025-05-30,MID MURRAY COUNCIL,Dog,Male,Unregistered,Yes,Yes,29
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Cat,Male,Registered,No,Yes,8
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Cat,Male,Registered,Yes,No,56
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Cat,Unknown,Registered,Yes,Yes,1
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Dog,Female,Registered,No,No,76
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Dog,Female,Registered,No,Yes,51
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Dog,Female,Registered,Yes,No,998
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Dog,Female,Unregistered,Yes,Yes,282
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Dog,Male,Registered,No,Yes,52
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Dog,Male,Registered,Yes,No,964
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Dog,Unknown,Registered,Yes,Yes,3
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Cat,Female,Unregistered,No,Yes,4
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Cat,Female,Unregistered,Yes,No,24
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Cat,Female,Unregistered,Yes,Yes,201
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Cat,Male,Registered,Yes,Yes,1283
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Cat,Male,Unregistered,No,No,2
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Dog,Female,Registered,Yes,Yes,3250
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Dog,Male,Registered,No,No,67
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Dog,Male,Unregistered,Yes,Yes,357
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Cat,Female,Registered,Yes,Yes,1333
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Cat,Female,Unregistered,No,No,6
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Cat,Male,Unregistered,No,Yes,2
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Cat,Male,Unregistered,Yes,No,26
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Dog,Female,Unregistered,No,No,27
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Dog,Male,Unregistered,No,Yes,16
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Dog,Male,Unregistered,Yes,No,88
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Dog,Unknown,Unregistered,Yes,Yes,1
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Cat,Female,Registered,No,No,14
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Cat,Female,Registered,No,Yes,12
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Cat,Female,Registered,Yes,No,81
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Cat,Male,Registered,No,No,10
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Cat,Male,Unregistered,Yes,Yes,232
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Dog,Female,Unregistered,No,Yes,9
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Dog,Female,Unregistered,Yes,No,94
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Dog,Male,Registered,Yes,Yes,3424
2024-25,2025-05-30,MOUNT BARKER DISTRICT COUNCIL,Dog,Male,Unregistered,No,No,23
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Cat,Female,Registered,No,No,2
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Cat,Female,Unregistered,Yes,Yes,5
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Cat,Male,Registered,No,No,2
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Cat,Male,Unregistered,Yes,Yes,7
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Dog,Female,Registered,No,No,13
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Dog,Female,Unregistered,Yes,No,12
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Dog,Female,Unregistered,Yes,Yes,12
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Dog,Male,Registered,No,No,8
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Cat,Female,Registered,No,Yes,2
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Cat,Female,Registered,Yes,No,5
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Cat,Male,Unregistered,Yes,No,2
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Dog,Female,Unregistered,No,No,5
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Dog,Male,Registered,No,Yes,2
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Dog,Male,Registered,Yes,No,110
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Dog,Male,Registered,Yes,Yes,219
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Dog,Male,Unregistered,No,No,4
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Cat,Female,Registered,Yes,Yes,49
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Cat,Male,Unregistered,No,No,1
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Dog,Female,Registered,Yes,Yes,200
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Dog,Male,Unregistered,Yes,No,13
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Cat,Female,Unregistered,No,Yes,1
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Cat,Male,Registered,Yes,No,9
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Cat,Male,Registered,Yes,Yes,71
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Dog,Female,Registered,No,Yes,1
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Dog,Female,Registered,Yes,No,76
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Dog,Male,Unregistered,Yes,Yes,11
2024-25,2025-05-30,MUNICIPAL COUNCIL OF ROXBY DOWNS,Dog,Unknown,Unregistered,No,Yes,1
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Cat,Female,Registered,Yes,Yes,79
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Cat,Male,Unregistered,Yes,No,17
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Dog,Female,Registered,Yes,Yes,594
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Dog,Female,Unregistered,No,No,6
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Dog,Female,Unregistered,No,Yes,3
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Dog,Female,Unregistered,Yes,No,23
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Dog,Male,Unregistered,No,Yes,2
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Dog,Male,Unregistered,Yes,No,14
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Cat,Female,Registered,No,Yes,4
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Cat,Female,Registered,Yes,No,26
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Cat,Male,Unregistered,Yes,Yes,22
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Dog,Male,Unregistered,No,No,8
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Cat,Female,Registered,No,No,1
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Cat,Female,Unregistered,Yes,Yes,32
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Cat,Male,Registered,No,Yes,2
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Cat,Male,Registered,Yes,No,21
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Dog,Female,Registered,No,No,46
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Dog,Male,Registered,No,Yes,9
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Dog,Male,Registered,Yes,No,453
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Dog,Male,Registered,Yes,Yes,549
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Cat,Female,Unregistered,No,No,1
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Cat,Female,Unregistered,No,Yes,1
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Cat,Female,Unregistered,Yes,No,14
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Cat,Male,Registered,Yes,Yes,78
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Cat,Male,Unregistered,No,No,1
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Dog,Female,Registered,No,Yes,18
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Dog,Female,Registered,Yes,No,450
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Dog,Male,Registered,No,No,82
2024-25,2025-05-30,NARACOORTE LUCINDALE COUNCIL,Dog,Male,Unregistered,Yes,Yes,14
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Cat,Female,Registered,No,Yes,2
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Cat,Female,Registered,Yes,No,33
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Cat,Male,Registered,Yes,Yes,90
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Dog,Female,Registered,No,Yes,15
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Dog,Female,Registered,Yes,No,310
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Dog,Male,Registered,Yes,Yes,330
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Cat,Female,Registered,No,No,1
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Cat,Female,Unregistered,Yes,Yes,26
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Cat,Male,Unregistered,No,No,2
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Dog,Female,Registered,Yes,Yes,375
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Dog,Female,Unregistered,No,No,5
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Dog,Male,Registered,No,No,61
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Dog,Male,Registered,No,Yes,10
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Dog,Male,Registered,Yes,No,260
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Cat,Female,Unregistered,No,Yes,1
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Cat,Female,Unregistered,Yes,No,4
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Cat,Male,Unregistered,No,Yes,3
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Cat,Male,Unregistered,Yes,No,3
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Cat,Male,Unregistered,Yes,Yes,19
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Dog,Female,Unregistered,No,Yes,1
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Dog,Female,Unregistered,Yes,No,17
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Dog,Male,Unregistered,Yes,No,12
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Dog,Male,Unregistered,Yes,Yes,12
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Cat,Female,Registered,Yes,Yes,123
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Cat,Male,Registered,No,No,1
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Cat,Male,Registered,No,Yes,7
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Cat,Male,Registered,Yes,No,17
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Dog,Female,Registered,No,No,37
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Dog,Female,Unregistered,Yes,Yes,11
2024-25,2025-05-30,NORTHERN AREAS COUNCIL,Dog,Male,Unregistered,No,No,8
2024-25,2025-05-30,OUTBACK COMMUNITIES AUTHORITY,Cat,Female,Unregistered,No,Yes,8
2024-25,2025-05-30,OUTBACK COMMUNITIES AUTHORITY,Cat,Female,Unregistered,Yes,No,1
2024-25,2025-05-30,OUTBACK COMMUNITIES AUTHORITY,Cat,Male,Unregistered,No,Yes,8
2024-25,2025-05-30,OUTBACK COMMUNITIES AUTHORITY,Cat,Male,Unregistered,Yes,No,3
2024-25,2025-05-30,OUTBACK COMMUNITIES AUTHORITY,Cat,Male,Unregistered,Yes,Yes,14
2024-25,2025-05-30,OUTBACK COMMUNITIES AUTHORITY,Dog,Female,Unregistered,Yes,Yes,62
2024-25,2025-05-30,OUTBACK COMMUNITIES AUTHORITY,Dog,Unknown,Registered,Yes,Yes,2
2024-25,2025-05-30,OUTBACK COMMUNITIES AUTHORITY,Cat,Female,Registered,Yes,Yes,12
2024-25,2025-05-30,OUTBACK COMMUNITIES AUTHORITY,Cat,Female,Unregistered,No,No,1
2024-25,2025-05-30,OUTBACK COMMUNITIES AUTHORITY,Cat,Male,Registered,Yes,No,4
2024-25,2025-05-30,OUTBACK COMMUNITIES AUTHORITY,Dog,Female,Registered,No,No,6
