table,table_title,reference_month,geography_level,geography,dwelling_type,series_type,unit,series_id,value
39,Value of total building approved - states and territories,1974-02,state,Victoria,,Original,$'000,A422268R,88959
39,Value of total building approved - states and territories,1974-02,state,Queensland,,Original,$'000,A422368X,49734
39,Value of total building approved - states and territories,1974-02,state,South Australia,,Original,$'000,A422468J,23415
39,Value of total building approved - states and territories,1974-02,state,Western Australia,,Original,$'000,A422568T,28485
39,Value of total building approved - states and territories,1974-02,state,Tasmania,,Original,$'000,A422668A,6833
39,Value of total building approved - states and territories,1974-02,state,Northern Territory,,Original,$'000,A422768K,6583
39,Value of total building approved - states and territories,1974-02,state,Australian Capital Territory,,Original,$'000,A422865L,17399
39,Value of total building approved - states and territories,1974-02,state,New South Wales,,Seasonally Adjusted,$'000,A422173X,136579
39,Value of total building approved - states and territories,1974-02,state,Victoria,,Seasonally Adjusted,$'000,A422273J,97563
39,Value of total building approved - states and territories,1974-02,state,Queensland,,Seasonally Adjusted,$'000,A422373T,53977
39,Value of total building approved - states and territories,1974-02,state,South Australia,,Seasonally Adjusted,$'000,A422473A,27779
39,Value of total building approved - states and territories,1974-02,state,Western Australia,,Seasonally Adjusted,$'000,A422573K,30872
39,Value of total building approved - states and territories,1974-02,state,New South Wales,,Trend,$'000,A422175C,121885
39,Value of total building approved - states and territories,1974-02,state,Victoria,,Trend,$'000,A422275L,89873
39,Value of total building approved - states and territories,1974-02,state,Queensland,,Trend,$'000,A422375W,60333
39,Value of total building approved - states and territories,1974-02,state,South Australia,,Trend,$'000,A422475F,29802
39,Value of total building approved - states and territories,1974-02,state,Western Australia,,Trend,$'000,A422575R,34343
39,Value of total building approved - states and territories,1974-03,state,New South Wales,,Original,$'000,A422168F,108391
39,Value of total building approved - states and territories,1974-03,state,Victoria,,Original,$'000,A422268R,79671
39,Value of total building approved - states and territories,1974-03,state,Queensland,,Original,$'000,A422368X,78160
39,Value of total building approved - states and territories,1974-03,state,South Australia,,Original,$'000,A422468J,29450
39,Value of total building approved - states and territories,1974-03,state,Western Australia,,Original,$'000,A422568T,37386
39,Value of total building approved - states and territories,1974-03,state,Tasmania,,Original,$'000,A422668A,8630
39,Value of total building approved - states and territories,1974-03,state,Northern Territory,,Original,$'000,A422768K,11109
39,Value of total building approved - states and territories,1974-03,state,Australian Capital Territory,,Original,$'000,A422865L,11761
39,Value of total building approved - states and territories,1974-03,state,New South Wales,,Seasonally Adjusted,$'000,A422173X,109468
39,Value of total building approved - states and territories,1974-03,state,Victoria,,Seasonally Adjusted,$'000,A422273J,77905
39,Value of total building approved - states and territories,1974-03,state,Queensland,,Seasonally Adjusted,$'000,A422373T,74743
39,Value of total building approved - states and territories,1974-03,state,South Australia,,Seasonally Adjusted,$'000,A422473A,31508
39,Value of total building approved - states and territories,1974-03,state,Western Australia,,Seasonally Adjusted,$'000,A422573K,35930
39,Value of total building approved - states and territories,1974-03,state,New South Wales,,Trend,$'000,A422175C,120384
39,Value of total building approved - states and territories,1974-03,state,Victoria,,Trend,$'000,A422275L,88843
39,Value of total building approved - states and territories,1974-03,state,Queensland,,Trend,$'000,A422375W,62033
39,Value of total building approved - states and territories,1974-03,state,South Australia,,Trend,$'000,A422475F,27671
39,Value of total building approved - states and territories,1974-03,state,Western Australia,,Trend,$'000,A422575R,34557
39,Value of total building approved - states and territories,1974-04,state,New South Wales,,Original,$'000,A422168F,106582
39,Value of total building approved - states and territories,1974-04,state,Victoria,,Original,$'000,A422268R,83948
39,Value of total building approved - states and territories,1974-04,state,Queensland,,Original,$'000,A422368X,62161
39,Value of total building approved - states and territories,1974-04,state,South Australia,,Original,$'000,A422468J,23165
39,Value of total building approved - states and territories,1974-04,state,Western Australia,,Original,$'000,A422568T,39694
39,Value of total building approved - states and territories,1974-04,state,Tasmania,,Original,$'000,A422668A,7635
39,Value of total building approved - states and territories,1974-04,state,Northern Territory,,Original,$'000,A422768K,4737
39,Value of total building approved - states and territories,1974-04,state,Australian Capital Territory,,Original,$'000,A422865L,10305
39,Value of total building approved - states and territories,1974-04,state,New South Wales,,Seasonally Adjusted,$'000,A422173X,109042
39,Value of total building approved - states and territories,1974-04,state,Victoria,,Seasonally Adjusted,$'000,A422273J,83961
39,Value of total building approved - states and territories,1974-04,state,Queensland,,Seasonally Adjusted,$'000,A422373T,63237
39,Value of total building approved - states and territories,1974-04,state,South Australia,,Seasonally Adjusted,$'000,A422473A,24303
39,Value of total building approved - states and territories,1974-04,state,Western Australia,,Seasonally Adjusted,$'000,A422573K,42732
39,Value of total building approved - states and territories,1974-04,state,New South Wales,,Trend,$'000,A422175C,120180
39,Value of total building approved - states and territories,1974-04,state,Victoria,,Trend,$'000,A422275L,87677
39,Value of total building approved - states and territories,1974-04,state,Queensland,,Trend,$'000,A422375W,63737
39,Value of total building approved - states and territories,1974-04,state,South Australia,,Trend,$'000,A422475F,27797
39,Value of total building approved - states and territories,1974-04,state,Western Australia,,Trend,$'000,A422575R,35116
39,Value of total building approved - states and territories,1974-05,state,New South Wales,,Original,$'000,A422168F,130415
39,Value of total building approved - states and territories,1974-05,state,Victoria,,Original,$'000,A422268R,97414
39,Value of total building approved - states and territories,1974-05,state,Queensland,,Original,$'000,A422368X,64199
39,Value of total building approved - states and territories,1974-05,state,South Australia,,Original,$'000,A422468J,26242
39,Value of total building approved - states and territories,1974-05,state,Western Australia,,Original,$'000,A422568T,38404
39,Value of total building approved - states and territories,1974-05,state,Tasmania,,Original,$'000,A422668A,7086
39,Value of total building approved - states and territories,1974-05,state,Northern Territory,,Original,$'000,A422768K,12764
39,Value of total building approved - states and territories,1974-05,state,Australian Capital Territory,,Original,$'000,A422865L,26421
39,Value of total building approved - states and territories,1974-05,state,New South Wales,,Seasonally Adjusted,$'000,A422173X,121835
39,Value of total building approved - states and territories,1974-05,state,Victoria,,Seasonally Adjusted,$'000,A422273J,89782
39,Value of total building approved - states and territories,1974-05,state,Queensland,,Seasonally Adjusted,$'000,A422373T,60304
39,Value of total building approved - states and territories,1974-05,state,South Australia,,Seasonally Adjusted,$'000,A422473A,25122
39,Value of total building approved - states and territories,1974-05,state,Western Australia,,Seasonally Adjusted,$'000,A422573K,33169
39,Value of total building approved - states and territories,1974-05,state,New South Wales,,Trend,$'000,A422175C,119497
39,Value of total building approved - states and territories,1974-05,state,Victoria,,Trend,$'000,A422275L,86198
39,Value of total building approved - states and territories,1974-05,state,Queensland,,Trend,$'000,A422375W,64193
39,Value of total building approved - states and territories,1974-05,state,South Australia,,Trend,$'000,A422475F,29458
39,Value of total building approved - states and territories,1974-05,state,Western Australia,,Trend,$'000,A422575R,35513
39,Value of total building approved - states and territories,1974-06,state,New South Wales,,Original,$'000,A422168F,143309
39,Value of total building approved - states and territories,1974-06,state,Victoria,,Original,$'000,A422268R,90211
39,Value of total building approved - states and territories,1974-06,state,Queensland,,Original,$'000,A422368X,60740
39,Value of total building approved - states and territories,1974-06,state,South Australia,,Original,$'000,A422468J,30190
39,Value of total building approved - states and territories,1974-06,state,Western Australia,,Original,$'000,A422568T,39368
39,Value of total building approved - states and territories,1974-06,state,Tasmania,,Original,$'000,A422668A,8867
39,Value of total building approved - states and territories,1974-06,state,Northern Territory,,Original,$'000,A422768K,14087
39,Value of total building approved - states and territories,1974-06,state,Australian Capital Territory,,Original,$'000,A422865L,13099
39,Value of total building approved - states and territories,1974-06,state,New South Wales,,Seasonally Adjusted,$'000,A422173X,137868
39,Value of total building approved - states and territories,1974-06,state,Victoria,,Seasonally Adjusted,$'000,A422273J,93673
39,Value of total building approved - states and territories,1974-06,state,Queensland,,Seasonally Adjusted,$'000,A422373T,59855
39,Value of total building approved - states and territories,1974-06,state,South Australia,,Seasonally Adjusted,$'000,A422473A,26805
39,Value of total building approved - states and territories,1974-06,state,Western Australia,,Seasonally Adjusted,$'000,A422573K,38846
39,Value of total building approved - states and territories,1974-06,state,New South Wales,,Trend,$'000,A422175C,116169
39,Value of total building approved - states and territories,1974-06,state,Victoria,,Trend,$'000,A422275L,85574
39,Value of total building approved - states and territories,1974-06,state,Queensland,,Trend,$'000,A422375W,62560
39,Value of total building approved - states and territories,1974-06,state,South Australia,,Trend,$'000,A422475F,30844
39,Value of total building approved - states and territories,1974-06,state,Western Australia,,Trend,$'000,A422575R,35212
39,Value of total building approved - states and territories,1974-07,state,New South Wales,,Original,$'000,A422168F,120851
39,Value of total building approved - states and territories,1974-07,state,Victoria,,Original,$'000,A422268R,100204
39,Value of total building approved - states and territories,1974-07,state,Queensland,,Original,$'000,A422368X,74230
39,Value of total building approved - states and territories,1974-07,state,South Australia,,Original,$'000,A422468J,52111
39,Value of total building approved - states and territories,1974-07,state,Western Australia,,Original,$'000,A422568T,38515
39,Value of total building approved - states and territories,1974-07,state,Tasmania,,Original,$'000,A422668A,8824
39,Value of total building approved - states and territories,1974-07,state,Northern Territory,,Original,$'000,A422768K,13127
39,Value of total building approved - states and territories,1974-07,state,Australian Capital Territory,,Original,$'000,A422865L,18392
39,Value of total building approved - states and territories,1974-07,state,New South Wales,,Seasonally Adjusted,$'000,A422173X,118016
39,Value of total building approved - states and territories,1974-07,state,Victoria,,Seasonally Adjusted,$'000,A422273J,89270
39,Value of total building approved - states and territories,1974-07,state,Queensland,,Seasonally Adjusted,$'000,A422373T,69958
39,Value of total building approved - states and territories,1974-07,state,South Australia,,Seasonally Adjusted,$'000,A422473A,46499
39,Value of total building approved - states and territories,1974-07,state,Western Australia,,Seasonally Adjusted,$'000,A422573K,35317
39,Value of total building approved - states and territories,1974-07,state,New South Wales,,Trend,$'000,A422175C,110510
39,Value of total building approved - states and territories,1974-07,state,Victoria,,Trend,$'000,A422275L,86224
39,Value of total building approved - states and territories,1974-07,state,Queensland,,Trend,$'000,A422375W,59089
39,Value of total building approved - states and territories,1974-07,state,South Australia,,Trend,$'000,A422475F,30783
39,Value of total building approved - states and territories,1974-07,state,Western Australia,,Trend,$'000,A422575R,34329
39,Value of total building approved - states and territories,1974-08,state,New South Wales,,Original,$'000,A422168F,93109
39,Value of total building approved - states and territories,1974-08,state,Victoria,,Original,$'000,A422268R,74783
39,Value of total building approved - states and territories,1974-08,state,Queensland,,Original,$'000,A422368X,55174
39,Value of total building approved - states and territories,1974-08,state,South Australia,,Original,$'000,A422468J,28555
39,Value of total building approved - states and territories,1974-08,state,Western Australia,,Original,$'000,A422568T,35735
39,Value of total building approved - states and territories,1974-08,state,Tasmania,,Original,$'000,A422668A,7606
