category,jurisdiction,financial_year,value
12 weeks or more,VIC,2018-19,0.53501083780982
12 weeks or more,VIC,2019-20,0.5747530083813269
12 weeks or more,VIC,2020-21,0.5994661358186671
12 weeks or more,VIC,2021-22,0.5938720863877793
12 weeks or more,VIC,2022-23,0.602240448089618
12 weeks or more,QLD,2018-19,0.32955331212833633
12 weeks or more,QLD,2019-20,0.34284243048403706
12 weeks or more,QLD,2020-21,0.3491030225237615
12 weeks or more,QLD,2021-22,0.3492721518987342
12 weeks or more,QLD,2022-23,0.349415162033661
12 weeks or more,SA,2018-19,0.4237409045512912
12 weeks or more,SA,2019-20,0.43406514564499926
12 weeks or more,SA,2020-21,0.4233128834355828
12 weeks or more,SA,2021-22,0.40741287655050207
12 weeks or more,SA,2022-23,0.3901249619018592
12 weeks or more,WA,2018-19,0.42444085381409985
12 weeks or more,WA,2019-20,0.44632327436697883
12 weeks or more,WA,2020-21,0.46856964592107314
12 weeks or more,WA,2021-22,0.48010610079575594
12 weeks or more,WA,2022-23,0.48107316321023824
12 weeks or more,TAS,2018-19,0.26445526475958614
12 weeks or more,TAS,2019-20,0.26728395061728394
12 weeks or more,TAS,2020-21,0.2791304347826087
12 weeks or more,TAS,2021-22,0.2823761261261261
12 weeks or more,TAS,2022-23,0.27153361344537813
12 weeks or more,NT,2018-19,0.40219952867242736
12 weeks or more,NT,2019-20,0.3711864406779661
12 weeks or more,NT,2020-21,0.3860705073086844
12 weeks or more,NT,2021-22,0.36450381679389315
12 weeks or more,NT,2022-23,0.304437564499484
12 weeks or more,ACT,2018-19,0.3601156069364162
12 weeks or more,ACT,2019-20,0.37442396313364057
12 weeks or more,ACT,2020-21,0.38707926167209555
12 weeks or more,ACT,2021-22,0.3935483870967742
12 weeks or more,ACT,2022-23,0.3845693779904306
12 weeks or more,Aus Gov,2018-19,0.3769633507853403
12 weeks or more,Aus Gov,2019-20,0.4062031015507754
12 weeks or more,Aus Gov,2020-21,0.4054794520547945
12 weeks or more,Aus Gov,2021-22,0.3993414863593603
12 weeks or more,Aus Gov,2022-23,0.3989710009354537
12 weeks or more,Seacare,2018-19,0.6388888888888888
12 weeks or more,Seacare,2019-20,0.5777777777777777
12 weeks or more,Seacare,2020-21,0.5657894736842105
12 weeks or more,Seacare,2021-22,0.4891304347826087
12 weeks or more,Seacare,2022-23,0.5423728813559322
26 weeks or more,AUST,2018-19,0.24617768418169056
26 weeks or more,AUST,2019-20,0.25539568345323743
26 weeks or more,AUST,2020-21,0.25660133697964144
26 weeks or more,AUST,2021-22,0.24142140443332888
26 weeks or more,AUST,2022-23,0.24506037889393867
26 weeks or more,NSW,2018-19,0.23581215776325418
26 weeks or more,NSW,2019-20,0.22669698692438886
26 weeks or more,NSW,2020-21,0.2259376694897576
26 weeks or more,NSW,2021-22,0.19089798411728773
26 weeks or more,NSW,2022-23,0.20135896010009732
26 weeks or more,VIC,2018-19,0.3686740175289794
26 weeks or more,VIC,2019-20,0.41513321159338856
26 weeks or more,VIC,2020-21,0.43016785051802925
26 weeks or more,VIC,2021-22,0.4213599051841447
26 weeks or more,VIC,2022-23,0.42520504100820167
26 weeks or more,QLD,2018-19,0.17646245332595767
26 weeks or more,QLD,2019-20,0.184346035015448
26 weeks or more,QLD,2020-21,0.18819718223770668
26 weeks or more,QLD,2021-22,0.1870253164556962
26 weeks or more,QLD,2022-23,0.18656476971093544
26 weeks or more,SA,2018-19,0.2662291339706092
26 weeks or more,SA,2019-20,0.2780886784330607
26 weeks or more,SA,2020-21,0.2485344239945467
26 weeks or more,SA,2021-22,0.24394565859421147
26 weeks or more,SA,2022-23,0.21609265467845168
26 weeks or more,WA,2018-19,0.26294752955183265
26 weeks or more,WA,2019-20,0.2793964620187305
26 weeks or more,WA,2020-21,0.29425986585556074
26 weeks or more,WA,2021-22,0.29909171288481634
26 weeks or more,WA,2022-23,0.30622157119728627
26 weeks or more,TAS,2018-19,0.14029214850882532
26 weeks or more,TAS,2019-20,0.13765432098765432
26 weeks or more,TAS,2020-21,0.14173913043478262
26 weeks or more,TAS,2021-22,0.14864864864864866
26 weeks or more,TAS,2022-23,0.14443277310924368
26 weeks or more,NT,2018-19,0.22780832678711704
26 weeks or more,NT,2019-20,0.21694915254237288
26 weeks or more,NT,2020-21,0.21496130696474636
26 weeks or more,NT,2021-22,0.19942748091603055
26 weeks or more,NT,2022-23,0.13209494324045407
26 weeks or more,ACT,2018-19,0.17745664739884393
26 weeks or more,ACT,2019-20,0.20910138248847926
26 weeks or more,ACT,2020-21,0.19489685124864278
26 weeks or more,ACT,2021-22,0.19806451612903225
26 weeks or more,ACT,2022-23,0.20095693779904306
26 weeks or more,Aus Gov,2018-19,0.23089005235602095
26 weeks or more,Aus Gov,2019-20,0.24462231115557778
26 weeks or more,Aus Gov,2020-21,0.25707762557077624
26 weeks or more,Aus Gov,2021-22,0.22765757290686736
26 weeks or more,Aus Gov,2022-23,0.23292797006548177
26 weeks or more,Seacare,2018-19,0.375
26 weeks or more,Seacare,2019-20,0.4111111111111111
26 weeks or more,Seacare,2020-21,0.32894736842105265
26 weeks or more,Seacare,2021-22,0.2608695652173913
26 weeks or more,Seacare,2022-23,0.3559322033898305
52 weeks or more,AUST,2018-19,0.15878233773349085
52 weeks or more,AUST,2019-20,0.16269553164807604
52 weeks or more,AUST,2020-21,0.1566469158310544
52 weeks or more,AUST,2021-22,0.1464204367826359
52 weeks or more,AUST,2022-23,0.1442610740615582
52 weeks or more,NSW,2018-19,0.1705569153902445
52 weeks or more,NSW,2019-20,0.15940875497441728
52 weeks or more,NSW,2020-21,0.14983937586048646
52 weeks or more,NSW,2021-22,0.1273862248014661
52 weeks or more,NSW,2022-23,0.12564298623661893
52 weeks or more,VIC,2018-19,0.26015455659221565
52 weeks or more,VIC,2019-20,0.30125954019759327
52 weeks or more,VIC,2020-21,0.30181423336198704
52 weeks or more,VIC,2021-22,0.28993459461832227
52 weeks or more,VIC,2022-23,0.2835367073414683
52 weeks or more,QLD,2018-19,0.08556907758263034
52 weeks or more,QLD,2019-20,0.0854788877445932
52 weeks or more,QLD,2020-21,0.08431893890773509
52 weeks or more,QLD,2021-22,0.0825632911392405
52 weeks or more,QLD,2022-23,0.08593180293439898
52 weeks or more,SA,2018-19,0.1599372235696961
52 weeks or more,SA,2019-20,0.15841584158415842
52 weeks or more,SA,2020-21,0.13660531697341513
52 weeks or more,SA,2021-22,0.13290017720023628
52 weeks or more,SA,2022-23,0.11109417860408412
52 weeks or more,WA,2018-19,0.15196870482183858
52 weeks or more,WA,2019-20,0.15548040235865418
52 weeks or more,WA,2020-21,0.16393698330993606
52 weeks or more,WA,2021-22,0.1671891327063741
52 weeks or more,WA,2022-23,0.16575437514455324
52 weeks or more,TAS,2018-19,0.08673158855751674
52 weeks or more,TAS,2019-20,0.08333333333333333
52 weeks or more,TAS,2020-21,0.08550724637681159
52 weeks or more,TAS,2021-22,0.08417792792792793
52 weeks or more,TAS,2022-23,0.08350840336134453
52 weeks or more,NT,2018-19,0.13197172034564023
52 weeks or more,NT,2019-20,0.10423728813559321
52 weeks or more,NT,2020-21,0.09544282029234738
52 weeks or more,NT,2021-22,0.08396946564885496
52 weeks or more,NT,2022-23,0.05056759545923633
52 weeks or more,ACT,2018-19,0.0907514450867052
52 weeks or more,ACT,2019-20,0.10599078341013825
52 weeks or more,ACT,2020-21,0.08414766558089033
52 weeks or more,ACT,2021-22,0.09806451612903226
52 weeks or more,ACT,2022-23,0.07715311004784689
52 weeks or more,Aus Gov,2018-19,0.13717277486910995
52 weeks or more,Aus Gov,2019-20,0.1470735367683842
52 weeks or more,Aus Gov,2020-21,0.14977168949771688
52 weeks or more,Aus Gov,2021-22,0.12041392285983067
52 weeks or more,Aus Gov,2022-23,0.1244153414405987
52 weeks or more,Seacare,2018-19,0.18055555555555555
52 weeks or more,Seacare,2019-20,0.2
52 weeks or more,Seacare,2020-21,0.19736842105263158
52 weeks or more,Seacare,2021-22,0.09782608695652174
52 weeks or more,Seacare,2022-23,0.23728813559322035
