category,jurisdiction,financial_year,value
Hitting objects with a part of the body,NSW,2019-20,0.0900511654349062
Hitting objects with a part of the body,NSW,2020-21,0.09239017063707289
Hitting objects with a part of the body,NSW,2021-22,0.06822693952351863
Hitting objects with a part of the body,NSW,2022-23,0.0681044070624218
Hitting objects with a part of the body,NSW,2023-24p,0.07505067323005646
Hitting objects with a part of the body,VIC,2018-19,0.03835642258034116
Hitting objects with a part of the body,VIC,2019-20,0.035538699255513416
Hitting objects with a part of the body,VIC,2020-21,0.03501787087725648
Hitting objects with a part of the body,VIC,2021-22,0.03718010622887494
Hitting objects with a part of the body,VIC,2022-23,0.03900780156031206
Hitting objects with a part of the body,VIC,2023-24p,0.03573034626548383
Hitting objects with a part of the body,QLD,2018-19,0.07540450836675425
Hitting objects with a part of the body,QLD,2019-20,0.07202197047717131
Hitting objects with a part of the body,QLD,2020-21,0.07496714648085327
Hitting objects with a part of the body,QLD,2021-22,0.07465189873417721
Hitting objects with a part of the body,QLD,2022-23,0.07470174722165505
Hitting objects with a part of the body,QLD,2023-24p,0.07456682354797149
Hitting objects with a part of the body,SA,2018-19,0.05749750321015837
Hitting objects with a part of the body,SA,2019-20,0.0594059405940594
Hitting objects with a part of the body,SA,2020-21,0.05725971370143149
Hitting objects with a part of the body,SA,2021-22,0.06408741878322505
Hitting objects with a part of the body,SA,2022-23,0.06598597988418166
Hitting objects with a part of the body,SA,2023-24p,0.06209048361934477
Hitting objects with a part of the body,WA,2018-19,0.06845820222808062
Hitting objects with a part of the body,WA,2019-20,0.06833159902878945
Hitting objects with a part of the body,WA,2020-21,0.06933395726095773
Hitting objects with a part of the body,WA,2021-22,0.0711357607909332
Hitting objects with a part of the body,WA,2022-23,0.07370287564567111
Hitting objects with a part of the body,WA,2023-24p,0.07886828410173716
Hitting objects with a part of the body,TAS,2018-19,0.06877662811929397
Hitting objects with a part of the body,TAS,2019-20,0.05864197530864197
Hitting objects with a part of the body,TAS,2020-21,0.05333333333333334
Hitting objects with a part of the body,TAS,2021-22,0.08023648648648649
Hitting objects with a part of the body,TAS,2022-23,0.0667016806722689
Hitting objects with a part of the body,TAS,2023-24p,0.06780078895463511
Hitting objects with a part of the body,NT,2018-19,0.06834249803613511
Hitting objects with a part of the body,NT,2019-20,0.06949152542372881
Hitting objects with a part of the body,NT,2020-21,0.08942390369733448
Hitting objects with a part of the body,NT,2021-22,0.09255725190839695
Hitting objects with a part of the body,NT,2022-23,0.07327141382868937
Hitting objects with a part of the body,NT,2023-24p,0.09183673469387756
Hitting objects with a part of the body,ACT,2018-19,0.11213872832369942
Hitting objects with a part of the body,ACT,2019-20,0.10253456221198157
Hitting objects with a part of the body,ACT,2020-21,0.07003257328990228
Hitting objects with a part of the body,ACT,2021-22,0.11032258064516129
Hitting objects with a part of the body,ACT,2022-23,0.09090909090909091
Hitting objects with a part of the body,ACT,2023-24p,0.09779536461277558
Hitting objects with a part of the body,Aus Gov,2018-19,0.028795811518324606
Hitting objects with a part of the body,Aus Gov,2019-20,0.03251625812906453
Hitting objects with a part of the body,Aus Gov,2020-21,0.03333333333333333
Hitting objects with a part of the body,Aus Gov,2021-22,0.036688617121354655
Hitting objects with a part of the body,Aus Gov,2022-23,0.03554724041159962
Hitting objects with a part of the body,Aus Gov,2023-24p,0.03349493168796827
Hitting objects with a part of the body,Seacare,2018-19,NP
Hitting objects with a part of the body,Seacare,2019-20,0.08888888888888889
Hitting objects with a part of the body,Seacare,2020-21,0.06578947368421052
Hitting objects with a part of the body,Seacare,2021-22,NP
Hitting objects with a part of the body,Seacare,2022-23,NP
Hitting objects with a part of the body,Seacare,2023-24p,NP
Being hit by moving objects,AUST,2018-19,0.1565052134162001
Being hit by moving objects,AUST,2019-20,0.15743185268299123
Being hit by moving objects,AUST,2020-21,0.15226374962017625
Being hit by moving objects,AUST,2021-22,0.14903309365370015
Being hit by moving objects,AUST,2022-23,0.15728857042365224
Being hit by moving objects,AUST,2023-24p,0.1596319018404908
Being hit by moving objects,NSW,2018-19,0.14449014610512503
Being hit by moving objects,NSW,2019-20,0.1447185901080159
Being hit by moving objects,NSW,2020-21,0.1407025741582878
Being hit by moving objects,NSW,2021-22,0.12330100794135614
Being hit by moving objects,NSW,2022-23,0.1368170443486723
Being hit by moving objects,NSW,2023-24p,0.14516070652960764
Being hit by moving objects,VIC,2018-19,0.17100179059466591
Being hit by moving objects,VIC,2019-20,0.1696399307018776
Being hit by moving objects,VIC,2020-21,0.16115459439895036
Being hit by moving objects,VIC,2021-22,0.16254773714937887
Being hit by moving objects,VIC,2022-23,0.16151230246049209
Being hit by moving objects,VIC,2023-24p,0.1746453538285434
Being hit by moving objects,QLD,2018-19,0.15070529663946897
Being hit by moving objects,QLD,2019-20,0.15695159629248198
Being hit by moving objects,QLD,2020-21,0.15256257449344457
Being hit by moving objects,QLD,2021-22,0.16338607594936708
Being hit by moving objects,QLD,2022-23,0.1704051570749351
Being hit by moving objects,QLD,2023-24p,0.16214866037388584
Being hit by moving objects,SA,2018-19,0.13454130403766587
Being hit by moving objects,SA,2019-20,0.13402209786196012
Being hit by moving objects,SA,2020-21,0.1340149965916837
Being hit by moving objects,SA,2021-22,0.14338452451269934
Being hit by moving objects,SA,2022-23,0.16046936909478818
Being hit by moving objects,SA,2023-24p,0.15241809672386897
Being hit by moving objects,WA,2018-19,0.20052725571902372
Being hit by moving objects,WA,2019-20,0.19788414845646896
Being hit by moving objects,WA,2020-21,0.18858212447356107
Being hit by moving objects,WA,2021-22,0.19901937143316453
Being hit by moving objects,WA,2022-23,0.1983655847660165
Being hit by moving objects,WA,2023-24p,0.19409220845855019
Being hit by moving objects,TAS,2018-19,0.1634205721241631
Being hit by moving objects,TAS,2019-20,0.1728395061728395
Being hit by moving objects,TAS,2020-21,0.17130434782608694
Being hit by moving objects,TAS,2021-22,0.1669481981981982
Being hit by moving objects,TAS,2022-23,0.16911764705882354
Being hit by moving objects,TAS,2023-24p,0.16173570019723865
Being hit by moving objects,NT,2018-19,0.25058915946582877
Being hit by moving objects,NT,2019-20,0.2423728813559322
Being hit by moving objects,NT,2020-21,0.24591573516766982
Being hit by moving objects,NT,2021-22,0.20801526717557253
Being hit by moving objects,NT,2022-23,0.2714138286893705
Being hit by moving objects,NT,2023-24p,0.2512755102040816
Being hit by moving objects,ACT,2018-19,0.14508670520231215
Being hit by moving objects,ACT,2019-20,0.14573732718894009
Being hit by moving objects,ACT,2020-21,0.15689467969598261
Being hit by moving objects,ACT,2021-22,0.1432258064516129
Being hit by moving objects,ACT,2022-23,0.18002392344497609
Being hit by moving objects,ACT,2023-24p,0.1537591859807801
Being hit by moving objects,Aus Gov,2018-19,0.07905759162303665
Being hit by moving objects,Aus Gov,2019-20,0.09804902451225612
Being hit by moving objects,Aus Gov,2020-21,0.07808219178082192
Being hit by moving objects,Aus Gov,2021-22,0.09971777986829727
Being hit by moving objects,Aus Gov,2022-23,0.09915809167446211
Being hit by moving objects,Aus Gov,2023-24p,0.09167033935654473
Being hit by moving objects,Seacare,2018-19,0.125
Being hit by moving objects,Seacare,2019-20,0.13333333333333333
Being hit by moving objects,Seacare,2020-21,0.09210526315789473
Being hit by moving objects,Seacare,2021-22,0.05434782608695652
Being hit by moving objects,Seacare,2022-23,0.15254237288135594
Being hit by moving objects,Seacare,2023-24p,NP
Sound and pressure,AUST,2018-19,0.0014381837793415173
Sound and pressure,AUST,2019-20,0.0011797901128638374
Sound and pressure,AUST,2020-21,0.0013445761166818596
Sound and pressure,AUST,2021-22,0.0009825376267250233
Sound and pressure,AUST,2022-23,0.0017103330321859849
Sound and pressure,AUST,2023-24p,0.0013701431492842537
Sound and pressure,NSW,2018-19,0.001514042746473542
Sound and pressure,NSW,2019-20,0.001159749857873792
Sound and pressure,NSW,2020-21,0.0009178522257916476
Sound and pressure,NSW,2021-22,0.0008972205253512523
Sound and pressure,NSW,2022-23,0.0009210343389406368
Sound and pressure,NSW,2023-24p,0.0012487331692485884
Sound and pressure,VIC,2018-19,0.0018377155781735934
Sound and pressure,VIC,2019-20,0.0010769302804701036
Sound and pressure,VIC,2020-21,0.0025788354522010585
Sound and pressure,VIC,2021-22,0.001272990650103156
Sound and pressure,VIC,2022-23,0.004720944188837768
Sound and pressure,VIC,2023-24p,0.0015534933158906014
Sound and pressure,QLD,2018-19,0.0008643341169962661
Sound and pressure,QLD,2019-20,0.0012701682114658428
Sound and pressure,QLD,2020-21,0.0012224565263897803
Sound and pressure,QLD,2021-22,0.0009493670886075949
Sound and pressure,QLD,2022-23,0.0012250969868447918
Sound and pressure,QLD,2023-24p,0.0013672337180869246
Sound and pressure,SA,2018-19,0.0024254529890141248
Sound and pressure,SA,2019-20,0.0012914334911752045
Sound and pressure,SA,2020-21,0.0009543285616905249
Sound and pressure,SA,2021-22,0.0017720023626698169
Sound and pressure,SA,2022-23,NP
Sound and pressure,SA,2023-24p,0.0015600624024961
Sound and pressure,WA,2018-19,0.000595288715026788
Sound and pressure,WA,2019-20,0.001040582726326743
Sound and pressure,WA,2020-21,0.0012478552487911402
Sound and pressure,WA,2021-22,0.0005626557350695282
Sound and pressure,WA,2022-23,0.0008480456402744584
Sound and pressure,WA,2023-24p,0.0013926555742871803
Sound and pressure,TAS,2018-19,0.0030432136335970784
Sound and pressure,TAS,2019-20,NP
Sound and pressure,TAS,2020-21,0.002318840579710145
Sound and pressure,TAS,2021-22,NP
Sound and pressure,TAS,2022-23,0.0026260504201680674
Sound and pressure,TAS,2023-24p,0.0014792899408284023
Sound and pressure,NT,2018-19,NP
Sound and pressure,NT,2019-20,NP
Sound and pressure,NT,2020-21,NP
Sound and pressure,NT,2021-22,NP
Sound and pressure,NT,2022-23,NP
Sound and pressure,NT,2023-24p,NP
Sound and pressure,ACT,2018-19,NP
Sound and pressure,ACT,2019-20,NP
Sound and pressure,ACT,2020-21,NP
Sound and pressure,ACT,2021-22,NP
Sound and pressure,ACT,2022-23,NP
Sound and pressure,ACT,2023-24p,NP
Sound and pressure,Aus Gov,2018-19,0.0036649214659685864
Sound and pressure,Aus Gov,2019-20,0.0025012506253126563
Sound and pressure,Aus Gov,2020-21,NP
Sound and pressure,Aus Gov,2021-22,NP
Sound and pressure,Aus Gov,2022-23,0.003274087932647334
Sound and pressure,Aus Gov,2023-24p,0.0022036139268400176
Body stressing,AUST,2018-19,0.36588080195866934
Body stressing,AUST,2019-20,0.3723846610784767
Body stressing,AUST,2020-21,0.3750227894257065
Body stressing,AUST,2021-22,0.3287481577419499
Body stressing,AUST,2022-23,0.32953565837476984
Body stressing,AUST,2023-24p,0.34497614178595776
Body stressing,NSW,2018-19,0.3354866385727624
Body stressing,NSW,2019-20,0.3350085275724844
Body stressing,NSW,2020-21,0.33530810630397595
Body stressing,NSW,2021-22,0.2592394624312767
Body stressing,NSW,2022-23,0.27019324343111356
Body stressing,NSW,2023-24p,0.3043108440712321
Body stressing,VIC,2018-19,0.37894637640184714
Body stressing,VIC,2019-20,0.37645736760781007
Body stressing,VIC,2020-21,0.38827308510156994
Body stressing,VIC,2021-22,0.37096703393178526
Body stressing,VIC,2022-23,0.36215243048609724
Body stressing,VIC,2023-24p,0.3574669882670373
Body stressing,QLD,2018-19,0.3699350020744019
Body stressing,QLD,2019-20,0.41342258839684176
Body stressing,QLD,2020-21,0.404663671648177
Body stressing,QLD,2021-22,0.38367088607594935
Body stressing,QLD,2022-23,0.3781466032727591
Body stressing,QLD,2023-24p,0.38014355954039913
Body stressing,SA,2018-19,0.4391496647167927
Body stressing,SA,2019-20,0.41555459893815466
Body stressing,SA,2020-21,0.43735514655760055
Body stressing,SA,2021-22,0.396928529238039
Body stressing,SA,2022-23,0.386924718073758
Body stressing,SA,2023-24p,0.38954758190327615
Body stressing,WA,2018-19,0.380644612637129
Body stressing,WA,2019-20,0.38067984738120014
Body stressing,WA,2020-21,0.39440024957104974
Body stressing,WA,2021-22,0.3568844948155293
Body stressing,WA,2022-23,0.36111325264050576
Body stressing,WA,2023-24p,0.36289672359451736
Body stressing,TAS,2018-19,0.3922702373706634
Body stressing,TAS,2019-20,0.3824074074074074
Body stressing,TAS,2020-21,0.38115942028985506
Body stressing,TAS,2021-22,0.3403716216216216
Body stressing,TAS,2022-23,0.36869747899159666
Body stressing,TAS,2023-24p,0.35379684418145957
Body stressing,NT,2018-19,0.3315003927729772
Body stressing,NT,2019-20,0.3220338983050847
Body stressing,NT,2020-21,0.29578675838349094
Body stressing,NT,2021-22,0.29866412213740456
Body stressing,NT,2022-23,0.2776057791537668
Body stressing,NT,2023-24p,0.28316326530612246
Body stressing,ACT,2018-19,0.35202312138728326
Body stressing,ACT,2019-20,0.34043778801843316
Body stressing,ACT,2020-21,0.31704668838219324
Body stressing,ACT,2021-22,0.3058064516129032
Body stressing,ACT,2022-23,0.2876794258373206
Body stressing,ACT,2023-24p,0.322215941209723
Body stressing,Aus Gov,2018-19,0.4167539267015707
Body stressing,Aus Gov,2019-20,0.3936968484242121
Body stressing,Aus Gov,2020-21,0.42511415525114155
Body stressing,Aus Gov,2021-22,0.3993414863593603
Body stressing,Aus Gov,2022-23,0.3844714686623012
Body stressing,Aus Gov,2023-24p,0.40326134861172325
Body stressing,Seacare,2018-19,0.4583333333333333
Body stressing,Seacare,2019-20,0.4222222222222222
Body stressing,Seacare,2020-21,0.42105263157894735
Body stressing,Seacare,2021-22,0.41304347826086957
Body stressing,Seacare,2022-23,0.3389830508474576
Body stressing,Seacare,2023-24p,NP
"Heat, electricity and other environmental factors",AUST,2018-19,0.013303199958909035
"Heat, electricity and other environmental factors",AUST,2019-20,0.013654214243284273
"Heat, electricity and other environmental factors",AUST,2020-21,0.012982376177453661
"Heat, electricity and other environmental factors",AUST,2021-22,0.012408259270837985
"Heat, electricity and other environmental factors",AUST,2022-23,0.012413707491672471
"Heat, electricity and other environmental factors",AUST,2023-24p,0.012753919563735514
"Heat, electricity and other environmental factors",NSW,2018-19,0.014509576320371444
"Heat, electricity and other environmental factors",NSW,2019-20,0.0160318362706083
"Heat, electricity and other environmental factors",NSW,2020-21,0.014769076724101965
"Heat, electricity and other environmental factors",NSW,2021-22,0.01181658521686011
"Heat, electricity and other environmental factors",NSW,2022-23,0.013068260809119978
"Heat, electricity and other environmental factors",NSW,2023-24p,0.013066454321702621
"Heat, electricity and other environmental factors",VIC,2018-19,0.00857600603147677
"Heat, electricity and other environmental factors",VIC,2019-20,0.009739195579903544
"Heat, electricity and other environmental factors",VIC,2020-21,0.009862914536488259
"Heat, electricity and other environmental factors",VIC,2021-22,0.009262104385233309
"Heat, electricity and other environmental factors",VIC,2022-23,0.007601520304060812
"Heat, electricity and other environmental factors",VIC,2023-24p,0.008544213237398308
"Heat, electricity and other environmental factors",QLD,2018-19,0.014244226248098464
"Heat, electricity and other environmental factors",QLD,2019-20,0.014555441125986956
"Heat, electricity and other environmental factors",QLD,2020-21,0.013477583203447328
"Heat, electricity and other environmental factors",QLD,2021-22,0.014335443037974684
"Heat, electricity and other environmental factors",QLD,2022-23,0.01347606685529271
"Heat, electricity and other environmental factors",QLD,2023-24p,0.013751216049220414
"Heat, electricity and other environmental factors",SA,2018-19,0.011841917534598373
"Heat, electricity and other environmental factors",SA,2019-20,0.010187975319271058
"Heat, electricity and other environmental factors",SA,2020-21,0.011588275391956374
"Heat, electricity and other environmental factors",SA,2021-22,0.009893679858239812
"Heat, electricity and other environmental factors",SA,2022-23,0.0121914050594331
"Heat, electricity and other environmental factors",SA,2023-24p,0.009984399375975039
"Heat, electricity and other environmental factors",WA,2018-19,0.019134280125861044
"Heat, electricity and other environmental factors",WA,2019-20,0.01569545612209504
"Heat, electricity and other environmental factors",WA,2020-21,0.014272344408048667
"Heat, electricity and other environmental factors",WA,2021-22,0.01840688047584599
"Heat, electricity and other environmental factors",WA,2022-23,0.01742348315472978
"Heat, electricity and other environmental factors",WA,2023-24p,0.0196437733636297
"Heat, electricity and other environmental factors",TAS,2018-19,0.014303104077906269
"Heat, electricity and other environmental factors",TAS,2019-20,0.009567901234567902
"Heat, electricity and other environmental factors",TAS,2020-21,0.010724637681159421
"Heat, electricity and other environmental factors",TAS,2021-22,0.012105855855855855
"Heat, electricity and other environmental factors",TAS,2022-23,0.012867647058823529
"Heat, electricity and other environmental factors",TAS,2023-24p,0.013313609467455622
"Heat, electricity and other environmental factors",NT,2018-19,0.010997643362136685
"Heat, electricity and other environmental factors",NT,2019-20,0.01440677966101695
"Heat, electricity and other environmental factors",NT,2020-21,0.009458297506448839
"Heat, electricity and other environmental factors",NT,2021-22,0.015267175572519083
"Heat, electricity and other environmental factors",NT,2022-23,0.015479876160990712
"Heat, electricity and other environmental factors",NT,2023-24p,0.008928571428571428
"Heat, electricity and other environmental factors",ACT,2018-19,0.006936416184971098
"Heat, electricity and other environmental factors",ACT,2019-20,0.00576036866359447
"Heat, electricity and other environmental factors",ACT,2020-21,0.010857763300760043
"Heat, electricity and other environmental factors",ACT,2021-22,0.01096774193548387
"Heat, electricity and other environmental factors",ACT,2022-23,0.013157894736842105
"Heat, electricity and other environmental factors",ACT,2023-24p,0.006218202374222725
"Heat, electricity and other environmental factors",Aus Gov,2018-19,NP
"Heat, electricity and other environmental factors",Aus Gov,2019-20,0.00400200100050025
"Heat, electricity and other environmental factors",Aus Gov,2020-21,0.0027397260273972603
"Heat, electricity and other environmental factors",Aus Gov,2021-22,0.0051740357478833494
"Heat, electricity and other environmental factors",Aus Gov,2022-23,NP
"Heat, electricity and other environmental factors",Aus Gov,2023-24p,0.0057293962097840455
Chemicals and other substances,AUST,2018-19,0.00895440614994778
Chemicals and other substances,AUST,2019-20,0.008869051547752624
Chemicals and other substances,AUST,2020-21,0.00808264965056214
Chemicals and other substances,AUST,2021-22,0.008448334896461376
Chemicals and other substances,AUST,2022-23,0.007199950345170033
Chemicals and other substances,AUST,2023-24p,0.008098159509202453
Chemicals and other substances,NSW,2018-19,0.007040298771101971
Chemicals and other substances,NSW,2019-20,0.008186469584991472
Chemicals and other substances,NSW,2020-21,0.008052067253535817
Chemicals and other substances,NSW,2021-22,0.006013286499694563
Chemicals and other substances,NSW,2022-23,0.0058911441679410535
Chemicals and other substances,NSW,2023-24p,0.00694947155060084
Chemicals and other substances,VIC,2018-19,0.006973895014607483
Chemicals and other substances,VIC,2019-20,0.009645549468558319
Chemicals and other substances,VIC,2020-21,0.007329321811518798
Chemicals and other substances,VIC,2021-22,0.009130415697291602
Chemicals and other substances,VIC,2022-23,0.0072014402880576115
Chemicals and other substances,VIC,2023-24p,0.006704550100159437
Chemicals and other substances,QLD,2018-19,0.013518185589821602
Chemicals and other substances,QLD,2019-20,0.009131479574322005
Chemicals and other substances,QLD,2020-21,0.008557195684728462
Chemicals and other substances,QLD,2021-22,0.01069620253164557
Chemicals and other substances,QLD,2022-23,0.007525595776332293
Chemicals and other substances,QLD,2023-24p,0.009071069860384404
Chemicals and other substances,SA,2018-19,0.006705664146097874
Chemicals and other substances,SA,2019-20,0.007892093557181805
Chemicals and other substances,SA,2020-21,0.008588957055214725
Chemicals and other substances,SA,2021-22,0.008860011813349085
Chemicals and other substances,SA,2022-23,0.007619628162145687
Chemicals and other substances,SA,2023-24p,0.009048361934477379
Chemicals and other substances,WA,2018-19,0.010375031890466877
Chemicals and other substances,WA,2019-20,0.011099549080818592
Chemicals and other substances,WA,2020-21,0.008890968647636874
Chemicals and other substances,WA,2021-22,0.01286070251587493
Chemicals and other substances,WA,2022-23,0.012181019196669493
Chemicals and other substances,WA,2023-24p,0.012240709521366269
Chemicals and other substances,TAS,2018-19,0.008216676810712111
Chemicals and other substances,TAS,2019-20,0.006172839506172839
Chemicals and other substances,TAS,2020-21,0.008695652173913044
Chemicals and other substances,TAS,2021-22,0.00563063063063063
Chemicals and other substances,TAS,2022-23,0.007352941176470588
Chemicals and other substances,TAS,2023-24p,0.005917159763313609
Chemicals and other substances,NT,2018-19,0.01021209740769835
Chemicals and other substances,NT,2019-20,0.013559322033898305
Chemicals and other substances,NT,2020-21,0.008598452278589854
Chemicals and other substances,NT,2021-22,0.015267175572519083
Chemicals and other substances,NT,2022-23,0.010319917440660475
Chemicals and other substances,NT,2023-24p,0.015306122448979591
Chemicals and other substances,ACT,2018-19,0.002890173410404624
Chemicals and other substances,ACT,2019-20,0.006336405529953917
Chemicals and other substances,ACT,2020-21,0.003800217155266015
Chemicals and other substances,ACT,2021-22,0.0032258064516129032
Chemicals and other substances,ACT,2022-23,0.006578947368421052
Chemicals and other substances,ACT,2023-24p,0.007348784624081402
Chemicals and other substances,Aus Gov,2018-19,0.0062827225130890054
Chemicals and other substances,Aus Gov,2019-20,0.006003001500750375
Chemicals and other substances,Aus Gov,2020-21,0.00502283105022831
Chemicals and other substances,Aus Gov,2021-22,0.0061147695202257765
Chemicals and other substances,Aus Gov,2022-23,0.004677268475210477
Chemicals and other substances,Aus Gov,2023-24p,0.009255178492728075
Biological factors,AUST,2018-19,0.003638262537024672
Biological factors,AUST,2019-20,0.004026136888654214
Biological factors,AUST,2020-21,0.005233971437253114
Biological factors,AUST,2021-22,0.0777097941137064
Biological factors,AUST,2022-23,0.0605857890635237
Biological factors,AUST,2023-24p,0.026632583503749148
Biological factors,NSW,2018-19,0.004340255873224154
Biological factors,NSW,2019-20,0.004025014212620808
Biological factors,NSW,2020-21,0.0021694688973257123
Biological factors,NSW,2021-22,0.18148671350030543
Biological factors,NSW,2022-23,0.13879813707771443
Biological factors,NSW,2023-24p,0.06153177935427827
Biological factors,VIC,2018-19,0.002638771086608237
Biological factors,VIC,2019-20,0.00234115278363066
Biological factors,VIC,2020-21,0.01882097452834457
Biological factors,VIC,2021-22,0.025284228084807514
Biological factors,VIC,2022-23,0.020444088817763554
Biological factors,VIC,2023-24p,0.007685703773353501
Biological factors,QLD,2018-19,0.0032844696445858113
Biological factors,QLD,2019-20,0.0037075180226570545
Biological factors,QLD,2020-21,0.002475474465939305
Biological factors,QLD,2021-22,0.003639240506329114
Biological factors,QLD,2022-23,0.0032085873464982643
Biological factors,QLD,2023-24p,0.003602134988036705
Biological factors,SA,2018-19,0.0025681266942502497
Biological factors,SA,2019-20,0.002582866982350409
Biological factors,SA,2020-21,0.0031356509884117247
Biological factors,SA,2021-22,0.015062020082693443
Biological factors,SA,2022-23,0.0038098140810728437
Biological factors,SA,2023-24p,0.004056162246489859
Biological factors,WA,2018-19,0.005782804660260227
Biological factors,WA,2019-20,0.005983350676378772
Biological factors,WA,2020-21,0.003197629075027297
Biological factors,WA,2021-22,0.00474238405272888
Biological factors,WA,2022-23,0.00655307994757536
Biological factors,WA,2023-24p,0.009088910063768966
Biological factors,TAS,2018-19,0.002738892270237371
Biological factors,TAS,2019-20,0.016049382716049384
Biological factors,TAS,2020-21,0.002318840579710145
Biological factors,TAS,2021-22,0.00731981981981982
Biological factors,TAS,2022-23,0.007615546218487395
Biological factors,TAS,2023-24p,0.0039447731755424065
Biological factors,NT,2018-19,NP
Biological factors,NT,2019-20,0.00847457627118644
Biological factors,NT,2020-21,0.008598452278589854
Biological factors,NT,2021-22,0.012404580152671756
Biological factors,NT,2022-23,0.005159958720330237
