report_date,state_code,state_name,service_district,lga_name,participant_count
2023-12-31,VIC,Victoria,Barwon,Colac-Otway (S),745
2023-12-31,VIC,Victoria,Barwon,Greater Geelong (C),10187
2023-12-31,VIC,Victoria,Barwon,Queenscliffe (B),41
2023-12-31,VIC,Victoria,Barwon,Surf Coast (S),695
2023-12-31,VIC,Victoria,Bayside Peninsula,Bayside (C),1547
2023-12-31,VIC,Victoria,Bayside Peninsula,Frankston (C),5037
2023-12-31,VIC,Victoria,Bayside Peninsula,Glen Eira (C),2907
2023-12-31,VIC,Victoria,Bayside Peninsula,Kingston (C) (Vic.),3629
2023-12-31,VIC,Victoria,Bayside Peninsula,Mornington Peninsula (S),4642
2023-12-31,VIC,Victoria,Bayside Peninsula,Port Phillip (C),1863
2023-12-31,VIC,Victoria,Bayside Peninsula,Stonnington (C),1278
2023-12-31,VIC,Victoria,Brimbank Melton,Brimbank (C),5399
2023-12-31,VIC,Victoria,Brimbank Melton,Melton (C),6511
2023-12-31,VIC,Victoria,Central Highlands,Ararat (RC),392
2023-12-31,VIC,Victoria,Central Highlands,Ballarat (C),3977
2023-12-31,VIC,Victoria,Central Highlands,Golden Plains (S),770
2023-12-31,VIC,Victoria,Central Highlands,Hepburn (S),366
2023-12-31,VIC,Victoria,Central Highlands,Moorabool (S),1112
2023-12-31,VIC,Victoria,Central Highlands,Pyrenees (S),170
2023-12-31,VIC,Victoria,Goulburn,Greater Shepparton (C),2275
2023-12-31,VIC,Victoria,Goulburn,Mitchell (S),1487
2023-12-31,VIC,Victoria,Goulburn,Moira (S),846
2023-12-31,VIC,Victoria,Goulburn,Murrindindi (S),312
2023-12-31,VIC,Victoria,Goulburn,Strathbogie (S),225
2023-12-31,VIC,Victoria,Hume Moreland,Hume (C),8195
2023-12-31,VIC,Victoria,Hume Moreland,Moreland (C),4118
2023-12-31,VIC,Victoria,Inner East Melbourne,Boroondara (C),2572
2023-12-31,VIC,Victoria,Inner East Melbourne,Manningham (C),2212
2023-12-31,VIC,Victoria,Inner East Melbourne,Monash (C),3295
2023-12-31,VIC,Victoria,Inner East Melbourne,Whitehorse (C),3693
2023-12-31,VIC,Victoria,Inner Gippsland,Bass Coast (S),1002
2023-12-31,VIC,Victoria,Inner Gippsland,Baw Baw (S),1738
2023-12-31,VIC,Victoria,Inner Gippsland,Latrobe (C) (Vic.),3008
2023-12-31,VIC,Victoria,Inner Gippsland,South Gippsland (S),756
2023-12-31,VIC,Victoria,Loddon,Campaspe (S),1217
2023-12-31,VIC,Victoria,Loddon,Central Goldfields (S),501
2023-12-31,VIC,Victoria,Loddon,Greater Bendigo (C),5147
2023-12-31,VIC,Victoria,Loddon,Loddon (S),181
2023-12-31,VIC,Victoria,Loddon,Macedon Ranges (S),1442
2023-12-31,VIC,Victoria,Loddon,Mount Alexander (S),598
2023-12-31,VIC,Victoria,Mallee,Buloke (S),149
2023-12-31,VIC,Victoria,Mallee,Gannawarra (S),249
2023-12-31,VIC,Victoria,Mallee,Mildura (RC),2003
2023-12-31,VIC,Victoria,Mallee,Swan Hill (RC),634
2023-12-31,VIC,Victoria,North East Melbourne,Banyule (C),3363
2023-12-31,VIC,Victoria,North East Melbourne,Darebin (C),3918
2023-12-31,VIC,Victoria,North East Melbourne,Nillumbik (S),1476
2023-12-31,VIC,Victoria,North East Melbourne,Whittlesea (C),6277
2023-12-31,VIC,Victoria,North East Melbourne,Yarra (C),1576
2023-12-31,VIC,Victoria,Other,Other,<11
2023-12-31,VIC,Victoria,Other,Unincorporated Vic,<11
2023-12-31,VIC,Victoria,Outer East Melbourne,Knox (C),4023
2023-12-31,VIC,Victoria,Outer East Melbourne,Maroondah (C),3631
2023-12-31,VIC,Victoria,Outer East Melbourne,Yarra Ranges (S),4423
2023-12-31,VIC,Victoria,Outer Gippsland,East Gippsland (S),1460
2023-12-31,VIC,Victoria,Outer Gippsland,Wellington (S),1310
2023-12-31,VIC,Victoria,Ovens Murray,Alpine (S),224
2023-12-31,VIC,Victoria,Ovens Murray,Benalla (RC),457
2023-12-31,VIC,Victoria,Ovens Murray,Indigo (S),429
2023-12-31,VIC,Victoria,Ovens Murray,Mansfield (S),178
2023-12-31,VIC,Victoria,Ovens Murray,Towong (S),153
2023-12-31,VIC,Victoria,Ovens Murray,Wangaratta (RC),986
2023-12-31,VIC,Victoria,Ovens Murray,Wodonga (C),1855
2023-12-31,VIC,Victoria,Southern Melbourne,Cardinia (S),3302
2023-12-31,VIC,Victoria,Southern Melbourne,Casey (C),9511
2023-12-31,VIC,Victoria,Southern Melbourne,Greater Dandenong (C),3811
2023-12-31,VIC,Victoria,Western District,Corangamite (S),475
2023-12-31,VIC,Victoria,Western District,Glenelg (S),545
2023-12-31,VIC,Victoria,Western District,Hindmarsh (S),125
2023-12-31,VIC,Victoria,Western District,Horsham (RC),651
2023-12-31,VIC,Victoria,Western District,Moyne (S),401
2023-12-31,VIC,Victoria,Western District,Northern Grampians (S),347
2023-12-31,VIC,Victoria,Western District,Southern Grampians (S),439
2023-12-31,VIC,Victoria,Western District,Warrnambool (C),1342
2023-12-31,VIC,Victoria,Western District,West Wimmera (S),70
2023-12-31,VIC,Victoria,Western District,Yarriambiack (S),203
2023-12-31,VIC,Victoria,Western Melbourne,Hobsons Bay (C),2337
2023-12-31,VIC,Victoria,Western Melbourne,Maribyrnong (C),2146
2023-12-31,VIC,Victoria,Western Melbourne,Melbourne (C),1637
2023-12-31,VIC,Victoria,Western Melbourne,Moonee Valley (C),2572
2023-12-31,VIC,Victoria,Western Melbourne,Wyndham (C),8423
2023-12-31,WA,Western Australia,Central North Metro,Cambridge (T),370
2023-12-31,WA,Western Australia,Central North Metro,Claremont (T),177
2023-12-31,WA,Western Australia,Central North Metro,Cottesloe (T),64
2023-12-31,WA,Western Australia,Central North Metro,Mosman Park (T),131
2023-12-31,WA,Western Australia,Central North Metro,Nedlands (C),392
2023-12-31,WA,Western Australia,Central North Metro,Peppermint Grove (S),11
2023-12-31,WA,Western Australia,Central North Metro,Perth (C),339
2023-12-31,WA,Western Australia,Central North Metro,Stirling (C),4043
2023-12-31,WA,Western Australia,Central North Metro,Subiaco (C),253
2023-12-31,WA,Western Australia,Central North Metro,Vincent (C),537
2023-12-31,WA,Western Australia,Central South Metro,Cockburn (C),2634
2023-12-31,WA,Western Australia,Central South Metro,East Fremantle (T),87
2023-12-31,WA,Western Australia,Central South Metro,Fremantle (C),627
2023-12-31,WA,Western Australia,Central South Metro,Kwinana (C),1296
2023-12-31,WA,Western Australia,Central South Metro,Melville (C),1703
2023-12-31,WA,Western Australia,Central South Metro,South Perth (C),608
2023-12-31,WA,Western Australia,Goldfields-Esperance,Coolgardie (S),58
2023-12-31,WA,Western Australia,Goldfields-Esperance,Dundas (S),15
2023-12-31,WA,Western Australia,Goldfields-Esperance,Esperance (S),274
2023-12-31,WA,Western Australia,Goldfields-Esperance,Kalgoorlie/Boulder (C),511
2023-12-31,WA,Western Australia,Goldfields-Esperance,Laverton (S),<11
2023-12-31,WA,Western Australia,Goldfields-Esperance,Leonora (S),13
2023-12-31,WA,Western Australia,Goldfields-Esperance,Menzies (S),<11
2023-12-31,WA,Western Australia,Goldfields-Esperance,Ngaanyatjarraku (S),43
2023-12-31,WA,Western Australia,Goldfields-Esperance,Ravensthorpe (S),23
2023-12-31,WA,Western Australia,Great Southern,Albany (C),932
2023-12-31,WA,Western Australia,Great Southern,Broomehill-Tambellup (S),23
2023-12-31,WA,Western Australia,Great Southern,Cranbrook (S),23
2023-12-31,WA,Western Australia,Great Southern,Denmark (S),98
2023-12-31,WA,Western Australia,Great Southern,Gnowangerup (S),17
2023-12-31,WA,Western Australia,Great Southern,Jerramungup (S),<11
2023-12-31,WA,Western Australia,Great Southern,Katanning (S),59
2023-12-31,WA,Western Australia,Great Southern,Kent (S),<11
2023-12-31,WA,Western Australia,Great Southern,Kojonup (S),20
2023-12-31,WA,Western Australia,Great Southern,Plantagenet (S),96
2023-12-31,WA,Western Australia,Great Southern,Woodanilling (S),<11
2023-12-31,WA,Western Australia,Kimberley-Pilbara,Ashburton (S),74
2023-12-31,WA,Western Australia,Kimberley-Pilbara,Broome (S),426
2023-12-31,WA,Western Australia,Kimberley-Pilbara,Derby-West Kimberley (S),203
2023-12-31,WA,Western Australia,Kimberley-Pilbara,East Pilbara (S),98
2023-12-31,WA,Western Australia,Kimberley-Pilbara,Halls Creek (S),90
2023-12-31,WA,Western Australia,Kimberley-Pilbara,Karratha (C),397
2023-12-31,WA,Western Australia,Kimberley-Pilbara,Port Hedland (T),257
2023-12-31,WA,Western Australia,Kimberley-Pilbara,Wyndham-East Kimberley (S),158
2023-12-31,WA,Western Australia,Midwest-Gascoyne,Carnamah (S),<11
2023-12-31,WA,Western Australia,Midwest-Gascoyne,Carnarvon (S),82
2023-12-31,WA,Western Australia,Midwest-Gascoyne,Chapman Valley (S),31
2023-12-31,WA,Western Australia,Midwest-Gascoyne,Coorow (S),12
2023-12-31,WA,Western Australia,Midwest-Gascoyne,Cue (S),<11
2023-12-31,WA,Western Australia,Midwest-Gascoyne,Exmouth (S),28
2023-12-31,WA,Western Australia,Midwest-Gascoyne,Greater Geraldton (C),1081
2023-12-31,WA,Western Australia,Midwest-Gascoyne,Irwin (S),57
2023-12-31,WA,Western Australia,Midwest-Gascoyne,Meekatharra (S),<11
2023-12-31,WA,Western Australia,Midwest-Gascoyne,Mingenew (S),<11
2023-12-31,WA,Western Australia,Midwest-Gascoyne,Morawa (S),13
2023-12-31,WA,Western Australia,Midwest-Gascoyne,Mount Magnet (S),17
2023-12-31,WA,Western Australia,Midwest-Gascoyne,Murchison (S),<11
2023-12-31,WA,Western Australia,Midwest-Gascoyne,Northampton (S),60
2023-12-31,WA,Western Australia,Midwest-Gascoyne,Perenjori (S),<11
2023-12-31,WA,Western Australia,Midwest-Gascoyne,Shark Bay (S),<11
2023-12-31,WA,Western Australia,Midwest-Gascoyne,Three Springs (S),<11
2023-12-31,WA,Western Australia,Midwest-Gascoyne,Wiluna (S),11
2023-12-31,WA,Western Australia,Midwest-Gascoyne,Yalgoo (S),<11
2023-12-31,WA,Western Australia,North East Metro,Bassendean (T),486
2023-12-31,WA,Western Australia,North East Metro,Bayswater (C),1307
2023-12-31,WA,Western Australia,North East Metro,Kalamunda (C),1307
2023-12-31,WA,Western Australia,North East Metro,Mundaring (S),920
2023-12-31,WA,Western Australia,North East Metro,Swan (C),4273
2023-12-31,WA,Western Australia,North Metro,Joondalup (C),2809
2023-12-31,WA,Western Australia,North Metro,Wanneroo (C),4732
2023-12-31,WA,Western Australia,Other,Anangu Pitjantjatjara (AC),<11
2023-12-31,WA,Western Australia,Other,Central Desert (R),<11
2023-12-31,WA,Western Australia,Other,MacDonnell (R),<11
2023-12-31,WA,Western Australia,Other,Other,<11
2023-12-31,WA,Western Australia,Other,Unincorp. Other Territories,<11
2023-12-31,WA,Western Australia,Other,Unincorporated NT,<11
2023-12-31,WA,Western Australia,South East Metro,Belmont (C),794
2023-12-31,WA,Western Australia,South East Metro,Canning (C),1898
2023-12-31,WA,Western Australia,South East Metro,Gosnells (C),2918
2023-12-31,WA,Western Australia,South East Metro,Victoria Park (T),712
2023-12-31,WA,Western Australia,South Metro,Armadale (C),2429
2023-12-31,WA,Western Australia,South Metro,Mandurah (C),2055
2023-12-31,WA,Western Australia,South Metro,Murray (S),421
2023-12-31,WA,Western Australia,South Metro,Rockingham (C),3410
2023-12-31,WA,Western Australia,South Metro,Serpentine-Jarrahdale (S),648
2023-12-31,WA,Western Australia,South West,Augusta-Margaret River (S),347
2023-12-31,WA,Western Australia,South West,Boyup Brook (S),31
2023-12-31,WA,Western Australia,South West,Bridgetown-Greenbushes (S),172
2023-12-31,WA,Western Australia,South West,Bunbury (C),978
2023-12-31,WA,Western Australia,South West,Busselton (C),944
2023-12-31,WA,Western Australia,South West,Capel (S),433
2023-12-31,WA,Western Australia,South West,Collie (S),220
2023-12-31,WA,Western Australia,South West,Dardanup (S),327
2023-12-31,WA,Western Australia,South West,Donnybrook-Balingup (S),155
2023-12-31,WA,Western Australia,South West,Harvey (S),581
2023-12-31,WA,Western Australia,South West,Manjimup (S),241
2023-12-31,WA,Western Australia,South West,Nannup (S),17
2023-12-31,WA,Western Australia,South West,Waroona (S),68
2023-12-31,WA,Western Australia,Wheat Belt,Beverley (S),31
2023-12-31,WA,Western Australia,Wheat Belt,Boddington (S),23
2023-12-31,WA,Western Australia,Wheat Belt,Brookton (S),19
2023-12-31,WA,Western Australia,Wheat Belt,Bruce Rock (S),13
2023-12-31,WA,Western Australia,Wheat Belt,Chittering (S),111
2023-12-31,WA,Western Australia,Wheat Belt,Corrigin (S),13
2023-12-31,WA,Western Australia,Wheat Belt,Cuballing (S),16
2023-12-31,WA,Western Australia,Wheat Belt,Cunderdin (S),24
2023-12-31,WA,Western Australia,Wheat Belt,Dalwallinu (S),12
2023-12-31,WA,Western Australia,Wheat Belt,Dandaragan (S),43
2023-12-31,WA,Western Australia,Wheat Belt,Dowerin (S),<11
2023-12-31,WA,Western Australia,Wheat Belt,Dumbleyung (S),<11
2023-12-31,WA,Western Australia,Wheat Belt,Gingin (S),88
2023-12-31,WA,Western Australia,Wheat Belt,Goomalling (S),15
2023-12-31,WA,Western Australia,Wheat Belt,Kellerberrin (S),24
2023-12-31,WA,Western Australia,Wheat Belt,Kondinin (S),12
2023-12-31,WA,Western Australia,Wheat Belt,Koorda (S),<11
2023-12-31,WA,Western Australia,Wheat Belt,Kulin (S),<11
2023-12-31,WA,Western Australia,Wheat Belt,Lake Grace (S),14
2023-12-31,WA,Western Australia,Wheat Belt,Merredin (S),59
2023-12-31,WA,Western Australia,Wheat Belt,Moora (S),44
2023-12-31,WA,Western Australia,Wheat Belt,Mount Marshall (S),<11
2023-12-31,WA,Western Australia,Wheat Belt,Mukinbudin (S),<11
2023-12-31,WA,Western Australia,Wheat Belt,Narembeen (S),<11
2023-12-31,WA,Western Australia,Wheat Belt,Narrogin (S),98
2023-12-31,WA,Western Australia,Wheat Belt,Northam (S),291
2023-12-31,WA,Western Australia,Wheat Belt,Nungarin (S),<11
2023-12-31,WA,Western Australia,Wheat Belt,Pingelly (S),29
2023-12-31,WA,Western Australia,Wheat Belt,Quairading (S),14
2023-12-31,WA,Western Australia,Wheat Belt,Tammin (S),<11
2023-12-31,WA,Western Australia,Wheat Belt,Toodyay (S),80
2023-12-31,WA,Western Australia,Wheat Belt,Trayning (S),<11
2023-12-31,WA,Western Australia,Wheat Belt,Victoria Plains (S),11
2023-12-31,WA,Western Australia,Wheat Belt,Wagin (S),16
2023-12-31,WA,Western Australia,Wheat Belt,Wandering (S),<11
2023-12-31,WA,Western Australia,Wheat Belt,West Arthur (S),<11
2023-12-31,WA,Western Australia,Wheat Belt,Westonia (S),<11
2023-12-31,WA,Western Australia,Wheat Belt,Wickepin (S),13
2023-12-31,WA,Western Australia,Wheat Belt,Williams (S),12
2023-12-31,WA,Western Australia,Wheat Belt,Wongan-Ballidu (S),19
2023-12-31,WA,Western Australia,Wheat Belt,Wyalkatchem (S),12
2023-12-31,WA,Western Australia,Wheat Belt,Yilgarn (S),15
2023-12-31,WA,Western Australia,Wheat Belt,York (S),68
2023-09-30,ACT,Australian Capital Territory,ACT,Unincorporated ACT,10594
2023-09-30,ACT,Australian Capital Territory,Other,Other,<11
2023-09-30,MIS,Missing (state information not recorded for these participants),Other,Other,<11
2023-09-30,NSW,New South Wales,Central Coast,Central Coast (C) (NSW),10666
2023-09-30,NSW,New South Wales,Far West,Balranald (A),62
2023-09-30,NSW,New South Wales,Far West,Broken Hill (C),599
2023-09-30,NSW,New South Wales,Far West,Central Darling (A),43
2023-09-30,NSW,New South Wales,Far West,Wentworth (A),182
2023-09-30,NSW,New South Wales,Hunter New England,Armidale Regional (A),785
2023-09-30,NSW,New South Wales,Hunter New England,Cessnock (C),2467
2023-09-30,NSW,New South Wales,Hunter New England,Dungog (A),275
2023-09-30,NSW,New South Wales,Hunter New England,Glen Innes Severn (A),213
2023-09-30,NSW,New South Wales,Hunter New England,Gunnedah (A),339
2023-09-30,NSW,New South Wales,Hunter New England,Gwydir (A),85
2023-09-30,NSW,New South Wales,Hunter New England,Inverell (A),523
2023-09-30,NSW,New South Wales,Hunter New England,Lake Macquarie (C),7323
2023-09-30,NSW,New South Wales,Hunter New England,Liverpool Plains (A),198
2023-09-30,NSW,New South Wales,Hunter New England,Maitland (C),4086
2023-09-30,NSW,New South Wales,Hunter New England,Mid-Coast (A),2815
2023-09-30,NSW,New South Wales,Hunter New England,Moree Plains (A),279
2023-09-30,NSW,New South Wales,Hunter New England,Muswellbrook (A),573
2023-09-30,NSW,New South Wales,Hunter New England,Narrabri (A),283
2023-09-30,NSW,New South Wales,Hunter New England,Newcastle (C),5655
2023-09-30,NSW,New South Wales,Hunter New England,Port Stephens (A),2451
2023-09-30,NSW,New South Wales,Hunter New England,Singleton (A),727
2023-09-30,NSW,New South Wales,Hunter New England,Tamworth Regional (A),1982
2023-09-30,NSW,New South Wales,Hunter New England,Tenterfield (A),132
2023-09-30,NSW,New South Wales,Hunter New England,Upper Hunter Shire (A),288
2023-09-30,NSW,New South Wales,Hunter New England,Uralla (A),161
2023-09-30,NSW,New South Wales,Hunter New England,Walcha (A),38
2023-09-30,NSW,New South Wales,Illawarra Shoalhaven,Kiama (A),337
2023-09-30,NSW,New South Wales,Illawarra Shoalhaven,Shellharbour (C),2156
2023-09-30,NSW,New South Wales,Illawarra Shoalhaven,Shoalhaven (C),3015
2023-09-30,NSW,New South Wales,Illawarra Shoalhaven,Wollongong (C),5397
2023-09-30,NSW,New South Wales,Mid North Coast,Bellingen (A),351
2023-09-30,NSW,New South Wales,Mid North Coast,Coffs Harbour (C),2325
2023-09-30,NSW,New South Wales,Mid North Coast,Kempsey (A),1322
2023-09-30,NSW,New South Wales,Mid North Coast,Nambucca Valley (A),675
2023-09-30,NSW,New South Wales,Mid North Coast,Port Macquarie-Hastings (A),3156
2023-09-30,NSW,New South Wales,Murrumbidgee,Albury (C),2049
2023-09-30,NSW,New South Wales,Murrumbidgee,Berrigan (A),199
2023-09-30,NSW,New South Wales,Murrumbidgee,Bland (A),85
2023-09-30,NSW,New South Wales,Murrumbidgee,Carrathool (A),38
2023-09-30,NSW,New South Wales,Murrumbidgee,Coolamon (A),108
2023-09-30,NSW,New South Wales,Murrumbidgee,Cootamundra-Gundagai Regional (A),300
2023-09-30,NSW,New South Wales,Murrumbidgee,Edward River (A),248
2023-09-30,NSW,New South Wales,Murrumbidgee,Federation (A),321
2023-09-30,NSW,New South Wales,Murrumbidgee,Greater Hume Shire (A),327
2023-09-30,NSW,New South Wales,Murrumbidgee,Griffith (C),528
2023-09-30,NSW,New South Wales,Murrumbidgee,Hay (A),58
2023-09-30,NSW,New South Wales,Murrumbidgee,Hilltops (A),522
2023-09-30,NSW,New South Wales,Murrumbidgee,Junee (A),181
2023-09-30,NSW,New South Wales,Murrumbidgee,Leeton (A),269
2023-09-30,NSW,New South Wales,Murrumbidgee,Lockhart (A),93
2023-09-30,NSW,New South Wales,Murrumbidgee,Murray River (A),206
2023-09-30,NSW,New South Wales,Murrumbidgee,Murrumbidgee (A),65
2023-09-30,NSW,New South Wales,Murrumbidgee,Narrandera (A),170
2023-09-30,NSW,New South Wales,Murrumbidgee,Snowy Valleys (A),350
2023-09-30,NSW,New South Wales,Murrumbidgee,Temora (A),141
2023-09-30,NSW,New South Wales,Murrumbidgee,Wagga Wagga (C),2070
2023-09-30,NSW,New South Wales,Nepean Blue Mountains,Blue Mountains (C),2292
2023-09-30,NSW,New South Wales,Nepean Blue Mountains,Hawkesbury (C),1581
2023-09-30,NSW,New South Wales,Nepean Blue Mountains,Lithgow (C),614
2023-09-30,NSW,New South Wales,Nepean Blue Mountains,Penrith (C),6625
2023-09-30,NSW,New South Wales,North Sydney,Hornsby (A),2664
2023-09-30,NSW,New South Wales,North Sydney,Hunters Hill (A),185
2023-09-30,NSW,New South Wales,North Sydney,Ku-ring-gai (A),1615
2023-09-30,NSW,New South Wales,North Sydney,Lane Cove (A),511
2023-09-30,NSW,New South Wales,North Sydney,Mosman (A),236
2023-09-30,NSW,New South Wales,North Sydney,North Sydney (A),614
2023-09-30,NSW,New South Wales,North Sydney,Northern Beaches (A),3716
2023-09-30,NSW,New South Wales,North Sydney,Ryde (C),2338
2023-09-30,NSW,New South Wales,North Sydney,Willoughby (C),904
2023-09-30,NSW,New South Wales,Northern NSW,Ballina (A),1364
2023-09-30,NSW,New South Wales,Northern NSW,Byron (A),661
2023-09-30,NSW,New South Wales,Northern NSW,Clarence Valley (A),1644
2023-09-30,NSW,New South Wales,Northern NSW,Kyogle (A),252
2023-09-30,NSW,New South Wales,Northern NSW,Lismore (C),1687
2023-09-30,NSW,New South Wales,Northern NSW,Richmond Valley (A),864
2023-09-30,NSW,New South Wales,Northern NSW,Tweed (A),2595
2023-09-30,NSW,New South Wales,Other,Other,<11
2023-09-30,NSW,New South Wales,Other,Unincorp. Other Territories,13
2023-09-30,NSW,New South Wales,Other,Unincorporated NSW,13
2023-09-30,NSW,New South Wales,South Eastern Sydney,Bayside (A),2791
2023-09-30,NSW,New South Wales,South Eastern Sydney,Georges River (A),2435
2023-09-30,NSW,New South Wales,South Eastern Sydney,Randwick (C),2299
2023-09-30,NSW,New South Wales,South Eastern Sydney,Sutherland Shire (A),4143
2023-09-30,NSW,New South Wales,South Eastern Sydney,Waverley (A),718
2023-09-30,NSW,New South Wales,South Eastern Sydney,Woollahra (A),454
2023-09-30,NSW,New South Wales,South Western Sydney,Camden (A),3202
2023-09-30,NSW,New South Wales,South Western Sydney,Campbelltown (C) (NSW),5732
2023-09-30,NSW,New South Wales,South Western Sydney,Canterbury-Bankstown (A),7832
2023-09-30,NSW,New South Wales,South Western Sydney,Fairfield (C),4461
2023-09-30,NSW,New South Wales,South Western Sydney,Liverpool (C),5691
2023-09-30,NSW,New South Wales,South Western Sydney,Wingecarribee (A),1066
2023-09-30,NSW,New South Wales,South Western Sydney,Wollondilly (A),1328
2023-09-30,NSW,New South Wales,Southern NSW,Bega Valley (A),869
2023-09-30,NSW,New South Wales,Southern NSW,Eurobodalla (A),1011
2023-09-30,NSW,New South Wales,Southern NSW,Goulburn Mulwaree (A),1083
2023-09-30,NSW,New South Wales,Southern NSW,Queanbeyan-Palerang Regional (A),1322
2023-09-30,NSW,New South Wales,Southern NSW,Snowy Monaro Regional (A),370
2023-09-30,NSW,New South Wales,Southern NSW,Upper Lachlan Shire (A),163
2023-09-30,NSW,New South Wales,Southern NSW,Yass Valley (A),380
2023-09-30,NSW,New South Wales,Sydney,Burwood (A),553
2023-09-30,NSW,New South Wales,Sydney,Canada Bay (A),1138
2023-09-30,NSW,New South Wales,Sydney,Inner West (A),2874
2023-09-30,NSW,New South Wales,Sydney,Strathfield (A),597
2023-09-30,NSW,New South Wales,Sydney,Sydney (C),2269
2023-09-30,NSW,New South Wales,Western NSW,Bathurst Regional (A),1281
2023-09-30,NSW,New South Wales,Western NSW,Blayney (A),147
2023-09-30,NSW,New South Wales,Western NSW,Bogan (A),63
2023-09-30,NSW,New South Wales,Western NSW,Bourke (A),90
2023-09-30,NSW,New South Wales,Western NSW,Brewarrina (A),24
2023-09-30,NSW,New South Wales,Western NSW,Cabonne (A),233
2023-09-30,NSW,New South Wales,Western NSW,Cobar (A),92
2023-09-30,NSW,New South Wales,Western NSW,Coonamble (A),165
2023-09-30,NSW,New South Wales,Western NSW,Cowra (A),361
2023-09-30,NSW,New South Wales,Western NSW,Dubbo Regional (A),1615
2023-09-30,NSW,New South Wales,Western NSW,Forbes (A),238
2023-09-30,NSW,New South Wales,Western NSW,Gilgandra (A),134
2023-09-30,NSW,New South Wales,Western NSW,Lachlan (A),135
2023-09-30,NSW,New South Wales,Western NSW,Mid-Western Regional (A),624
2023-09-30,NSW,New South Wales,Western NSW,Narromine (A),178
2023-09-30,NSW,New South Wales,Western NSW,Oberon (A),94
2023-09-30,NSW,New South Wales,Western NSW,Orange (C),1513
2023-09-30,NSW,New South Wales,Western NSW,Parkes (A),362
2023-09-30,NSW,New South Wales,Western NSW,Walgett (A),131
2023-09-30,NSW,New South Wales,Western NSW,Warren (A),56
2023-09-30,NSW,New South Wales,Western NSW,Warrumbungle Shire (A),239
2023-09-30,NSW,New South Wales,Western NSW,Weddin (A),77
2023-09-30,NSW,New South Wales,Western Sydney,Blacktown (C),10303
2023-09-30,NSW,New South Wales,Western Sydney,Cumberland (A),5222
2023-09-30,NSW,New South Wales,Western Sydney,Parramatta (C),4388
2023-09-30,NSW,New South Wales,Western Sydney,The Hills Shire (A),3201
2023-09-30,NT,Northern Territory,Barkly,Barkly (R),149
2023-09-30,NT,Northern Territory,Central Australia,Alice Springs (T),773
2023-09-30,NT,Northern Territory,Central Australia,Central Desert (R),68
2023-09-30,NT,Northern Territory,Central Australia,MacDonnell (R),107
2023-09-30,NT,Northern Territory,Darwin Remote,Roper Gulf (R),122
2023-09-30,NT,Northern Territory,Darwin Remote,Tiwi Islands (R),116
2023-09-30,NT,Northern Territory,Darwin Remote,Victoria Daly (R),48
2023-09-30,NT,Northern Territory,Darwin Remote,West Arnhem (R),160
2023-09-30,NT,Northern Territory,Darwin Remote,West Daly (R),64
2023-09-30,NT,Northern Territory,Darwin Urban,Belyuen (S),<11
2023-09-30,NT,Northern Territory,Darwin Urban,Coomalie (S),18
2023-09-30,NT,Northern Territory,Darwin Urban,Darwin (C),1794
2023-09-30,NT,Northern Territory,Darwin Urban,Litchfield (M),442
2023-09-30,NT,Northern Territory,Darwin Urban,Palmerston (C),1201
2023-09-30,NT,Northern Territory,Darwin Urban,Wagait (S),<11
2023-09-30,NT,Northern Territory,East Arnhem,East Arnhem (R),233
2023-09-30,NT,Northern Territory,Katherine,Katherine (T),285
2023-09-30,NT,Northern Territory,Other,Anangu Pitjantjatjara (AC),55
2023-09-30,NT,Northern Territory,Other,East Pilbara (S),<11
2023-09-30,NT,Northern Territory,Other,Ngaanyatjarraku (S),19
2023-09-30,NT,Northern Territory,Other,Other,<11
2023-09-30,NT,Northern Territory,Other,Unincorporated NT,163
2023-09-30,OT,Other Territories (ASGC 2011 'Other Territories' + Norfolk Island from Sep 2019),Other,Unincorp. Other Territories,51
2023-09-30,QLD,Queensland,Beenleigh,Logan (C),10734
2023-09-30,QLD,Queensland,Beenleigh,Redland (C),4401
2023-09-30,QLD,Queensland,Brisbane,Brisbane (C),24842
2023-09-30,QLD,Queensland,Bundaberg,Bundaberg (R),3787
2023-09-30,QLD,Queensland,Caboolture/Strathpine,Moreton Bay (R),14816
2023-09-30,QLD,Queensland,Cairns,Aurukun (S),49
2023-09-30,QLD,Queensland,Cairns,Cairns (R),4180
2023-09-30,QLD,Queensland,Cairns,Cassowary Coast (R),613
2023-09-30,QLD,Queensland,Cairns,Cook (S),62
2023-09-30,QLD,Queensland,Cairns,Croydon (S),<11
2023-09-30,QLD,Queensland,Cairns,Douglas (S),209
2023-09-30,QLD,Queensland,Cairns,Etheridge (S),<11
2023-09-30,QLD,Queensland,Cairns,Hope Vale (S),27
2023-09-30,QLD,Queensland,Cairns,Kowanyama (S),28
2023-09-30,QLD,Queensland,Cairns,Lockhart River (S),<11
2023-09-30,QLD,Queensland,Cairns,Mapoon (S),12
2023-09-30,QLD,Queensland,Cairns,Mareeba (S),503
2023-09-30,QLD,Queensland,Cairns,Napranum (S),21
2023-09-30,QLD,Queensland,Cairns,Northern Peninsula Area (R),55
2023-09-30,QLD,Queensland,Cairns,Pormpuraaw (S),17
2023-09-30,QLD,Queensland,Cairns,Tablelands (R),645
2023-09-30,QLD,Queensland,Cairns,Torres (S),58
2023-09-30,QLD,Queensland,Cairns,Torres Strait Island (R),55
