table,section,category,subcategory,unit,financial_year,state,measure,value
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Education and training,,2023-24,Tas,%,1.5326427787788561
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Education and training,,2023-24,NT,'000,0.26009707378542046
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Education and training,,2023-24,NT,%,1.02344430374881
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Education and training,,2023-24,ACT,'000,0.5787373697085594
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Education and training,,2023-24,ACT,%,2.2772477051527495
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Education and training,,2023-24,Total(a),'000,25.413896274834087
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism characteristic and connected industries,,2023-24,NSW,'000,97.54422988643603
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism characteristic and connected industries,,2023-24,NSW,%,29.24034259084921
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism characteristic and connected industries,,2023-24,Vic,'000,89.4706864502548
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism characteristic and connected industries,,2023-24,Vic,%,26.82017713082267
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism characteristic and connected industries,,2023-24,Qld,'000,75.09032583908596
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism characteristic and connected industries,,2023-24,Qld,%,22.50944884540718
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism characteristic and connected industries,,2023-24,SA,'000,17.774010204281797
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism characteristic and connected industries,,2023-24,SA,%,5.3280255345859135
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism characteristic and connected industries,,2023-24,WA,'000,32.83001406888497
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism characteristic and connected industries,,2023-24,WA,%,9.841287995755483
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism characteristic and connected industries,,2023-24,Tas,'000,10.4850564695585
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism characteristic and connected industries,,2023-24,Tas,%,3.1430525784172785
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism characteristic and connected industries,,2023-24,NT,'000,5.092499108628788
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism characteristic and connected industries,,2023-24,NT,%,1.526552813562231
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism characteristic and connected industries,,2023-24,ACT,'000,5.307866829088542
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism characteristic and connected industries,,2023-24,ACT,%,1.591112510600027
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism characteristic and connected industries,,2023-24,Total(a),'000,333.5946888562194
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,NSW,'000,3.165665053947209
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,NSW,%,28.897974636866547
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,Vic,'000,2.226725172494836
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,Vic,%,20.326802255277737
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,Qld,'000,2.995048532909463
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,Qld,%,27.340490881144667
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,SA,'000,0.7382795186433159
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,SA,%,6.7394315068395
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,WA,'000,0.9847651409320499
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,WA,%,8.98949117514542
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,Tas,'000,0.3280768402877109
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,Tas,%,2.994870287289619
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,NT,'000,0.21053919342259214
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,NT,%,1.9219204078480083
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,ACT,'000,0.30552658509426245
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,ACT,%,2.789018849588526
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,Total(a),'000,10.954626037731437
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs – full time,,2023-24,NSW,'000,100.70989494038324
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs – full time,,2023-24,NSW,%,29.22945731915933
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs – full time,,2023-24,Vic,'000,91.69741162274964
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs – full time,,2023-24,Vic,%,26.613726296618317
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs – full time,,2023-24,Qld,'000,78.08537437199543
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs – full time,,2023-24,Qld,%,22.66304734810731
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs – full time,,2023-24,SA,'000,18.512289722925114
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs – full time,,2023-24,SA,%,5.372899878968858
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs – full time,,2023-24,WA,'000,33.81477920981702
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs – full time,,2023-24,WA,%,9.814205905539211
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs – full time,,2023-24,Tas,'000,10.813133309846211
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs – full time,,2023-24,Tas,%,3.1383412598496663
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs – full time,,2023-24,NT,'000,5.30303830205138
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs – full time,,2023-24,NT,%,1.5391231596799453
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs – full time,,2023-24,ACT,'000,5.613393414182804
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs – full time,,2023-24,ACT,%,1.6291988320773634
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs – full time,,2023-24,Total(a),'000,344.54931489395085
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,NSW,'000,16.263817768523708
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,NSW,%,29.21990428233952
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,Vic,'000,12.943125813382224
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,Vic,%,23.25388188456295
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,Qld,'000,11.102851348202869
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,Qld,%,19.947607521981023
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,SA,'000,4.269783751845513
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,SA,%,7.671179935173322
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,WA,'000,7.325610109270318
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,WA,%,13.161339437588119
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,Tas,'000,2.253140537642859
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,Tas,%,4.048037907311072
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,NT,'000,0.26419424575556205
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,NT,%,0.47465673083615345
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,ACT,'000,1.2375416034601683
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,ACT,%,2.2233923002078413
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,Total(a),'000,55.66006517808322
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Cafes, restaurants and takeaway food services",,2023-24,NSW,'000,35.94458061128194
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Cafes, restaurants and takeaway food services",,2023-24,NSW,%,26.110735459819196
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Cafes, restaurants and takeaway food services",,2023-24,Vic,'000,40.28708475060981
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Cafes, restaurants and takeaway food services",,2023-24,Vic,%,29.265201999333396
