table,section,category,subcategory,unit,financial_year,state,measure,value
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism characteristic and connected industries,,2023-24,NT,%,1.142039079491332
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism characteristic and connected industries,,2023-24,ACT,'000,11.3407
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism characteristic and connected industries,,2023-24,ACT,%,1.6751413147068328
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism characteristic and connected industries,,2023-24,Total(a),'000,676.9996
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,NSW,'000,4.0188
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,NSW,%,27.716053214160098
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,Vic,'000,2.8673
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,Vic,%,19.774619135304384
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,Qld,'000,3.8436
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,Qld,%,26.507769019096685
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,SA,'000,0.9885
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,SA,%,6.817288395092381
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,WA,'000,1.7239
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,WA,%,11.889047510672487
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,Tas,'000,0.452
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,Tas,%,3.1172628776750186
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,NT,'000,0.2408
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,NT,%,1.6607011082835053
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,ACT,'000,0.365
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,ACT,%,2.5172587397154462
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,All other industries,,2023-24,Total(a),'000,14.4999
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs,,2023-24,NSW,'000,194.9597
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs,,2023-24,NSW,%,28.19373825018077
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs,,2023-24,Vic,'000,183.7883
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs,,2023-24,Vic,%,26.578206796818506
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs,,2023-24,Qld,'000,155.9906
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs,,2023-24,Qld,%,22.55829356471439
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs,,2023-24,SA,'000,41.5997
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs,,2023-24,SA,%,6.015864063629791
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs,,2023-24,WA,'000,72.7047
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs,,2023-24,WA,%,10.514056399132322
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs,,2023-24,Tas,'000,22.7789
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs,,2023-24,Tas,%,3.2941287057122195
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs,,2023-24,NT,'000,7.9725
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs,,2023-24,NT,%,1.1529284164859002
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs,,2023-24,ACT,'000,11.7056
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs,,2023-24,ACT,%,1.6927838033261027
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Total tourism filled jobs,,2023-24,Total(a),'000,691.5
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,NSW,'000,14.792682231476292
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,NSW,%,25.888517859846004
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,Vic,'000,16.698574186617776
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,Vic,%,29.223999359923695
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,Qld,'000,13.425548651797133
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,Qld,%,23.49591173605537
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,SA,'000,2.2700162481544863
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,SA,%,3.9727316022135044
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,WA,'000,6.511889890729681
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,WA,%,11.396390127193424
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,Tas,'000,1.5302594623571406
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,Tas,%,2.6780910183506013
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,NT,'000,0.918305754244438
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,NT,%,1.6071172588951042
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,ACT,'000,0.9926583965398315
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,ACT,%,1.7372410375222973
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Accommodation,,2023-24,Total(a),'000,57.139934821916775
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Cafes, restaurants and takeaway food services",,2023-24,NSW,'000,22.55521938871806
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Cafes, restaurants and takeaway food services",,2023-24,NSW,%,28.682368978622247
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Cafes, restaurants and takeaway food services",,2023-24,Vic,'000,24.01061524939019
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Cafes, restaurants and takeaway food services",,2023-24,Vic,%,30.533124689144742
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Cafes, restaurants and takeaway food services",,2023-24,Qld,'000,14.296880604852568
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Cafes, restaurants and takeaway food services",,2023-24,Qld,%,18.180643587834144
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Cafes, restaurants and takeaway food services",,2023-24,SA,'000,4.7180542423251515
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Cafes, restaurants and takeaway food services",,2023-24,SA,%,5.999718748344895
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Cafes, restaurants and takeaway food services",,2023-24,WA,'000,8.75600207811665
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Cafes, restaurants and takeaway food services",,2023-24,WA,%,11.134579453824536
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Cafes, restaurants and takeaway food services",,2023-24,Tas,'000,2.4892653090100216
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Cafes, restaurants and takeaway food services",,2023-24,Tas,%,3.1654769057321737
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Cafes, restaurants and takeaway food services",,2023-24,NT,'000,0.7275145138786512
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Cafes, restaurants and takeaway food services",,2023-24,NT,%,0.9251446135260336
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Cafes, restaurants and takeaway food services",,2023-24,ACT,'000,1.0843721601531398
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Cafes, restaurants and takeaway food services",,2023-24,ACT,%,1.3789430229712225
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Cafes, restaurants and takeaway food services",,2023-24,Total(a),'000,78.63792354644444
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Clubs, pubs, taverns and bars",,2023-24,NSW,'000,5.924248297589951
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Clubs, pubs, taverns and bars",,2023-24,NSW,%,28.683161781183454
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Clubs, pubs, taverns and bars",,2023-24,Vic,'000,5.523184030175463
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Clubs, pubs, taverns and bars",,2023-24,Vic,%,26.74134727763176
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Clubs, pubs, taverns and bars",,2023-24,Qld,'000,4.416501432038881
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Clubs, pubs, taverns and bars",,2023-24,Qld,%,21.38317280414025
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Clubs, pubs, taverns and bars",,2023-24,SA,'000,1.0612440050164769
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Clubs, pubs, taverns and bars",,2023-24,SA,%,5.138176517277631
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Clubs, pubs, taverns and bars",,2023-24,WA,'000,2.3873506627422287
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Clubs, pubs, taverns and bars",,2023-24,WA,%,11.558726415249675
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Clubs, pubs, taverns and bars",,2023-24,Tas,'000,0.7674241314430548
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Clubs, pubs, taverns and bars",,2023-24,Tas,%,3.7156022859339166
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Clubs, pubs, taverns and bars",,2023-24,NT,'000,0.20399282500975346
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Clubs, pubs, taverns and bars",,2023-24,NT,%,0.9876627224310838
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Clubs, pubs, taverns and bars",,2023-24,ACT,'000,0.3701524549342176
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Clubs, pubs, taverns and bars",,2023-24,ACT,%,1.7921501961522357
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Clubs, pubs, taverns and bars",,2023-24,Total(a),'000,20.654097838950026
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Road transport and transport equipment rental,,2023-24,NSW,'000,3.701027502199189
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Road transport and transport equipment rental,,2023-24,NSW,%,24.37270919279728
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Road transport and transport equipment rental,,2023-24,Vic,'000,3.9254949009626414
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Road transport and transport equipment rental,,2023-24,Vic,%,25.85091453714407
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Road transport and transport equipment rental,,2023-24,Qld,'000,3.8678628560967674
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Road transport and transport equipment rental,,2023-24,Qld,%,25.471385050030683
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Road transport and transport equipment rental,,2023-24,SA,'000,0.7925125637654001
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Road transport and transport equipment rental,,2023-24,SA,%,5.219004245932982
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Road transport and transport equipment rental,,2023-24,WA,'000,1.1558232358026665
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Road transport and transport equipment rental,,2023-24,WA,%,7.611546682038196
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Road transport and transport equipment rental,,2023-24,Tas,'000,0.7680253524383668
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Road transport and transport equipment rental,,2023-24,Tas,%,5.057746411382518
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Road transport and transport equipment rental,,2023-24,NT,'000,0.4557876516970612
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Road transport and transport equipment rental,,2023-24,NT,%,3.001539405443352
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Road transport and transport equipment rental,,2023-24,ACT,'000,0.5185956365008259
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Road transport and transport equipment rental,,2023-24,ACT,%,3.4151544752309095
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Road transport and transport equipment rental,,2023-24,Total(a),'000,15.18512969946292
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Air, water and other transport (b)",,2023-24,NSW,'000,6.986612871878276
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Air, water and other transport (b)",,2023-24,NSW,%,24.900966265017548
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Air, water and other transport (b)",,2023-24,Vic,'000,5.736368887407757
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Air, water and other transport (b)",,2023-24,Vic,%,20.44497537912609
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Air, water and other transport (b)",,2023-24,Qld,'000,7.976352117302241
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Air, water and other transport (b)",,2023-24,Qld,%,28.42849298124169
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Air, water and other transport (b)",,2023-24,SA,'000,2.161349405740845
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Air, water and other transport (b)",,2023-24,SA,%,7.703259022107469
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Air, water and other transport (b)",,2023-24,WA,'000,3.023617282836698
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Air, water and other transport (b)",,2023-24,WA,%,10.77646541162935
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Air, water and other transport (b)",,2023-24,Tas,'000,0.9995826877076891
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Air, water and other transport (b)",,2023-24,Tas,%,3.562609699743271
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Air, water and other transport (b)",,2023-24,NT,'000,0.7544491813815335
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Air, water and other transport (b)",,2023-24,NT,%,2.6889300951350865
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Air, water and other transport (b)",,2023-24,ACT,'000,0.419265
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Air, water and other transport (b)",,2023-24,ACT,%,1.4943011459995024
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,"Air, water and other transport (b)",,2023-24,Total(a),'000,28.057597434255037
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Travel agency and tour operator services,,2023-24,NSW,'000,6.469263781297872
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Travel agency and tour operator services,,2023-24,NSW,%,30.97457201467665
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Travel agency and tour operator services,,2023-24,Vic,'000,5.308530422706329
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Travel agency and tour operator services,,2023-24,Vic,%,25.417027876583354
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Travel agency and tour operator services,,2023-24,Qld,'000,5.645450268211578
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Travel agency and tour operator services,,2023-24,Qld,%,27.030186401351745
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Travel agency and tour operator services,,2023-24,SA,'000,0.8388177811856207
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Travel agency and tour operator services,,2023-24,SA,%,4.016225439073493
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Travel agency and tour operator services,,2023-24,WA,'000,1.6333617707420172
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Travel agency and tour operator services,,2023-24,WA,%,7.8204697635189655
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Travel agency and tour operator services,,2023-24,Tas,'000,0.583247620898875
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Travel agency and tour operator services,,2023-24,Tas,%,2.792565900334433
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Travel agency and tour operator services,,2023-24,NT,'000,0.39892217608941555
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Travel agency and tour operator services,,2023-24,NT,%,1.9100231632623512
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Travel agency and tour operator services,,2023-24,ACT,'000,0.008130695844822622
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Travel agency and tour operator services,,2023-24,ACT,%,0.03892944119900534
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Travel agency and tour operator services,,2023-24,Total(a),'000,20.88572451697653
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Cultural services,,2023-24,NSW,'000,2.6598193273970696
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Cultural services,,2023-24,NSW,%,30.878743398002996
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Cultural services,,2023-24,Vic,'000,1.4499987689300713
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Cultural services,,2023-24,Vic,%,16.83352679335119
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Cultural services,,2023-24,Qld,'000,2.7850245231080732
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Cultural services,,2023-24,Qld,%,32.33229291944373
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Cultural services,,2023-24,SA,'000,0.3341472173999982
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Cultural services,,2023-24,SA,%,3.879228215605391
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Cultural services,,2023-24,WA,'000,0.5099210211191842
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Cultural services,,2023-24,WA,%,5.91984583396343
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Cultural services,,2023-24,Tas,'000,0.5168761458600395
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Cultural services,,2023-24,Tas,%,6.000590232638111
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Cultural services,,2023-24,NT,'000,0.25514231850587993
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Cultural services,,2023-24,NT,%,2.9620335870047927
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Cultural services,,2023-24,ACT,'000,0.10282575544973921
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Cultural services,,2023-24,ACT,%,1.1937390199903257
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Cultural services,,2023-24,Total(a),'000,8.613755077770058
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Casinos and other gambling services,,2023-24,NSW,'000,0.5485720361449153
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Casinos and other gambling services,,2023-24,NSW,%,30.350315387337762
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Casinos and other gambling services,,2023-24,Vic,'000,0.3443841258474733
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Casinos and other gambling services,,2023-24,Vic,%,19.05340802151698
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Casinos and other gambling services,,2023-24,Qld,'000,0.4156405749840344
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Casinos and other gambling services,,2023-24,Qld,%,22.995744783475285
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Casinos and other gambling services,,2023-24,SA,'000,0.08969221633375113
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Casinos and other gambling services,,2023-24,SA,%,4.962314653602865
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Casinos and other gambling services,,2023-24,WA,'000,0.1281555896970786
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Casinos and other gambling services,,2023-24,WA,%,7.090340574576954
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Casinos and other gambling services,,2023-24,Tas,'000,0.14365241413609817
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Casinos and other gambling services,,2023-24,Tas,%,7.9477184178438325
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Casinos and other gambling services,,2023-24,NT,'000,0.10885524985886658
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Casinos and other gambling services,,2023-24,NT,%,6.022529307183456
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Casinos and other gambling services,,2023-24,ACT,'000,0.02851512618332564
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Casinos and other gambling services,,2023-24,ACT,%,1.5776288544628685
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Casinos and other gambling services,,2023-24,Total(a),'000,1.807467333185543
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Other sports and recreation services,,2023-24,NSW,'000,4.322309993457054
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Other sports and recreation services,,2023-24,NSW,%,24.650979123094206
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Other sports and recreation services,,2023-24,Vic,'000,4.716067468136605
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Other sports and recreation services,,2023-24,Vic,%,26.89665500071086
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Other sports and recreation services,,2023-24,Qld,'000,5.578624506727698
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Other sports and recreation services,,2023-24,Qld,%,31.815986465361455
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Other sports and recreation services,,2023-24,SA,'000,0.6200853814647425
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Other sports and recreation services,,2023-24,SA,%,3.5364681885755984
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Other sports and recreation services,,2023-24,WA,'000,1.4331027785598562
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Other sports and recreation services,,2023-24,WA,%,8.173265390266907
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Other sports and recreation services,,2023-24,Tas,'000,0.578237655400604
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Other sports and recreation services,,2023-24,Tas,%,3.297802423482947
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Other sports and recreation services,,2023-24,NT,'000,0.1594348064663456
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Other sports and recreation services,,2023-24,NT,%,0.9092878788531763
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Other sports and recreation services,,2023-24,ACT,'000,0.12616708006379282
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Other sports and recreation services,,2023-24,ACT,%,0.7195555296548201
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Other sports and recreation services,,2023-24,Total(a),'000,17.534029670276702
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Retail trade,,2023-24,NSW,'000,20.45428861795185
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Retail trade,,2023-24,NSW,%,34.281812026850325
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Retail trade,,2023-24,Vic,'000,14.54013130647221
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Retail trade,,2023-24,Vic,%,24.369561689704685
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Retail trade,,2023-24,Qld,'000,12.043348296842316
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Retail trade,,2023-24,Qld,%,20.18490157237148
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Retail trade,,2023-24,SA,'000,3.806796347893908
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Retail trade,,2023-24,SA,%,6.380269647141952
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Retail trade,,2023-24,WA,'000,5.1731419173212805
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Retail trade,,2023-24,WA,%,8.670293164934636
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Retail trade,,2023-24,Tas,'000,1.7189814442440163
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Retail trade,,2023-24,Tas,%,2.8810485590536214
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Retail trade,,2023-24,NT,'000,0.849997557711422
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Retail trade,,2023-24,NT,%,1.4246135390487444
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Retail trade,,2023-24,ACT,'000,1.0784471537102873
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Retail trade,,2023-24,ACT,%,1.80749980089456
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Retail trade,,2023-24,Total(a),'000,59.665132642147285
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Education and training,,2023-24,NSW,'000,9.130185838325504
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Education and training,,2023-24,NSW,%,35.925958536970185
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Education and training,,2023-24,Vic,'000,7.217337103608289
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Education and training,,2023-24,Vic,%,28.39917589006295
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Education and training,,2023-24,Qld,'000,4.639092007124671
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Education and training,,2023-24,Qld,%,18.254154958987915
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Education and training,,2023-24,SA,'000,1.0812947950014193
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Education and training,,2023-24,SA,%,4.254738365608909
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Education and training,,2023-24,WA,'000,2.117647841217628
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Education and training,,2023-24,WA,%,8.332637460689615
Table 7,Tourism characteristic and connected industries,Tourism filled jobs  - Total,Education and training,,2023-24,Tas,'000,0.3895042460625933
