tribunal_id,name,federal_court_no,federal_court_case_name,determination_date,nntr_registration_date,determined_method,determination_status,determined_outcome,rntbc_name,related_native_title_determination_application,area_sqkm,date_currency,linked_federal_court_judgment_url,jurisdiction,overlap_note,date_extracted,claimant_type,centroid_longitude,centroid_latitude
QCD2019/008,Butchulla People Land & Sea Claim #2,QUD460/2018,Cronin on behalf of the Butchulla People (land & sea claim #2) v State of Queensland,2019-12-13,2019-12-17,Consent,In effect - Finalised,Native title exists in the entire determination area,Butchulla Native Title Aboriginal Corporation RNTBC,QC2009/005,1803.7971,2025-07-23,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2019/2019fca2082,QLD,,2025-07-24,Claimant,152.85184864294126,-25.538120286590708
QCD2019/009,Mardigan People,QUD7/2019,Anderson on behalf of the Mardigan People v State of Queensland ,2019-12-18,2019-12-20,Consent,In effect - Finalised,Native title does not exist,,QC2007/001,15407.2993,2020-01-22,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2019/2019fca2140,QLD,,2025-04-03,Claimant,144.6050642105288,-26.837701791205244
QCD2020/001,Yuwibara People,QUD12/2019,Mooney on behalf of the Yuwibara People and State of Queensland,2020-02-25,2020-03-26,Consent,In effect - Finalised,Native title exists in the entire determination area,Yuwi Aboriginal Corporation RNTBC,QC2013/007,3140.7324,2025-03-25,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2020/2020fca0170,QLD,,2025-04-03,Claimant,149.16882215003793,-21.15849535691435
QCD2020/002,Gkuthaarn and Kukatj People,QUD29/2019,George on behalf of the Gkuthaarn and Kukatj People v State of Queensland,2020-09-29,2020-09-30,Consent,In effect - Finalised,Native title exists in parts of the determination area,Gkuthaarn and Kukatj Aboriginal Corporation RNTBC,QC2012/019,16497.6331,2023-07-12,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2020/2020fca1310,QLD,,2025-04-03,Claimant,140.49697518817098,-18.156220615850923
QCD2021/001,Wangkamahdla People Part A,QUD52/2016,Sailor on behalf of the Wangkamahdla People v State of Queensland,2021-07-14,2021-07-15,Consent,In effect - Finalised,Native title exists in the entire determination area,Mulligan River Aboriginal Corporation RNTBC,QC2016/001,29235.4387,2024-05-22,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2021/2021fca0790,QLD,,2025-04-03,Claimant,138.625078244095,-23.732586600180905
QCD2021/002,Warrgamay People,QUD882/2015,Ryan (Snr) on behalf of the Warrgamay People v State of Queensland,2021-08-18,2021-08-20,Consent,In effect - Finalised,Native title exists in the entire determination area,Warrgamay Traditional Owners Aboriginal Corporation RNTBC,QC2015/013,1856.917,2023-01-27,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2021/2021fca0977,QLD,,2025-04-03,Claimant,145.85478301705714,-18.516111364973238
QCD2021/003,Waanyi People #2,QUD747/2018,Rockland on behalf of the Waanyi People v State of Queensland,2021-09-22,2021-09-23,Consent,In effect - Finalised,Native title exists in the entire determination area,Waanyi Native Title Aboriginal Corporation RNTBC,QC2018/004,438.0744,2021-10-04,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2021/2021fca1139,QLD,,2025-04-03,Claimant,138.3180101221203,-17.748041534908044
QCD2021/004,Koa People ,QUD592/2015,Button on behalf of the Koa People v State of Queensland,2021-10-06,2021-10-11,Consent,In effect - Finalised,Native title exists in the entire determination area,Guwa-Koa Aboriginal Corporation RNTBC,QC2015/007,8655.4613,2021-10-13,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2021/2021fca1190,QLD,,2025-04-03,Claimant,141.8987228294505,-22.23796910201204
QCD2021/005,Yuwaalaraay/Euahlayi People,QUD32/2017,Knox on behalf of the Yuwaalaraay/Euahlayi People v State of Queensland,2021-11-22,2021-11-24,Consent,In effect - Finalised,Native title exists in the entire determination area,Yuwaalaraay Euahlayi Aboriginal Corporation RNTBC,QC2017/001,124.1577,2021-12-01,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2021/2021fca1440,QLD,,2025-04-03,Claimant,148.0251609512685,-28.73343223905095
QCD2021/006,Kuuku Ya’u,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 2) (Kuuku Ya'u),2021-11-25,2021-11-25,Consent,In effect - Finalised,Native title exists in the entire determination area,Kaapay Kuuyun Aboriginal Corporation RNTBC,QC2014/008,1201.8197,2021-12-02,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2021/2021fca1464,QLD, ,2025-04-03,Claimant,143.2470977987824,-12.724896973688972
QCD2021/007,Uutaalnganu (Night Island) determination,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 3) (Uutaalnganu (Night Island) determination),2021-11-25,2021-11-25,Consent,In effect - Finalised,Native title exists in the entire determination area,Uutaalnganu Aboriginal Corporation RNTBC,QC2014/008,984.7657,2025-06-13,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2021/2021fca1465,QLD,,2025-06-16,Claimant,143.43307056941367,-13.12401585361567
QCD2021/008,Woppaburra People,QUD16/2019,Muir on behalf of the Woppaburra People v State of Queensland,2021-12-03,2021-12-07,Consent,In effect - Finalised,Native title exists in the entire determination area,Woppaburra Saltwater Aboriginal Corporation RNTBC,QC2013/008,567.3607,2021-12-07,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2021/2021fca1505,QLD,,2025-04-03,Claimant,150.98543752787108,-23.143657013105088
QCD2022/001,Clermont-Belyando Area Native Title Claim,QUD25/2019,Patrick Malone & Ors on behalf of the Clermont-Belyando Area Native Title Claim Group,2022-03-11,2022-03-21,Litigated,In effect - Finalised,Native title does not exist,,QC2004/006,30198.2716,2024-12-13,https://www.comcourts.gov.au/file/Federal/P/QUD25/2019/actions,QLD,,2025-04-03,Claimant,146.87701519369074,-22.82230581620899
QCD2022/002,Kunja People,QUD598/2015,McKellar on behalf of the Kunja People v State of Queensland,2022-03-22,2022-03-24,Consent,In effect - Finalised,Native title exists in the entire determination area,Kunja Aboriginal Corporation RNTBC,QC2015/008,234.5286,2023-08-24,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2022/2022fca0245,QLD,,2025-04-03,Claimant,145.58417971502993,-28.219747007710268
QCD2022/003,Wakka Wakka People #3 - Part A & B,QUD276/2019,Bell on behalf of the Wakka Wakka People #3 (No 2) v State of Queensland,2022-04-12,2022-04-19,Consent,In effect - Finalised,Native title exists in the entire determination area,Wakka Wakka Native Title Aboriginal Corporation RNTBC,QC2016/003,988.1181,2026-05-12,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2022/2022fca0370,QLD,,2026-05-13,Claimant,151.88395807330173,-26.297877223517876
QCD2022/004,Wakka Wakka People #4 - Part A,QUD277/2019,Bell on behalf of the Wakka Wakka People #4 (No 2) v State of Queensland,2022-04-12,2022-04-19,Consent,In effect - Finalised,Native title exists in the entire determination area,Wakka Wakka Native Title Aboriginal Corporation RNTBC,QC2012/003,189.6724,2022-04-29,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2022/2022fca0371,QLD,,2025-04-03,Claimant,152.0214137172733,-25.553747017733166
QCD2022/005,Northern Kaanju People,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 6) (Northern Kaanju determination),2022-07-05,2022-07-12,Consent,In effect - Finalised,Native title exists in the entire determination area,Northern Kaanju Aboriginal Corporation RNTBC,QC2014/008,4986.5078,2023-08-01,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2022/2022fca0770,QLD,,2025-04-03,Claimant,142.9111944938503,-12.885313052736691
QCD2022/006,Southern Kaantju People,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 7) (Southern Kaantju determination),2022-07-05,2022-07-12,Consent,In effect - Finalised,Native title exists in the entire determination area,Southern Kaantju Aboriginal Corporation RNTBC,QC2014/008,3875.6911,2023-08-01,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2022/2022fca0771,QLD,,2025-04-03,Claimant,143.16653155496581,-13.617697482382294
QCD2022/007,Ayapathu People,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 8) (Ayapathu determination),2022-07-06,2022-07-12,Consent,In effect - Finalised,Native title exists in the entire determination area,Ayapathu Aboriginal Corporation RNTBC,QC2014/008,2764.3886,2024-04-15,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2022/2022fca0772,QLD,,2025-04-03,Claimant,143.22545081530967,-14.192179563276461
QCD2022/008,Lama Lama People,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 9) (Lama Lama determination),2022-07-06,2022-07-12,Consent,In effect - Finalised,Native title exists in the entire determination area,Lama Lama Aboriginal Corporation RNTBC,QC2014/008,3275.2983,2022-07-19,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2022/2022fca0773,QLD,,2025-04-03,Claimant,143.76115597756453,-14.454407387436737
QCD2022/009,Kurtjar People,QUD483/2015,Rainbow on behalf of the Kurtjar People v State of Queensland (No 3),2022-07-26,2022-07-29,Litigated,In effect - Finalised,Native title exists in the entire determination area,Mpundwithal Aboriginal Corporation RNTBC,QC2015/006,12122.3042,2023-01-24,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2022/2022fca0824,QLD,,2025-11-21,Claimant,141.7839483277133,-17.089857634767927
QCD2022/010,Atambaya,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 11) (Atambaya determination),2022-10-06,2022-10-10,Consent,In effect - Finalised,Native title exists in the entire determination area,Atambaya Native Title Aboriginal Corporation RNTBC,QC2014/008,1192.5177,2023-08-01,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2022/2022fca1176,QLD,,2025-04-03,Claimant,142.59390328406326,-11.860245777042957
QCD2022/011,Gudang Yadhaykenu,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 12) (Gudang Yadhaykenu determination),2022-10-06,2022-10-10,Consent,In effect - Finalised,Native title exists in the entire determination area,Gudang Yadhaykenu Native Title Aboriginal Corporation RNTBC,QC2014/008,19.8387,2025-06-13,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2022/2022fca1177,QLD,,2025-06-16,Claimant,142.81971050606427,-11.604330812978516
QCD2022/012,NCY#2 independent parcels,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 13) (NCY#2 independent parcels determination),2022-10-06,2022-10-11,Consent,In effect - Finalised,Native title exists in the entire determination area,Mokwiri Aboriginal Corporation RNTBC,QC2014/008,0.0816,2022-10-18,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2022/2022fca1178,QLD,,2025-04-03,Claimant,141.75050971994543,-12.447188881588554
QCD2022/013,Torres Strait Regional Seas Claim,"QUD27/2019, QUD26/2019, QUD10/2019, QUD24/2019, QUD114/2017, QUD115/2017, QUD227/2022",David on behalf of the Torres Strait Regional Seas Claim v State of Queensland,2022-11-30,2022-12-05,Consent,In effect - Finalised,Native title exists in the entire determination area,"Gudang Yadhaykenu Native Title Aboriginal Corporation RNTBC, Northern Cape and Torres Strait United Indigenous Corporation RNTBC, Seven Rivers Aboriginal Corporation RNTBC","QC2001/042, QC2008/006, QC2008/007, QC2010/003, QC2017/002, QC2017/003, QC2022/001",22010.6662,2025-06-13,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2022/2022fca1430,QLD,,2025-06-16,Claimant,143.0202720485424,-11.022124006011607
QCD2023/001,Taepithiggi People,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 14) (Taepithiggi determination),2023-07-05,2023-07-12,Consent,In effect - Finalised,Native title exists in the entire determination area,Mokwiri Aboriginal Corporation RNTBC,QC2014/008,803.2368,2023-07-21,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca0731,QLD,,2025-04-03,Claimant,142.35205505230505,-12.329738661203901
QCD2023/002,Weipa Peninsula People,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 15) (Weipa Peninsula People determination),2023-07-05,2023-07-12,Consent,In effect - Finalised,Native title exists in the entire determination area,Weipa Peninsula People Aboriginal Corporation RNTBC,QC2014/008,2450.9446,2023-08-03,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca0732,QLD,,2025-04-03,Claimant,142.44259251526742,-12.75485889967244
QCD2023/003,Central West Wik determination,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 16) (Central West Wik determination),2023-07-06,2023-07-12,Consent,In effect - Finalised,Native title exists in the entire determination area,Ngan Aak-Kunch Aboriginal Corporation RNTBC,QC2014/008,4318.0185,2023-08-01,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca0733,QLD,,2025-04-03,Claimant,142.49872819844182,-13.428168366453447
QCD2023/004,Umpila determination,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 17) (Umpila determination),2023-07-06,2023-07-12,Consent,In effect - Finalised,Native title exists in the entire determination area,Umpila Aboriginal Corporation RNTBC,QC2014/008,775.5279,2023-07-21,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca0734,QLD,,2025-04-03,Claimant,143.50631541983182,-13.670311840329871
QCD2023/005,Atambaya #2 determination,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 18) (Atambaya #2 determination),2023-07-10,2023-07-12,Consent,In effect - Finalised,Native title exists in the entire determination area,Atambaya Native Title Aboriginal Corporation RNTBC,QC2014/008,581.7128,2023-08-01,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca0735,QLD,,2025-04-03,Claimant,142.52723329564526,-12.231855657038436
QCD2023/006,Wakaman People #3,QUD746/2015,Alvoen on behalf of the Wakaman People v State of Queensland,2023-08-18,2023-08-24,Consent,In effect - Finalised,Native title exists in the entire determination area,Wakaman Kung Kung Aboriginal Corporation RNTBC,QC2015/011,338.5352,2023-09-07,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca0953,QLD,,2025-04-03,Claimant,144.42030475984018,-17.341504097749254
QCD2023/007,Wakaman People #4,QUD728/2017,Alvoen on behalf of the Wakaman People v State of Queensland,2023-08-18,2023-08-24,Consent,In effect - Finalised,Native title exists in the entire determination area,Wakaman Kung Kung Aboriginal Corporation RNTBC,QC2017/014,589.1322,2023-09-07,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca0953,QLD,,2025-04-03,Claimant,144.57890011027,-17.441637466207467
QCD2023/008,Wakaman People #5,QUD178/2018,Alvoen on behalf of the Wakaman People v State of Queensland,2023-08-18,2023-08-24,Consent,In effect - Finalised,Native title exists in the entire determination area,Wakaman Kung Kung Aboriginal Corporation RNTBC,QC2018/001,6216.089,2023-11-24,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca0953,QLD,,2025-04-03,Claimant,144.29657895079885,-17.38186900831613
QCD2023/009,Wakka Wakka People #4 - Part B,QUD277/2019,Bell on behalf of the Wakka Wakka People #4 v State of Queensland (No 3),2023-09-21,2023-09-26,Consent,In effect - Finalised,Native title exists in the entire determination area,Wakka Wakka Native Title Aboriginal Corporation RNTBC,QC2012/003,89.1984,2023-10-04,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca1114,QLD,,2025-04-03,Claimant,151.311568817543,-25.458315512525317
QCD2023/010,Kuku Warra determination,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 19) (Kuku Warra determination),2023-11-02,2023-11-24,Consent,In effect - Finalised,Native title exists in the entire determination area,Kuku Warra Aboriginal Corporation RNTBC,QC2014/008,3305.3863,2023-12-06,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca1314,QLD,,2025-04-03,Claimant,144.42665580504493,-15.356829816912205
QCD2023/011,Thaypan determination,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 20) (Thaypan determination),2023-11-02,2023-11-24,Consent,In effect - Finalised,Native title exists in the entire determination area,Awu-Laya Indigenous Corporation RNTBC,QC2014/008,3603.4648,2023-12-06,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca1315,QLD,,2025-04-03,Claimant,143.82125442484454,-14.940519069624546
QCD2023/012,Possum determination,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 21) (Possum determination),2023-11-02,2023-11-24,Consent,In effect - Finalised,Native title exists in the entire determination area,Kuku Possum Aboriginal Corporation RNTBC,QC2014/008,3751.8352,2023-12-06,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca1316,QLD,,2026-02-26,Claimant,144.01945589394708,-15.535705971726019
QCD2023/013,Wik and Wik Way independent parcels determination,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 22) (Wik and Wik Way independent parcels determination),2023-11-02,2023-11-24,Consent,In effect - Finalised,Native title exists in the entire determination area,Ngan Aak-Kunch Aboriginal Corporation RNTBC,QC2014/008,2.9152,2023-12-06,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca1317,QLD,,2025-04-03,Claimant,141.72331753224046,-13.354030392864686
QCD2023/014,Darumbal People,QUD30/2019,Hatfield on behalf of the Darumbal People v State of Queensland,2023-12-01,2023-12-18,Consent,In effect - Finalised,Native title exists in parts of the determination area,Darumbal People Aboriginal Corporation RNTBC,QC2012/008,103.5113,2023-12-13,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca1480,QLD,,2025-04-03,Claimant,149.8963536971802,-22.912840335190307
QCD2024/002,Kabi Kabi First Nation Traditional Owners Native Title Claim Group,QUD20/2019,Douglas on behalf of the Kabi Kabi First Nation Traditional Owners Native Title Claim Group v State of Queensland (No 5) ,2024-06-17,2024-10-25,Consent,In effect - Finalised,Native title exists in the entire determination area,Kabi Kabi Peoples Aboriginal Corporation RNTBC,QC2018/007,3655.5519,2024-11-22,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca0645,QLD,,2025-04-03,Claimant,152.59484970081303,-26.15503921578593
QCD2024/003,Wongkumara People - Queensland Part A Area,QUD851/2018,McKellar on behalf of the Wongkumara People v State of Queensland [Queensland Part A Area],2024-07-03,2024-07-09,Consent,In effect - Finalised,Native title exists in the entire determination area,Wangkumarra Kawalanyi Aboriginal Corporation RNTBC,QC2008/003,35522.2243,2024-07-16,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca0699,QLD,,2025-04-03,Claimant,141.93962093766618,-27.545187893988267
QCD2024/004,Yandruwandha Yawarrawarrka & Wongkumara Peoples - Queensland Part B Area,"QUD851/2018, QUD133/2021",Paterson on behalf of the Yandruwandha Yawarrawarrka People v State of Queensland [Queensland Part B Area],2024-07-03,2024-07-09,Consent,In effect - Finalised,Native title exists in the entire determination area,"Yandruwandha Yawarrawarrka Traditional Land Owners (Aboriginal Corporation) RNTBC, Wangkumarra Kawalanyi Aboriginal Corporation RNTBC","QC2008/003, QC2021/002",6363.4074,2024-07-16,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca0700,QLD,,2025-04-03,Claimant,141.1765747894836,-27.67555975431679
QCD2024/005,Olkola determination,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 24) (Olkola determination),2024-07-10,2024-07-31,Consent,In effect - Finalised,Native title exists in the entire determination area,Ut-Alkar Aboriginal Corporation RNTBC,QC2014/008,13006.6476,2024-09-03,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca0740,QLD,,2025-04-03,Claimant,143.1766640003033,-15.153064868901371
QCD2024/006,Kunjen Olkol determination,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 25) (Kunjen Olkol determination),2024-07-10,2024-08-02,Consent,In effect - Finalised,Native title exists in the entire determination area,Kunjen Olkol Aboriginal Corporation RNTBC,QC2014/008,4467.6747,2024-07-26,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca0741,QLD,,2025-04-03,Claimant,143.33308067436542,-15.934709736431275
QCD2024/007,Kowanyama People #2 determination,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 26) (Kowanyama People #2 determination),2024-07-11,2024-08-06,Consent,In effect - Finalised,Native title exists in the entire determination area,Kowanyama People Kunjen Olkol and Olkola Aboriginal Corporation RNTBC,QC2014/008,218.6649,2024-08-02,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca0742,QLD,,2025-04-03,Claimant,142.1046128717962,-15.319523669967035
QCD2024/008,Kowanyama People #3 identified parcels determination,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 27) (Kowanyama People #3 identified parcels determination),2024-07-11,2024-08-06,Consent,In effect - Finalised,Native title exists in the entire determination area,Abm Elgoring Ambung Aboriginal Corporation RNTBC,QC2014/008,0.2215,2024-07-30,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca0743,QLD,,2025-04-03,Claimant,142.02863080096927,-15.699724490089807
QCD2024/009,Kunjen Olkol and Kowanyama People jointly held area determination,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 28) (Kunjen Olkol and Kowanyama People jointly held area determination),2024-07-12,2024-08-07,Consent,In effect - Finalised,Native title exists in the entire determination area,Kowanyama People Kunjen Olkol and Olkola Aboriginal Corporation RNTBC,QC2014/008,936.17,2024-07-31,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca0744,QLD,,2025-04-03,Claimant,142.39686052870135,-15.560033233951682
QCD2024/010,Kunjen Olkol and Olkola jointly held area determination,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 29) (Kunjen Olkol and Olkola jointly held area determination),2024-07-12,2024-08-09,Consent,In effect - Finalised,Native title exists in the entire determination area,Kowanyama People Kunjen Olkol and Olkola Aboriginal Corporation RNTBC,QC2014/008,1844.2704,2024-07-26,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca0745,QLD,N,2025-04-03,Claimant,142.66395879354977,-15.541353138423421
QCD2024/011,"Kowanyama People, Kunjen Olkol and Olkola jointly held area determination",QUD673/2014,"Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 30)  (Kowanyama People, Kunjen Olkol and Olkola jointly held area determination)",2024-07-12,2024-08-12,Consent,In effect - Finalised,Native title exists in the entire determination area,Kowanyama People Kunjen Olkol and Olkola Aboriginal Corporation RNTBC,QC2014/008,132.4178,2024-07-26,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca0746,QLD,N,2025-04-03,Claimant,142.54323173669192,-15.629518452003126
QCD2024/012,Southern Kaantju #2 determination,QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 31) (Southern Kaantju #2 determination),2024-07-12,2024-08-12,Consent,In effect - Finalised,Native title exists in the entire determination area,Southern Kaantju Aboriginal Corporation RNTBC,QC2014/008,0.0412,2024-07-30,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca0747,QLD,,2025-04-03,Claimant,143.12801087434693,-13.773045020678886
QCD2024/013,Mitakoodi and Mayi People #5 Part A,QUD556/2015,Kum Sing on behalf of the Mitakoodi and Mayi People #5 v State of Queensland (No 3),2024-08-22,2024-08-29,Consent,In effect - Finalised,Native title exists in the entire determination area,Mitakoodi and Mayi People Native Title Aboriginal Corporation RNTBC,QC2015/009,16860.1705,2025-07-23,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca0935,QLD,,2025-07-24,Claimant,140.851522750649,-20.31288306255993
QCD2024/014,Jirrbal People #4,QUD983/2015,Braun on behalf of the Jirrbal People #4 v State of Queensland (No 2),2024-09-06,2024-09-12,Consent,In effect - Finalised,Native title exists in the entire determination area,Wabubadda Aboriginal Corporation RNTBC,QC2015/014,822.5168,2025-08-04,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca1018,QLD,,2025-08-05,Claimant,145.49254136112762,-17.751066433639007
QCD2024/015,Iman People #4,QUD413/2017,Doyle on behalf of the Iman People #4 v State of Queensland,2024-09-12,2024-09-17,Consent,In effect - Finalised,Native title exists in the entire determination area,Wardingarri Aboriginal Corporation RNTBC,QC2017/008,2044.1586,2024-10-02,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca1045,QLD,,2025-04-03,Claimant,149.28401159516295,-25.85616663501708
QCD2024/016,"Badulgal, Mualgal & Kaurareg Peoples (Warral & Ului)",QUD9/2019,"Nona on behalf of the Badulgal, Mualgal and Kaurareg Peoples (Warral & Ului) v State of Queensland (No 6)",2024-10-04,2024-10-14,Consent,In effect - Finalised,Native title exists in the entire determination area,Badu Ar Mua Migi Lagal (Torres Strait Islanders) Corporation RNTBC,QC2002/002,6.1355,2024-10-17,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca1162,QLD,,2025-04-03,Claimant,142.1141520507187,-10.368388077073876
QCD2024/017,Cape York United #1 Claim Group (No 32) (Central West Wik People and Northern Kaanju People overlap area - Part of Lot 2 on SP140870 determination),QUD673/2014,Ross on behalf of the Cape York United #1 Claim Group v State of Queensland (No 32) (Central West Wik People and Northern Kaanju People overlap area - Part of Lot 2 on SP140870 determination),2024-11-25,2024-12-09,Consent,In effect - Finalised,Native title exists in the entire determination area,"Northern Kaanju Aboriginal Corporation RNTBC, Ngan Aak-Kunch Aboriginal Corporation RNTBC",QC2014/008,25.9304,2024-12-11,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca1360,QLD,,2025-08-04,Claimant,142.77907799813732,-13.13684635628298
QCD2024/018,Barada Kabalbara and Yetimarala People #1,QUD13/2019,Dallachy on behalf of the Barada Kabalbara and Yetimarala People #1 v State of Queensland (Consent Determination),2024-12-06,2024-12-13,Consent,In effect - Finalised,Native title exists in the entire determination area,Bulgan Tara Yanal Aboriginal Corporation RNTBC,QC2013/004,1262.1675,2025-05-16,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca1391,QLD,,2025-05-19,Claimant,149.3808288749063,-22.92544410931477
QCD2024/019,Barada Kabalbara and Yetimarala People #2,QUD15/2019,Dallachy on behalf of the Barada Kabalbara and Yetimarala People #2 v State of Queensland (Consent Determination),2024-12-06,2024-12-13,Consent,In effect - Finalised,Native title exists in the entire determination area,Bulgan Tara Yanal Aboriginal Corporation RNTBC,QC2013/005,92.102,2024-12-16,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca1392,QLD,,2025-07-31,Claimant,149.83600472402932,-22.943633189736676
QND2002/001,Castle Hills,QUD6303/1998,Kennedy v State of Queensland,2002-06-13,2002-06-13,Unopposed,In effect - Finalised,Native title does not exist,,QN1998/004,237.3105,2021-04-01,http://www.austlii.edu.au/au/cases/cth/FCA/2002/747.html,QLD,,2025-04-03,Non-Claimant,142.25328272142136,-22.16457876989394
QND2002/002,Ilfracombe Shire Council,QUD6006/1999,Ilfracombe Shire Council v State of Queensland,2002-06-20,2002-06-25,Consent,In effect - Finalised,Native title does not exist,,QN1999/001,6.2338,2013-05-24,https://www.comcourts.gov.au/file/Federal/P/QUD6006/1999/actions,QLD,,2025-04-03,Non-Claimant,144.50070658406983,-23.48834042937962
