tribunal_id,name,federal_court_no,federal_court_case_name,determination_date,nntr_registration_date,determined_method,determination_status,determined_outcome,rntbc_name,related_native_title_determination_application,area_sqkm,date_currency,linked_federal_court_judgment_url,jurisdiction,overlap_note,date_extracted,claimant_type,centroid_longitude,centroid_latitude
QND2011/001,Blackwater Accommodation Village Pty Ltd,QUD250/2010,Blackwater Accommodation Village Pty Ltd v State of Queensland ,2011-04-12,2011-04-20,Unopposed,In effect - Finalised,Native title does not exist,,QN2010/001,0.1405,2026-01-13,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2011/2011fca0355,QLD,,2026-01-14,Non-Claimant,148.88932174655363,-23.57320245970279
QND2013/001,Qantac Pty Ltd,QUD188/2012,Qantac Pty Ltd v State of Queensland,2013-09-09,2013-09-12,Consent,In effect - Finalised,Native title does not exist,,QN2012/001,0.0732,2026-01-13,https://www.comcourts.gov.au/file/Federal/P/QUD188/2012/actions,QLD,,2026-01-14,Non-Claimant,148.89158618953388,-23.581283752660205
QND2015/001,Freight Terminals Pty Ltd V State of QLD,QUD404/2014,Freight Terminals Pty Ltd v State of Queensland,2015-08-21,2015-08-31,Unopposed,In effect - Finalised,Native title does not exist,,QN2014/003,0.0184,2015-09-01,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca0995,QLD,,2025-04-03,Non-Claimant,151.86249134572256,-27.498587122684278
QND2015/002,David Noel Weber v State of QLD,QUD405/2014,David Noel Weber v State of Queensland,2015-08-21,2015-08-31,Unopposed,In effect - Finalised,Native title does not exist,,QN2014/004,0.0553,2015-09-02,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca0996,QLD,,2025-04-03,Non-Claimant,152.68205370336517,-27.84251306548323
QND2018/001,Glenvale Holdings Pty Ltd,QUD360/2017,Glenvale Holdings Pty Ltd v State of Queensland,2018-08-21,2018-08-27,Consent,In effect - Finalised,Native title does not exist,,QN2017/007,0.3136,2018-08-31,http://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2018/2018fca1255,QLD,,2025-04-03,Non-Claimant,151.8032524344791,-28.248788210838782
QND2019/001,Harley William Mace & Ors,QUD31/2018,Mace v State of Queensland,2019-12-19,2019-12-20,Litigated,In effect - Finalised,Native title does not exist,,QN2018/001,75.2008,2020-01-07,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/full/2019/2019fcafc0233,QLD,,2025-04-03,Non-Claimant,146.97967875384649,-26.19509666800994
QND2021/001,Raymond William Murphy & Anor,QUD171/2018,Murphy v State of Queensland,2021-02-09,2021-02-10,Unopposed,In effect - Finalised,Native title does not exist,,QN2018/005,362.6316,2021-02-11,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2021/2021fca0081,QLD,,2025-04-03,Non-Claimant,142.56183541113387,-24.815304455217106
QND2021/002,Queensland Rifle Association Inc,QUD571/2019,Queensland Rifle Association Inc v State of Queensland,2021-02-17,2021-02-18,Unopposed,In effect - Finalised,Native title does not exist,,QN2019/001,0.5613,2021-02-19,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2021/2021fca0110,QLD,,2025-04-03,Non-Claimant,151.76073514460754,-28.08984519037493
QND2021/003,WG & DK Ryan Pty Ltd,QUD198/2020,WG & DK Ryan Pty Ltd (Trustee) v State of Queensland,2021-05-13,2021-05-14,Unopposed,In effect - Finalised,Native title does not exist,,QN2020/001,0.0688,2021-05-19,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2021/2021fca0499,QLD,,2025-04-03,Non-Claimant,148.0818169221256,-24.1164227476843
QND2021/004,Toni-Ann Maree Prow & Ors,QUD7/2021,Prow v State of Queensland,2021-12-08,2021-12-09,Unopposed,In effect - Finalised,Native title does not exist,,QN2021/001,404.1745,2021-12-14,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2021/2021fca1532,QLD,,2025-04-03,Non-Claimant,145.4421422287793,-26.692837955347244
QND2022/001,Loraine Jeanette Bartolo,QUD170/2021,Bartolo v State of Queensland,2022-02-15,2022-02-17,Unopposed,In effect - Finalised,Native title does not exist,,QN2021/004,145.9325,2022-02-22,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2022/2022fca0100,QLD,,2025-04-03,Non-Claimant,145.71611455292168,-23.400069158579008
QND2022/002,James Speed Company Pty Ltd,QUD60/2021,James Speed Company Pty Ltd v State of Queensland,2022-05-30,2022-05-31,Unopposed,In effect - Finalised,Native title does not exist,,QN2021/003,308.2462,2022-06-02,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2022/2022fca0626,QLD,,2025-04-03,Non-Claimant,145.5551980789876,-23.698112012703763
QND2023/001,William Dale Appleton,QUD29/2022,Appleton v State of Queensland,2023-02-02,2023-02-03,Unopposed,In effect - Finalised,Native title does not exist,,QN2022/001,323.3929,2023-02-06,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca0045,QLD,,2025-04-03,Non-Claimant,146.848564281951,-24.25670314452669
QND2023/002,Stanbroke Pty Ltd,QUD22/2021,Stanbroke Pty Ltd v Queensland,2023-03-16,2023-03-17,Unopposed,In effect - Finalised,Native title does not exist,,QN2021/002,1422.8148,2023-03-22,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca0227,QLD,,2025-04-03,Non-Claimant,139.67217803568766,-18.60988418124756
QND2023/003,Magowra Pastoral Company Pty Ltd,QUD407/2021,Magowra Pastoral Company Pty Ltd v Queensland,2023-03-16,2023-03-17,Unopposed,In effect - Finalised,Native title does not exist,,QN2021/005,263.4622,2024-11-19,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca0226,QLD,,2025-04-03,Non-Claimant,148.89445885576652,-24.803660589629704
QND2023/004,David John Moller & Anor,QUD146/2022,Moller v State of Queensland,2023-04-18,2023-04-21,Unopposed,In effect - Finalised,Native title does not exist,,QN2022/007,444.8842,2023-04-24,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca0347,QLD,,2025-04-03,Non-Claimant,145.9104078759253,-23.283509420302703
QND2023/005,South Terrick Pty Ltd,QUD117/2022,South Terrick Pty Ltd ATF the South Terrick Trust v State of Queensland ,2023-06-15,2023-06-16,Unopposed,In effect - Finalised,Native title does not exist,,QN2022/006,218.0464,2023-06-20,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca0646,QLD,,2025-04-03,Non-Claimant,145.05444080363938,-25.031584150563845
QND2023/006,Gilbert Dean Arnaboldi,QUD88/2022,Arnaboldi v State of Queensland,2023-07-14,2023-07-18,Unopposed,In effect - Finalised,Native title does not exist,,QN2022/002,186.7927,2023-07-18,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca0788,QLD,,2025-04-03,Non-Claimant,145.90894863773735,-23.511459557236407
QND2023/007,Russell Estates Pty Ltd,QUD307/2022,Russell Estates Pty Ltd v State Minister for the State of Queensland,2023-12-15,2024-02-23,Unopposed,In effect - Finalised,Native title does not exist,,QN2022/013,164.6785,2024-02-23,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2023/2023fca1588,QLD,,2025-04-03,Non-Claimant,145.98740693281482,-24.218002875385473
QND2024/001,Moonyanco Pty Ltd,QUD290/2023,Moonyanco Pty Ltd as Trustee under Instrument 719523925 v State Minister for the State of Queensland,2024-08-16,2024-08-26,Unopposed,In effect - Finalised,Native title does not exist,,QN2023/004,310.5213,2024-08-29,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca0931,QLD,,2025-04-03,Non-Claimant,142.85048499096644,-24.498156479792055
QND2024/002,Colin Barry Cornford,QUD131/2023,Cornford v State Minister for the State of Queensland,2024-08-30,2024-09-05,Unopposed,In effect - Finalised,Native title does not exist,,QN2023/002,130.3152,2024-09-06,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca0992,QLD,,2025-04-03,Non-Claimant,146.58385348978032,-26.780310299429672
QND2024/003,Scott Alexander Harris,QUD144/2015,Harris v State Minister for the State of Queensland,2024-09-13,2024-09-17,Litigated,In effect - Finalised,Native title does not exist,,QN2015/004,6317.2466,2024-09-20,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2024/2024fca1059,QLD,,2025-04-03,Non-Claimant,142.7929239419222,-17.21132387907646
QND2025/001,James William Malcolm & Janelle Lynette O'Shea,QUD351/2017,O'Shea v State Minister for the State of Queensland,2025-02-06,2025-02-13,Consent,In effect - Finalised,Native title does not exist,,QN2017/006,75.0407,2025-02-13,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2025/2025fca0052,QLD,,2025-04-03,Non-Claimant,144.74555262634107,-17.294790274643216
QND2025/002,Gidyea Cattle Company Pty Ltd,QUD36/2024,Gidyea Cattle Company Pty Ltd v State Minister for the State of Queensland,2025-02-24,2025-02-26,Unopposed,In effect - Finalised,Native title does not exist,,QN2024/001,307.4497,2025-02-27,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2025/2025fca0117,QLD,,2025-04-03,Non-Claimant,145.86904035151866,-25.63960913638258
QND2025/003,Raymond Gregory & Betty Jenette Taylor,QUD74/2024,Taylor v State Minister for the State of Queensland,2025-02-24,2025-02-28,Unopposed,In effect - Finalised,Native title does not exist,,QN2024/002,321.6475,2025-03-05,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2025/2025fca0112,QLD,,2025-04-03,Non-Claimant,145.44329067820357,-26.809729768759286
SCD2005/001,De Rose Hill,SAD6001/1996,De Rose v State of South Australia,2005-06-08,2005-06-09,Litigated,In effect - Finalised,Native title exists in parts of the determination area,De Rose Hill - Ilpalka Aboriginal Corporation RNTBC,SC1994/002,1838.9065,2013-03-28,http://www.austlii.edu.au/au/cases/cth/FCAFC/2005/110.html,SA,,2025-04-03,Claimant,133.3108649088941,-26.556216366039582
SCD2006/001,Yankunytjatjara/Antakirinja,SAD6022/1998,Yankunytjatjara/Antakirinja Native Title Claim Group v The State of South Australia,2006-08-28,2006-08-30,Consent,In effect - Finalised,Native title exists in parts of the determination area,Yankunytjatjara Native Title Aboriginal Corporation RNTBC,SC1997/009,18629.2551,2020-03-31,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2006/2006fca1142,SA,,2025-04-03,Claimant,134.40015528741267,-27.342894856940024
SCD2008/001,Eringa Part A Proceeding,"SAD6010/1998, SAD6016/1998","Eringa, Eringa No.2, Wangkangurru/Yarluyandi and Irrwanyere Mt Dare Native Title Claim Groups v The State of South Australia - [Eringa Part A Proceeding]",2008-09-11,2008-09-17,Consent,In effect - Finalised,Native title exists in parts of the determination area,Irrwanyere Aboriginal Corporation RNTBC,"SC1996/003, SC1997/003",6667.5003,2016-11-11,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2008/2008fca1370,SA,,2025-04-03,Claimant,135.65399273448148,-26.348252629907073
SCD2008/002,Wangkangurru/Yarluyandi Part A Proceeding,"SAD6016/1998, SAD6002/1999","Eringa, Eringa No.2, Wangkangurru/Yarluyandi and Irrwanyere Mt Dare Native Title Claim Groups v The State of South Australia - [Wangkangurru/Yarluyandi Part A Proceeding]",2008-09-11,2008-09-17,Consent,In effect - Finalised,Native title exists in parts of the determination area,Irrwanyere Aboriginal Corporation RNTBC,"SC1997/003, SC1999/004",642.5044,2024-05-22,http://www.austlii.edu.au/au/cases/cth/FCA/2008/1370.html,SA,,2025-04-03,Claimant,136.12493415065524,-26.397040030426165
SCD2008/003,Irrwanyere Mt Dare Native Title Determination,"SAD6010/1998, SAD6016/1998, SAD66/2005","Eringa, Eringa No.2, Wangkangurru/Yarluyandi and Irrwanyere Mt Dare Native Title Claim Groups v The State of South Australia - [Irrwanyere Mt Dare Native Title Determination]",2008-09-11,2008-09-17,Consent,In effect - Finalised,Native title exists in parts of the determination area,Irrwanyere Aboriginal Corporation RNTBC,"SC1996/003, SC1997/003, SC2005/001",379.1947,2024-05-22,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2008/2008fca1370,SA,,2025-04-03,Claimant,135.28235277529944,-26.076528541650845
SCD2009/001,Adnyamathanha People No. 2,SAD6002/1998,Adnyamathanha No. 1 Native Title Claim Group v The State of South Australia (No. 2) - [Adnyamathanha People No 2],2009-03-30,2009-04-15,Consent,In effect - Finalised,Native title exists in parts of the determination area,Adnyamathanha Traditional Lands Association (Aboriginal Corporation) RNTBC,SC1995/001,338.004,2011-11-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2009/2009fca0359,SA,,2025-04-03,Claimant,138.73922612027218,-31.38122302026948
SCD2009/002,Adnyamathanha People No. 1 (Angepena Pastoral Lease),SAD6001/1998,Adnyamathanha No. 1 Native Title Claim Group v The State of South Australia (No. 2) - [Adnyamathanha People No 1 (Angepena Pastoral Lease)] ,2009-03-30,2009-04-15,Consent,In effect - Finalised,Native title exists in parts of the determination area,Adnyamathanha Traditional Lands Association (Aboriginal Corporation) RNTBC,SC1999/001,366.378,2009-06-24,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2009/2009fca0359,SA,,2025-04-03,Claimant,138.85586100998253,-30.65819665569663
SCD2009/003,Adnyamathanha People No. 1 (Stage 1),SAD6001/1998,Adnyamathanha No. 1 Native Title Claim Group v The State of South Australia (No. 2) - [Adnyamathanha People No 1 (Stage 1)],2009-03-30,2009-04-15,Consent,In effect - Finalised,Native title exists in parts of the determination area,Adnyamathanha Traditional Lands Association (Aboriginal Corporation) RNTBC,SC1999/001,39767.1752,2026-01-16,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2009/2009fca0359,SA,,2026-01-19,Claimant,138.9263058944345,-30.667811353297207
SCD2011/001,Antakirinja Matu-Yankunytjatjara,SAD6007/1998,Lennon on behalf of the Antakirinja Matu-Yankunytjatjara Native Title Claim Group v The State of South Australia,2011-05-11,2011-05-11,Consent,In effect - Finalised,Native title exists in parts of the determination area,Antakirinja Matu - Yankunytjatjara Aboriginal Corporation RNTBC,SC1995/007,75801.4002,2026-03-17,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2011/2011fca0474,SA,,2026-03-18,Claimant,134.34650808123223,-29.44048992528259
SCD2011/002,First Peoples of the River Murray & Mallee Region,SAD6026/1998,Turner v State of South Australia,2011-11-18,2011-11-21,Consent,In effect - Finalised,Native title exists in parts of the determination area,The River Murray and Mallee Aboriginal Corporation RNTBC,SC1998/003,359.2625,2011-11-29,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2011/2011fca1312,SA,,2025-04-03,Claimant,140.58420811158192,-34.18115310368383
SCD2011/003,Eringa,"SAD6010/1998, SAD189/2010",King on behalf of the Eringa Native Title Claim Group v State of South Australia,2011-12-13,2011-12-15,Consent,In effect - Finalised,Native title exists in parts of the determination area,Walka Wani Aboriginal Corporation RNTBC,"SC1996/003, SC2010/004",14709.85,2016-11-11,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2011/2011fca1386,SA,,2025-04-03,Claimant,134.70294510071398,-26.53447167293728
SCD2011/004,Eringa No. 2 and Wangkangurru/Yarluyandi,"SAD6010/1998, SAD6016/1998, SAD6002/1999",King on behalf of the Eringa Native Title Claim Group and the Eringa No 2 Native Title Claim Group v State of South Australia,2011-12-13,2011-12-15,Consent,In effect - Finalised,Native title exists in parts of the determination area,Irrwanyere Aboriginal Corporation RNTBC,"SC1996/003, SC1997/003, SC1999/004",3462.2676,2016-11-11,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2011/2011fca1387,SA,,2025-04-03,Claimant,135.85063976973854,-26.937098001061546
SCD2011/005,Gawler Ranges People,SAD6020/1998,McNamara on behalf of the Gawler Ranges People v State of South Australia,2011-12-19,2011-12-20,Consent,In effect - Finalised,Native title exists in parts of the determination area,Gawler Ranges Aboriginal Corporation RNTBC,SC1997/007,33080.4454,2025-08-18,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2011/2011fca1471,SA,,2025-08-19,Claimant,135.64312390238652,-31.872374437648116
SCD2012/001,Dieri,SAD6017/1998,Lander v State of South Australia,2012-05-01,2012-05-02,Consent,In effect - Finalised,Native title exists in parts of the determination area,The Dieri Aboriginal Corporation RNTBC,SC1997/004,46262.1517,2015-11-26,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2012/2012fca0427,SA,,2025-04-03,Claimant,138.93643792451834,-28.372093191065915
