sex,year,characteristic,subcategory,location,unit,value
Persons,2023,Time to report,Less than 1 year to report,Victoria,Number,1365
Persons,2023,Time to report,1 to less than 2 years to report,Victoria,Number,222
Persons,2023,Time to report,2 to less than 5 years to report,Victoria,Number,256
Persons,2023,Time to report,5 to less than 10 years to report,Victoria,Number,280
Persons,2023,Time to report,10 to less than 20 years to report,Victoria,Number,153
Persons,2023,Time to report,20 years and over to report,Victoria,Number,242
Persons,2023,Relationship of offender to victim,Intimate partner,Victoria,Number,1225
Persons,2023,Relationship of offender to victim,Current partner,Victoria,Number,512
Persons,2023,Relationship of offender to victim,Ex-partner,Victoria,Number,710
Persons,2023,Relationship of offender to victim,Parent,Victoria,Number,65
Males,2023,Age at incident (victim),0–9 years at incident,Queensland,Number,179
Males,2023,Age at incident (victim),10–17 years at incident,Queensland,Number,95
Males,2023,Age at incident (victim),18–24 years at incident,Queensland,Number,16
Males,2023,Age at incident (victim),25–34 years at incident,Queensland,Number,26
Males,2023,Age at incident (victim),35–44 years at incident,Queensland,Number,15
Males,2023,Age at incident (victim),45–54 years at incident,Queensland,Number,3
Males,2023,Age at incident (victim),55–64 years at incident,Queensland,Number,7
Males,2023,Age at incident (victim),65 years and over at incident,Queensland,Number,0
Males,2023,Time to report,Less than 1 year to report,Queensland,Number,195
Males,2023,Time to report,1 to less than 2 years to report,Queensland,Number,31
Males,2023,Time to report,2 to less than 5 years to report,Queensland,Number,26
Males,2023,Time to report,5 to less than 10 years to report,Queensland,Number,45
Males,2023,Time to report,10 to less than 20 years to report,Queensland,Number,19
Males,2023,Time to report,20 years and over to report,Queensland,Number,24
Males,2023,Relationship of offender to victim,Intimate partner,Queensland,Number,54
Males,2023,Relationship of offender to victim,Current partner,Queensland,Number,40
Males,2023,Relationship of offender to victim,Ex-partner,Queensland,Number,17
Males,2023,Relationship of offender to victim,Parent,Queensland,Number,125
Females,2023,Age at incident (victim),0–9 years at incident,Queensland,Number,693
Females,2023,Age at incident (victim),10–17 years at incident,Queensland,Number,887
Females,2023,Age at incident (victim),18–24 years at incident,Queensland,Number,408
Females,2023,Age at incident (victim),25–34 years at incident,Queensland,Number,492
Females,2023,Age at incident (victim),35–44 years at incident,Queensland,Number,340
Females,2023,Age at incident (victim),45–54 years at incident,Queensland,Number,148
Females,2023,Age at incident (victim),55–64 years at incident,Queensland,Number,36
Females,2023,Age at incident (victim),65 years and over at incident,Queensland,Number,4
Females,2023,Time to report,Less than 1 year to report,Queensland,Number,1787
Females,2023,Time to report,1 to less than 2 years to report,Queensland,Number,219
Females,2023,Time to report,2 to less than 5 years to report,Queensland,Number,343
Females,2023,Time to report,5 to less than 10 years to report,Queensland,Number,298
Females,2023,Time to report,10 to less than 20 years to report,Queensland,Number,207
Females,2023,Time to report,20 years and over to report,Queensland,Number,164
Females,2023,Relationship of offender to victim,Intimate partner,Queensland,Number,1444
Females,2023,Relationship of offender to victim,Current partner,Queensland,Number,1151
Females,2023,Relationship of offender to victim,Ex-partner,Queensland,Number,296
Females,2023,Relationship of offender to victim,Parent,Queensland,Number,600
Persons,2023,Age at incident (victim),0–9 years at incident,Queensland,Number,874
Persons,2023,Age at incident (victim),10–17 years at incident,Queensland,Number,984
Persons,2023,Age at incident (victim),18–24 years at incident,Queensland,Number,418
Persons,2023,Age at incident (victim),25–34 years at incident,Queensland,Number,517
Persons,2023,Age at incident (victim),35–44 years at incident,Queensland,Number,355
Persons,2023,Age at incident (victim),45–54 years at incident,Queensland,Number,148
Persons,2023,Age at incident (victim),55–64 years at incident,Queensland,Number,41
Persons,2023,Age at incident (victim),65 years and over at incident,Queensland,Number,4
Persons,2023,Time to report,Less than 1 year to report,Queensland,Number,1986
Persons,2023,Time to report,1 to less than 2 years to report,Queensland,Number,245
Persons,2023,Time to report,2 to less than 5 years to report,Queensland,Number,371
Persons,2023,Time to report,5 to less than 10 years to report,Queensland,Number,340
Persons,2023,Time to report,10 to less than 20 years to report,Queensland,Number,224
Persons,2023,Time to report,20 years and over to report,Queensland,Number,190
Persons,2023,Relationship of offender to victim,Intimate partner,Queensland,Number,1494
Persons,2023,Relationship of offender to victim,Current partner,Queensland,Number,1186
Persons,2023,Relationship of offender to victim,Ex-partner,Queensland,Number,307
Persons,2023,Relationship of offender to victim,Parent,Queensland,Number,726
Males,2023,Age at incident (victim),0–9 years at incident,Western Australia,Number,54
Males,2023,Age at incident (victim),10–17 years at incident,Western Australia,Number,25
Males,2023,Age at incident (victim),18–24 years at incident,Western Australia,Number,3
Males,2023,Age at incident (victim),25–34 years at incident,Western Australia,Number,3
Males,2023,Age at incident (victim),35–44 years at incident,Western Australia,Number,0
Males,2023,Age at incident (victim),45–54 years at incident,Western Australia,Number,0
Males,2023,Age at incident (victim),55–64 years at incident,Western Australia,Number,0
Males,2023,Age at incident (victim),65 years and over at incident,Western Australia,Number,0
Males,2023,Time to report,Less than 1 year to report,Western Australia,Number,71
Males,2023,Time to report,1 to less than 2 years to report,Western Australia,Number,0
Males,2023,Time to report,2 to less than 5 years to report,Western Australia,Number,3
Males,2023,Time to report,5 to less than 10 years to report,Western Australia,Number,3
Males,2023,Time to report,10 to less than 20 years to report,Western Australia,Number,3
Males,2023,Time to report,20 years and over to report,Western Australia,Number,3
Males,2023,Relationship of offender to victim,Intimate partner,Western Australia,Number,n.a.
Males,2023,Relationship of offender to victim,Current partner,Western Australia,Number,n.a.
Males,2023,Relationship of offender to victim,Ex-partner,Western Australia,Number,n.a.
Males,2023,Relationship of offender to victim,Parent,Western Australia,Number,n.a.
Females,2023,Age at incident (victim),0–9 years at incident,Western Australia,Number,190
Females,2023,Age at incident (victim),10–17 years at incident,Western Australia,Number,286
Females,2023,Age at incident (victim),18–24 years at incident,Western Australia,Number,82
Females,2023,Age at incident (victim),25–34 years at incident,Western Australia,Number,148
Females,2023,Age at incident (victim),35–44 years at incident,Western Australia,Number,90
Females,2023,Age at incident (victim),45–54 years at incident,Western Australia,Number,50
Females,2023,Age at incident (victim),55–64 years at incident,Western Australia,Number,6
Females,2023,Age at incident (victim),65 years and over at incident,Western Australia,Number,0
Females,2023,Time to report,Less than 1 year to report,Western Australia,Number,619
Females,2023,Time to report,1 to less than 2 years to report,Western Australia,Number,32
Females,2023,Time to report,2 to less than 5 years to report,Western Australia,Number,63
Females,2023,Time to report,5 to less than 10 years to report,Western Australia,Number,45
Females,2023,Time to report,10 to less than 20 years to report,Western Australia,Number,57
Females,2023,Time to report,20 years and over to report,Western Australia,Number,45
Females,2023,Relationship of offender to victim,Intimate partner,Western Australia,Number,n.a.
Females,2023,Relationship of offender to victim,Current partner,Western Australia,Number,n.a.
Females,2023,Relationship of offender to victim,Ex-partner,Western Australia,Number,n.a.
Females,2023,Relationship of offender to victim,Parent,Western Australia,Number,n.a.
Persons,2023,Age at incident (victim),0–9 years at incident,Western Australia,Number,248
Persons,2023,Age at incident (victim),10–17 years at incident,Western Australia,Number,310
Persons,2023,Age at incident (victim),18–24 years at incident,Western Australia,Number,89
Persons,2023,Age at incident (victim),25–34 years at incident,Western Australia,Number,152
Persons,2023,Age at incident (victim),35–44 years at incident,Western Australia,Number,94
Persons,2023,Age at incident (victim),45–54 years at incident,Western Australia,Number,50
Persons,2023,Age at incident (victim),55–64 years at incident,Western Australia,Number,6
Persons,2023,Age at incident (victim),65 years and over at incident,Western Australia,Number,0
Persons,2023,Time to report,Less than 1 year to report,Western Australia,Number,700
Persons,2023,Time to report,1 to less than 2 years to report,Western Australia,Number,39
Persons,2023,Time to report,2 to less than 5 years to report,Western Australia,Number,60
Persons,2023,Time to report,5 to less than 10 years to report,Western Australia,Number,52
Persons,2023,Time to report,10 to less than 20 years to report,Western Australia,Number,62
Persons,2023,Time to report,20 years and over to report,Western Australia,Number,45
Persons,2023,Relationship of offender to victim,Intimate partner,Western Australia,Number,n.a.
Persons,2023,Relationship of offender to victim,Current partner,Western Australia,Number,n.a.
Persons,2023,Relationship of offender to victim,Ex-partner,Western Australia,Number,n.a.
Persons,2023,Relationship of offender to victim,Parent,Western Australia,Number,n.a.
Males,2023,Age at incident (victim),0–9 years at incident,South Australia,Number,29
Males,2023,Age at incident (victim),10–17 years at incident,South Australia,Number,13
Males,2023,Age at incident (victim),18–24 years at incident,South Australia,Number,3
Males,2023,Age at incident (victim),25–34 years at incident,South Australia,Number,5
Males,2023,Age at incident (victim),35–44 years at incident,South Australia,Number,3
Males,2023,Age at incident (victim),45–54 years at incident,South Australia,Number,3
Males,2023,Age at incident (victim),55–64 years at incident,South Australia,Number,0
Males,2023,Age at incident (victim),65 years and over at incident,South Australia,Number,0
Males,2023,Time to report,Less than 1 year to report,South Australia,Number,30
Males,2023,Time to report,1 to less than 2 years to report,South Australia,Number,3
Males,2023,Time to report,2 to less than 5 years to report,South Australia,Number,5
Males,2023,Time to report,5 to less than 10 years to report,South Australia,Number,0
Males,2023,Time to report,10 to less than 20 years to report,South Australia,Number,5
Males,2023,Time to report,20 years and over to report,South Australia,Number,25
Males,2023,Relationship of offender to victim,Intimate partner,South Australia,Number,11
Males,2023,Relationship of offender to victim,Current partner,South Australia,Number,3
Males,2023,Relationship of offender to victim,Ex-partner,South Australia,Number,8
Males,2023,Relationship of offender to victim,Parent,South Australia,Number,15
Females,2023,Age at incident (victim),0–9 years at incident,South Australia,Number,95
Females,2023,Age at incident (victim),10–17 years at incident,South Australia,Number,190
Females,2023,Age at incident (victim),18–24 years at incident,South Australia,Number,100
Females,2023,Age at incident (victim),25–34 years at incident,South Australia,Number,126
Females,2023,Age at incident (victim),35–44 years at incident,South Australia,Number,95
Females,2023,Age at incident (victim),45–54 years at incident,South Australia,Number,40
Females,2023,Age at incident (victim),55–64 years at incident,South Australia,Number,11
Females,2023,Age at incident (victim),65 years and over at incident,South Australia,Number,4
Females,2023,Time to report,Less than 1 year to report,South Australia,Number,423
Females,2023,Time to report,1 to less than 2 years to report,South Australia,Number,43
Females,2023,Time to report,2 to less than 5 years to report,South Australia,Number,61
Females,2023,Time to report,5 to less than 10 years to report,South Australia,Number,42
Females,2023,Time to report,10 to less than 20 years to report,South Australia,Number,40
Females,2023,Time to report,20 years and over to report,South Australia,Number,53
Females,2023,Relationship of offender to victim,Intimate partner,South Australia,Number,404
Females,2023,Relationship of offender to victim,Current partner,South Australia,Number,171
Females,2023,Relationship of offender to victim,Ex-partner,South Australia,Number,229
Females,2023,Relationship of offender to victim,Parent,South Australia,Number,83
Persons,2023,Age at incident (victim),0–9 years at incident,South Australia,Number,128
Persons,2023,Age at incident (victim),10–17 years at incident,South Australia,Number,210
Persons,2023,Age at incident (victim),18–24 years at incident,South Australia,Number,105
Persons,2023,Age at incident (victim),25–34 years at incident,South Australia,Number,133
Persons,2023,Age at incident (victim),35–44 years at incident,South Australia,Number,107
Persons,2023,Age at incident (victim),45–54 years at incident,South Australia,Number,43
Persons,2023,Age at incident (victim),55–64 years at incident,South Australia,Number,13
Persons,2023,Age at incident (victim),65 years and over at incident,South Australia,Number,4
Persons,2023,Time to report,Less than 1 year to report,South Australia,Number,455
Persons,2023,Time to report,1 to less than 2 years to report,South Australia,Number,47
Persons,2023,Time to report,2 to less than 5 years to report,South Australia,Number,64
Persons,2023,Time to report,5 to less than 10 years to report,South Australia,Number,44
Persons,2023,Time to report,10 to less than 20 years to report,South Australia,Number,43
Persons,2023,Time to report,20 years and over to report,South Australia,Number,79
Persons,2023,Relationship of offender to victim,Intimate partner,South Australia,Number,410
Persons,2023,Relationship of offender to victim,Current partner,South Australia,Number,172
Persons,2023,Relationship of offender to victim,Ex-partner,South Australia,Number,237
Persons,2023,Relationship of offender to victim,Parent,South Australia,Number,95
Males,2023,Age at incident (victim),0–9 years at incident,Tasmania,Number,17
Males,2023,Age at incident (victim),10–17 years at incident,Tasmania,Number,7
Males,2023,Age at incident (victim),18–24 years at incident,Tasmania,Number,0
Males,2023,Age at incident (victim),25–34 years at incident,Tasmania,Number,3
Males,2023,Age at incident (victim),35–44 years at incident,Tasmania,Number,0
Males,2023,Age at incident (victim),45–54 years at incident,Tasmania,Number,0
Males,2023,Age at incident (victim),55–64 years at incident,Tasmania,Number,0
Males,2023,Age at incident (victim),65 years and over at incident,Tasmania,Number,0
Males,2023,Time to report,Less than 1 year to report,Tasmania,Number,8
Males,2023,Time to report,1 to less than 2 years to report,Tasmania,Number,3
Males,2023,Time to report,2 to less than 5 years to report,Tasmania,Number,3
Males,2023,Time to report,5 to less than 10 years to report,Tasmania,Number,3
Males,2023,Time to report,10 to less than 20 years to report,Tasmania,Number,3
Males,2023,Time to report,20 years and over to report,Tasmania,Number,7
Males,2023,Relationship of offender to victim,Intimate partner,Tasmania,Number,3
Males,2023,Relationship of offender to victim,Current partner,Tasmania,Number,0
Males,2023,Relationship of offender to victim,Ex-partner,Tasmania,Number,3
Males,2023,Relationship of offender to victim,Parent,Tasmania,Number,13
Females,2023,Age at incident (victim),0–9 years at incident,Tasmania,Number,48
Females,2023,Age at incident (victim),10–17 years at incident,Tasmania,Number,70
Females,2023,Age at incident (victim),18–24 years at incident,Tasmania,Number,20
Females,2023,Age at incident (victim),25–34 years at incident,Tasmania,Number,32
Females,2023,Age at incident (victim),35–44 years at incident,Tasmania,Number,23
Females,2023,Age at incident (victim),45–54 years at incident,Tasmania,Number,17
Females,2023,Age at incident (victim),55–64 years at incident,Tasmania,Number,3
Females,2023,Age at incident (victim),65 years and over at incident,Tasmania,Number,0
Females,2023,Time to report,Less than 1 year to report,Tasmania,Number,115
Females,2023,Time to report,1 to less than 2 years to report,Tasmania,Number,21
Females,2023,Time to report,2 to less than 5 years to report,Tasmania,Number,21
Females,2023,Time to report,5 to less than 10 years to report,Tasmania,Number,14
Females,2023,Time to report,10 to less than 20 years to report,Tasmania,Number,21
Females,2023,Time to report,20 years and over to report,Tasmania,Number,25
Females,2023,Relationship of offender to victim,Intimate partner,Tasmania,Number,123
Females,2023,Relationship of offender to victim,Current partner,Tasmania,Number,30
Females,2023,Relationship of offender to victim,Ex-partner,Tasmania,Number,95
Females,2023,Relationship of offender to victim,Parent,Tasmania,Number,46
Persons,2023,Age at incident (victim),0–9 years at incident,Tasmania,Number,56
Persons,2023,Age at incident (victim),10–17 years at incident,Tasmania,Number,81
Persons,2023,Age at incident (victim),18–24 years at incident,Tasmania,Number,20
Persons,2023,Age at incident (victim),25–34 years at incident,Tasmania,Number,34
Persons,2023,Age at incident (victim),35–44 years at incident,Tasmania,Number,24
Persons,2023,Age at incident (victim),45–54 years at incident,Tasmania,Number,17
Persons,2023,Age at incident (victim),55–64 years at incident,Tasmania,Number,3
Persons,2023,Age at incident (victim),65 years and over at incident,Tasmania,Number,0
Persons,2023,Time to report,Less than 1 year to report,Tasmania,Number,122
Persons,2023,Time to report,1 to less than 2 years to report,Tasmania,Number,26
Persons,2023,Time to report,2 to less than 5 years to report,Tasmania,Number,25
Persons,2023,Time to report,5 to less than 10 years to report,Tasmania,Number,20
Persons,2023,Time to report,10 to less than 20 years to report,Tasmania,Number,22
Persons,2023,Time to report,20 years and over to report,Tasmania,Number,29
Persons,2023,Relationship of offender to victim,Intimate partner,Tasmania,Number,127
Persons,2023,Relationship of offender to victim,Current partner,Tasmania,Number,30
Persons,2023,Relationship of offender to victim,Ex-partner,Tasmania,Number,98
Persons,2023,Relationship of offender to victim,Parent,Tasmania,Number,58
Males,2023,Age at incident (victim),0–9 years at incident,Australian Capital Territory,Number,5
Males,2023,Age at incident (victim),10–17 years at incident,Australian Capital Territory,Number,4
Males,2023,Age at incident (victim),18–24 years at incident,Australian Capital Territory,Number,0
Males,2023,Age at incident (victim),25–34 years at incident,Australian Capital Territory,Number,0
Males,2023,Age at incident (victim),35–44 years at incident,Australian Capital Territory,Number,0
Males,2023,Age at incident (victim),45–54 years at incident,Australian Capital Territory,Number,0
Males,2023,Age at incident (victim),55–64 years at incident,Australian Capital Territory,Number,0
Males,2023,Age at incident (victim),65 years and over at incident,Australian Capital Territory,Number,0
Males,2023,Time to report,Less than 1 year to report,Australian Capital Territory,Number,10
Males,2023,Time to report,1 to less than 2 years to report,Australian Capital Territory,Number,0
Males,2023,Time to report,2 to less than 5 years to report,Australian Capital Territory,Number,0
Males,2023,Time to report,5 to less than 10 years to report,Australian Capital Territory,Number,3
Males,2023,Time to report,10 to less than 20 years to report,Australian Capital Territory,Number,0
Males,2023,Time to report,20 years and over to report,Australian Capital Territory,Number,0
Males,2023,Relationship of offender to victim,Intimate partner,Australian Capital Territory,Number,6
Males,2023,Relationship of offender to victim,Current partner,Australian Capital Territory,Number,5
Males,2023,Relationship of offender to victim,Ex-partner,Australian Capital Territory,Number,3
Males,2023,Relationship of offender to victim,Parent,Australian Capital Territory,Number,4
Females,2023,Age at incident (victim),0–9 years at incident,Australian Capital Territory,Number,22
Females,2023,Age at incident (victim),10–17 years at incident,Australian Capital Territory,Number,30
Females,2023,Age at incident (victim),18–24 years at incident,Australian Capital Territory,Number,15
Females,2023,Age at incident (victim),25–34 years at incident,Australian Capital Territory,Number,16
Females,2023,Age at incident (victim),35–44 years at incident,Australian Capital Territory,Number,18
Females,2023,Age at incident (victim),45–54 years at incident,Australian Capital Territory,Number,6
Females,2023,Age at incident (victim),55–64 years at incident,Australian Capital Territory,Number,0
Females,2023,Age at incident (victim),65 years and over at incident,Australian Capital Territory,Number,0
Females,2023,Time to report,Less than 1 year to report,Australian Capital Territory,Number,83
Females,2023,Time to report,1 to less than 2 years to report,Australian Capital Territory,Number,3
Females,2023,Time to report,2 to less than 5 years to report,Australian Capital Territory,Number,3
Females,2023,Time to report,5 to less than 10 years to report,Australian Capital Territory,Number,8
Females,2023,Time to report,10 to less than 20 years to report,Australian Capital Territory,Number,4
Females,2023,Time to report,20 years and over to report,Australian Capital Territory,Number,15
Females,2023,Relationship of offender to victim,Intimate partner,Australian Capital Territory,Number,72
Females,2023,Relationship of offender to victim,Current partner,Australian Capital Territory,Number,17
Females,2023,Relationship of offender to victim,Ex-partner,Australian Capital Territory,Number,52
Females,2023,Relationship of offender to victim,Parent,Australian Capital Territory,Number,19
Persons,2023,Age at incident (victim),0–9 years at incident,Australian Capital Territory,Number,31
Persons,2023,Age at incident (victim),10–17 years at incident,Australian Capital Territory,Number,34
Persons,2023,Age at incident (victim),18–24 years at incident,Australian Capital Territory,Number,15
Persons,2023,Age at incident (victim),25–34 years at incident,Australian Capital Territory,Number,18
Persons,2023,Age at incident (victim),35–44 years at incident,Australian Capital Territory,Number,20
Persons,2023,Age at incident (victim),45–54 years at incident,Australian Capital Territory,Number,6
Persons,2023,Age at incident (victim),55–64 years at incident,Australian Capital Territory,Number,0
Persons,2023,Age at incident (victim),65 years and over at incident,Australian Capital Territory,Number,0
Persons,2023,Time to report,Less than 1 year to report,Australian Capital Territory,Number,91
Persons,2023,Time to report,1 to less than 2 years to report,Australian Capital Territory,Number,3
Persons,2023,Time to report,2 to less than 5 years to report,Australian Capital Territory,Number,4
Persons,2023,Time to report,5 to less than 10 years to report,Australian Capital Territory,Number,4
Persons,2023,Time to report,10 to less than 20 years to report,Australian Capital Territory,Number,4
Persons,2023,Time to report,20 years and over to report,Australian Capital Territory,Number,15
Persons,2023,Relationship of offender to victim,Intimate partner,Australian Capital Territory,Number,82
Persons,2023,Relationship of offender to victim,Current partner,Australian Capital Territory,Number,23
Persons,2023,Relationship of offender to victim,Ex-partner,Australian Capital Territory,Number,56
Persons,2023,Relationship of offender to victim,Parent,Australian Capital Territory,Number,19
Males,2023,Age at incident (victim),0–9 years at incident,Northern Territory,Number,4
Males,2023,Age at incident (victim),10–17 years at incident,Northern Territory,Number,3
Males,2023,Age at incident (victim),18–24 years at incident,Northern Territory,Number,0
Males,2023,Age at incident (victim),25–34 years at incident,Northern Territory,Number,3
Males,2023,Age at incident (victim),35–44 years at incident,Northern Territory,Number,0
Males,2023,Age at incident (victim),45–54 years at incident,Northern Territory,Number,0
Males,2023,Age at incident (victim),55–64 years at incident,Northern Territory,Number,0
Males,2023,Age at incident (victim),65 years and over at incident,Northern Territory,Number,0
Males,2023,Time to report,Less than 1 year to report,Northern Territory,Number,4
Males,2023,Time to report,1 to less than 2 years to report,Northern Territory,Number,0
Males,2023,Time to report,2 to less than 5 years to report,Northern Territory,Number,0
Males,2023,Time to report,5 to less than 10 years to report,Northern Territory,Number,7
Males,2023,Time to report,10 to less than 20 years to report,Northern Territory,Number,0
Males,2023,Time to report,20 years and over to report,Northern Territory,Number,0
Males,2023,Relationship of offender to victim,Intimate partner,Northern Territory,Number,n.a.
Males,2023,Relationship of offender to victim,Current partner,Northern Territory,Number,n.a.
Males,2023,Relationship of offender to victim,Ex-partner,Northern Territory,Number,n.a.
Males,2023,Relationship of offender to victim,Parent,Northern Territory,Number,n.a.
Females,2023,Age at incident (victim),0–9 years at incident,Northern Territory,Number,12
Females,2023,Age at incident (victim),10–17 years at incident,Northern Territory,Number,29
Females,2023,Age at incident (victim),18–24 years at incident,Northern Territory,Number,14
Females,2023,Age at incident (victim),25–34 years at incident,Northern Territory,Number,19
Females,2023,Age at incident (victim),35–44 years at incident,Northern Territory,Number,21
Females,2023,Age at incident (victim),45–54 years at incident,Northern Territory,Number,3
Females,2023,Age at incident (victim),55–64 years at incident,Northern Territory,Number,3
Females,2023,Age at incident (victim),65 years and over at incident,Northern Territory,Number,0
Females,2023,Time to report,Less than 1 year to report,Northern Territory,Number,81
Females,2023,Time to report,1 to less than 2 years to report,Northern Territory,Number,4
Females,2023,Time to report,2 to less than 5 years to report,Northern Territory,Number,4
Females,2023,Time to report,5 to less than 10 years to report,Northern Territory,Number,7
Females,2023,Time to report,10 to less than 20 years to report,Northern Territory,Number,3
Females,2023,Time to report,20 years and over to report,Northern Territory,Number,3
Females,2023,Relationship of offender to victim,Intimate partner,Northern Territory,Number,n.a.
Females,2023,Relationship of offender to victim,Current partner,Northern Territory,Number,n.a.
Females,2023,Relationship of offender to victim,Ex-partner,Northern Territory,Number,n.a.
Females,2023,Relationship of offender to victim,Parent,Northern Territory,Number,n.a.
Persons,2023,Age at incident (victim),0–9 years at incident,Northern Territory,Number,16
Persons,2023,Age at incident (victim),10–17 years at incident,Northern Territory,Number,27
Persons,2023,Age at incident (victim),18–24 years at incident,Northern Territory,Number,21
Persons,2023,Age at incident (victim),25–34 years at incident,Northern Territory,Number,20
Persons,2023,Age at incident (victim),35–44 years at incident,Northern Territory,Number,21
Persons,2023,Age at incident (victim),45–54 years at incident,Northern Territory,Number,3
Persons,2023,Age at incident (victim),55–64 years at incident,Northern Territory,Number,3
Persons,2023,Age at incident (victim),65 years and over at incident,Northern Territory,Number,0
Persons,2023,Time to report,Less than 1 year to report,Northern Territory,Number,87
Persons,2023,Time to report,1 to less than 2 years to report,Northern Territory,Number,5
Persons,2023,Time to report,2 to less than 5 years to report,Northern Territory,Number,4
Persons,2023,Time to report,5 to less than 10 years to report,Northern Territory,Number,11
Persons,2023,Time to report,10 to less than 20 years to report,Northern Territory,Number,3
Persons,2023,Time to report,20 years and over to report,Northern Territory,Number,3
Persons,2023,Relationship of offender to victim,Intimate partner,Northern Territory,Number,n.a.
Persons,2023,Relationship of offender to victim,Current partner,Northern Territory,Number,n.a.
Persons,2023,Relationship of offender to victim,Ex-partner,Northern Territory,Number,n.a.
Persons,2023,Relationship of offender to victim,Parent,Northern Territory,Number,n.a.
Males,2023,Age at incident (victim),0–9 years at incident,Australia,Number,851
Males,2023,Age at incident (victim),10–17 years at incident,Australia,Number,485
Males,2023,Age at incident (victim),18–24 years at incident,Australia,Number,68
Males,2023,Age at incident (victim),25–34 years at incident,Australia,Number,96
Males,2023,Age at incident (victim),35–44 years at incident,Australia,Number,57
Males,2023,Age at incident (victim),45–54 years at incident,Australia,Number,22
Males,2023,Age at incident (victim),55–64 years at incident,Australia,Number,19
Males,2023,Age at incident (victim),65 years and over at incident,Australia,Number,3
Males,2023,Time to report,Less than 1 year to report,Australia,Number,924
Males,2023,Time to report,1 to less than 2 years to report,Australia,Number,110
Males,2023,Time to report,2 to less than 5 years to report,Australia,Number,120
Males,2023,Time to report,5 to less than 10 years to report,Australia,Number,132
Males,2023,Time to report,10 to less than 20 years to report,Australia,Number,99
Males,2023,Time to report,20 years and over to report,Australia,Number,232
Females,2023,Age at incident (victim),0–9 years at incident,Australia,Number,2828
Females,2023,Age at incident (victim),10–17 years at incident,Australia,Number,4268
Females,2023,Age at incident (victim),18–24 years at incident,Australia,Number,1500
Females,2023,Age at incident (victim),25–34 years at incident,Australia,Number,1782
Females,2023,Age at incident (victim),35–44 years at incident,Australia,Number,1263
Females,2023,Age at incident (victim),45–54 years at incident,Australia,Number,545
Females,2023,Age at incident (victim),55–64 years at incident,Australia,Number,131
Females,2023,Age at incident (victim),65 years and over at incident,Australia,Number,45
Females,2023,Time to report,Less than 1 year to report,Australia,Number,7200
Females,2023,Time to report,1 to less than 2 years to report,Australia,Number,878
Females,2023,Time to report,2 to less than 5 years to report,Australia,Number,1248
Females,2023,Time to report,5 to less than 10 years to report,Australia,Number,1156
Females,2023,Time to report,10 to less than 20 years to report,Australia,Number,813
Females,2023,Time to report,20 years and over to report,Australia,Number,1115
Persons,2023,Age at incident (victim),0–9 years at incident,Australia,Number,3694
Persons,2023,Age at incident (victim),10–17 years at incident,Australia,Number,4763
Persons,2023,Age at incident (victim),18–24 years at incident,Australia,Number,1570
Persons,2023,Age at incident (victim),25–34 years at incident,Australia,Number,1883
Persons,2023,Age at incident (victim),35–44 years at incident,Australia,Number,1320
Persons,2023,Age at incident (victim),45–54 years at incident,Australia,Number,562
Persons,2023,Age at incident (victim),55–64 years at incident,Australia,Number,148
Persons,2023,Age at incident (victim),65 years and over at incident,Australia,Number,54
Persons,2023,Time to report,Less than 1 year to report,Australia,Number,8142
Persons,2023,Time to report,1 to less than 2 years to report,Australia,Number,989
Persons,2023,Time to report,2 to less than 5 years to report,Australia,Number,1373
Persons,2023,Time to report,5 to less than 10 years to report,Australia,Number,1288
Persons,2023,Time to report,10 to less than 20 years to report,Australia,Number,912
Persons,2023,Time to report,20 years and over to report,Australia,Number,1352
Males,2024,Age at incident (victim),0–9 years at incident,New South Wales,Number,563
Males,2024,Age at incident (victim),10–17 years at incident,New South Wales,Number,333
Males,2024,Age at incident (victim),18–24 years at incident,New South Wales,Number,24
Males,2024,Age at incident (victim),25–34 years at incident,New South Wales,Number,55
Males,2024,Age at incident (victim),35–44 years at incident,New South Wales,Number,31
Males,2024,Age at incident (victim),45–54 years at incident,New South Wales,Number,18
Males,2024,Age at incident (victim),55–64 years at incident,New South Wales,Number,3
Males,2024,Age at incident (victim),65 years and over at incident,New South Wales,Number,0
Males,2024,Time to report,Less than 1 year to report,New South Wales,Number,622
Males,2024,Time to report,1 to less than 2 years to report,New South Wales,Number,59
Males,2024,Time to report,2 to less than 5 years to report,New South Wales,Number,66
Males,2024,Time to report,5 to less than 10 years to report,New South Wales,Number,63
Males,2024,Time to report,10 to less than 20 years to report,New South Wales,Number,68
Males,2024,Time to report,20 years and over to report,New South Wales,Number,155
Males,2024,Relationship of offender to victim,Intimate partner,New South Wales,Number,171
Males,2024,Relationship of offender to victim,Current partner,New South Wales,Number,143
Males,2024,Relationship of offender to victim,Ex-partner,New South Wales,Number,25
Males,2024,Relationship of offender to victim,Parent,New South Wales,Number,334
Males,2024,Relationship of offender to victim,Other,New South Wales,Number,518
Females,2024,Age at incident (victim),0–9 years at incident,New South Wales,Number,1591
Females,2024,Age at incident (victim),10–17 years at incident,New South Wales,Number,2205
Females,2024,Age at incident (victim),18–24 years at incident,New South Wales,Number,551
Females,2024,Age at incident (victim),25–34 years at incident,New South Wales,Number,644
Females,2024,Age at incident (victim),35–44 years at incident,New South Wales,Number,425
Females,2024,Age at incident (victim),45–54 years at incident,New South Wales,Number,171
