sex,year,offence,location,unit,value
Males,2018,Homicide and related offences,Australian Capital Territory,Number,0
Males,2018,Homicide and related offences,Northern Territory,Number,4
Males,2018,Homicide and related offences,Australia,Number,65
Males,2018,Kidnapping/abduction,New South Wales,Number,14
Males,2018,Kidnapping/abduction,Victoria,Number,3
Males,2018,Kidnapping/abduction,Queensland,Number,0
Males,2018,Kidnapping/abduction,Western Australia,Number,0
Males,2018,Kidnapping/abduction,South Australia,Number,4
Males,2018,Kidnapping/abduction,Tasmania,Number,0
Males,2018,Kidnapping/abduction,Australian Capital Territory,Number,0
Males,2018,Kidnapping/abduction,Northern Territory,Number,0
Males,2018,Kidnapping/abduction,Australia,Number,25
Males,2018,Sexual assault,New South Wales,Number,546
Males,2018,Sexual assault,Victoria,Number,225
Males,2018,Sexual assault,Queensland,Number,203
Males,2018,Sexual assault,Western Australia,Number,99
Males,2018,Sexual assault,South Australia,Number,61
Males,2018,Sexual assault,Tasmania,Number,3
Males,2018,Sexual assault,Australian Capital Territory,Number,6
Males,2018,Sexual assault,Northern Territory,Number,7
Males,2018,Sexual assault,Australia,Number,1156
Males,2019,Assault,New South Wales,Number,10459
Males,2019,Assault,Victoria,Number,n.a.
Males,2019,Assault,Queensland,Number,n.p.
Males,2019,Assault,Western Australia,Number,4663
Males,2019,Assault,South Australia,Number,2043
Males,2019,Assault,Tasmania,Number,431
Males,2019,Assault,Australian Capital Territory,Number,275
Males,2019,Assault,Northern Territory,Number,788
Males,2019,Assault,Australia,Number,n.a.
Males,2019,Homicide and related offences,New South Wales,Number,16
Males,2019,Homicide and related offences,Victoria,Number,6
Males,2019,Homicide and related offences,Queensland,Number,6
Males,2019,Homicide and related offences,Western Australia,Number,3
Males,2019,Homicide and related offences,South Australia,Number,8
Males,2019,Homicide and related offences,Tasmania,Number,3
Males,2019,Homicide and related offences,Australian Capital Territory,Number,0
Males,2019,Homicide and related offences,Northern Territory,Number,0
Males,2019,Homicide and related offences,Australia,Number,47
Males,2019,Kidnapping/abduction,New South Wales,Number,12
Males,2019,Kidnapping/abduction,Victoria,Number,7
Males,2019,Kidnapping/abduction,Queensland,Number,5
Males,2019,Kidnapping/abduction,Western Australia,Number,0
Males,2019,Kidnapping/abduction,South Australia,Number,0
Males,2019,Kidnapping/abduction,Tasmania,Number,0
Males,2019,Kidnapping/abduction,Australian Capital Territory,Number,0
Males,2019,Kidnapping/abduction,Northern Territory,Number,0
Males,2019,Kidnapping/abduction,Australia,Number,27
Males,2019,Sexual assault,New South Wales,Number,634
Males,2019,Sexual assault,Victoria,Number,207
Males,2019,Sexual assault,Queensland,Number,230
Males,2019,Sexual assault,Western Australia,Number,95
Males,2019,Sexual assault,South Australia,Number,64
Males,2019,Sexual assault,Tasmania,Number,11
Males,2019,Sexual assault,Australian Capital Territory,Number,16
Males,2019,Sexual assault,Northern Territory,Number,5
Males,2019,Sexual assault,Australia,Number,1253
Males,2020,Assault,New South Wales,Number,10930
Males,2020,Assault,Victoria,Number,n.a.
Males,2020,Assault,Queensland,Number,n.p.
Males,2020,Assault,Western Australia,Number,5871
Males,2020,Assault,South Australia,Number,2269
Males,2020,Assault,Tasmania,Number,425
Males,2020,Assault,Australian Capital Territory,Number,307
Males,2020,Assault,Northern Territory,Number,1052
Males,2020,Assault,Australia,Number,n.a.
Males,2020,Homicide and related offences,New South Wales,Number,14
Males,2020,Homicide and related offences,Victoria,Number,13
Males,2020,Homicide and related offences,Queensland,Number,9
Males,2020,Homicide and related offences,Western Australia,Number,13
Males,2020,Homicide and related offences,South Australia,Number,8
Males,2020,Homicide and related offences,Tasmania,Number,0
Males,2020,Homicide and related offences,Australian Capital Territory,Number,0
Males,2020,Homicide and related offences,Northern Territory,Number,3
Males,2020,Homicide and related offences,Australia,Number,59
Males,2020,Kidnapping/abduction,New South Wales,Number,9
Males,2020,Kidnapping/abduction,Victoria,Number,9
Males,2020,Kidnapping/abduction,Queensland,Number,0
Males,2020,Kidnapping/abduction,Western Australia,Number,0
Males,2020,Kidnapping/abduction,South Australia,Number,0
Males,2020,Kidnapping/abduction,Tasmania,Number,0
Males,2020,Kidnapping/abduction,Australian Capital Territory,Number,0
Males,2020,Kidnapping/abduction,Northern Territory,Number,0
Males,2020,Kidnapping/abduction,Australia,Number,24
Males,2020,Sexual assault,New South Wales,Number,750
Males,2020,Sexual assault,Victoria,Number,230
Males,2020,Sexual assault,Queensland,Number,239
Males,2020,Sexual assault,Western Australia,Number,100
Males,2020,Sexual assault,South Australia,Number,61
Males,2020,Sexual assault,Tasmania,Number,13
Males,2020,Sexual assault,Australian Capital Territory,Number,9
Males,2020,Sexual assault,Northern Territory,Number,14
Males,2020,Sexual assault,Australia,Number,1413
Males,2021,Assault,New South Wales,Number,11544
Males,2021,Assault,Victoria,Number,n.a.
Males,2021,Assault,Queensland,Number,n.p.
Males,2021,Assault,Western Australia,Number,5879
Males,2021,Assault,South Australia,Number,2314
Males,2021,Assault,Tasmania,Number,433
Males,2021,Assault,Australian Capital Territory,Number,260
Males,2021,Assault,Northern Territory,Number,1258
Males,2021,Assault,Australia,Number,n.a.
Males,2021,Homicide and related offences,New South Wales,Number,19
Males,2021,Homicide and related offences,Victoria,Number,16
Males,2021,Homicide and related offences,Queensland,Number,7
Males,2021,Homicide and related offences,Western Australia,Number,3
Males,2021,Homicide and related offences,South Australia,Number,4
Males,2021,Homicide and related offences,Tasmania,Number,0
Males,2021,Homicide and related offences,Australian Capital Territory,Number,0
Males,2021,Homicide and related offences,Northern Territory,Number,0
Males,2021,Homicide and related offences,Australia,Number,45
Males,2021,Kidnapping/abduction,New South Wales,Number,20
Males,2021,Kidnapping/abduction,Victoria,Number,3
Males,2021,Kidnapping/abduction,Queensland,Number,0
Males,2021,Kidnapping/abduction,Western Australia,Number,3
Males,2021,Kidnapping/abduction,South Australia,Number,0
Males,2021,Kidnapping/abduction,Tasmania,Number,0
Males,2021,Kidnapping/abduction,Australian Capital Territory,Number,0
Males,2021,Kidnapping/abduction,Northern Territory,Number,0
Males,2021,Kidnapping/abduction,Australia,Number,22
Males,2021,Sexual assault,New South Wales,Number,682
Males,2021,Sexual assault,Victoria,Number,221
Males,2021,Sexual assault,Queensland,Number,222
Males,2021,Sexual assault,Western Australia,Number,69
Males,2021,Sexual assault,South Australia,Number,62
Males,2021,Sexual assault,Tasmania,Number,21
Males,2021,Sexual assault,Australian Capital Territory,Number,9
Males,2021,Sexual assault,Northern Territory,Number,0
Males,2021,Sexual assault,Australia,Number,1280
Males,2022,Assault,New South Wales,Number,11463
Males,2022,Assault,Victoria,Number,n.a.
Males,2022,Assault,Queensland,Number,n.p.
Males,2022,Assault,Western Australia,Number,6486
Males,2022,Assault,South Australia,Number,2539
Males,2022,Assault,Tasmania,Number,488
Males,2022,Assault,Australian Capital Territory,Number,300
Males,2022,Assault,Northern Territory,Number,1465
Males,2022,Assault,Australia,Number,n.a.
Males,2022,Homicide and related offences,New South Wales,Number,13
Males,2022,Homicide and related offences,Victoria,Number,11
Males,2022,Homicide and related offences,Queensland,Number,7
Males,2022,Homicide and related offences,Western Australia,Number,10
Males,2022,Homicide and related offences,South Australia,Number,10
Males,2022,Homicide and related offences,Tasmania,Number,3
Males,2022,Homicide and related offences,Australian Capital Territory,Number,3
Males,2022,Homicide and related offences,Northern Territory,Number,3
Males,2022,Homicide and related offences,Australia,Number,57
Males,2022,Kidnapping/abduction,New South Wales,Number,15
Males,2022,Kidnapping/abduction,Victoria,Number,4
Males,2022,Kidnapping/abduction,Queensland,Number,5
Males,2022,Kidnapping/abduction,Western Australia,Number,0
Males,2022,Kidnapping/abduction,South Australia,Number,0
Males,2022,Kidnapping/abduction,Tasmania,Number,0
Males,2022,Kidnapping/abduction,Australian Capital Territory,Number,0
Males,2022,Kidnapping/abduction,Northern Territory,Number,0
Males,2022,Kidnapping/abduction,Australia,Number,25
Males,2022,Sexual assault,New South Wales,Number,646
Males,2022,Sexual assault,Victoria,Number,205
Males,2022,Sexual assault,Queensland,Number,268
Males,2022,Sexual assault,Western Australia,Number,89
Males,2022,Sexual assault,South Australia,Number,47
Males,2022,Sexual assault,Tasmania,Number,23
Males,2022,Sexual assault,Australian Capital Territory,Number,9
Males,2022,Sexual assault,Northern Territory,Number,7
Males,2022,Sexual assault,Australia,Number,1288
Males,2023,Assault,New South Wales,Number,12820
Males,2023,Assault,Victoria,Number,n.a.
Males,2023,Assault,Queensland,Number,11086
Males,2023,Assault,Western Australia,Number,7084
Males,2023,Assault,South Australia,Number,3074
Males,2023,Assault,Tasmania,Number,532
Males,2023,Assault,Australian Capital Territory,Number,347
Males,2023,Assault,Northern Territory,Number,1677
Males,2023,Assault,Australia,Number,n.a.
Males,2023,Homicide and related offences,New South Wales,Number,19
Males,2023,Homicide and related offences,Victoria,Number,13
Males,2023,Homicide and related offences,Queensland,Number,15
Males,2023,Homicide and related offences,Western Australia,Number,9
Males,2023,Homicide and related offences,South Australia,Number,5
Males,2023,Homicide and related offences,Tasmania,Number,4
Males,2023,Homicide and related offences,Australian Capital Territory,Number,0
Males,2023,Homicide and related offences,Northern Territory,Number,0
Males,2023,Homicide and related offences,Australia,Number,63
Males,2023,Kidnapping/abduction,New South Wales,Number,12
Males,2023,Kidnapping/abduction,Victoria,Number,10
Males,2023,Kidnapping/abduction,Queensland,Number,3
Males,2023,Kidnapping/abduction,Western Australia,Number,3
Males,2023,Kidnapping/abduction,South Australia,Number,3
Males,2023,Kidnapping/abduction,Tasmania,Number,0
Males,2023,Kidnapping/abduction,Australian Capital Territory,Number,0
Males,2023,Kidnapping/abduction,Northern Territory,Number,0
Males,2023,Kidnapping/abduction,Australia,Number,33
Males,2023,Sexual assault,New South Wales,Number,856
Males,2023,Sexual assault,Victoria,Number,230
Males,2023,Sexual assault,Queensland,Number,340
Males,2023,Sexual assault,Western Australia,Number,83
Males,2023,Sexual assault,South Australia,Number,62
Males,2023,Sexual assault,Tasmania,Number,26
Males,2023,Sexual assault,Australian Capital Territory,Number,9
Males,2023,Sexual assault,Northern Territory,Number,6
Males,2023,Sexual assault,Australia,Number,1618
Males,2024,Assault,New South Wales,Number,13268
Males,2024,Assault,Victoria,Number,n.a.
Males,2024,Assault,Queensland,Number,11722
Males,2024,Assault,Western Australia,Number,8054
Males,2024,Assault,South Australia,Number,3471
Males,2024,Assault,Tasmania,Number,530
Males,2024,Assault,Australian Capital Territory,Number,309
Males,2024,Assault,Northern Territory,Number,1484
Males,2024,Assault,Australia,Number,n.a.
Males,2024,Homicide and related offences,New South Wales,Number,20
Males,2024,Homicide and related offences,Victoria,Number,14
Males,2024,Homicide and related offences,Queensland,Number,16
Males,2024,Homicide and related offences,Western Australia,Number,6
Males,2024,Homicide and related offences,South Australia,Number,3
Males,2024,Homicide and related offences,Tasmania,Number,3
Males,2024,Homicide and related offences,Australian Capital Territory,Number,0
Males,2024,Homicide and related offences,Northern Territory,Number,0
Males,2024,Homicide and related offences,Australia,Number,73
Males,2024,Kidnapping/abduction,New South Wales,Number,7
Males,2024,Kidnapping/abduction,Victoria,Number,9
Males,2024,Kidnapping/abduction,Queensland,Number,3
Males,2024,Kidnapping/abduction,Western Australia,Number,0
Males,2024,Kidnapping/abduction,South Australia,Number,3
Males,2024,Kidnapping/abduction,Tasmania,Number,0
Males,2024,Kidnapping/abduction,Australian Capital Territory,Number,0
Males,2024,Kidnapping/abduction,Northern Territory,Number,0
Males,2024,Kidnapping/abduction,Australia,Number,27
Males,2024,Sexual assault,New South Wales,Number,1028
Males,2024,Sexual assault,Victoria,Number,257
Males,2024,Sexual assault,Queensland,Number,397
Males,2024,Sexual assault,Western Australia,Number,102
