category,unit,breakdown,value
"2025 > Children required to have a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,NT,90
"2025 > Children required to have a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,Aust,16246
"2025 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,NSW,9
"2025 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,Vic,0
"2025 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,Qld,na
"2025 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,WA,1
"2025 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,SA,14
"2025 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,Tas,2
"2025 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,ACT,0
"2025 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,NT,2
"2025 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,Aust,28
"2025 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,NSW,12726
"2025 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,Vic,6387
"2025 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,Qld,na
"2025 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,WA,4563
"2025 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,SA,4391
"2025 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,Tas,1056
"2025 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,ACT,570
"2025 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,NT,885
"2025 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,Aust,30578
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Aboriginal and Torres Strait Islander children",%,NSW,87.8
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Aboriginal and Torres Strait Islander children",%,Vic,99.8
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Aboriginal and Torres Strait Islander children",%,Qld,na
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Aboriginal and Torres Strait Islander children",%,WA,77.5
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Aboriginal and Torres Strait Islander children",%,SA,86.3
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Aboriginal and Torres Strait Islander children",%,Tas,48.1
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Aboriginal and Torres Strait Islander children",%,ACT,79
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Aboriginal and Torres Strait Islander children",%,NT,92.1
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Aboriginal and Torres Strait Islander children",%,Aust,86.3
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Non-Indigenous children",%,NSW,90.1
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Non-Indigenous children",%,Vic,99.8
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Non-Indigenous children",%,Qld,na
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Non-Indigenous children",%,WA,81.4
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Non-Indigenous children",%,SA,91.6
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Non-Indigenous children",%,Tas,50.3
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Non-Indigenous children",%,ACT,72.3
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Non-Indigenous children",%,NT,90
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Non-Indigenous children",%,Aust,90
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Children of unknown Indigenous status",%,NSW,77.8
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Children of unknown Indigenous status",%,Vic,..
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Children of unknown Indigenous status",%,Qld,na
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Children of unknown Indigenous status",%,WA,100
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Children of unknown Indigenous status",%,SA,100
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Children of unknown Indigenous status",%,Tas,0
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Children of unknown Indigenous status",%,ACT,..
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Children of unknown Indigenous status",%,NT,100
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > Children of unknown Indigenous status",%,Aust,85.7
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > All children",%,NSW,89
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > All children",%,Vic,99.8
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > All children",%,Qld,na
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > All children",%,WA,79
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > All children",%,SA,89.5
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > All children",%,Tas,49.2
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > All children",%,ACT,74.4
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > All children",%,NT,91.9
"2025 > Children with a current documented case plan, at 30 June > Proportion of children > All children",%,Aust,88.3
"2024 > Children with a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,NSW,5039
"2024 > Children with a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,Vic,2172
"2024 > Children with a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,Qld,4867
"2024 > Children with a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,WA,1934
"2024 > Children with a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,SA,1588
"2024 > Children with a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,Tas,146
"2024 > Children with a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,ACT,162
"2024 > Children with a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,NT,727
"2024 > Children with a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,Aust,16635
"2024 > Children with a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,NSW,6125
"2024 > Children with a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,Vic,4310
"2024 > Children with a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,Qld,5011
"2024 > Children with a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,WA,1390
"2024 > Children with a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,SA,2553
"2024 > Children with a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,Tas,171
"2024 > Children with a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,ACT,318
"2024 > Children with a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,NT,84
"2024 > Children with a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,Aust,19962
"2024 > Children with a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,NSW,13
"2024 > Children with a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,Vic,0
"2024 > Children with a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,Qld,0
"2024 > Children with a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,WA,0
"2024 > Children with a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,SA,4
"2024 > Children with a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,Tas,2
"2024 > Children with a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,ACT,1
"2024 > Children with a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,NT,1
"2024 > Children with a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,Aust,21
"2024 > Children with a current documented case plan, at 30 June > Number of children > All children",no.,NSW,11177
"2024 > Children with a current documented case plan, at 30 June > Number of children > All children",no.,Vic,6482
"2024 > Children with a current documented case plan, at 30 June > Number of children > All children",no.,Qld,9878
"2024 > Children with a current documented case plan, at 30 June > Number of children > All children",no.,WA,3324
"2024 > Children with a current documented case plan, at 30 June > Number of children > All children",no.,SA,4145
"2024 > Children with a current documented case plan, at 30 June > Number of children > All children",no.,Tas,319
"2024 > Children with a current documented case plan, at 30 June > Number of children > All children",no.,ACT,481
"2024 > Children with a current documented case plan, at 30 June > Number of children > All children",no.,NT,812
"2024 > Children with a current documented case plan, at 30 June > Number of children > All children",no.,Aust,36618
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,NSW,6051
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,Vic,2178
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,Qld,5321
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,WA,2720
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,SA,1702
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,Tas,434
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,ACT,195
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,NT,801
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,Aust,19402
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,NSW,6857
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,Vic,4316
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,Qld,5362
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,WA,1821
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,SA,2736
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,Tas,544
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,ACT,407
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,NT,97
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,Aust,22140
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,NSW,20
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,Vic,0
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,Qld,3
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,WA,1
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,SA,4
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,Tas,13
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,ACT,2
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,NT,1
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,Aust,44
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,NSW,12928
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,Vic,6494
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,Qld,10686
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,WA,4542
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,SA,4442
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,Tas,991
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,ACT,604
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,NT,899
"2024 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,Aust,41586
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Aboriginal and Torres Strait Islander children",%,NSW,83.3
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Aboriginal and Torres Strait Islander children",%,Vic,99.7
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Aboriginal and Torres Strait Islander children",%,Qld,91.5
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Aboriginal and Torres Strait Islander children",%,WA,71.1
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Aboriginal and Torres Strait Islander children",%,SA,93.3
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Aboriginal and Torres Strait Islander children",%,Tas,33.6
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Aboriginal and Torres Strait Islander children",%,ACT,83.1
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Aboriginal and Torres Strait Islander children",%,NT,90.8
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Aboriginal and Torres Strait Islander children",%,Aust,85.7
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Non-Indigenous children",%,NSW,89.3
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Non-Indigenous children",%,Vic,99.9
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Non-Indigenous children",%,Qld,93.5
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Non-Indigenous children",%,WA,76.3
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Non-Indigenous children",%,SA,93.3
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Non-Indigenous children",%,Tas,31.4
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Non-Indigenous children",%,ACT,78.1
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Non-Indigenous children",%,NT,86.6
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Non-Indigenous children",%,Aust,90.2
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Children of unknown Indigenous status",%,NSW,65
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Children of unknown Indigenous status",%,Vic,..
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Children of unknown Indigenous status",%,Qld,0
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Children of unknown Indigenous status",%,WA,0
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Children of unknown Indigenous status",%,SA,100
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Children of unknown Indigenous status",%,Tas,15.4
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Children of unknown Indigenous status",%,ACT,50
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Children of unknown Indigenous status",%,NT,100
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > Children of unknown Indigenous status",%,Aust,47.7
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > All children",%,NSW,86.5
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > All children",%,Vic,99.8
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > All children",%,Qld,92.4
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > All children",%,WA,73.2
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > All children",%,SA,93.3
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > All children",%,Tas,32.2
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > All children",%,ACT,79.6
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > All children",%,NT,90.3
"2024 > Children with a current documented case plan, at 30 June > Proportion of children > All children",%,Aust,88.1
"2023 > Children with a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,NSW,5282
"2023 > Children with a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,Vic,1973
"2023 > Children with a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,Qld,4849
"2023 > Children with a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,WA,2044
"2023 > Children with a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,SA,1544
"2023 > Children with a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,Tas,181
"2023 > Children with a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,ACT,180
"2023 > Children with a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,NT,732
"2023 > Children with a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,Aust,16785
"2023 > Children with a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,NSW,6311
"2023 > Children with a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,Vic,4138
"2023 > Children with a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,Qld,5082
"2023 > Children with a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,WA,1600
"2023 > Children with a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,SA,2531
"2023 > Children with a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,Tas,252
"2023 > Children with a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,ACT,447
"2023 > Children with a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,NT,81
"2023 > Children with a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,Aust,20442
"2023 > Children with a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,NSW,1
"2023 > Children with a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,Vic,0
"2023 > Children with a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,Qld,0
"2023 > Children with a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,WA,0
"2023 > Children with a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,SA,4
"2023 > Children with a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,Tas,21
"2023 > Children with a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,ACT,0
"2023 > Children with a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,NT,2
"2023 > Children with a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,Aust,28
"2023 > Children with a current documented case plan, at 30 June > Number of children > All children",no.,NSW,11594
"2023 > Children with a current documented case plan, at 30 June > Number of children > All children",no.,Vic,6111
"2023 > Children with a current documented case plan, at 30 June > Number of children > All children",no.,Qld,9931
"2023 > Children with a current documented case plan, at 30 June > Number of children > All children",no.,WA,3644
"2023 > Children with a current documented case plan, at 30 June > Number of children > All children",no.,SA,4079
"2023 > Children with a current documented case plan, at 30 June > Number of children > All children",no.,Tas,454
"2023 > Children with a current documented case plan, at 30 June > Number of children > All children",no.,ACT,627
"2023 > Children with a current documented case plan, at 30 June > Number of children > All children",no.,NT,815
"2023 > Children with a current documented case plan, at 30 June > Number of children > All children",no.,Aust,37255
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,NSW,6155
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,Vic,1977
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,Qld,5198
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,WA,2627
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,SA,1700
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,Tas,420
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,ACT,228
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,NT,775
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Aboriginal and Torres Strait Islander children",no.,Aust,19080
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,NSW,7235
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,Vic,4153
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,Qld,5457
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,WA,1865
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,SA,2720
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,Tas,570
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,ACT,509
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,NT,92
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Non-Indigenous children",no.,Aust,22601
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,NSW,2
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,Vic,0
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,Qld,0
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,WA,0
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,SA,4
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,Tas,24
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,ACT,0
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,NT,2
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > Children of unknown Indigenous status",no.,Aust,32
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,NSW,13392
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,Vic,6130
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,Qld,10655
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,WA,4492
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,SA,4424
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,Tas,1014
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,ACT,737
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,NT,869
"2023 > Children required to have a current documented case plan, at 30 June > Number of children > All children",no.,Aust,41713
