category,unit,breakdown,value
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,Vic,95.8
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,Qld,na
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,WA,59.2
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,SA,84.7
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,Tas,34.1
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,ACT,52.7
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,NT,29.5
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,Aust,54.3
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,NSW,4.4
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,Vic,4.4
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,Qld,na
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,WA,3.1
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,SA,7.5
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,Tas,5.4
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,ACT,4.4
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,NT,2.3
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,Aust,4.5
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > All children",rate,NSW,7.5
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > All children",rate,Vic,6.4
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > All children",rate,Qld,na
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > All children",rate,WA,7.2
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > All children",rate,SA,11.8
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > All children",rate,Tas,8.7
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > All children",rate,ACT,6.1
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > All children",rate,NT,13.1
"2024-25 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > All children",rate,Aust,7.5
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Aboriginal and Torres Strait Islander children,no.,NSW,7276
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Aboriginal and Torres Strait Islander children,no.,Vic,3894
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Aboriginal and Torres Strait Islander children,no.,Qld,na
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Aboriginal and Torres Strait Islander children,no.,WA,3302
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Aboriginal and Torres Strait Islander children,no.,SA,2025
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Aboriginal and Torres Strait Islander children,no.,Tas,512
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Aboriginal and Torres Strait Islander children,no.,ACT,221
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Aboriginal and Torres Strait Islander children,no.,NT,886
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Aboriginal and Torres Strait Islander children,no.,Aust,18116
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Non-Indigenous children,no.,NSW,8551
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Non-Indigenous children,no.,Vic,9073
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Non-Indigenous children,no.,Qld,na
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Non-Indigenous children,no.,WA,2294
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Non-Indigenous children,no.,SA,3143
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Non-Indigenous children,no.,Tas,620
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Non-Indigenous children,no.,ACT,492
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Non-Indigenous children,no.,NT,105
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Non-Indigenous children,no.,Aust,24278
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Children of unknown Indigenous status,no.,NSW,16
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Children of unknown Indigenous status,no.,Vic,1
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Children of unknown Indigenous status,no.,Qld,na
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Children of unknown Indigenous status,no.,WA,4
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Children of unknown Indigenous status,no.,SA,18
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Children of unknown Indigenous status,no.,Tas,5
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Children of unknown Indigenous status,no.,ACT,1
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Children of unknown Indigenous status,no.,NT,7
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > Children of unknown Indigenous status,no.,Aust,52
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > All children,no.,NSW,15843
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > All children,no.,Vic,12968
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > All children,no.,Qld,na
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > All children,no.,WA,5600
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > All children,no.,SA,5186
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > All children,no.,Tas,1137
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > All children,no.,ACT,714
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > All children,no.,NT,998
2024-25 > Children in at least one out-of-home care placement during the year > Number of children > All children,no.,Aust,42446
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,NSW,51.9
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,Vic,122.7
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,Qld,na
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,WA,69.4
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,SA,96.3
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,Tas,39.6
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,ACT,64
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,NT,35.5
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,Aust,64.2
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,NSW,5.1
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,Vic,6.3
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,Qld,na
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,WA,3.8
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,SA,8.8
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,Tas,6.2
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,ACT,5.1
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,NT,2.8
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,Aust,5.7
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > All children",rate,NSW,8.8
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > All children",rate,Vic,8.8
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > All children",rate,Qld,na
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > All children",rate,WA,8.6
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > All children",rate,SA,13.7
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > All children",rate,Tas,10
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > All children",rate,ACT,7.2
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > All children",rate,NT,15.8
"2024-25 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > All children",rate,Aust,9.3
2023-24 > Children in out-of-home care at 30 June > Number of children > Aboriginal and Torres Strait Islander children,no.,NSW,6312
2023-24 > Children in out-of-home care at 30 June > Number of children > Aboriginal and Torres Strait Islander children,no.,Vic,2867
2023-24 > Children in out-of-home care at 30 June > Number of children > Aboriginal and Torres Strait Islander children,no.,Qld,4961
2023-24 > Children in out-of-home care at 30 June > Number of children > Aboriginal and Torres Strait Islander children,no.,WA,2766
2023-24 > Children in out-of-home care at 30 June > Number of children > Aboriginal and Torres Strait Islander children,no.,SA,1744
2023-24 > Children in out-of-home care at 30 June > Number of children > Aboriginal and Torres Strait Islander children,no.,Tas,395
2023-24 > Children in out-of-home care at 30 June > Number of children > Aboriginal and Torres Strait Islander children,no.,ACT,190
2023-24 > Children in out-of-home care at 30 June > Number of children > Aboriginal and Torres Strait Islander children,no.,NT,750
2023-24 > Children in out-of-home care at 30 June > Number of children > Aboriginal and Torres Strait Islander children,no.,Aust,19985
2023-24 > Children in out-of-home care at 30 June > Number of children > Non-Indigenous children,no.,NSW,7633
2023-24 > Children in out-of-home care at 30 June > Number of children > Non-Indigenous children,no.,Vic,6340
2023-24 > Children in out-of-home care at 30 June > Number of children > Non-Indigenous children,no.,Qld,5121
2023-24 > Children in out-of-home care at 30 June > Number of children > Non-Indigenous children,no.,WA,1892
2023-24 > Children in out-of-home care at 30 June > Number of children > Non-Indigenous children,no.,SA,2778
2023-24 > Children in out-of-home care at 30 June > Number of children > Non-Indigenous children,no.,Tas,529
2023-24 > Children in out-of-home care at 30 June > Number of children > Non-Indigenous children,no.,ACT,416
2023-24 > Children in out-of-home care at 30 June > Number of children > Non-Indigenous children,no.,NT,96
2023-24 > Children in out-of-home care at 30 June > Number of children > Non-Indigenous children,no.,Aust,24805
2023-24 > Children in out-of-home care at 30 June > Number of children > Children of unknown Indigenous status,no.,NSW,38
2023-24 > Children in out-of-home care at 30 June > Number of children > Children of unknown Indigenous status,no.,Vic,1
2023-24 > Children in out-of-home care at 30 June > Number of children > Children of unknown Indigenous status,no.,Qld,10
2023-24 > Children in out-of-home care at 30 June > Number of children > Children of unknown Indigenous status,no.,WA,2
2023-24 > Children in out-of-home care at 30 June > Number of children > Children of unknown Indigenous status,no.,SA,6
2023-24 > Children in out-of-home care at 30 June > Number of children > Children of unknown Indigenous status,no.,Tas,16
2023-24 > Children in out-of-home care at 30 June > Number of children > Children of unknown Indigenous status,no.,ACT,2
2023-24 > Children in out-of-home care at 30 June > Number of children > Children of unknown Indigenous status,no.,NT,1
2023-24 > Children in out-of-home care at 30 June > Number of children > Children of unknown Indigenous status,no.,Aust,76
2023-24 > Children in out-of-home care at 30 June > Number of children > All children,no.,NSW,13983
2023-24 > Children in out-of-home care at 30 June > Number of children > All children,no.,Vic,9208
2023-24 > Children in out-of-home care at 30 June > Number of children > All children,no.,Qld,10092
2023-24 > Children in out-of-home care at 30 June > Number of children > All children,no.,WA,4660
2023-24 > Children in out-of-home care at 30 June > Number of children > All children,no.,SA,4528
2023-24 > Children in out-of-home care at 30 June > Number of children > All children,no.,Tas,940
2023-24 > Children in out-of-home care at 30 June > Number of children > All children,no.,ACT,608
2023-24 > Children in out-of-home care at 30 June > Number of children > All children,no.,NT,847
2023-24 > Children in out-of-home care at 30 June > Number of children > All children,no.,Aust,44866
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,NSW,45.1
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,Vic,90.5
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,Qld,42.9
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,WA,58.3
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,SA,83
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,Tas,30.4
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,ACT,55.3
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,NT,29.9
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,Aust,50.3
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,NSW,4.6
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,Vic,4.4
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,Qld,4.6
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,WA,3.1
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,SA,7.8
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,Tas,5.3
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,ACT,4.4
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,NT,2.7
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,Aust,4.6
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > All children",rate,NSW,7.8
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > All children",rate,Vic,6.3
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > All children",rate,Qld,8.2
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > All children",rate,WA,7.1
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > All children",rate,SA,11.9
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > All children",rate,Tas,8.3
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > All children",rate,ACT,6.1
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > All children",rate,NT,13.9
"2023-24 > Children in out-of-home care at 30 June > Rate per 1,000 children aged 0–17 years > All children",rate,Aust,7.7
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Aboriginal and Torres Strait Islander children,no.,NSW,7285
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Aboriginal and Torres Strait Islander children,no.,Vic,3591
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Aboriginal and Torres Strait Islander children,no.,Qld,6135
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Aboriginal and Torres Strait Islander children,no.,WA,3284
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Aboriginal and Torres Strait Islander children,no.,SA,2006
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Aboriginal and Torres Strait Islander children,no.,Tas,493
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Aboriginal and Torres Strait Islander children,no.,ACT,244
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Aboriginal and Torres Strait Islander children,no.,NT,918
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Aboriginal and Torres Strait Islander children,no.,Aust,23956
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Non-Indigenous children,no.,NSW,9021
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Non-Indigenous children,no.,Vic,8769
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Non-Indigenous children,no.,Qld,6598
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Non-Indigenous children,no.,WA,2317
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Non-Indigenous children,no.,SA,3201
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Non-Indigenous children,no.,Tas,641
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Non-Indigenous children,no.,ACT,538
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Non-Indigenous children,no.,NT,121
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Non-Indigenous children,no.,Aust,31206
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Children of unknown Indigenous status,no.,NSW,46
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Children of unknown Indigenous status,no.,Vic,1
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Children of unknown Indigenous status,no.,Qld,18
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Children of unknown Indigenous status,no.,WA,2
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Children of unknown Indigenous status,no.,SA,9
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Children of unknown Indigenous status,no.,Tas,23
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Children of unknown Indigenous status,no.,ACT,3
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Children of unknown Indigenous status,no.,NT,3
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > Children of unknown Indigenous status,no.,Aust,105
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > All children,no.,NSW,16352
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > All children,no.,Vic,12361
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > All children,no.,Qld,12751
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > All children,no.,WA,5603
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > All children,no.,SA,5216
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > All children,no.,Tas,1157
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > All children,no.,ACT,785
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > All children,no.,NT,1042
2023-24 > Children in at least one out-of-home care placement during the year > Number of children > All children,no.,Aust,55267
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,NSW,52.3
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,Vic,113.9
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,Qld,53.5
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,WA,69.5
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,SA,95.6
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,Tas,37.9
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,ACT,71
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,NT,36.4
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Aboriginal and Torres Strait Islander children",rate,Aust,60.6
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,NSW,5.4
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,Vic,6.2
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,Qld,6
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,WA,3.8
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,SA,9
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,Tas,6.4
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,ACT,5.6
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,NT,3.4
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > Non-Indigenous children",rate,Aust,5.8
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > All children",rate,NSW,9.1
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > All children",rate,Vic,8.5
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > All children",rate,Qld,10.4
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > All children",rate,WA,8.6
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > All children",rate,SA,13.8
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > All children",rate,Tas,10.2
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > All children",rate,ACT,7.9
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > All children",rate,NT,17.1
"2023-24 > Children in at least one out-of-home care placement during the year > Rate per 1,000 children aged 0–17 years > All children",rate,Aust,9.6
2022-23 > Children in out-of-home care at 30 June > Number of children > Aboriginal and Torres Strait Islander children,no.,NSW,6563
2022-23 > Children in out-of-home care at 30 June > Number of children > Aboriginal and Torres Strait Islander children,no.,Vic,2668
2022-23 > Children in out-of-home care at 30 June > Number of children > Aboriginal and Torres Strait Islander children,no.,Qld,4722
2022-23 > Children in out-of-home care at 30 June > Number of children > Aboriginal and Torres Strait Islander children,no.,WA,2709
2022-23 > Children in out-of-home care at 30 June > Number of children > Aboriginal and Torres Strait Islander children,no.,SA,1752
