category,unit,breakdown,value
2024-25 > Proportion of investigations commenced from notification date > 22 to 28 days,%,Aust,4.9
2024-25 > Proportion of investigations commenced from notification date > 29 days or more,%,NSW,14
2024-25 > Proportion of investigations commenced from notification date > 29 days or more,%,Vic,4.2
2024-25 > Proportion of investigations commenced from notification date > 29 days or more,%,Qld,na
2024-25 > Proportion of investigations commenced from notification date > 29 days or more,%,WA,6.2
2024-25 > Proportion of investigations commenced from notification date > 29 days or more,%,SA,21.3
2024-25 > Proportion of investigations commenced from notification date > 29 days or more,%,Tas,np
2024-25 > Proportion of investigations commenced from notification date > 29 days or more,%,ACT,21.9
2024-25 > Proportion of investigations commenced from notification date > 29 days or more,%,NT,1.3
2024-25 > Proportion of investigations commenced from notification date > 29 days or more,%,Aust,9.7
2024-25 > Proportion of investigations commenced from notification date > Total,%,NSW,100
2024-25 > Proportion of investigations commenced from notification date > Total,%,Vic,100
2024-25 > Proportion of investigations commenced from notification date > Total,%,Qld,na
2024-25 > Proportion of investigations commenced from notification date > Total,%,WA,100
2024-25 > Proportion of investigations commenced from notification date > Total,%,SA,100
2024-25 > Proportion of investigations commenced from notification date > Total,%,Tas,np
2024-25 > Proportion of investigations commenced from notification date > Total,%,ACT,100
2024-25 > Proportion of investigations commenced from notification date > Total,%,NT,100
2024-25 > Proportion of investigations commenced from notification date > Total,%,Aust,100
2023-24 > Number of investigations commenced from notification date > 7 days or fewer,no.,NSW,24922
2023-24 > Number of investigations commenced from notification date > 7 days or fewer,no.,Vic,27443
2023-24 > Number of investigations commenced from notification date > 7 days or fewer,no.,Qld,7452
2023-24 > Number of investigations commenced from notification date > 7 days or fewer,no.,WA,12436
2023-24 > Number of investigations commenced from notification date > 7 days or fewer,no.,SA,6340
2023-24 > Number of investigations commenced from notification date > 7 days or fewer,no.,Tas,np
2023-24 > Number of investigations commenced from notification date > 7 days or fewer,no.,ACT,531
2023-24 > Number of investigations commenced from notification date > 7 days or fewer,no.,NT,3184
2023-24 > Number of investigations commenced from notification date > 7 days or fewer,no.,Aust,82308
2023-24 > Number of investigations commenced from notification date > 8 to 14 days,no.,NSW,9514
2023-24 > Number of investigations commenced from notification date > 8 to 14 days,no.,Vic,6184
2023-24 > Number of investigations commenced from notification date > 8 to 14 days,no.,Qld,2714
2023-24 > Number of investigations commenced from notification date > 8 to 14 days,no.,WA,714
2023-24 > Number of investigations commenced from notification date > 8 to 14 days,no.,SA,1761
2023-24 > Number of investigations commenced from notification date > 8 to 14 days,no.,Tas,np
2023-24 > Number of investigations commenced from notification date > 8 to 14 days,no.,ACT,360
2023-24 > Number of investigations commenced from notification date > 8 to 14 days,no.,NT,569
2023-24 > Number of investigations commenced from notification date > 8 to 14 days,no.,Aust,21816
2023-24 > Number of investigations commenced from notification date > 15 to 21 days,no.,NSW,5863
2023-24 > Number of investigations commenced from notification date > 15 to 21 days,no.,Vic,3190
2023-24 > Number of investigations commenced from notification date > 15 to 21 days,no.,Qld,2248
2023-24 > Number of investigations commenced from notification date > 15 to 21 days,no.,WA,394
2023-24 > Number of investigations commenced from notification date > 15 to 21 days,no.,SA,1400
2023-24 > Number of investigations commenced from notification date > 15 to 21 days,no.,Tas,np
2023-24 > Number of investigations commenced from notification date > 15 to 21 days,no.,ACT,201
2023-24 > Number of investigations commenced from notification date > 15 to 21 days,no.,NT,317
2023-24 > Number of investigations commenced from notification date > 15 to 21 days,no.,Aust,13613
2023-24 > Number of investigations commenced from notification date > 22 to 28 days,no.,NSW,3870
2023-24 > Number of investigations commenced from notification date > 22 to 28 days,no.,Vic,1691
2023-24 > Number of investigations commenced from notification date > 22 to 28 days,no.,Qld,1844
2023-24 > Number of investigations commenced from notification date > 22 to 28 days,no.,WA,223
2023-24 > Number of investigations commenced from notification date > 22 to 28 days,no.,SA,899
2023-24 > Number of investigations commenced from notification date > 22 to 28 days,no.,Tas,np
2023-24 > Number of investigations commenced from notification date > 22 to 28 days,no.,ACT,112
2023-24 > Number of investigations commenced from notification date > 22 to 28 days,no.,NT,87
2023-24 > Number of investigations commenced from notification date > 22 to 28 days,no.,Aust,8726
2023-24 > Number of investigations commenced from notification date > 29 days or more,no.,NSW,8309
2023-24 > Number of investigations commenced from notification date > 29 days or more,no.,Vic,2615
2023-24 > Number of investigations commenced from notification date > 29 days or more,no.,Qld,17243
2023-24 > Number of investigations commenced from notification date > 29 days or more,no.,WA,1047
2023-24 > Number of investigations commenced from notification date > 29 days or more,no.,SA,1817
2023-24 > Number of investigations commenced from notification date > 29 days or more,no.,Tas,np
2023-24 > Number of investigations commenced from notification date > 29 days or more,no.,ACT,205
2023-24 > Number of investigations commenced from notification date > 29 days or more,no.,NT,125
2023-24 > Number of investigations commenced from notification date > 29 days or more,no.,Aust,31361
2023-24 > Number of investigations commenced from notification date > Total,no.,NSW,52478
2023-24 > Number of investigations commenced from notification date > Total,no.,Vic,41123
2023-24 > Number of investigations commenced from notification date > Total,no.,Qld,31501
2023-24 > Number of investigations commenced from notification date > Total,no.,WA,14814
2023-24 > Number of investigations commenced from notification date > Total,no.,SA,12217
2023-24 > Number of investigations commenced from notification date > Total,no.,Tas,np
2023-24 > Number of investigations commenced from notification date > Total,no.,ACT,1409
2023-24 > Number of investigations commenced from notification date > Total,no.,NT,4282
2023-24 > Number of investigations commenced from notification date > Total,no.,Aust,157824
2023-24 > Proportion of investigations commenced from notification date > 7 days or fewer,%,NSW,47.5
2023-24 > Proportion of investigations commenced from notification date > 7 days or fewer,%,Vic,66.7
2023-24 > Proportion of investigations commenced from notification date > 7 days or fewer,%,Qld,23.7
2023-24 > Proportion of investigations commenced from notification date > 7 days or fewer,%,WA,83.9
2023-24 > Proportion of investigations commenced from notification date > 7 days or fewer,%,SA,51.9
2023-24 > Proportion of investigations commenced from notification date > 7 days or fewer,%,Tas,np
2023-24 > Proportion of investigations commenced from notification date > 7 days or fewer,%,ACT,37.7
2023-24 > Proportion of investigations commenced from notification date > 7 days or fewer,%,NT,74.4
2023-24 > Proportion of investigations commenced from notification date > 7 days or fewer,%,Aust,52.2
2023-24 > Proportion of investigations commenced from notification date > 8 to 14 days,%,NSW,18.1
2023-24 > Proportion of investigations commenced from notification date > 8 to 14 days,%,Vic,15
2023-24 > Proportion of investigations commenced from notification date > 8 to 14 days,%,Qld,8.6
2023-24 > Proportion of investigations commenced from notification date > 8 to 14 days,%,WA,4.8
2023-24 > Proportion of investigations commenced from notification date > 8 to 14 days,%,SA,14.4
2023-24 > Proportion of investigations commenced from notification date > 8 to 14 days,%,Tas,np
2023-24 > Proportion of investigations commenced from notification date > 8 to 14 days,%,ACT,25.6
2023-24 > Proportion of investigations commenced from notification date > 8 to 14 days,%,NT,13.3
2023-24 > Proportion of investigations commenced from notification date > 8 to 14 days,%,Aust,13.8
2023-24 > Proportion of investigations commenced from notification date > 15 to 21 days,%,NSW,11.2
2023-24 > Proportion of investigations commenced from notification date > 15 to 21 days,%,Vic,7.8
2023-24 > Proportion of investigations commenced from notification date > 15 to 21 days,%,Qld,7.1
2023-24 > Proportion of investigations commenced from notification date > 15 to 21 days,%,WA,2.7
2023-24 > Proportion of investigations commenced from notification date > 15 to 21 days,%,SA,11.5
2023-24 > Proportion of investigations commenced from notification date > 15 to 21 days,%,Tas,np
2023-24 > Proportion of investigations commenced from notification date > 15 to 21 days,%,ACT,14.3
2023-24 > Proportion of investigations commenced from notification date > 15 to 21 days,%,NT,7.4
2023-24 > Proportion of investigations commenced from notification date > 15 to 21 days,%,Aust,8.6
2023-24 > Proportion of investigations commenced from notification date > 22 to 28 days,%,NSW,7.4
2023-24 > Proportion of investigations commenced from notification date > 22 to 28 days,%,Vic,4.1
2023-24 > Proportion of investigations commenced from notification date > 22 to 28 days,%,Qld,5.9
2023-24 > Proportion of investigations commenced from notification date > 22 to 28 days,%,WA,1.5
2023-24 > Proportion of investigations commenced from notification date > 22 to 28 days,%,SA,7.4
2023-24 > Proportion of investigations commenced from notification date > 22 to 28 days,%,Tas,np
2023-24 > Proportion of investigations commenced from notification date > 22 to 28 days,%,ACT,7.9
2023-24 > Proportion of investigations commenced from notification date > 22 to 28 days,%,NT,2
2023-24 > Proportion of investigations commenced from notification date > 22 to 28 days,%,Aust,5.5
2023-24 > Proportion of investigations commenced from notification date > 29 days or more,%,NSW,15.8
2023-24 > Proportion of investigations commenced from notification date > 29 days or more,%,Vic,6.4
2023-24 > Proportion of investigations commenced from notification date > 29 days or more,%,Qld,54.7
2023-24 > Proportion of investigations commenced from notification date > 29 days or more,%,WA,7.1
2023-24 > Proportion of investigations commenced from notification date > 29 days or more,%,SA,14.9
2023-24 > Proportion of investigations commenced from notification date > 29 days or more,%,Tas,np
2023-24 > Proportion of investigations commenced from notification date > 29 days or more,%,ACT,14.5
2023-24 > Proportion of investigations commenced from notification date > 29 days or more,%,NT,2.9
2023-24 > Proportion of investigations commenced from notification date > 29 days or more,%,Aust,19.9
2023-24 > Proportion of investigations commenced from notification date > Total,%,NSW,100
2023-24 > Proportion of investigations commenced from notification date > Total,%,Vic,100
2023-24 > Proportion of investigations commenced from notification date > Total,%,Qld,100
2023-24 > Proportion of investigations commenced from notification date > Total,%,WA,100
2023-24 > Proportion of investigations commenced from notification date > Total,%,SA,100
2023-24 > Proportion of investigations commenced from notification date > Total,%,Tas,np
2023-24 > Proportion of investigations commenced from notification date > Total,%,ACT,100
2023-24 > Proportion of investigations commenced from notification date > Total,%,NT,100
2023-24 > Proportion of investigations commenced from notification date > Total,%,Aust,100
2022-23 > Number of investigations commenced from notification date > 7 days or fewer,no.,NSW,25400
2022-23 > Number of investigations commenced from notification date > 7 days or fewer,no.,Vic,26372
2022-23 > Number of investigations commenced from notification date > 7 days or fewer,no.,Qld,7378
2022-23 > Number of investigations commenced from notification date > 7 days or fewer,no.,WA,13325
2022-23 > Number of investigations commenced from notification date > 7 days or fewer,no.,SA,5784
2022-23 > Number of investigations commenced from notification date > 7 days or fewer,no.,Tas,np
2022-23 > Number of investigations commenced from notification date > 7 days or fewer,no.,ACT,890
2022-23 > Number of investigations commenced from notification date > 7 days or fewer,no.,NT,4551
2022-23 > Number of investigations commenced from notification date > 7 days or fewer,no.,Aust,83700
2022-23 > Number of investigations commenced from notification date > 8 to 14 days,no.,NSW,10724
2022-23 > Number of investigations commenced from notification date > 8 to 14 days,no.,Vic,5692
2022-23 > Number of investigations commenced from notification date > 8 to 14 days,no.,Qld,2806
2022-23 > Number of investigations commenced from notification date > 8 to 14 days,no.,WA,727
2022-23 > Number of investigations commenced from notification date > 8 to 14 days,no.,SA,1538
2022-23 > Number of investigations commenced from notification date > 8 to 14 days,no.,Tas,np
2022-23 > Number of investigations commenced from notification date > 8 to 14 days,no.,ACT,385
2022-23 > Number of investigations commenced from notification date > 8 to 14 days,no.,NT,659
2022-23 > Number of investigations commenced from notification date > 8 to 14 days,no.,Aust,22531
2022-23 > Number of investigations commenced from notification date > 15 to 21 days,no.,NSW,5907
2022-23 > Number of investigations commenced from notification date > 15 to 21 days,no.,Vic,3064
2022-23 > Number of investigations commenced from notification date > 15 to 21 days,no.,Qld,2305
2022-23 > Number of investigations commenced from notification date > 15 to 21 days,no.,WA,336
2022-23 > Number of investigations commenced from notification date > 15 to 21 days,no.,SA,858
2022-23 > Number of investigations commenced from notification date > 15 to 21 days,no.,Tas,np
2022-23 > Number of investigations commenced from notification date > 15 to 21 days,no.,ACT,238
2022-23 > Number of investigations commenced from notification date > 15 to 21 days,no.,NT,105
2022-23 > Number of investigations commenced from notification date > 15 to 21 days,no.,Aust,12813
2022-23 > Number of investigations commenced from notification date > 22 to 28 days,no.,NSW,3914
2022-23 > Number of investigations commenced from notification date > 22 to 28 days,no.,Vic,1779
2022-23 > Number of investigations commenced from notification date > 22 to 28 days,no.,Qld,1903
2022-23 > Number of investigations commenced from notification date > 22 to 28 days,no.,WA,147
2022-23 > Number of investigations commenced from notification date > 22 to 28 days,no.,SA,617
2022-23 > Number of investigations commenced from notification date > 22 to 28 days,no.,Tas,np
2022-23 > Number of investigations commenced from notification date > 22 to 28 days,no.,ACT,135
2022-23 > Number of investigations commenced from notification date > 22 to 28 days,no.,NT,34
2022-23 > Number of investigations commenced from notification date > 22 to 28 days,no.,Aust,8529
2022-23 > Number of investigations commenced from notification date > 29 days or more,no.,NSW,11128
2022-23 > Number of investigations commenced from notification date > 29 days or more,no.,Vic,2497
2022-23 > Number of investigations commenced from notification date > 29 days or more,no.,Qld,15816
2022-23 > Number of investigations commenced from notification date > 29 days or more,no.,WA,794
2022-23 > Number of investigations commenced from notification date > 29 days or more,no.,SA,1464
2022-23 > Number of investigations commenced from notification date > 29 days or more,no.,Tas,np
2022-23 > Number of investigations commenced from notification date > 29 days or more,no.,ACT,162
2022-23 > Number of investigations commenced from notification date > 29 days or more,no.,NT,50
2022-23 > Number of investigations commenced from notification date > 29 days or more,no.,Aust,31911
2022-23 > Number of investigations commenced from notification date > Total,no.,NSW,57073
2022-23 > Number of investigations commenced from notification date > Total,no.,Vic,39404
2022-23 > Number of investigations commenced from notification date > Total,no.,Qld,30208
2022-23 > Number of investigations commenced from notification date > Total,no.,WA,15329
2022-23 > Number of investigations commenced from notification date > Total,no.,SA,10261
2022-23 > Number of investigations commenced from notification date > Total,no.,Tas,np
2022-23 > Number of investigations commenced from notification date > Total,no.,ACT,1810
2022-23 > Number of investigations commenced from notification date > Total,no.,NT,5399
2022-23 > Number of investigations commenced from notification date > Total,no.,Aust,159484
2022-23 > Proportion of investigations commenced from notification date > 7 days or fewer,%,NSW,44.5
2022-23 > Proportion of investigations commenced from notification date > 7 days or fewer,%,Vic,66.9
2022-23 > Proportion of investigations commenced from notification date > 7 days or fewer,%,Qld,24.4
2022-23 > Proportion of investigations commenced from notification date > 7 days or fewer,%,WA,86.9
2022-23 > Proportion of investigations commenced from notification date > 7 days or fewer,%,SA,56.4
2022-23 > Proportion of investigations commenced from notification date > 7 days or fewer,%,Tas,np
2022-23 > Proportion of investigations commenced from notification date > 7 days or fewer,%,ACT,49.2
2022-23 > Proportion of investigations commenced from notification date > 7 days or fewer,%,NT,84.3
2022-23 > Proportion of investigations commenced from notification date > 7 days or fewer,%,Aust,52.5
2022-23 > Proportion of investigations commenced from notification date > 8 to 14 days,%,NSW,18.8
2022-23 > Proportion of investigations commenced from notification date > 8 to 14 days,%,Vic,14.4
2022-23 > Proportion of investigations commenced from notification date > 8 to 14 days,%,Qld,9.3
2022-23 > Proportion of investigations commenced from notification date > 8 to 14 days,%,WA,4.7
2022-23 > Proportion of investigations commenced from notification date > 8 to 14 days,%,SA,15
2022-23 > Proportion of investigations commenced from notification date > 8 to 14 days,%,Tas,np
2022-23 > Proportion of investigations commenced from notification date > 8 to 14 days,%,ACT,21.3
2022-23 > Proportion of investigations commenced from notification date > 8 to 14 days,%,NT,12.2
2022-23 > Proportion of investigations commenced from notification date > 8 to 14 days,%,Aust,14.1
2022-23 > Proportion of investigations commenced from notification date > 15 to 21 days,%,NSW,10.3
2022-23 > Proportion of investigations commenced from notification date > 15 to 21 days,%,Vic,7.8
2022-23 > Proportion of investigations commenced from notification date > 15 to 21 days,%,Qld,7.6
2022-23 > Proportion of investigations commenced from notification date > 15 to 21 days,%,WA,2.2
2022-23 > Proportion of investigations commenced from notification date > 15 to 21 days,%,SA,8.4
2022-23 > Proportion of investigations commenced from notification date > 15 to 21 days,%,Tas,np
2022-23 > Proportion of investigations commenced from notification date > 15 to 21 days,%,ACT,13.1
2022-23 > Proportion of investigations commenced from notification date > 15 to 21 days,%,NT,1.9
2022-23 > Proportion of investigations commenced from notification date > 15 to 21 days,%,Aust,8
2022-23 > Proportion of investigations commenced from notification date > 22 to 28 days,%,NSW,6.9
2022-23 > Proportion of investigations commenced from notification date > 22 to 28 days,%,Vic,4.5
2022-23 > Proportion of investigations commenced from notification date > 22 to 28 days,%,Qld,6.3
2022-23 > Proportion of investigations commenced from notification date > 22 to 28 days,%,WA,1
2022-23 > Proportion of investigations commenced from notification date > 22 to 28 days,%,SA,6
2022-23 > Proportion of investigations commenced from notification date > 22 to 28 days,%,Tas,np
2022-23 > Proportion of investigations commenced from notification date > 22 to 28 days,%,ACT,7.5
2022-23 > Proportion of investigations commenced from notification date > 22 to 28 days,%,NT,0.6
2022-23 > Proportion of investigations commenced from notification date > 22 to 28 days,%,Aust,5.3
2022-23 > Proportion of investigations commenced from notification date > 29 days or more,%,NSW,19.5
2022-23 > Proportion of investigations commenced from notification date > 29 days or more,%,Vic,6.3
2022-23 > Proportion of investigations commenced from notification date > 29 days or more,%,Qld,52.4
2022-23 > Proportion of investigations commenced from notification date > 29 days or more,%,WA,5.2
2022-23 > Proportion of investigations commenced from notification date > 29 days or more,%,SA,14.3
2022-23 > Proportion of investigations commenced from notification date > 29 days or more,%,Tas,np
2022-23 > Proportion of investigations commenced from notification date > 29 days or more,%,ACT,9
2022-23 > Proportion of investigations commenced from notification date > 29 days or more,%,NT,0.9
2022-23 > Proportion of investigations commenced from notification date > 29 days or more,%,Aust,20
2022-23 > Proportion of investigations commenced from notification date > Total,%,NSW,100
2022-23 > Proportion of investigations commenced from notification date > Total,%,Vic,100
2022-23 > Proportion of investigations commenced from notification date > Total,%,Qld,100
2022-23 > Proportion of investigations commenced from notification date > Total,%,WA,100
2022-23 > Proportion of investigations commenced from notification date > Total,%,SA,100
2022-23 > Proportion of investigations commenced from notification date > Total,%,Tas,np
2022-23 > Proportion of investigations commenced from notification date > Total,%,ACT,100
2022-23 > Proportion of investigations commenced from notification date > Total,%,NT,100
2022-23 > Proportion of investigations commenced from notification date > Total,%,Aust,100
2021-22 > Number of investigations commenced from notification date > 7 days or fewer,no.,NSW,36818
2021-22 > Number of investigations commenced from notification date > 7 days or fewer,no.,Vic,24144
2021-22 > Number of investigations commenced from notification date > 7 days or fewer,no.,Qld,7844
2021-22 > Number of investigations commenced from notification date > 7 days or fewer,no.,WA,10560
2021-22 > Number of investigations commenced from notification date > 7 days or fewer,no.,SA,4510
2021-22 > Number of investigations commenced from notification date > 7 days or fewer,no.,Tas,146
2021-22 > Number of investigations commenced from notification date > 7 days or fewer,no.,ACT,887
2021-22 > Number of investigations commenced from notification date > 7 days or fewer,no.,NT,4476
2021-22 > Number of investigations commenced from notification date > 7 days or fewer,no.,Aust,89385
2021-22 > Number of investigations commenced from notification date > 8 to 14 days,no.,NSW,11340
2021-22 > Number of investigations commenced from notification date > 8 to 14 days,no.,Vic,5451
2021-22 > Number of investigations commenced from notification date > 8 to 14 days,no.,Qld,3565
2021-22 > Number of investigations commenced from notification date > 8 to 14 days,no.,WA,542
2021-22 > Number of investigations commenced from notification date > 8 to 14 days,no.,SA,940
2021-22 > Number of investigations commenced from notification date > 8 to 14 days,no.,Tas,80
2021-22 > Number of investigations commenced from notification date > 8 to 14 days,no.,ACT,468
2021-22 > Number of investigations commenced from notification date > 8 to 14 days,no.,NT,1215
2021-22 > Number of investigations commenced from notification date > 8 to 14 days,no.,Aust,23601
2021-22 > Number of investigations commenced from notification date > 15 to 21 days,no.,NSW,5211
2021-22 > Number of investigations commenced from notification date > 15 to 21 days,no.,Vic,2743
2021-22 > Number of investigations commenced from notification date > 15 to 21 days,no.,Qld,2630
2021-22 > Number of investigations commenced from notification date > 15 to 21 days,no.,WA,258
2021-22 > Number of investigations commenced from notification date > 15 to 21 days,no.,SA,573
2021-22 > Number of investigations commenced from notification date > 15 to 21 days,no.,Tas,47
2021-22 > Number of investigations commenced from notification date > 15 to 21 days,no.,ACT,266
2021-22 > Number of investigations commenced from notification date > 15 to 21 days,no.,NT,216
2021-22 > Number of investigations commenced from notification date > 15 to 21 days,no.,Aust,11944
2021-22 > Number of investigations commenced from notification date > 22 to 28 days,no.,NSW,3298
2021-22 > Number of investigations commenced from notification date > 22 to 28 days,no.,Vic,1656
2021-22 > Number of investigations commenced from notification date > 22 to 28 days,no.,Qld,2054
2021-22 > Number of investigations commenced from notification date > 22 to 28 days,no.,WA,186
2021-22 > Number of investigations commenced from notification date > 22 to 28 days,no.,SA,381
2021-22 > Number of investigations commenced from notification date > 22 to 28 days,no.,Tas,35
2021-22 > Number of investigations commenced from notification date > 22 to 28 days,no.,ACT,179
2021-22 > Number of investigations commenced from notification date > 22 to 28 days,no.,NT,102
2021-22 > Number of investigations commenced from notification date > 22 to 28 days,no.,Aust,7891
2021-22 > Number of investigations commenced from notification date > 29 days or more,no.,NSW,7143
2021-22 > Number of investigations commenced from notification date > 29 days or more,no.,Vic,1485
2021-22 > Number of investigations commenced from notification date > 29 days or more,no.,Qld,13384
2021-22 > Number of investigations commenced from notification date > 29 days or more,no.,WA,828
2021-22 > Number of investigations commenced from notification date > 29 days or more,no.,SA,743
2021-22 > Number of investigations commenced from notification date > 29 days or more,no.,Tas,387
2021-22 > Number of investigations commenced from notification date > 29 days or more,no.,ACT,341
2021-22 > Number of investigations commenced from notification date > 29 days or more,no.,NT,117
2021-22 > Number of investigations commenced from notification date > 29 days or more,no.,Aust,24428
2021-22 > Number of investigations commenced from notification date > Total,no.,NSW,63810
