state,south_australia_related,sa4_code,sa4_name,reporting_year,age_group,num_registered_children,num_fully_immunised,num_not_fully_immunised,percent_fully_immunised,interpret_with_caution
QLD,False,306,Cairns,2012-13,5 years,827,775,52,93.8,
QLD,False,307,Darling Downs - Maranoa,2012-13,5 years,185,172,13,92.9,
QLD,False,308,Fitzroy,2012-13,5 years,313,286,27,91.4,
QLD,False,309,Gold Coast,2012-13,5 years,147,139,8,94.5,
QLD,False,310,Ipswich,2012-13,5 years,317,296,21,93.4,
QLD,False,311,Logan - Beaudesert,2012-13,5 years,227,203,24,89.1,
QLD,False,312,Mackay,2012-13,5 years,201,188,13,93.5,
QLD,False,313,Moreton Bay - North,2012-13,5 years,160,147,13,91.8,
QLD,False,314,Moreton Bay - South,2012-13,5 years,NP,NP,NP,94.6,#
QLD,False,315,Queensland - Outback,2012-13,5 years,737,700,37,95,
QLD,False,316,Sunshine Coast,2012-13,5 years,103,92,11,89.3,
QLD,False,317,Toowoomba,2012-13,5 years,155,149,6,95.6,
QLD,False,318,Townsville,2012-13,5 years,476,435,41,91.3,
QLD,False,319,Wide Bay,2012-13,5 years,274,245,29,89.4,
SA,True,401,Adelaide - Central and Hills,2012-13,5 years,NP,NP,NP,88.5,#
SA,True,402,Adelaide - North,2012-13,5 years,177,156,21,88.1,
SA,True,403,Adelaide - South,2012-13,5 years,NP,NP,NP,95.2,#
SA,True,404,Adelaide - West,2012-13,5 years,79,61,18,77.1,#
SA,True,405,Barossa - Yorke - Mid North,2012-13,5 years,40,34,6,85,#
SA,True,406,South Australia - Outback,2012-13,5 years,186,164,22,88.2,
SA,True,407,South Australia - South East,2012-13,5 years,95,85,10,89.4,#
WA,False,501,Bunbury,2012-13,5 years,109,102,7,93.6,
WA,False,502,Mandurah,2012-13,5 years,53,47,6,88.7,#
WA,False,503,Perth - Inner,2012-13,5 years,NP,NP,NP,NP,
WA,False,504,Perth - North East,2012-13,5 years,144,120,24,83,
WA,False,505,Perth - North West,2012-13,5 years,151,127,24,84.1,
WA,False,506,Perth - South East,2012-13,5 years,229,189,40,82.5,
WA,False,507,Perth - South West,2012-13,5 years,141,119,22,84.4,
WA,False,508,Western Australia - Outback,2012-13,5 years,956,878,78,91.8,
WA,False,509,Western Australia - Wheat Belt,2012-13,5 years,166,156,10,94,
TAS,False,601,Hobart,2012-13,5 years,168,156,12,92.7,
TAS,False,602,Launceston and North East,2012-13,5 years,NP,NP,NP,96,#
TAS,False,603,South East,2012-13,5 years,NP,NP,NP,93.3,#
TAS,False,604,West and North West,2012-13,5 years,138,129,9,93.5,
NT,False,701,Darwin,2012-13,5 years,373,341,32,91.4,
NT,False,702,Northern Territory - Outback,2012-13,5 years,991,945,46,95.4,
ACT,False,801,Australian Capital Territory,2012-13,5 years,111,103,8,92.8,
OTH,False,901,Other Territories,2012-13,5 years,NP,NP,NP,NP,
