year,sex,indigenous_status,10,11,12,13,10_13,14,15,16,17,14_17,10_17,18plus,total
2021-22,Total,Total,—,—,0.8,2.5,3.3,4.7,10.4,9.5,11.1,35.7,39,14.5,53.5
2022-23,Male,First Nations,—,—,—,0.6,0.6,1.7,1.2,1.5,1,5.4,6,2.7,8.7
2022-23,Male,Non-Indigenous,—,—,—,0.9,0.9,4,4.2,3.6,7.5,19.4,20.3,9.8,30.1
2022-23,Male,Not stated,—,—,—,—,—,—,—,—,0.4,0.4,0.4,0.4,0.8
2022-23,Male,Total,—,—,—,1.5,1.5,5.8,5.4,5.1,8.8,25.2,26.7,12.9,39.6
2022-23,Female,First Nations,—,—,—,0.2,0.2,1,—,0.1,0.1,1.2,1.4,—,1.4
2022-23,Female,Non-Indigenous,—,0.4,0.5,0.5,1.4,0.9,3.8,4.8,2.5,12,13.3,1,14.3
2022-23,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2022-23,Female,Total,—,0.4,0.5,0.7,1.6,1.9,3.8,4.8,2.6,13.2,14.7,1,15.7
2022-23,Total,First Nations,—,—,—,0.8,0.8,2.8,1.2,1.6,1.1,6.6,7.4,2.7,10.1
2022-23,Total,Non-Indigenous,—,0.4,0.5,1.4,2.3,5,8.1,8.4,10,31.4,33.6,10.8,44.4
2022-23,Total,Not stated,—,—,—,—,—,—,—,—,0.4,0.4,0.4,0.4,0.8
2022-23,Total,Total,—,0.4,0.5,2.2,3.1,7.7,9.3,9.9,11.4,38.3,41.4,13.9,55.3
2023-24,Male,First Nations,—,—,—,1.1,1.1,2.1,2.2,1.7,2,7.9,9,3.6,12.6
2023-24,Male,Non-Indigenous,—,—,—,0.5,0.5,3.7,7.3,7.1,6.1,24.2,24.7,12,36.7
2023-24,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,0.3,0.3
2023-24,Male,Total,—,—,—,1.6,1.6,5.8,9.4,8.8,8.1,32.2,33.8,15.9,49.7
2023-24,Female,First Nations,—,—,0.2,0.1,0.3,0.5,1.7,0.9,1,4,4.3,—,4.3
2023-24,Female,Non-Indigenous,—,—,0.6,0.5,1.1,2,1.5,5.6,5.9,15,16.1,2,18.1
2023-24,Female,Not stated,—,—,—,—,—,—,—,0.1,—,0.1,0.1,—,0.1
2023-24,Female,Total,—,—,0.8,0.6,1.4,2.4,3.2,6.5,6.9,19,20.5,2,22.5
2023-24,Total,First Nations,—,—,0.2,1.1,1.4,2.5,3.9,2.5,3,11.9,13.3,3.7,17
2023-24,Total,Non-Indigenous,—,—,0.6,1.1,1.7,5.7,8.8,12.8,11.9,39.2,40.8,13.9,54.8
2023-24,Total,Not stated,—,—,—,—,—,—,—,0.1,—,0.1,0.1,0.3,0.4
2023-24,Total,Total,—,—,0.8,2.2,3,8.2,12.7,15.4,15,51.2,54.2,17.9,72.1
2024-25,Male,First Nations,—,—,—,0.3,0.3,1.9,3.4,1.9,2.6,9.8,10.2,4.7,14.9
2024-25,Male,Non-Indigenous,—,—,—,0.2,0.2,3,5.8,6.4,7.4,22.6,22.8,12.6,35.4
2024-25,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Male,Total,—,—,—,0.5,0.5,4.9,9.2,8.4,10,32.5,33,17.3,50.2
2024-25,Female,First Nations,—,—,0.6,0.5,1.1,0.9,0.7,1.5,1.4,4.4,5.6,0.5,6.1
2024-25,Female,Non-Indigenous,—,—,0.1,—,0.1,1.3,1.3,1.5,4.6,8.7,8.8,5.8,14.6
2024-25,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Female,Total,—,—,0.7,0.5,1.2,2.3,2,3,6,13.2,14.4,6.3,20.7
2024-25,Total,First Nations,—,—,0.6,0.9,1.5,2.8,4.1,3.4,4,14.3,15.8,5.2,20.9
2024-25,Total,Non-Indigenous,—,—,0.1,0.2,0.3,4.4,7.1,7.9,11.9,31.3,31.6,18.4,50
2024-25,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Total,Total,—,—,0.7,1,1.7,7.1,11.2,11.4,15.9,45.6,47.4,23.5,70.9
