year,sex,indigenous_status,10,11,12,13,10_13,14,15,16,17,14_17,10_17,18plus,total
2021-22,Female,Total,—,—,0.3,1.6,1.9,2.7,7.1,3.8,1.4,15,16.9,1.5,18.4
2021-22,Total,First Nations,—,—,—,1,1,0.5,1.4,2.9,1.7,6.5,7.5,5.1,12.6
2021-22,Total,Non-Indigenous,—,—,0.8,2.4,3.2,5.3,11.7,8.6,12,37.6,40.8,11.3,52.2
2021-22,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2021-22,Total,Total,—,—,0.8,3.4,4.2,5.8,13,11.6,13.7,44.1,48.4,16.4,64.8
2022-23,Male,First Nations,—,—,—,0.6,0.6,1.8,2.1,2.9,1.7,8.5,9.1,2.9,12
2022-23,Male,Non-Indigenous,—,—,—,1.1,1.1,5.5,5.3,5.1,10.9,26.8,27.9,13,40.8
2022-23,Male,Not stated,—,—,—,—,—,—,—,—,0.4,0.4,0.4,1,1.4
2022-23,Male,Total,—,—,—,1.7,1.7,7.3,7.4,8,12.9,35.7,37.4,16.9,54.3
2022-23,Female,First Nations,—,—,—,0.2,0.2,1.1,—,0.2,0.9,2.2,2.4,—,2.4
2022-23,Female,Non-Indigenous,—,0.5,0.5,0.7,1.6,1,4.1,5.3,2.9,13.3,14.9,1,15.9
2022-23,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2022-23,Female,Total,—,0.5,0.5,0.9,1.8,2.1,4.1,5.4,3.8,15.5,17.3,1,18.3
2022-23,Total,First Nations,—,—,—,0.8,0.9,2.9,2.1,3.1,2.6,10.7,11.5,2.9,14.5
2022-23,Total,Non-Indigenous,—,0.5,0.5,1.7,2.7,6.5,9.4,10.4,13.7,40.1,42.8,14,56.7
2022-23,Total,Not stated,—,—,—,—,—,—,—,—,0.4,0.4,0.4,1,1.4
2022-23,Total,Total,—,0.5,0.5,2.6,3.5,9.4,11.5,13.5,16.7,51.1,54.7,17.9,72.6
2023-24,Male,First Nations,—,—,—,1.2,1.2,2.5,2.6,2.6,3.5,11.3,12.5,4.7,17.2
2023-24,Male,Non-Indigenous,—,—,—,0.6,0.6,4.3,10.2,9.1,8.3,31.8,32.4,13.8,46.3
2023-24,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,0.3,0.3
2023-24,Male,Total,—,—,—,1.9,1.9,6.9,12.7,11.7,11.8,43.1,45,18.8,63.8
2023-24,Female,First Nations,—,—,0.4,0.2,0.5,0.5,1.9,1,1,4.4,4.9,—,5
2023-24,Female,Non-Indigenous,—,—,0.6,0.6,1.2,2,1.5,6,5.9,15.5,16.6,2,18.6
2023-24,Female,Not stated,—,—,—,—,—,—,—,0.1,—,0.1,0.1,—,0.1
2023-24,Female,Total,—,—,1,0.7,1.7,2.4,3.4,7.1,7,19.9,21.6,2,23.6
2023-24,Total,First Nations,—,—,0.4,1.4,1.8,3,4.5,3.6,4.6,15.6,17.4,4.7,22.1
2023-24,Total,Non-Indigenous,—,—,0.6,1.2,1.8,6.3,11.7,15.1,14.2,47.3,49.1,15.8,64.9
2023-24,Total,Not stated,—,—,—,—,—,—,—,0.1,—,0.1,0.1,0.3,0.4
2023-24,Total,Total,—,—,1,2.6,3.6,9.3,16.2,18.7,18.8,63,66.6,20.8,87.4
2024-25,Male,First Nations,—,—,—,0.3,0.3,2.1,4.7,3.6,3.8,14.2,14.6,5.7,20.2
2024-25,Male,Non-Indigenous,—,—,—,0.2,0.2,3.3,8.1,11,10.3,32.7,32.9,13.7,46.6
2024-25,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Male,Total,—,—,—,0.5,0.5,5.5,12.8,14.6,14.1,46.9,47.5,19.4,66.8
2024-25,Female,First Nations,—,—,0.6,1.2,1.8,0.9,0.7,1.6,1.6,4.8,6.6,0.5,7.1
2024-25,Female,Non-Indigenous,—,—,0.1,—,0.1,1.4,1.4,1.7,5.1,9.5,9.6,5.8,15.4
2024-25,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Female,Total,—,—,0.8,1.2,1.9,2.3,2.1,3.2,6.7,14.3,16.2,6.3,22.5
2024-25,Total,First Nations,—,—,0.6,1.5,2.2,3.1,5.5,5.1,5.4,19,21.2,6.2,27.4
2024-25,Total,Non-Indigenous,—,—,0.1,0.2,0.3,4.7,9.4,12.7,15.4,42.2,42.5,19.4,61.9
2024-25,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Total,Total,—,—,0.8,1.7,2.5,7.7,14.9,17.8,20.8,61.2,63.7,25.6,89.3
