year,sex,indigenous_status,10,11,12,13,10_13,14,15,16,17,14_17,10_17,18plus,total
2022-23,Female,Non-Indigenous,—,—,—,—,—,2.3,5.9,9.5,16.3,33.9,33.9,19.9,53.8
2022-23,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2022-23,Female,Total,—,—,0.3,—,0.3,2.9,6.7,11.9,17.4,38.9,39.3,26,65.3
2022-23,Total,First Nations,—,—,0.3,0.8,1.1,1.5,8.6,14.8,21.1,46.1,47.2,53.1,100.3
2022-23,Total,Non-Indigenous,—,—,0.3,4.8,5.1,17.7,42.9,63,128.2,251.7,256.9,238.3,495.1
2022-23,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2022-23,Total,Total,—,—,0.7,5.6,6.2,19.2,51.5,77.8,149.3,297.8,304,291.4,595.4
2023-24,Male,First Nations,—,—,—,0.5,0.5,2.4,6.4,13.7,20.1,42.6,43.2,32.8,75.9
2023-24,Male,Non-Indigenous,—,—,0.2,1.2,1.4,13.1,40.2,61.9,74.4,189.6,191,188.3,379.3
2023-24,Male,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Male,Total,—,—,0.2,1.8,1.9,15.5,46.7,75.6,94.5,232.3,234.2,221.1,455.3
2023-24,Female,First Nations,—,—,—,—,—,0.4,2.2,1.2,0.9,4.7,4.7,3.2,7.8
2023-24,Female,Non-Indigenous,—,—,—,—,—,1.3,4.4,9.6,14.1,29.4,29.4,21.9,51.3
2023-24,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Female,Total,—,—,—,—,—,1.7,6.6,10.8,15,34,34.1,25.1,59.1
2023-24,Total,First Nations,—,—,—,0.5,0.5,2.7,8.7,14.9,21,47.3,47.8,35.9,83.7
2023-24,Total,Non-Indigenous,—,—,0.2,1.2,1.4,14.4,44.6,71.5,88.5,219,220.4,210.2,430.6
2023-24,Total,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2023-24,Total,Total,—,—,0.2,1.8,1.9,17.1,53.3,86.4,109.5,266.3,268.2,246.2,514.4
2024-25,Male,First Nations,—,0.1,—,0.2,0.4,2.4,8.8,10.5,23.6,45.3,45.7,39.5,85.2
2024-25,Male,Non-Indigenous,—,—,—,1,1,12.6,45.3,77.5,86.2,221.6,222.6,184,406.7
2024-25,Male,Not stated,—,—,—,—,—,—,0.2,0.3,0.1,0.6,0.6,—,0.6
2024-25,Male,Total,—,0.1,—,1.3,1.4,14.9,54.3,88.3,109.9,267.5,268.9,223.6,492.5
2024-25,Female,First Nations,—,—,—,—,—,0.1,1.5,3,2.7,7.4,7.4,4.6,11.9
2024-25,Female,Non-Indigenous,—,—,—,—,—,1.2,4.9,8,9.5,23.6,23.6,17,40.6
2024-25,Female,Not stated,—,—,—,—,—,—,—,—,—,—,—,—,—
2024-25,Female,Total,—,—,—,—,—,1.4,6.5,11,12.2,31,31,21.6,52.6
2024-25,Total,First Nations,—,0.1,—,0.2,0.4,2.5,10.4,13.5,26.3,52.7,53.1,44.1,97.1
2024-25,Total,Non-Indigenous,—,—,—,1,1,13.8,50.2,85.5,95.7,245.3,246.3,201,447.3
2024-25,Total,Not stated,—,—,—,—,—,—,0.2,0.3,0.1,0.6,0.6,—,0.6
2024-25,Total,Total,—,0.1,—,1.3,1.4,16.3,60.8,99.3,122.1,298.5,299.9,245.1,545
