year,sex,indigenous_status,10,11,12,13,10_13,14,15,16,17,14_17,10_17,18plus,total
2022-23,Total,Not stated,—,—,—,—,—,2.1,7.7,4.8,13.6,28.2,28.2,3.6,31.8
2022-23,Total,Total,—,—,0.7,4.2,4.9,54.3,169,234.5,273.5,731.3,736.1,71.8,807.9
2023-24,Male,First Nations,—,—,0.2,1.8,2,22.5,68.3,88,118.7,297.5,299.4,34.5,333.9
2023-24,Male,Non-Indigenous,—,—,—,1.7,1.7,12.2,53.9,75.3,100.6,242,243.7,27.6,271.4
2023-24,Male,Not stated,—,—,—,—,—,0.4,2.3,5.4,11.2,19.4,19.4,2.6,22
2023-24,Male,Total,—,—,0.2,3.5,3.7,35.1,124.5,168.7,230.6,558.9,562.6,64.7,627.3
2023-24,Female,First Nations,—,—,0.3,0.7,1,6.5,23.8,33.1,22.6,86,87,5.6,92.6
2023-24,Female,Non-Indigenous,—,—,—,—,—,7.4,14.7,19.9,25.4,67.4,67.4,2.4,69.9
2023-24,Female,Not stated,—,—,—,—,—,0.6,3.8,1,0.6,5.9,5.9,—,5.9
2023-24,Female,Total,—,—,0.3,0.8,1,14.5,42.2,54,48.6,159.3,160.4,8,168.4
2023-24,Total,First Nations,—,—,0.5,2.5,3,29,92.1,121.3,141.3,383.7,386.6,40.6,427.3
2023-24,Total,Non-Indigenous,—,—,—,1.7,1.7,20,68.6,95.2,126,309.8,311.5,30.1,341.6
2023-24,Total,Not stated,—,—,—,—,—,1,6.1,6.4,11.8,25.3,25.3,2.6,27.9
2023-24,Total,Total,—,—,0.5,4.3,4.7,49.9,166.8,222.9,279.2,718.8,723.5,73.3,796.8
2024-25,Male,First Nations,—,—,0.7,1.9,2.6,26.7,73,86.7,108.7,295.1,297.7,32.3,329.9
2024-25,Male,Non-Indigenous,—,—,0.1,1.8,1.9,13.8,48.1,91.3,99.7,252.8,254.7,28,282.7
2024-25,Male,Not stated,—,—,—,0.2,0.2,1,3.9,7.9,6.9,19.7,19.9,1.4,21.3
2024-25,Male,Total,—,—,0.8,3.8,4.6,41.5,125,185.8,215.3,567.7,572.2,61.7,633.9
2024-25,Female,First Nations,—,—,—,0.3,0.3,10,27.7,27.1,33.6,98.3,98.6,3.1,101.8
2024-25,Female,Non-Indigenous,—,—,—,0.7,0.7,4.3,19.9,23.1,14.4,61.6,62.3,4.5,66.7
2024-25,Female,Not stated,—,—,—,—,—,0.6,0.7,1.9,2.1,5.3,5.3,—,5.3
2024-25,Female,Total,—,—,—,1,1,14.8,48.3,52.1,50,165.2,166.2,7.6,173.8
2024-25,Total,First Nations,—,—,0.7,2.2,2.9,36.7,100.7,114.1,142.2,393.7,396.6,35.5,432.1
2024-25,Total,Non-Indigenous,—,—,0.1,2.4,2.5,18,68.1,114.9,114.1,315.2,317.7,32.5,350.2
2024-25,Total,Not stated,—,—,—,0.2,0.2,1.6,4.6,9.8,9,25.1,25.2,1.4,26.6
2024-25,Total,Total,—,—,0.8,4.8,5.6,56.4,173.5,238.7,265.3,733.9,739.5,69.4,808.9
