table,row_order,line_item,is_total_row,year,value_million_aud
operating_statement,22,Capital transfer expenses,False,2020-21,363
operating_statement,22,Capital transfer expenses,False,2021-22,493
operating_statement,22,Capital transfer expenses,False,2022-23,334
operating_statement,22,Capital transfer expenses,False,2023-24,253
operating_statement,22,Capital transfer expenses,False,2024-25,288
operating_statement,23,Total GFS expenses,True,2015-16,16392
operating_statement,23,Total GFS expenses,True,2016-17,17327
operating_statement,23,Total GFS expenses,True,2017-18,18736
operating_statement,23,Total GFS expenses,True,2018-19,18851
operating_statement,23,Total GFS expenses,True,2019-20,19750
operating_statement,23,Total GFS expenses,True,2020-21,20410
operating_statement,23,Total GFS expenses,True,2021-22,22601
operating_statement,23,Total GFS expenses,True,2022-23,23034
operating_statement,23,Total GFS expenses,True,2023-24,24737
operating_statement,23,Total GFS expenses,True,2024-25,27143
operating_statement,24,GFS Net operating balance,True,2015-16,297
operating_statement,24,GFS Net operating balance,True,2016-17,433
operating_statement,24,GFS Net operating balance,True,2017-18,-156
operating_statement,24,GFS Net operating balance,True,2018-19,832
operating_statement,24,GFS Net operating balance,True,2019-20,-1787
operating_statement,24,GFS Net operating balance,True,2020-21,-1193
operating_statement,24,GFS Net operating balance,True,2021-22,-1491
operating_statement,24,GFS Net operating balance,True,2022-23,-364
operating_statement,24,GFS Net operating balance,True,2023-24,227
operating_statement,24,GFS Net operating balance,True,2024-25,65
operating_statement,25,Gross fixed capital formation,False,2015-16,1098
operating_statement,25,Gross fixed capital formation,False,2016-17,3849
operating_statement,25,Gross fixed capital formation,False,2017-18,1730
operating_statement,25,Gross fixed capital formation,False,2018-19,1700
operating_statement,25,Gross fixed capital formation,False,2019-20,2065
operating_statement,25,Gross fixed capital formation,False,2020-21,2671
operating_statement,25,Gross fixed capital formation,False,2021-22,2677
operating_statement,25,Gross fixed capital formation,False,2022-23,2130
operating_statement,25,Gross fixed capital formation,False,2023-24,2997
operating_statement,25,Gross fixed capital formation,False,2024-25,3632
operating_statement,26,less Depreciation,False,2015-16,-890
operating_statement,26,less Depreciation,False,2016-17,-928
operating_statement,26,less Depreciation,False,2017-18,-974
operating_statement,26,less Depreciation,False,2018-19,-1029
operating_statement,26,less Depreciation,False,2019-20,-1082
operating_statement,26,less Depreciation,False,2020-21,-1134
operating_statement,26,less Depreciation,False,2021-22,-1168
operating_statement,26,less Depreciation,False,2022-23,-1234
operating_statement,26,less Depreciation,False,2023-24,-1296
operating_statement,26,less Depreciation,False,2024-25,-1410
operating_statement,27,plus Change in inventories,False,2015-16,9
operating_statement,27,plus Change in inventories,False,2016-17,-2
operating_statement,27,plus Change in inventories,False,2017-18,-6
operating_statement,27,plus Change in inventories,False,2018-19,6
operating_statement,27,plus Change in inventories,False,2019-20,23
operating_statement,27,plus Change in inventories,False,2020-21,46
operating_statement,27,plus Change in inventories,False,2021-22,8
operating_statement,27,plus Change in inventories,False,2022-23,-13
operating_statement,27,plus Change in inventories,False,2023-24,-6
operating_statement,27,plus Change in inventories,False,2024-25,4
operating_statement,28,plus Other transactions in non-financial assets,False,2015-16,-15
operating_statement,28,plus Other transactions in non-financial assets,False,2016-17,-162
operating_statement,28,plus Other transactions in non-financial assets,False,2017-18,-17
operating_statement,28,plus Other transactions in non-financial assets,False,2018-19,-40
operating_statement,28,plus Other transactions in non-financial assets,False,2019-20,115
operating_statement,28,plus Other transactions in non-financial assets,False,2020-21,-74
operating_statement,28,plus Other transactions in non-financial assets,False,2021-22,58
operating_statement,28,plus Other transactions in non-financial assets,False,2022-23,386
operating_statement,28,plus Other transactions in non-financial assets,False,2023-24,-96
operating_statement,28,plus Other transactions in non-financial assets,False,2024-25,32
