jurisdiction,measure,production_type,category,commodity,unit,financial_year,is_preliminary,amount
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,1998-99,False,39615
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,1999-00,False,43771
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2000-01,False,52682
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2001-02,False,47405
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2002-03,False,32459
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2003-04,False,43423
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2004-05,False,35805
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2005-06,False,36909
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2006-07,False,42656
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2007-08,False,35874
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2008-09,False,34289
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2009-10,False,31145
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2010-11,False,34140
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2011-12,False,28588
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2012-13,False,30135
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2013-14,False,29845
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2014-15,False,35569
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2015-16,False,45039
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2016-17,False,46271
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2017-18,False,51181
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2018-19,False,46981
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2019-20,False,25859
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2020-21,False,38969
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2021-22,False,33976
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2022-23,False,30302
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2023-24,False,26747
South Australia,Value,Wild-caught,Crustaceans,Prawns,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,1998-99,False,73908
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,1999-00,False,81049
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2000-01,False,83097
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2001-02,False,91862
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2002-03,False,82666
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2003-04,False,61365
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2004-05,False,66041
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2005-06,False,81170
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2006-07,False,96745
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2007-08,False,91666
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2008-09,False,104702
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2009-10,False,85837
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2010-11,False,81326
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2011-12,False,96060
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2012-13,False,86168
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2013-14,False,108465
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2014-15,False,124709
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2015-16,False,137680
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2016-17,False,120082
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2017-18,False,122578
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2018-19,False,136253
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2019-20,False,122043
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2020-21,False,82891
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2021-22,False,79231
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2022-23,False,84726
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2023-24,False,101348
South Australia,Value,Wild-caught,Crustaceans,Southern Rock Lobsters,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,1998-99,False,3863
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,1999-00,False,3544
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2000-01,False,4236
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2001-02,False,4356
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2002-03,False,4445
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2003-04,False,4020
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2004-05,False,4125
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2005-06,False,4155
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2006-07,False,5834
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2007-08,False,6007
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2008-09,False,5863
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2009-10,False,4804
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2010-11,False,5257
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2011-12,False,5967
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2012-13,False,4196
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2013-14,False,4877
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2014-15,False,4827
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2015-16,False,5606
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2016-17,False,5841
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2017-18,False,5667
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2018-19,False,6495
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2019-20,False,7569
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2020-21,False,7313
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2021-22,False,7220
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2022-23,False,8520
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2023-24,False,7375
South Australia,Value,Wild-caught,Crustaceans,Crabs,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,1998-99,False,10
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,1999-00,False,0
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2000-01,False,13
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2001-02,False,0
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2002-03,False,0
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2003-04,False,272
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2004-05,False,218
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2005-06,False,221
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2006-07,False,231
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2007-08,False,226
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2008-09,False,340
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2009-10,False,253
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2010-11,False,816
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2011-12,False,699
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2012-13,False,697
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2013-14,False,846
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2014-15,False,920
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2015-16,False,1369
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2016-17,False,1297
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2017-18,False,1672
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2018-19,False,1747
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2019-20,False,46
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2020-21,False,66
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2021-22,False,84
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2022-23,False,59
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2023-24,False,80
South Australia,Value,Wild-caught,Crustaceans,Other Crustaceans,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,1998-99,False,117396
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,1999-00,False,128364
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2000-01,False,140028
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2001-02,False,143623
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2002-03,False,119570
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2003-04,False,109080
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2004-05,False,106189
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2005-06,False,122455
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2006-07,False,145466
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2007-08,False,133773
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2008-09,False,145194
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2009-10,False,122039
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2010-11,False,121539
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2011-12,False,131314
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2012-13,False,121196
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2013-14,False,144033
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2014-15,False,166025
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2015-16,False,189694
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2016-17,False,173491
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2017-18,False,181098
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2018-19,False,191476
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2019-20,False,155517
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2020-21,False,129239
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2021-22,False,120510
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2022-23,False,123608
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2023-24,False,135551
South Australia,Value,Wild-caught,Crustaceans,Total,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,1998-99,False,27161
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,1999-00,False,32394
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2000-01,False,40011
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2001-02,False,34755
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2002-03,False,36289
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2003-04,False,31508
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2004-05,False,33821
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2005-06,False,33859
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2006-07,False,31529
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2007-08,False,31043
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2008-09,False,30017
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2009-10,False,27857
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2010-11,False,27998
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2011-12,False,28925
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2012-13,False,29625
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2013-14,False,22124
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2014-15,False,25238
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2015-16,False,22206
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2016-17,False,27557
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2017-18,False,27215
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2018-19,False,28532
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2019-20,False,21659
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2020-21,False,18338
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2021-22,False,18322
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2022-23,False,18443
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2023-24,False,18654
South Australia,Value,Wild-caught,Molluscs,Abalone,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,1998-99,False,952
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,1999-00,False,904
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2000-01,False,1193
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2001-02,False,1048
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2002-03,False,1373
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2003-04,False,1441
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2004-05,False,1352
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2005-06,False,1650
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2006-07,False,1941
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2007-08,False,2044
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2008-09,False,3238
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2009-10,False,2969
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2010-11,False,2221
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2011-12,False,2713
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2012-13,False,3283
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2013-14,False,3118
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2014-15,False,3060
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2015-16,False,3480
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2016-17,False,4182
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2017-18,False,5047
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2018-19,False,7545
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2019-20,False,4799
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2020-21,False,5501
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2021-22,False,5801
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2022-23,False,6529
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2023-24,False,6175
South Australia,Value,Wild-caught,Molluscs,Pipis,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,1998-99,False,2022
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,1999-00,False,1981
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2000-01,False,2429
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2001-02,False,1839
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2002-03,False,2950
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2003-04,False,2555
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2004-05,False,2823
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2005-06,False,2101
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2006-07,False,2734
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2007-08,False,2580
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2008-09,False,2606
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2009-10,False,3706
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2010-11,False,3487
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2011-12,False,5449
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2012-13,False,4933
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2013-14,False,4006
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2014-15,False,4859
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2015-16,False,5245
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2016-17,False,5685
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2017-18,False,6671
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2018-19,False,5632
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2019-20,False,6375
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2020-21,False,6753
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2021-22,False,6806
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2022-23,False,7257
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2023-24,False,6983
South Australia,Value,Wild-caught,Molluscs,Squids,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,1998-99,False,900
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,1999-00,False,979
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2000-01,False,1136
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2001-02,False,974
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2002-03,False,1181
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2003-04,False,1709
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2004-05,False,1918
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2005-06,False,1805
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2006-07,False,2158
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2007-08,False,2483
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2008-09,False,2337
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2009-10,False,1904
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2010-11,False,2408
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2011-12,False,1820
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2012-13,False,1685
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2013-14,False,1404
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2014-15,False,1619
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2015-16,False,1492
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2016-17,False,2007
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2017-18,False,1463
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2018-19,False,1548
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2019-20,False,1537
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2020-21,False,1786
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2021-22,False,1763
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2022-23,False,1737
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2023-24,False,1915
South Australia,Value,Wild-caught,Molluscs,Other Molluscs,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Molluscs,Total,$’000,1998-99,False,31035
South Australia,Value,Wild-caught,Molluscs,Total,$’000,1999-00,False,36258
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2000-01,False,44769
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2001-02,False,38616
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2002-03,False,41793
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2003-04,False,37213
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2004-05,False,39914
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2005-06,False,39415
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2006-07,False,38362
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2007-08,False,38150
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2008-09,False,38198
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2009-10,False,36436
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2010-11,False,36114
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2011-12,False,38907
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2012-13,False,39526
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2013-14,False,30652
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2014-15,False,34776
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2015-16,False,32423
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2016-17,False,39431
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2017-18,False,40396
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2018-19,False,43257
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2019-20,False,34369
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2020-21,False,32377
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2021-22,False,32692
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2022-23,False,33965
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2023-24,False,33727
South Australia,Value,Wild-caught,Molluscs,Total,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,1998-99,False,672
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,1999-00,False,568
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2000-01,False,773
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2001-02,False,552
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2002-03,False,694
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2003-04,False,269
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2004-05,False,227
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2005-06,False,354
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2006-07,False,260
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2007-08,False,188
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2008-09,False,249
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2009-10,False,327
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2010-11,False,270
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2011-12,False,348
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2012-13,False,149
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2013-14,False,153
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2014-15,False,464
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2015-16,False,807
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2016-17,False,499
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2017-18,False,585
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2018-19,False,256
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2019-20,False,279
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2020-21,False,231
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2021-22,False,573
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2022-23,False,1023
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2023-24,False,820
South Australia,Value,Wild-caught,Finfish,Western Australian Salmon,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,1998-99,False,378
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,1999-00,False,433
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2000-01,False,473
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2001-02,False,502
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2002-03,False,511
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2003-04,False,367
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2004-05,False,361
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2005-06,False,414
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2006-07,False,513
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2007-08,False,714
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2008-09,False,816
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2009-10,False,996
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2010-11,False,1113
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2011-12,False,714
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2012-13,False,1112
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2013-14,False,970
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2014-15,False,710
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2015-16,False,805
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2016-17,False,1028
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2017-18,False,935
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2018-19,False,1368
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2019-20,False,2011
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2020-21,False,1971
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2021-22,False,1157
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2022-23,False,1332
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2023-24,False,1196
South Australia,Value,Wild-caught,Finfish,Mullets,$’000,2024-25,True,na
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,1998-99,False,314
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,1999-00,False,359
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2000-01,False,305
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2001-02,False,328
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2002-03,False,289
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2003-04,False,300
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2004-05,False,353
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2005-06,False,318
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2006-07,False,333
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2007-08,False,394
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2008-09,False,454
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2009-10,False,435
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2010-11,False,343
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2011-12,False,342
South Australia,Value,Wild-caught,Finfish,Australian Herring,$’000,2012-13,False,401
