jurisdiction,measure,production_type,category,commodity,unit,financial_year,is_preliminary,amount
South Australia,Value,Aquaculture,,Marron,$’000,2019-20,False,126
South Australia,Value,Aquaculture,,Marron,$’000,2020-21,False,80
South Australia,Value,Aquaculture,,Marron,$’000,2021-22,False,200
South Australia,Value,Aquaculture,,Marron,$’000,2022-23,False,150
South Australia,Value,Aquaculture,,Marron,$’000,2023-24,False,140
South Australia,Value,Aquaculture,,Marron,$’000,2024-25,True,na
South Australia,Value,Aquaculture,,Yabbies,$’000,1998-99,False,231
South Australia,Value,Aquaculture,,Yabbies,$’000,1999-00,False,156
South Australia,Value,Aquaculture,,Yabbies,$’000,2000-01,False,172
South Australia,Value,Aquaculture,,Yabbies,$’000,2001-02,False,95
South Australia,Value,Aquaculture,,Yabbies,$’000,2002-03,False,93
South Australia,Value,Aquaculture,,Yabbies,$’000,2003-04,False,153
South Australia,Value,Aquaculture,,Yabbies,$’000,2004-05,False,306
South Australia,Value,Aquaculture,,Yabbies,$’000,2005-06,False,36
South Australia,Value,Aquaculture,,Yabbies,$’000,2006-07,False,89
South Australia,Value,Aquaculture,,Yabbies,$’000,2007-08,False,na
South Australia,Value,Aquaculture,,Yabbies,$’000,2008-09,False,na
South Australia,Value,Aquaculture,,Yabbies,$’000,2009-10,False,na
South Australia,Value,Aquaculture,,Yabbies,$’000,2010-11,False,na
South Australia,Value,Aquaculture,,Yabbies,$’000,2011-12,False,na
South Australia,Value,Aquaculture,,Yabbies,$’000,2012-13,False,na
South Australia,Value,Aquaculture,,Yabbies,$’000,2013-14,False,na
South Australia,Value,Aquaculture,,Yabbies,$’000,2014-15,False,na
South Australia,Value,Aquaculture,,Yabbies,$’000,2015-16,False,na
South Australia,Value,Aquaculture,,Yabbies,$’000,2016-17,False,na
South Australia,Value,Aquaculture,,Yabbies,$’000,2017-18,False,na
South Australia,Value,Aquaculture,,Yabbies,$’000,2018-19,False,na
South Australia,Value,Aquaculture,,Yabbies,$’000,2019-20,False,na
South Australia,Value,Aquaculture,,Yabbies,$’000,2020-21,False,na
South Australia,Value,Aquaculture,,Yabbies,$’000,2021-22,False,na
South Australia,Value,Aquaculture,,Yabbies,$’000,2022-23,False,na
South Australia,Value,Aquaculture,,Yabbies,$’000,2023-24,False,na
South Australia,Value,Aquaculture,,Yabbies,$’000,2024-25,True,na
South Australia,Value,Aquaculture,,Oysters,$’000,1998-99,False,5489
South Australia,Value,Aquaculture,,Oysters,$’000,1999-00,False,9389
South Australia,Value,Aquaculture,,Oysters,$’000,2000-01,False,11011
South Australia,Value,Aquaculture,,Oysters,$’000,2001-02,False,13303
South Australia,Value,Aquaculture,,Oysters,$’000,2002-03,False,15116
South Australia,Value,Aquaculture,,Oysters,$’000,2003-04,False,21152
South Australia,Value,Aquaculture,,Oysters,$’000,2004-05,False,19995
South Australia,Value,Aquaculture,,Oysters,$’000,2005-06,False,23879
South Australia,Value,Aquaculture,,Oysters,$’000,2006-07,False,37841
South Australia,Value,Aquaculture,,Oysters,$’000,2007-08,False,30132
South Australia,Value,Aquaculture,,Oysters,$’000,2008-09,False,32231
South Australia,Value,Aquaculture,,Oysters,$’000,2009-10,False,35471
South Australia,Value,Aquaculture,,Oysters,$’000,2010-11,False,35205
South Australia,Value,Aquaculture,,Oysters,$’000,2011-12,False,30970
South Australia,Value,Aquaculture,,Oysters,$’000,2012-13,False,35000
South Australia,Value,Aquaculture,,Oysters,$’000,2013-14,False,32080
South Australia,Value,Aquaculture,,Oysters,$’000,2014-15,False,28390
South Australia,Value,Aquaculture,,Oysters,$’000,2015-16,False,30950
South Australia,Value,Aquaculture,,Oysters,$’000,2016-17,False,40070
South Australia,Value,Aquaculture,,Oysters,$’000,2017-18,False,20160
South Australia,Value,Aquaculture,,Oysters,$’000,2018-19,False,20451
South Australia,Value,Aquaculture,,Oysters,$’000,2019-20,False,24948
South Australia,Value,Aquaculture,,Oysters,$’000,2020-21,False,43750
South Australia,Value,Aquaculture,,Oysters,$’000,2021-22,False,47780
South Australia,Value,Aquaculture,,Oysters,$’000,2022-23,False,61460
South Australia,Value,Aquaculture,,Oysters,$’000,2023-24,False,57690
South Australia,Value,Aquaculture,,Oysters,$’000,2024-25,True,na
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,1998-99,False,166700
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,1999-00,False,202000
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2000-01,False,263793
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2001-02,False,260500
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2002-03,False,267342
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2003-04,False,243217
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2004-05,False,139955
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2005-06,False,155795
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2006-07,False,137650
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2007-08,False,186742
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2008-09,False,157777
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2009-10,False,102175
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2010-11,False,114500
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2011-12,False,150000
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2012-13,False,153500
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2013-14,False,122400
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2014-15,False,130670
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2015-16,False,126870
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2016-17,False,115000
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2017-18,False,126000
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2018-19,False,129000
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2019-20,False,137000
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2020-21,False,91000
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2021-22,False,110400
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2022-23,False,120000
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2023-24,False,76970
South Australia,Value,Aquaculture,,Southern Bluefin Tuna,$’000,2024-25,True,na
South Australia,Value,Aquaculture,,Barramundi,$’000,1998-99,False,3192
South Australia,Value,Aquaculture,,Barramundi,$’000,1999-00,False,3330
South Australia,Value,Aquaculture,,Barramundi,$’000,2000-01,False,2743
South Australia,Value,Aquaculture,,Barramundi,$’000,2001-02,False,2653
South Australia,Value,Aquaculture,,Barramundi,$’000,2002-03,False,6166
South Australia,Value,Aquaculture,,Barramundi,$’000,2003-04,False,2255
South Australia,Value,Aquaculture,,Barramundi,$’000,2004-05,False,2265
South Australia,Value,Aquaculture,,Barramundi,$’000,2005-06,False,3370
South Australia,Value,Aquaculture,,Barramundi,$’000,2006-07,False,3727
South Australia,Value,Aquaculture,,Barramundi,$’000,2007-08,False,4513
South Australia,Value,Aquaculture,,Barramundi,$’000,2008-09,False,na
South Australia,Value,Aquaculture,,Barramundi,$’000,2009-10,False,na
South Australia,Value,Aquaculture,,Barramundi,$’000,2010-11,False,na
South Australia,Value,Aquaculture,,Barramundi,$’000,2011-12,False,na
South Australia,Value,Aquaculture,,Barramundi,$’000,2012-13,False,na
South Australia,Value,Aquaculture,,Barramundi,$’000,2013-14,False,na
South Australia,Value,Aquaculture,,Barramundi,$’000,2014-15,False,na
South Australia,Value,Aquaculture,,Barramundi,$’000,2015-16,False,na
South Australia,Value,Aquaculture,,Barramundi,$’000,2016-17,False,na
South Australia,Value,Aquaculture,,Barramundi,$’000,2017-18,False,na
South Australia,Value,Aquaculture,,Barramundi,$’000,2018-19,False,na
South Australia,Value,Aquaculture,,Barramundi,$’000,2019-20,False,na
South Australia,Value,Aquaculture,,Barramundi,$’000,2020-21,False,na
South Australia,Value,Aquaculture,,Barramundi,$’000,2021-22,False,na
South Australia,Value,Aquaculture,,Barramundi,$’000,2022-23,False,na
South Australia,Value,Aquaculture,,Barramundi,$’000,2023-24,False,na
South Australia,Value,Aquaculture,,Barramundi,$’000,2024-25,True,na
South Australia,Value,Aquaculture,,Trout,$’000,1998-99,False,101
South Australia,Value,Aquaculture,,Trout,$’000,1999-00,False,49
South Australia,Value,Aquaculture,,Trout,$’000,2000-01,False,176
South Australia,Value,Aquaculture,,Trout,$’000,2001-02,False,192
South Australia,Value,Aquaculture,,Trout,$’000,2002-03,False,156
South Australia,Value,Aquaculture,,Trout,$’000,2003-04,False,330
South Australia,Value,Aquaculture,,Trout,$’000,2004-05,False,545
South Australia,Value,Aquaculture,,Trout,$’000,2005-06,False,356
South Australia,Value,Aquaculture,,Trout,$’000,2006-07,False,291
South Australia,Value,Aquaculture,,Trout,$’000,2007-08,False,na
South Australia,Value,Aquaculture,,Trout,$’000,2008-09,False,na
South Australia,Value,Aquaculture,,Trout,$’000,2009-10,False,na
South Australia,Value,Aquaculture,,Trout,$’000,2010-11,False,na
South Australia,Value,Aquaculture,,Trout,$’000,2011-12,False,na
South Australia,Value,Aquaculture,,Trout,$’000,2012-13,False,na
South Australia,Value,Aquaculture,,Trout,$’000,2013-14,False,na
South Australia,Value,Aquaculture,,Trout,$’000,2014-15,False,na
South Australia,Value,Aquaculture,,Trout,$’000,2015-16,False,na
South Australia,Value,Aquaculture,,Trout,$’000,2016-17,False,na
South Australia,Value,Aquaculture,,Trout,$’000,2017-18,False,na
South Australia,Value,Aquaculture,,Trout,$’000,2018-19,False,na
South Australia,Value,Aquaculture,,Trout,$’000,2019-20,False,na
South Australia,Value,Aquaculture,,Trout,$’000,2020-21,False,na
South Australia,Value,Aquaculture,,Trout,$’000,2021-22,False,na
South Australia,Value,Aquaculture,,Trout,$’000,2022-23,False,na
South Australia,Value,Aquaculture,,Trout,$’000,2023-24,False,na
South Australia,Value,Aquaculture,,Trout,$’000,2024-25,True,na
South Australia,Value,Aquaculture,,Abalone,$’000,1998-99,False,856
South Australia,Value,Aquaculture,,Abalone,$’000,1999-00,False,2000
South Australia,Value,Aquaculture,,Abalone,$’000,2000-01,False,2677
South Australia,Value,Aquaculture,,Abalone,$’000,2001-02,False,1901
South Australia,Value,Aquaculture,,Abalone,$’000,2002-03,False,3080
South Australia,Value,Aquaculture,,Abalone,$’000,2003-04,False,3155
South Australia,Value,Aquaculture,,Abalone,$’000,2004-05,False,5318
South Australia,Value,Aquaculture,,Abalone,$’000,2005-06,False,8222
South Australia,Value,Aquaculture,,Abalone,$’000,2006-07,False,7155
South Australia,Value,Aquaculture,,Abalone,$’000,2007-08,False,5151
South Australia,Value,Aquaculture,,Abalone,$’000,2008-09,False,8121
South Australia,Value,Aquaculture,,Abalone,$’000,2009-10,False,10341
South Australia,Value,Aquaculture,,Abalone,$’000,2010-11,False,10842
South Australia,Value,Aquaculture,,Abalone,$’000,2011-12,False,6410
South Australia,Value,Aquaculture,,Abalone,$’000,2012-13,False,8600
South Australia,Value,Aquaculture,,Abalone,$’000,2013-14,False,10890
South Australia,Value,Aquaculture,,Abalone,$’000,2014-15,False,11400
South Australia,Value,Aquaculture,,Abalone,$’000,2015-16,False,14730
South Australia,Value,Aquaculture,,Abalone,$’000,2016-17,False,13610
South Australia,Value,Aquaculture,,Abalone,$’000,2017-18,False,14240
South Australia,Value,Aquaculture,,Abalone,$’000,2018-19,False,13817
South Australia,Value,Aquaculture,,Abalone,$’000,2019-20,False,11972
South Australia,Value,Aquaculture,,Abalone,$’000,2020-21,False,18470
South Australia,Value,Aquaculture,,Abalone,$’000,2021-22,False,15370
South Australia,Value,Aquaculture,,Abalone,$’000,2022-23,False,11180
South Australia,Value,Aquaculture,,Abalone,$’000,2023-24,False,12280
South Australia,Value,Aquaculture,,Abalone,$’000,2024-25,True,na
South Australia,Value,Aquaculture,,Blue Mussel,$’000,1998-99,False,183
South Australia,Value,Aquaculture,,Blue Mussel,$’000,1999-00,False,173
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2000-01,False,260
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2001-02,False,371
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2002-03,False,466
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2003-04,False,697
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2004-05,False,657
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2005-06,False,950
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2006-07,False,1914
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2007-08,False,2591
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2008-09,False,2519
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2009-10,False,2530
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2010-11,False,2425
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2011-12,False,2677
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2012-13,False,2940
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2013-14,False,3450
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2014-15,False,3070
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2015-16,False,4400
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2016-17,False,3880
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2017-18,False,3980
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2018-19,False,3796
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2019-20,False,3472
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2020-21,False,3690
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2021-22,False,4650
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2022-23,False,5100
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2023-24,False,4620
South Australia,Value,Aquaculture,,Blue Mussel,$’000,2024-25,True,na
South Australia,Value,Aquaculture,,Other aquaculture,$’000,1998-99,False,3259
South Australia,Value,Aquaculture,,Other aquaculture,$’000,1999-00,False,2828
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2000-01,False,4322
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2001-02,False,3375
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2002-03,False,8769
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2003-04,False,7534
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2004-05,False,17015
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2005-06,False,17591
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2006-07,False,18514
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2007-08,False,32439
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2008-09,False,44602
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2009-10,False,42290
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2010-11,False,52704
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2011-12,False,38118
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2012-13,False,42320
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2013-14,False,12120
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2014-15,False,53500
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2015-16,False,74370
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2016-17,False,57850
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2017-18,False,40380
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2018-19,False,44565
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2019-20,False,51461
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2020-21,False,43100
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2021-22,False,59500
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2022-23,False,69160
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2023-24,False,60860
South Australia,Value,Aquaculture,,Other aquaculture,$’000,2024-25,True,na
South Australia,Value,Aquaculture,,Total,$’000,1998-99,False,180171
South Australia,Value,Aquaculture,,Total,$’000,1999-00,False,220229
South Australia,Value,Aquaculture,,Total,$’000,2000-01,False,285350
South Australia,Value,Aquaculture,,Total,$’000,2001-02,False,282672
South Australia,Value,Aquaculture,,Total,$’000,2002-03,False,301721
South Australia,Value,Aquaculture,,Total,$’000,2003-04,False,278973
South Australia,Value,Aquaculture,,Total,$’000,2004-05,False,186643
South Australia,Value,Aquaculture,,Total,$’000,2005-06,False,210482
South Australia,Value,Aquaculture,,Total,$’000,2006-07,False,207815
South Australia,Value,Aquaculture,,Total,$’000,2007-08,False,262128
South Australia,Value,Aquaculture,,Total,$’000,2008-09,False,245855
South Australia,Value,Aquaculture,,Total,$’000,2009-10,False,193452
South Australia,Value,Aquaculture,,Total,$’000,2010-11,False,216708
South Australia,Value,Aquaculture,,Total,$’000,2011-12,False,228519
South Australia,Value,Aquaculture,,Total,$’000,2012-13,False,242740
South Australia,Value,Aquaculture,,Total,$’000,2013-14,False,181370
South Australia,Value,Aquaculture,,Total,$’000,2014-15,False,227480
South Australia,Value,Aquaculture,,Total,$’000,2015-16,False,251520
South Australia,Value,Aquaculture,,Total,$’000,2016-17,False,230540
South Australia,Value,Aquaculture,,Total,$’000,2017-18,False,205660
South Australia,Value,Aquaculture,,Total,$’000,2018-19,False,211703
South Australia,Value,Aquaculture,,Total,$’000,2019-20,False,228979
South Australia,Value,Aquaculture,,Total,$’000,2020-21,False,200090
South Australia,Value,Aquaculture,,Total,$’000,2021-22,False,237900
South Australia,Value,Aquaculture,,Total,$’000,2022-23,False,267050
South Australia,Value,Aquaculture,,Total,$’000,2023-24,False,212560
South Australia,Value,Aquaculture,,Total,$’000,2024-25,True,na
South Australia,Value,All,,Total production,$’000,1998-99,False,345277
South Australia,Value,All,,Total production,$’000,1999-00,False,403215
South Australia,Value,All,,Total production,$’000,2000-01,False,492336
South Australia,Value,All,,Total production,$’000,2001-02,False,489451
South Australia,Value,All,,Total production,$’000,2002-03,False,496940
South Australia,Value,All,,Total production,$’000,2003-04,False,461509
South Australia,Value,All,,Total production,$’000,2004-05,False,369602
South Australia,Value,All,,Total production,$’000,2005-06,False,403156
South Australia,Value,All,,Total production,$’000,2006-07,False,426499
South Australia,Value,All,,Total production,$’000,2007-08,False,468095
South Australia,Value,All,,Total production,$’000,2008-09,False,465140
South Australia,Value,All,,Total production,$’000,2009-10,False,392941
South Australia,Value,All,,Total production,$’000,2010-11,False,412148
South Australia,Value,All,,Total production,$’000,2011-12,False,437447
South Australia,Value,All,,Total production,$’000,2012-13,False,440845
South Australia,Value,All,,Total production,$’000,2013-14,False,391780
South Australia,Value,All,,Total production,$’000,2014-15,False,467684
South Australia,Value,All,,Total production,$’000,2015-16,False,516173
South Australia,Value,All,,Total production,$’000,2016-17,False,483647
South Australia,Value,All,,Total production,$’000,2017-18,False,469709
South Australia,Value,All,,Total production,$’000,2018-19,False,488389
South Australia,Value,All,,Total production,$’000,2019-20,False,461119
South Australia,Value,All,,Total production,$’000,2020-21,False,399715
South Australia,Value,All,,Total production,$’000,2021-22,False,434094
South Australia,Value,All,,Total production,$’000,2022-23,False,470080
South Australia,Value,All,,Total production,$’000,2023-24,False,426848
South Australia,Value,All,,Total production,$’000,2024-25,True,na
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,1998-99,False,2761
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,1999-00,False,2416
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2000-01,False,2988
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2001-02,False,2610
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2002-03,False,1740
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2003-04,False,2126
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2004-05,False,2173
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2005-06,False,2070
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2006-07,False,2233
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2007-08,False,2316
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2008-09,False,2188
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2009-10,False,2669
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2010-11,False,2293
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2011-12,False,1965
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2012-13,False,1881
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2013-14,False,1805
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2014-15,False,2097
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2015-16,False,2574
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2016-17,False,2429
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2017-18,False,2577
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2018-19,False,2413
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2019-20,False,1936
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2020-21,False,2018
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2021-22,False,1584
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2022-23,False,1766
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2023-24,False,1640
South Australia,Quantity,Wild-caught,Crustaceans,Prawns,t,2024-25,True,na
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,1998-99,False,2729
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,1999-00,False,2719
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2000-01,False,2563
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2001-02,False,2392
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2002-03,False,2361
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2003-04,False,2400
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2004-05,False,2343
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2005-06,False,2365
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2006-07,False,2385
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2007-08,False,2309
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2008-09,False,1810
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2009-10,False,1554
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2010-11,False,1557
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2011-12,False,1550
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2012-13,False,1552
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2013-14,False,1577
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2014-15,False,1563
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2015-16,False,1592
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2016-17,False,1559
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2017-18,False,1554
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2018-19,False,1539
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2019-20,False,1430
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2020-21,False,1526
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2021-22,False,1619
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2022-23,False,1597
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2023-24,False,1625
South Australia,Quantity,Wild-caught,Crustaceans,Southern Rock Lobsters,t,2024-25,True,na
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,1998-99,False,669
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,1999-00,False,646
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2000-01,False,739
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2001-02,False,705
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2002-03,False,706
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2003-04,False,707
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2004-05,False,780
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2005-06,False,791
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2006-07,False,720
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2007-08,False,732
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2008-09,False,756
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2009-10,False,663
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2010-11,False,710
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2011-12,False,748
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2012-13,False,652
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2013-14,False,684
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2014-15,False,668
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2015-16,False,726
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2016-17,False,724
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2017-18,False,669
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2018-19,False,728
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2019-20,False,737
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2020-21,False,743
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2021-22,False,646
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2022-23,False,690
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2023-24,False,674
South Australia,Quantity,Wild-caught,Crustaceans,Crabs,t,2024-25,True,na
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,1998-99,False,1
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,1999-00,False,0
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2000-01,False,2
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2001-02,False,0
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2002-03,False,0
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2003-04,False,21
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2004-05,False,20
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2005-06,False,19
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2006-07,False,18
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2007-08,False,18
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2008-09,False,22
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2009-10,False,19
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2010-11,False,42
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2011-12,False,21
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2012-13,False,22
South Australia,Quantity,Wild-caught,Crustaceans,Other Crustaceans,t,2013-14,False,17
