"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Other","Aust"
"11A.4","2015-16","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Responses","Emergency responses","","","CAA (unpublished)","no.","519552","494683","440661","117146","187750","49644","18200","18305","","1845941"
"11A.4","2015-16","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Responses","Urgent responses","","","CAA (unpublished)","no.","444010","260620","432357","82348","117348","27256","22122","21867","","1407928"
"11A.4","2015-16","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Responses","Non-emergency responses","","","CAA (unpublished)","no.","152073","334253","259685","150608","79918","13277","9412","9083","","1008309"
"11A.4","2015-16","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Responses","Total responses","","","Derived from CAA (unpublished)","no.","1115635","1089556","1132703","350102","385016","90177","49734","49255","","4262178"
"11A.4","2015-16","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Responses","Total responses","Per 1000 people","","Derived from CAA (unpublished); ABS National state and territory population - December","rate","145.4","178.8","235.7","137.4","225.7","174.9","124.7","201.8","","177.7"
"11A.4","2015-16","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Patients","Transported","","","CAA (unpublished)","no.","668349","656164","849146","251304","231594","62613","29025","40767","","2788962"
"11A.4","2015-16","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Patients","Treated not transported","","","CAA (unpublished)","no.","171560","96836","94563","34277","26621","14694","7365","6871","","452787"
"11A.4","2015-16","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Patients","Total patients","","","Derived from CAA (unpublished)","no.","839909","753000","943709","285581","258215","77307","36390","47638","","3241749"
"11A.4","2015-16","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Patients","Total patients","Per 1000 people","","Derived from CAA (unpublished); ABS National state and territory population - December","rate","109.5","123.6","196.4","112.1","151.4","149.9","91.2","195.2","","135.2"
"11A.4","2015-16","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Transport","Ambulance general purpose","","","CAA (unpublished)","no.","939","604","883","485","238","108","26","33","","3316"
"11A.4","2015-16","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Transport","Patient transport vehicles","","","CAA (unpublished)","no.","12","65","111","47","28","12","4","4","","283"
"11A.4","2015-16","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Transport","Operational support vehicles","","","CAA (unpublished)","no.","304","292","232","40","98","33","12","8","","1019"
"11A.4","2015-16","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Transport","Special operations vehicles","","","CAA (unpublished)","no.","90","20","18","5","40","3","0","7","","183"
"11A.4","2015-16","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Transport","Administrative and other vehicles","","","Derived from CAA (unpublished)","no.","127","149","86","98","36","6","5","11","","518"
"11A.4","2015-16","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Transport","Total transport","","","Derived from CAA (unpublished)","no.","1472","1130","1330","675","440","162","47","63","","5319"
"11A.4","2015-16","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Transport","Total road fleet","","","CAA (unpublished)","m km","39.5","35.4","38.9","12.6","12.1","3.3","1.2","1.0","","144.1"
"11A.4","2015-16","Ambulance activity and resources","All ages","All people","All people","All areas","","Ambulance activity and resources","Transport","Air ambulance aircraft","","","CAA (unpublished)","no.","22","9","28","23","8","3","1","0","","94"
"11A.5","2024-25","Response times","All ages","All people","All people","Capital city","","Response times","90th percentile","","","","CAA (unpublished)","min.","30.1","24.6","27.0","18.6","35.8","31.9","17.8","49.3","",""
"11A.5","2024-25","Response times","All ages","All people","All people","Statewide","","Response times","90th percentile","","","","CAA (unpublished)","min.","32.3","27.2","25.4","21.0","33.8","35.8","17.8","47.9","",""
"11A.5","2024-25","Response times","All ages","All people","All people","Capital city","","Response times","50th percentile","","","","CAA (unpublished)","min.","13.9","12.1","14.6","10.1","13.4","15.2","10.4","18.3","",""
"11A.5","2024-25","Response times","All ages","All people","All people","Statewide","","Response times","50th percentile","","","","CAA (unpublished)","min.","13.8","12.2","12.7","10.3","12.8","14.9","10.4","16.3","",""
"11A.5","2023-24","Response times","All ages","All people","All people","Capital city","","Response times","90th percentile","","","","CAA (unpublished)","min.","28.0","24.4","26.0","17.4","34.3","32.3","16.7","30.4","",""
"11A.5","2023-24","Response times","All ages","All people","All people","Statewide","","Response times","90th percentile","","","","CAA (unpublished)","min.","30.1","26.9","25.1","20.0","32.9","36.0","16.7","31.1","",""
"11A.5","2023-24","Response times","All ages","All people","All people","Capital city","","Response times","50th percentile","","","","CAA (unpublished)","min.","13.3","11.9","13.6","9.6","13.5","15.2","9.9","13.4","",""
"11A.5","2023-24","Response times","All ages","All people","All people","Statewide","","Response times","50th percentile","","","","CAA (unpublished)","min.","13.3","12.0","12.5","9.9","13.0","14.9","9.9","12.2","",""
"11A.5","2022-23","Response times","All ages","All people","All people","Capital city","","Response times","90th percentile","","","","CAA (unpublished)","min.","32.8","26.5","27.0","18.8","55.6","30.8","16.8","23.4","",""
"11A.5","2022-23","Response times","All ages","All people","All people","Statewide","","Response times","90th percentile","","","","CAA (unpublished)","min.","33.0","28.8","25.2","21.7","50.9","34.7","16.8","25.7","",""
"11A.5","2022-23","Response times","All ages","All people","All people","Capital city","","Response times","50th percentile","","","","CAA (unpublished)","min.","14.6","12.4","14.8","10.0","15.9","14.5","10.0","11.2","",""
"11A.5","2022-23","Response times","All ages","All people","All people","Statewide","","Response times","50th percentile","","","","CAA (unpublished)","min.","14.3","12.5","12.5","10.3","15.1","14.5","10.0","10.8","",""
"11A.5","2021-22","Response times","All ages","All people","All people","Capital city","","Response times","90th percentile","","","","CAA (unpublished)","min.","41.4","24.0","25.4","20.5","71.3","30.4","16.5","23.6","",""
"11A.5","2021-22","Response times","All ages","All people","All people","Statewide","","Response times","90th percentile","","","","CAA (unpublished)","min.","36.8","26.6","24.9","23.3","58.3","34.0","16.5","25.0","",""
"11A.5","2021-22","Response times","All ages","All people","All people","Capital city","","Response times","50th percentile","","","","CAA (unpublished)","min.","16.1","11.6","12.6","10.3","16.4","14.7","9.9","11.2","",""
"11A.5","2021-22","Response times","All ages","All people","All people","Statewide","","Response times","50th percentile","","","","CAA (unpublished)","min.","15.1","11.8","12.2","10.6","15.8","14.3","9.9","10.5","",""
"11A.5","2020-21","Response times","All ages","All people","All people","Capital city","","Response times","90th percentile","","","","CAA (unpublished)","min.","25.1","18.1","22.2","17.1","34.4","27.9","14.7","21.6","",""
"11A.5","2020-21","Response times","All ages","All people","All people","Statewide","","Response times","90th percentile","","","","CAA (unpublished)","min.","27.1","21.6","21.2","20.0","32.8","33.4","14.7","21.6","",""
"11A.5","2020-21","Response times","All ages","All people","All people","Capital city","","Response times","50th percentile","","","","CAA (unpublished)","min.","12.3","10.0","11.3","9.3","12.5","13.8","9.0","9.5","",""
"11A.5","2020-21","Response times","All ages","All people","All people","Statewide","","Response times","50th percentile","","","","CAA (unpublished)","min.","12.5","10.3","10.5","9.7","12.5","14.0","9.0","9.5","",""
"11A.5","2019-20","Response times","All ages","All people","All people","Capital city","","Response times","90th percentile","","","","CAA (unpublished)","min.","22.2","15.8","18.3","15.2","20.6","25.6","14.3","17.8","",""
"11A.5","2019-20","Response times","All ages","All people","All people","Statewide","","Response times","90th percentile","","","","CAA (unpublished)","min.","24.9","18.7","18.4","17.8","22.6","32.8","14.3","19.4","",""
"11A.5","2019-20","Response times","All ages","All people","All people","Capital city","","Response times","50th percentile","","","","CAA (unpublished)","min.","11.3","9.5","9.9","8.8","10.9","13.1","8.9","9.0","",""
"11A.5","2019-20","Response times","All ages","All people","All people","Statewide","","Response times","50th percentile","","","","CAA (unpublished)","min.","11.7","9.8","9.4","9.1","10.9","13.8","8.9","8.7","",""
"11A.5","2018-19","Response times","All ages","All people","All people","Capital city","","Response times","90th percentile","","","","CAA (unpublished)","min.","21.3","15.2","17.3","14.5","19.4","20.9","14.9","18.5","",""
"11A.5","2018-19","Response times","All ages","All people","All people","Statewide","","Response times","90th percentile","","","","CAA (unpublished)","min.","24.0","18.0","17.1","17.1","21.1","29.2","14.9","20.4","",""
"11A.5","2018-19","Response times","All ages","All people","All people","Capital city","","Response times","50th percentile","","","","CAA (unpublished)","min.","11.0","9.2","9.3","8.5","10.7","11.7","9.1","9.2","",""
"11A.5","2018-19","Response times","All ages","All people","All people","Statewide","","Response times","50th percentile","","","","CAA (unpublished)","min.","11.4","9.5","8.9","8.8","10.7","12.9","9.1","9.0","",""
"11A.5","2018","Response times","All ages","All people","All people","Capital city","","Capital city area (sq km)","","","","","ABS Australian Statistical Geography Standard (ASGS): Volume 1 - Main Structure and Greater Capital City Statistical Areas","sq km","12368","9993","15842","6416","3260","1695","2358","3164","",""
"11A.5","2018","Response times","All ages","All people","All people","Capital city","","Capital city population per sq km","","","","","Derived from ABS Australian Statistical Geography Standard (ASGS): Volume 1 - Main Structure and Greater Capital City Statistical Areas; ABS Regional population","rate","486.1","501.3","203.4","319.1","402.5","..","180.4","..","",""
"11A.5","2017-18","Response times","All ages","All people","All people","Capital city","","Response times","90th percentile","","","","CAA (unpublished)","min.","20.8","16.1","17.8","14.0","18.0","20.0","14.7","19.6","",""
"11A.5","2017-18","Response times","All ages","All people","All people","Statewide","","Response times","90th percentile","","","","CAA (unpublished)","min.","23.2","19.1","17.3","16.6","19.9","29.4","14.7","21.0","",""
"11A.5","2017-18","Response times","All ages","All people","All people","Capital city","","Response times","50th percentile","","","","CAA (unpublished)","min.","11.0","9.5","9.6","8.3","10.3","11.5","9.1","9.8","",""
"11A.5","2017-18","Response times","All ages","All people","All people","Statewide","","Response times","50th percentile","","","","CAA (unpublished)","min.","11.2","9.8","9.0","8.7","10.4","12.8","9.1","9.2","",""
"11A.5","2016-17","Response times","All ages","All people","All people","Capital city","","Response times","90th percentile","","","","CAA (unpublished)","min.","20.8","17.3","16.2","14.5","17.0","22.5","14.3","23.3","",""
"11A.5","2016-17","Response times","All ages","All people","All people","Statewide","","Response times","90th percentile","","","","CAA (unpublished)","min.","23.0","20.5","16.9","17.0","19.0","31.4","14.3","25.1","",""
"11A.5","2016-17","Response times","All ages","All people","All people","Capital city","","Response times","50th percentile","","","","CAA (unpublished)","min.","10.8","10.1","8.9","8.5","9.9","14.2","8.7","10.4","",""
"11A.5","2016-17","Response times","All ages","All people","All people","Statewide","","Response times","50th percentile","","","","CAA (unpublished)","min.","11.1","10.4","8.8","8.8","10.0","13.8","8.7","10.2","",""
"11A.5","2015-16","Response times","All ages","All people","All people","Capital city","","Response times","90th percentile","","","","CAA (unpublished)","min.","20.6","18.2","16.0","14.1","16.0","19.4","13.7","19.6","",""
"11A.5","2015-16","Response times","All ages","All people","All people","Statewide","","Response times","90th percentile","","","","CAA (unpublished)","min.","22.9","21.5","17.1","16.6","19.0","26.3","13.7","17.6","",""
"11A.5","2015-16","Response times","All ages","All people","All people","Capital city","","Response times","50th percentile","","","","CAA (unpublished)","min.","10.8","10.5","8.7","8.3","9.5","11.9","8.5","8.9","",""
"11A.5","2015-16","Response times","All ages","All people","All people","Statewide","","Response times","50th percentile","","","","CAA (unpublished)","min.","11.0","10.9","8.6","8.7","9.6","12.9","8.5","7.5","",""
"11A.6","2024-25","Call answering time","All ages","All people","All people","All areas","","Triple zero (000) call answering time","Proportion of calls from the emergency call service answered by ambulance service communication centre staff in a time equal to or less than 10 seconds","","","","CAA (unpublished)","%","92.4","95.7","90.4","97.4","95.6","92.0","93.2","82.8","","93.0"
"11A.6","2024-25","Call answering time","All ages","All people","All people","All areas","","Triple zero (000) call answering time","Number of calls received by the triple zero emergency call service that require an ambulance service","","","","CAA (unpublished)","'000","1248.6","1047.2","1233.4","313.7","333.3","105.2","67.4","101.5","","4450.3"
"11A.6","2023-24","Call answering time","All ages","All people","All people","All areas","","Triple zero (000) call answering time","Proportion of calls from the emergency call service answered by ambulance service communication centre staff in a time equal to or less than 10 seconds","","","","CAA (unpublished)","%","96.4","97.7","91.3","97.3","96.2","92.4","93.6","83.9","","94.9"
"11A.6","2023-24","Call answering time","All ages","All people","All people","All areas","","Triple zero (000) call answering time","Number of calls received by the triple zero emergency call service that require an ambulance service","","","","CAA (unpublished)","'000","1180.7","999.3","1188.6","303.4","319.5","101.5","62.6","91.6","","4247.3"
"11A.6","2022-23","Call answering time","All ages","All people","All people","All areas","","Triple zero (000) call answering time","Proportion of calls from the emergency call service answered by ambulance service communication centre staff in a time equal to or less than 10 seconds","","","","CAA (unpublished)","%","91.0","96.7","93.4","93.0","95.5","92.8","94.0","86.6","","93.4"
"11A.6","2022-23","Call answering time","All ages","All people","All people","All areas","","Triple zero (000) call answering time","Number of calls received by the triple zero emergency call service that require an ambulance service","","","","CAA (unpublished)","'000","1175.1","964.5","1129.5","287.1","317.1","96.5","60.1","80.4","","4112.0"
"11A.6","2021-22","Call answering time","All ages","All people","All people","All areas","","Triple zero (000) call answering time","Proportion of calls from the emergency call service answered by ambulance service communication centre staff in a time equal to or less than 10 seconds","","","","CAA (unpublished)","%","86.7","65.6","85.8","87.9","92.9","92.0","95.1","87.1","","82.2"
"11A.6","2021-22","Call answering time","All ages","All people","All people","All areas","","Triple zero (000) call answering time","Number of calls received by the triple zero emergency call service that require an ambulance service","","","","CAA (unpublished)","'000","1201.2","970.1","1128.7","283.8","285.7","92.7","56.6","70.5","","4089.5"
"11A.6","2020-21","Call answering time","All ages","All people","All people","All areas","","Triple zero (000) call answering time","Proportion of calls from the emergency call service answered by ambulance service communication centre staff in a time equal to or less than 10 seconds","","","","CAA (unpublished)","%","94.1","88.9","89.1","84.9","95.4","95.9","95.2","89.2","","90.1"
"11A.6","2020-21","Call answering time","All ages","All people","All people","All areas","","Triple zero (000) call answering time","Number of calls received by the triple zero emergency call service that require an ambulance service","","","","CAA (unpublished)","'000","1060.4","862.7","1024.2","269.7","248.6","79.4","51.8","59.7","","3656.6"
"11A.6","2019-20","Call answering time","All ages","All people","All people","All areas","","Triple zero (000) call answering time","Proportion of calls from the emergency call service answered by ambulance service communication centre staff in a time equal to or less than 10 seconds","","","","CAA (unpublished)","%","91.5","94.4","91.3","86.9","95.4","97.7","95.9","93.6","","92.3"
"11A.6","2019-20","Call answering time","All ages","All people","All people","All areas","","Triple zero (000) call answering time","Number of calls received by the triple zero emergency call service that require an ambulance service","","","","CAA (unpublished)","'000","990.1","814.1","919.1","252.9","246.0","72.9","45.0","52.5","","3392.5"
"11A.6","2018-19","Call answering time","All ages","All people","All people","All areas","","Triple zero (000) call answering time","Proportion of calls from the emergency call service answered by ambulance service communication centre staff in a time equal to or less than 10 seconds","","","","CAA (unpublished)","%","79.6","93.7","91.5","89.9","93.7","76.9","97.0","97.7","","88.4"
"11A.6","2018-19","Call answering time","All ages","All people","All people","All areas","","Triple zero (000) call answering time","Number of calls received by the triple zero emergency call service that require an ambulance service","","","","CAA (unpublished)","'000","963.3","788.2","865.5","243.0","232.4","71.3","42.5","52.7","","3259.1"
"11A.6","2017-18","Call answering time","All ages","All people","All people","All areas","","Triple zero (000) call answering time","Proportion of calls from the emergency call service answered by ambulance service communication centre staff in a time equal to or less than 10 seconds","","","","CAA (unpublished)","%","81.5","93.9","92.1","94.4","92.6","78.7","96.5","97.7","","89.4"
"11A.6","2017-18","Call answering time","All ages","All people","All people","All areas","","Triple zero (000) call answering time","Number of calls received by the triple zero emergency call service that require an ambulance service","","","","CAA (unpublished)","'000","952.8","760.4","825.5","225.8","218.0","69.4","40.8","57.9","","3150.6"
"11A.6","2016-17","Call answering time","All ages","All people","All people","All areas","","Triple zero (000) call answering time","Proportion of calls from the emergency call service answered by ambulance service communication centre staff in a time equal to or less than 10 seconds","","","","CAA (unpublished)","%","79.7","93.8","91.9","93.8","95.4","75.6","95.8","96.5","","88.9"
"11A.6","2016-17","Call answering time","All ages","All people","All people","All areas","","Triple zero (000) call answering time","Number of calls received by the triple zero emergency call service that require an ambulance service","","","","CAA (unpublished)","'000","903.5","739.3","786.5","219.2","203.2","67.8","39.0","52.0","","3023.0"
"11A.6","2015-16","Call answering time","All ages","All people","All people","All areas","","Triple zero (000) call answering time","Proportion of calls from the emergency call service answered by ambulance service communication centre staff in a time equal to or less than 10 seconds","","","","CAA (unpublished)","%","81.2","93.1","91.6","94.9","95.3","95.3","96.6","95.9","","93.2"
"11A.6","2015-16","Call answering time","All ages","All people","All people","All areas","","Triple zero (000) call answering time","Number of calls received by the triple zero emergency call service that require an ambulance service","","","","CAA (unpublished)","'000","875.4","714.7","737.8","209.3","192.1","65.5","37.1","49.7","","2891.6"
"11A.7","2024-25","Pain management","All ages","All people","All people","All areas","","Ambulance service treatment","Pain management","Proportion of patients who reported a clinically meaningful pain reduction","","","Derived from CAA (unpublished)","%","81.7","90.5","77.1","77.7","62.9","77.4","84.1","66.1","","80.4"
"11A.7","2024-25","Pain management","All ages","All people","All people","All areas","","Ambulance service treatment","Pain management","Total number of pain management patients","","","CAA (unpublished)","no.","98254","51604","76537","17230","17392","6921","5425","2710","","276073"
"11A.7","2023-24","Pain management","All ages","All people","All people","All areas","","Ambulance service treatment","Pain management","Proportion of patients who reported a clinically meaningful pain reduction","","","Derived from CAA (unpublished)","%","82.0","90.5","79.1","77.7","81.9","77.3","84.1","66.0","","82.5"
"11A.7","2023-24","Pain management","All ages","All people","All people","All areas","","Ambulance service treatment","Pain management","Total number of pain management patients","","","CAA (unpublished)","no.","91030","57010","74031","15919","14824","6353","5527","2796","","267490"
"11A.7","2022-23","Pain management","All ages","All people","All people","All areas","","Ambulance service treatment","Pain management","Proportion of patients who reported a clinically meaningful pain reduction","","","Derived from CAA (unpublished)","%","81.7","90.8","80.3","77.1","81.4","78.4","83.9","67.5","","83.2"
"11A.7","2022-23","Pain management","All ages","All people","All people","All areas","","Ambulance service treatment","Pain management","Total number of pain management patients","","","CAA (unpublished)","no.","84996","72741","72575","16337","22300","6729","5277","2582","","283537"
"11A.7","2021-22","Pain management","All ages","All people","All people","All areas","","Ambulance service treatment","Pain management","Proportion of patients who reported a clinically meaningful pain reduction","","","Derived from CAA (unpublished)","%","82.7","91.1","81.2","78.7","80.9","79.9","85.1","70.0","","84.0"
"11A.7","2021-22","Pain management","All ages","All people","All people","All areas","","Ambulance service treatment","Pain management","Total number of pain management patients","","","CAA (unpublished)","no.","74392","72186","73231","15611","21473","7290","5164","2217","","271564"
"11A.7","2020-21","Pain management","All ages","All people","All people","All areas","","Ambulance service treatment","Pain management","Proportion of patients who reported a clinically meaningful pain reduction","","","Derived from CAA (unpublished)","%","83.5","91.2","81.9","81.4","80.7","83.5","87.8","55.3","","84.6"
"11A.7","2020-21","Pain management","All ages","All people","All people","All areas","","Ambulance service treatment","Pain management","Total number of pain management patients","","","CAA (unpublished)","no.","79431","74313","75912","15369","24088","5600","6715","2235","","283663"
"11A.7","2019-20","Pain management","All ages","All people","All people","All areas","","Ambulance service treatment","Pain management","Proportion of patients who reported a clinically meaningful pain reduction","","","Derived from CAA (unpublished)","%","82.8","96.6","82.9","81.9","81.0","83.5","88.0","56.9","","85.8"
"11A.7","2019-20","Pain management","All ages","All people","All people","All areas","","Ambulance service treatment","Pain management","Total number of pain management patients","","","CAA (unpublished)","no.","74964","67808","71861","14331","21975","3886","5384","4812","","265021"
"11A.7","2018-19","Pain management","All ages","All people","All people","All areas","","Ambulance service treatment","Pain management","Proportion of patients who reported a clinically meaningful pain reduction","","","Derived from CAA (unpublished)","%","83.8","88.7","84.2","82.1","72.3","85.3","88.9","49.2","","83.7"
"11A.7","2018-19","Pain management","All ages","All people","All people","All areas","","Ambulance service treatment","Pain management","Total number of pain management patients","","","CAA (unpublished)","no.","70163","68433","71743","14674","20756","5134","4526","4288","","259717"
"11A.7","2017-18","Pain management","All ages","All people","All people","All areas","","Ambulance service treatment","Pain management","Proportion of patients who reported a clinically meaningful pain reduction","","","Derived from CAA (unpublished)","%","84.4","88.2","86.3","83.5","72.9","84.9","89.0","64.8","","84.8"
"11A.7","2017-18","Pain management","All ages","All people","All people","All areas","","Ambulance service treatment","Pain management","Total number of pain management patients","","","CAA (unpublished)","no.","54535","64389","73202","13609","18857","5411","3723","3615","","237341"
"11A.7","2016-17","Pain management","All ages","All people","All people","All areas","","Ambulance service treatment","Pain management","Proportion of patients who reported a clinically meaningful pain reduction","","","Derived from CAA (unpublished)","%","85.2","88.8","88.3","84.1","73.3","84.6","91.5","62.6","","86.1"
"11A.7","2016-17","Pain management","All ages","All people","All people","All areas","","Ambulance service treatment","Pain management","Total number of pain management patients","","","CAA (unpublished)","no.","47131","56761","68853","13655","12763","5027","3393","3358","","210941"
"11A.7","2015-16","Pain management","All ages","All people","All people","All areas","","Ambulance service treatment","Pain management","Proportion of patients who reported a clinically meaningful pain reduction","","","Derived from CAA (unpublished)","%","85.3","89.8","88.6","85.2","73.1","85.9","88.5","73.8","","86.7"
"11A.7","2015-16","Pain management","All ages","All people","All people","All areas","","Ambulance service treatment","Pain management","Total number of pain management patients","","","CAA (unpublished)","no.","42453","54910","68211","14232","8343","5035","3285","8922","","205391"
"11A.8","2024-25","Patient experience","All ages","All people","All people","All areas","","Patient experience","Total number of patients surveyed","","","","CAA (unpublished) Patient Experience Survey Australia","no.","3000","3000","3000","3000","3000","3000","3000","1500","","23"
"11A.8","2024-25","Patient experience","All ages","All people","All people","All areas","","Patient experience","Total number of usable responses","","","","CAA (unpublished) Patient Experience Survey Australia","no.","635","634","725","211","669","967","705","109","","4655"
"11A.8","2024-25","Patient experience","All ages","All people","All people","All areas","","Patient experience","Overall satisfaction","Very satisfied or satisfied","","","CAA (unpublished) Patient Experience Survey Australia","%","98","98","98","97","96","98","96","96","","97"
"11A.8","2024-25","Patient experience","All ages","All people","All people","All areas","","Patient experience","Overall satisfaction","Very satisfied or satisfied","","95%CI","CAA (unpublished) Patient Experience Survey Australia","%","1.1","1.2","0.9","2.2","1.5","0.9","1.4","3.8","","0.5"
"11A.8","2024-25","Patient experience","All ages","All people","All people","All areas","","Patient experience","Overall satisfaction","Neither satisfied / dissatisfied","","","CAA (unpublished) Patient Experience Survey Australia","%","1","1","1","1","1","1","2","0","","1"
"11A.8","2024-25","Patient experience","All ages","All people","All people","All areas","","Patient experience","Overall satisfaction","Dissatisfied / very dissatisfied","","","CAA (unpublished) Patient Experience Survey Australia","%","1","1","1","2","3","1","2","4","","2"
"11A.8","2024-25","Patient experience","All ages","All people","All people","All areas","","Patient experience","Phone answer time","Much quicker or a little quicker than I thought it would be","","","CAA (unpublished) Patient Experience Survey Australia","%","65","69","66","61","65","68","58","43","","64"
"11A.8","2024-25","Patient experience","All ages","All people","All people","All areas","","Patient experience","Phone answer time","A little slower or much slower than I thought it would be","","","CAA (unpublished) Patient Experience Survey Australia","%","6","5","4","6","4","5","7","10","","5"
"11A.8","2024-25","Patient experience","All ages","All people","All people","All areas","","Patient experience","Phone answer time","About what I thought it would be","","","CAA (unpublished) Patient Experience Survey Australia","%","29","26","30","33","31","28","35","46","","30"
"11A.8","2024-25","Patient experience","All ages","All people","All people","All areas","","Patient experience","Ambulance arrival time","Much quicker or a little quicker than I thought it would be","","","CAA (unpublished) Patient Experience Survey Australia","%","59","63","60","60","60","63","55","43","","60"
"11A.8","2024-25","Patient experience","All ages","All people","All people","All areas","","Patient experience","Ambulance arrival time","A little slower or much slower than I thought it would be","","","CAA (unpublished) Patient Experience Survey Australia","%","11","10","13","10","10","11","15","23","","12"
"11A.8","2024-25","Patient experience","All ages","All people","All people","All areas","","Patient experience","Ambulance arrival time","About what I thought it would be","","","CAA (unpublished) Patient Experience Survey Australia","%","30","27","27","29","30","26","30","34","","28"
"11A.8","2024-25","Patient experience","All ages","All people","All people","All areas","","Patient experience","Level of care provided by paramedics","Very good or good","","","CAA (unpublished) Patient Experience Survey Australia","%","97","99","98","96","96","98","97","96","","98"
"11A.8","2024-25","Patient experience","All ages","All people","All people","All areas","","Patient experience","Level of care provided by paramedics","Poor or very poor","","","CAA (unpublished) Patient Experience Survey Australia","%","1","0","1","0","2","1","1","1","","1"
"11A.8","2024-25","Patient experience","All ages","All people","All people","All areas","","Patient experience","Level of care provided by paramedics","OK","","","CAA (unpublished) Patient Experience Survey Australia","%","2","1","1","3","2","1","2","3","","1"
"11A.8","2024-25","Patient experience","All ages","All people","All people","All areas","","Patient experience","Level of trust and confidence in paramedics and their ability to provide quality care and treatment","Very high or high","","","CAA (unpublished) Patient Experience Survey Australia","%","93","94","95","94","91","96","90","90","","93"
"11A.8","2024-25","Patient experience","All ages","All people","All people","All areas","","Patient experience","Level of trust and confidence in paramedics and their ability to provide quality care and treatment","Low or very low","","","CAA (unpublished) Patient Experience Survey Australia","%","1","1","1","2","2","1","1","0","","1"
"11A.8","2024-25","Patient experience","All ages","All people","All people","All areas","","Patient experience","Level of trust and confidence in paramedics and their ability to provide quality care and treatment","Confident","","","CAA (unpublished) Patient Experience Survey Australia","%","6","6","4","4","7","3","8","10","","5"
"11A.8","2023-24","Patient experience","All ages","All people","All people","All areas","","Patient experience","Total number of patients surveyed","","","","CAA (unpublished) Patient Experience Survey Australia","no.","3000","3000","3000","3000","3000","3000","3000","1500","","22500"
"11A.8","2023-24","Patient experience","All ages","All people","All people","All areas","","Patient experience","Total number of usable responses","","","","CAA (unpublished) Patient Experience Survey Australia","no.","717","628","657","605","496","981","524","137","","4745"
"11A.8","2023-24","Patient experience","All ages","All people","All people","All areas","","Patient experience","Overall satisfaction","Very satisfied or satisfied","","","CAA (unpublished) Patient Experience Survey Australia","%","99","97","98","97","97","97","97","99","","97"
"11A.8","2023-24","Patient experience","All ages","All people","All people","All areas","","Patient experience","Overall satisfaction","Very satisfied or satisfied","","95%CI","CAA (unpublished) Patient Experience Survey Australia","%","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","","1.0"
"11A.8","2023-24","Patient experience","All ages","All people","All people","All areas","","Patient experience","Overall satisfaction","Neither satisfied / dissatisfied","","","CAA (unpublished) Patient Experience Survey Australia","%","1","1","1","2","1","1","1","1","","1"
"11A.8","2023-24","Patient experience","All ages","All people","All people","All areas","","Patient experience","Overall satisfaction","Dissatisfied / very dissatisfied","","","CAA (unpublished) Patient Experience Survey Australia","%","0","2","1","1","2","2","2","1","","2"
"11A.8","2023-24","Patient experience","All ages","All people","All people","All areas","","Patient experience","Phone answer time","Much quicker or a little quicker than I thought it would be","","","CAA (unpublished) Patient Experience Survey Australia","%","67","66","68","72","67","67","64","63","","67"
"11A.8","2023-24","Patient experience","All ages","All people","All people","All areas","","Patient experience","Phone answer time","A little slower or much slower than I thought it would be","","","CAA (unpublished) Patient Experience Survey Australia","%","4","7","7","2","4","5","4","6","","5"
"11A.8","2023-24","Patient experience","All ages","All people","All people","All areas","","Patient experience","Phone answer time","About what I thought it would be","","","CAA (unpublished) Patient Experience Survey Australia","%","29","27","24","25","28","29","32","31","","28"
"11A.8","2023-24","Patient experience","All ages","All people","All people","All areas","","Patient experience","Ambulance arrival time","Much quicker or a little quicker than I thought it would be","","","CAA (unpublished) Patient Experience Survey Australia","%","63","64","61","71","63","64","59","50","","63"
"11A.8","2023-24","Patient experience","All ages","All people","All people","All areas","","Patient experience","Ambulance arrival time","A little slower or much slower than I thought it would be","","","CAA (unpublished) Patient Experience Survey Australia","%","9","10","14","6","11","13","14","15","","11"
