financial_year,category,category_value,new_boat_registrations,new_boat_registrations_pct,boats_currently_registered,boats_currently_registered_pct
2017-18,Hull Make,SEA SKIPPER,,,98,0.001834793679
2017-18,Hull Make,SEABIRD,1,0.0003910833,187,0.003501085898
2017-18,Hull Make,SEACRAFT,8,0.003128666405,67,0.00125439976
2017-18,Hull Make,SEAFARER,8,0.003128666405,288,0.005392046731
2017-18,Hull Make,SEAGULL,,,6,0.000112334306
2017-18,Hull Make,SEALINE,,,4,7.4889537931551e-05
2017-18,Hull Make,SEAMASTER,,,152,0.002845802441
2017-18,Hull Make,SEARLE,,,3,5.61671534486632e-05
2017-18,Hull Make,SEASWIRL,1,0.0003910833,11,0.000205946229
2017-18,Hull Make,SEAVENTURE,,,9,0.00016850146
2017-18,Hull Make,SEVYLOR,,,6,0.000112334306
2017-18,Hull Make,SHARK CAT,3,0.001173249902,62,0.001160787837
2017-18,Hull Make,SHARKCRAFT,,,18,0.00033700292
2017-18,Hull Make,SHEARWATER,,,5,9.36119224144387e-05
2017-18,Hull Make,SHEPIRO,3,0.001173249902,13,0.000243390998
2017-18,Hull Make,SIGNATURE,7,0.002737583105,118,0.002209241368
2017-18,Hull Make,SILLINGER,,,5,9.36119224144387e-05
2017-18,Hull Make,SILVERLINE,,,22,0.000411892458
2017-18,Hull Make,SKICRAFT,10,0.003910833007,126,0.002359020444
2017-18,Hull Make,SKIMMER,,,44,0.000823784917
2017-18,Hull Make,SKIMMERCRAFT,,,63,0.001179510222
2017-18,Hull Make,SKIPPERCRAFT,,,33,0.000617838687
2017-18,Hull Make,SLEEKLINE,2,0.000782166601,18,0.00033700292
2017-18,Hull Make,SONATA,1,0.0003910833,32,0.000599116303
2017-18,Hull Make,SONIC,,,31,0.000580393918
2017-18,Hull Make,SOU'WESTER,,,2,3.74447689657755e-05
2017-18,Hull Make,SOUTH COAST,,,2,3.74447689657755e-05
2017-18,Hull Make,SOUTHERN CROSS,,,5,9.36119224144387e-05
2017-18,Hull Make,SOUTHWIND,2,0.000782166601,98,0.001834793679
2017-18,Hull Make,SPENCER,,,10,0.000187223844
2017-18,Hull Make,SPORTSCRAFT,9,0.003519749706,877,0.016419531191
2017-18,Hull Make,SPYDER,,,12,0.000224668613
2017-18,Hull Make,STABICRAFT,15,0.005866249511,156,0.002920691979
2017-18,Hull Make,STACER,197,0.077043410246,3672,0.068748595821
2017-18,Hull Make,STAR,1,0.0003910833,18,0.00033700292
2017-18,Hull Make,STARCRAFT,2,0.000782166601,13,0.000243390998
2017-18,Hull Make,STATESMAN,,,43,0.000805062532
2017-18,Hull Make,STEBER,3,0.001173249902,64,0.001198232606
2017-18,Hull Make,STEJCRAFT,13,0.005084082909,414,0.007751067175
2017-18,Hull Make,STERLING,3,0.001173249902,85,0.001591402681
2017-18,Hull Make,STERLING LANZA,,,5,9.36119224144387e-05
2017-18,Hull Make,STERLING MONZA,,,24,0.000449337227
2017-18,Hull Make,STERLING P'TARA,,,36,0.000674005841
2017-18,Hull Make,STESSCO,23,0.008994915917,332,0.006215831648
2017-18,Hull Make,STESSL,14,0.00547516621,598,0.01119598592
2017-18,Hull Make,STEVENS,1,0.0003910833,25,0.000468059612
2017-18,Hull Make,STREAKER,12,0.004692999608,240,0.004493372275
2017-18,Hull Make,STYLECRAFT,,,14,0.000262113382
2017-18,Hull Make,SUCCESS CRAFT,3,0.001173249902,6,0.000112334306
2017-18,Hull Make,SUN TRACKER,1,0.0003910833,1,1.87223844828877e-05
2017-18,Hull Make,SUNBIRD,,,8,0.000149779075
2017-18,Hull Make,SUNDANCE,,,18,0.00033700292
2017-18,Hull Make,SUNDOWNER,1,0.0003910833,305,0.005710327267
2017-18,Hull Make,SUNMAID,,,13,0.000243390998
2017-18,Hull Make,SUPER TRAC,,,1,1.87223844828877e-05
2017-18,Hull Make,SURTEES,17,0.006648416112,95,0.001778626525
2017-18,Hull Make,SUZUKI,,,2,3.74447689657755e-05
2017-18,Hull Make,SWANSON,,,4,7.4889537931551e-05
2017-18,Hull Make,SWIFTCRAFT,10,0.003910833007,540,0.01011008762
2017-18,Hull Make,SWORDFISH,,,4,7.4889537931551e-05
2017-18,Hull Make,SYDNEY YACHTS,,,4,7.4889537931551e-05
2017-18,Hull Make,TASMAN,,,8,0.000149779075
2017-18,Hull Make,TENNESSEE,,,5,9.36119224144387e-05
2017-18,Hull Make,THEODORE,,,17,0.000318280536
2017-18,Hull Make,THOMAS CRAFT,,,1,1.87223844828877e-05
2017-18,Hull Make,TIMPENNY,,,5,9.36119224144387e-05
2017-18,Hull Make,TOP HAT,,,5,9.36119224144387e-05
2017-18,Hull Make,TOPPERCRAFT,2,0.000782166601,24,0.000449337227
2017-18,Hull Make,TORNADO,,,6,0.000112334306
2017-18,Hull Make,TOYO,,,1,1.87223844828877e-05
2017-18,Hull Make,TRAILCRAFT,12,0.004692999608,392,0.007339174717
2017-18,Hull Make,TRIDANT,,,59,0.001104620684
2017-18,Hull Make,TRIMCRAFT,3,0.001173249902,22,0.000411892458
2017-18,Hull Make,UNKNOWN,308,0.120453656628,10203,0.191024488878
2017-18,Hull Make,VAN DE STADT,,,21,0.000393170074
2017-18,Hull Make,VEENSTRA SHIPBUILDING,,,1,1.87223844828877e-05
2017-18,Hull Make,VEGA,,,3,5.61671534486632e-05
2017-18,Hull Make,VICKERS,2,0.000782166601,46,0.000861229686
2017-18,Hull Make,VIKING,1,0.0003910833,14,0.000262113382
2017-18,Hull Make,VINCENT,,,17,0.000318280536
2017-18,Hull Make,VIXEN,,,5,9.36119224144387e-05
2017-18,Hull Make,VOLERO,,,25,0.000468059612
2017-18,Hull Make,VON BERTOUCH,,,7,0.000131056691
2017-18,Hull Make,VOYAGER,1,0.0003910833,48,0.000898674455
2017-18,Hull Make,WARLAN,,,36,0.000674005841
2017-18,Hull Make,WEATHERCRAFT,,,14,0.000262113382
2017-18,Hull Make,WEBSTER'S TWINFISHER,4,0.001564333202,18,0.00033700292
2017-18,Hull Make,WELLCRAFT,,,21,0.000393170074
2017-18,Hull Make,WESTWIND,,,5,9.36119224144387e-05
2017-18,Hull Make,WHALER,1,0.0003910833,16,0.000299558151
2017-18,Hull Make,WHITE LINE,,,2,3.74447689657755e-05
2017-18,Hull Make,WHITTLEY,19,0.007430582714,418,0.007825956713
2017-18,Hull Make,WILDCAT,,,1,1.87223844828877e-05
2017-18,Hull Make,XFACTOR,,,10,0.000187223844
2017-18,Hull Make,YALTA,7,0.002737583105,230,0.004306148431
2017-18,Hull Make,YAMAHA,108,0.04223699648,805,0.015071519508
2017-18,Hull Make,YOUNG,,,25,0.000468059612
2017-18,Hull Make,ZD COBRA,1,0.0003910833,4,7.4889537931551e-05
2017-18,Hull Make,ZODIAC,14,0.00547516621,284,0.005317157193
2017-18,Hull Make,Totals,2557,1,53412,1
2017-18,Hull Make,RBA011,,,Page:2,
2017-18,Material,ALUMINIUM,1105,0.432147047321,23117,0.43280536209
2017-18,Material,CARBON FIBRE,,,2,3.74447689657755e-05
2017-18,Material,COMPOSITE,2,0.000782166601,6,0.000112334306
2017-18,Material,FERRO-CEMENT,,,62,0.001160787837
2017-18,Material,FIBREGLASS,1209,0.472819710598,26702,0.499925110462
2017-18,Material,OTHER,49,0.019163081736,447,0.008368905863
2017-18,Material,RUBBER/SYNTH,128,0.050058662495,1239,0.023197034374
2017-18,Material,STEEL,17,0.006648416112,654,0.012244439451
2017-18,Material,UNKNOWN,,,15,0.000280835767
2017-18,Material,VINYL/PLASTIC ,15,0.005866249511,44,0.000823784917
2017-18,Material,WOOD,32,0.012514665623,1124,0.021043960158
2017-18,Material,Totals,2557,1,53412,1
2017-18,Material,RBA011,,,Page:3,
2017-18,Boat Length Group,1.001m - 2 m,17,0.006648416112,70,0.001310566913
2017-18,Boat Length Group,2.001m - 3 m,248,0.096988658584,1828,0.034224518834
2017-18,Boat Length Group,3.001m - 4 m,799,0.312475557293,12596,0.235827154946
2017-18,Boat Length Group,4.001m - 5 m,557,0.217833398513,18191,0.340578896128
2017-18,Boat Length Group,5.001m - 6 m,421,0.164646069612,12571,0.235359095334
2017-18,Boat Length Group,6.001m - 7 m,352,0.137661321861,4602,0.08616041339
2017-18,Boat Length Group,7.001m - 8 m,74,0.028940164254,1120,0.02096907062
2017-18,Boat Length Group,8.001m - 9 m,16,0.006257332811,360,0.006740058413
2017-18,Boat Length Group,9.001m - 10 m,12,0.004692999608,409,0.007657455253
2017-18,Boat Length Group,10.001m - 11 m,10,0.003910833007,310,0.005803939189
2017-18,Boat Length Group,11.001m - 12 m,7,0.002737583105,286,0.005354601962
2017-18,Boat Length Group,12.001m - 13 m,8,0.003128666405,199,0.003725754512
2017-18,Boat Length Group,13.001m - 14 m,9,0.003519749706,177,0.003313862053
2017-18,Boat Length Group,14.001m - 15 m,6,0.002346499804,151,0.002827080056
2017-18,Boat Length Group,15.001m - 16 m,2,0.000782166601,101,0.001890960832
2017-18,Boat Length Group,16.001m - 17 m,3,0.001173249902,107,0.002003295139
2017-18,Boat Length Group,17.001m - 18 m,7,0.002737583105,88,0.001647569834
2017-18,Boat Length Group,18.001m - 19 m,1,0.0003910833,78,0.001460345989
2017-18,Boat Length Group,19.001m - 20 m,4,0.001564333202,120,0.002246686137
2017-18,Boat Length Group,20.001m - 21 m,3,0.001173249902,20,0.000374447689
2017-18,Boat Length Group,21.001m - 22 m,,,11,0.000205946229
2017-18,Boat Length Group,22.001m - 23 m,,,4,7.4889537931551e-05
2017-18,Boat Length Group,23.001m - 24 m,1,0.0003910833,8,0.000149779075
2017-18,Boat Length Group,24.001m - 25 m,,,2,3.74447689657755e-05
2017-18,Boat Length Group,25.001m - 1000 m,,,3,5.61671534486632e-05
2017-18,Boat Length Group,Totals,2557,1,53412,1
2017-18,Boat Length Group,RBA011,,,Page:4,
2017-18,ABP,NO,471,0.184200234649,2156,0.040365460945
2017-18,ABP,UNKNOWN,1135,0.443879546343,45974,0.860742904216
2017-18,ABP,YES,951,0.371920219006,5282,0.098891634838
2017-18,ABP,Total,2557,1,53412,1
2017-18,ABP,RBA011,,,Page:5,
2017-18,Engine Config,1 MAIN ENGINE,2457,0.960891669925,51049,0.955759005466
2017-18,Engine Config,1 MAIN+STANDBY,22,0.008603832616,1001,0.018741106867
2017-18,Engine Config,2 MAIN ENGINES,78,0.030504497457,1362,0.025499887665
2017-18,Engine Config,Total,2557,1,53412,1
2017-18,Engine Config,RBA011,,,Page:6,
2017-18,Breadth,0.001m - 1 m,52,0.020336331638,372,0.006964727027
2017-18,Breadth,1.001m - 2 m,997,0.38991005084,16171,0.302759679472
2017-18,Breadth,2.001m - 3 m,755,0.295267892061,16254,0.304313637384
2017-18,Breadth,3.001m - 4 m,43,0.016816581931,720,0.013480116827
2017-18,Breadth,4.001m - 5 m,21,0.008212749315,383,0.007170673256
2017-18,Breadth,5.001m - 6 m,17,0.006648416112,216,0.004044035048
2017-18,Breadth,6.001m - 7 m,5,0.001955416503,171,0.003201527746
2017-18,Breadth,7.001m - 8 m,7,0.002737583105,155,0.002901969594
2017-18,Breadth,8.001m - 9 m,8,0.003128666405,47,0.00087995207
2017-18,Breadth,9.001m - 10 m,,,3,5.61671534486632e-05
2017-18,Breadth,Greater than 10m,2,0.000782166601,6,0.000112334306
2017-18,Breadth,Not Recorded,650,0.254204145482,18914,0.354115180109
2017-18,Breadth,Total,2557,1,53412,1
2017-18,Breadth,RBA011,,,Page:7,
2017-18,Reg Fee Length Groups,Up to 3.5 Metres ,284,0.111067657411,4101,0.076780498764
2017-18,Reg Fee Length Groups,3.501 - 6.0 Metres,1308,0.511536957371,38641,0.723451658803
2017-18,Reg Fee Length Groups,6.001 - 10.0 Metres,454,0.177551818537,6490,0.121508275293
2017-18,Reg Fee Length Groups,10.001 - 15.0 Metres,40,0.015643332029,1123,0.021025237774
2017-18,Reg Fee Length Groups,15.001 - 20.0 Metres,17,0.006648416112,494,0.009248857934
2017-18,Reg Fee Length Groups,Over 20.0 Metres,4,0.001564333202,48,0.000898674455
2017-18,Reg Fee Length Groups,Personal Water Craft,450,0.175987485334,2515,0.047086796974
2017-18,Reg Fee Length Groups,Total,2557,1,53412,1
2017-18,Reg Fee Length Groups,RBA011,,,Page:8,
2017-18,Levy Fee Length Groups,Up to 3.1 Metres ,130,0.050840829096,1918,0.035909533438
2017-18,Levy Fee Length Groups,3.101 - 3.5 Metres,154,0.060226828314,2183,0.040870965326
2017-18,Levy Fee Length Groups,3.501 - 5.0 Metres,887,0.346890887759,26070,0.488092563468
2017-18,Levy Fee Length Groups,5.001 - 6.0 Metres,421,0.164646069612,12571,0.235359095334
2017-18,Levy Fee Length Groups,6.001 - 7.0 Metres,352,0.137661321861,4602,0.08616041339
2017-18,Levy Fee Length Groups,7.001 - 8.0 Metres,74,0.028940164254,1119,0.020950348236
2017-18,Levy Fee Length Groups,8.001 - 9.0 Metres,16,0.006257332811,360,0.006740058413
2017-18,Levy Fee Length Groups,9.001 - 10.0 Metres,12,0.004692999608,409,0.007657455253
2017-18,Levy Fee Length Groups,10.001 - 11.0 Metres,10,0.003910833007,310,0.005803939189
2017-18,Levy Fee Length Groups,11.001 - 12.0 Metres,7,0.002737583105,286,0.005354601962
2017-18,Levy Fee Length Groups,12.001 - 13.0 Metres,8,0.003128666405,199,0.003725754512
2017-18,Levy Fee Length Groups,13.001 - 14.0 Metres,9,0.003519749706,177,0.003313862053
2017-18,Levy Fee Length Groups,14.001 - 15.0 Metres,6,0.002346499804,151,0.002827080056
2017-18,Levy Fee Length Groups,15.001 - 16.0 Metres,2,0.000782166601,101,0.001890960832
2017-18,Levy Fee Length Groups,16.001 - 17.0 Metres,3,0.001173249902,107,0.002003295139
2017-18,Levy Fee Length Groups,17.001 - 18.0 Metres,7,0.002737583105,88,0.001647569834
2017-18,Levy Fee Length Groups,18.001 - 19.0 Metres,1,0.0003910833,78,0.001460345989
2017-18,Levy Fee Length Groups,19.001 - 20.0 Metres,4,0.001564333202,120,0.002246686137
2017-18,Levy Fee Length Groups,Over 20.0 Metres,4,0.001564333202,48,0.000898674455
2017-18,Levy Fee Length Groups,Personal Water Craft,450,0.175987485334,2515,0.047086796974
2017-18,Levy Fee Length Groups,Total,2557,1,53412,1
2017-18,Levy Fee Length Groups,RBA011,,,Page:9,
2017-18,Engine Type,ELECTRIC,5,0.001955416503,13,0.000243390998
2017-18,Engine Type,FAN,2,0.000782166601,22,0.000411892458
2017-18,Engine Type,INBOARD,306,0.119671490027,6488,0.121470830524
2017-18,Engine Type,JET,457,0.178725068439,2740,0.051299333483
2017-18,Engine Type,OTHER,5,0.001955416503,42,0.000786340148
2017-18,Engine Type,OUTBOARD,1724,0.674227610481,42490,0.795514116677
2017-18,Engine Type,STERNDRIVE,57,0.022291748142,1609,0.030124316632
2017-18,Engine Type,UNKNOWN,1,0.0003910833,8,0.000149779075
2017-18,Engine Type,Total,2557,1,53412,1
2017-18,Engine Type,RBA011,,,Page:10,
2017-18,Engine Fuel,ALCOHOL,,,2,3.74447689657755e-05
2017-18,Engine Fuel,DIESEL,67,0.026202581149,1944,0.036396315434
2017-18,Engine Fuel,ELECTRIC,19,0.007430582714,133,0.002490077136
2017-18,Engine Fuel,GAS/LPG,4,0.001564333202,31,0.000580393918
2017-18,Engine Fuel,OTHER,12,0.004692999608,54,0.001011008762
2017-18,Engine Fuel,PETROL,2453,0.959327336722,51241,0.959353703287
2017-18,Engine Fuel,STEAM,2,0.000782166601,7,0.000131056691
2017-18,Engine Fuel,Total,2557,1,53412,1
2017-18,Engine Fuel,RBA011,,,Page:11,
2017-18,Engine Make, ,,,1313,0.024582490826
2017-18,Engine Make,AILSA CRAIG,,,3,5.61671534486632e-05
2017-18,Engine Make,ARCHIMEDES PENTA,1,0.0003910833,7,0.000131056691
2017-18,Engine Make,ARONA,,,4,7.4889537931551e-05
2017-18,Engine Make,ARROW,,,1,1.87223844828877e-05
2017-18,Engine Make,BAUDOUIN,,,1,1.87223844828877e-05
2017-18,Engine Make,BETA,,,7,0.000131056691
2017-18,Engine Make,BLAXLAND,1,0.0003910833,17,0.000318280536
2017-18,Engine Make,BMC,,,6,0.000112334306
2017-18,Engine Make,BMW,1,0.0003910833,13,0.000243390998
2017-18,Engine Make,BOMBARDIER,4,0.001564333202,62,0.001160787837
2017-18,Engine Make,BRIGGS STRATTON,,,5,9.36119224144387e-05
2017-18,Engine Make,BRITISH SEAGULL,1,0.0003910833,33,0.000617838687
2017-18,Engine Make,BUICK,,,2,3.74447689657755e-05
2017-18,Engine Make,BUKH,,,29,0.00054294915
2017-18,Engine Make,CATERPILLAR,1,0.0003910833,52,0.000973563993
2017-18,Engine Make,CHAPMAN,,,1,1.87223844828877e-05
2017-18,Engine Make,CHEETAH,,,1,1.87223844828877e-05
2017-18,Engine Make,CHEVROLET,30,0.011732499022,1336,0.025013105669
2017-18,Engine Make,CHRYSLER,2,0.000782166601,199,0.003725754512
2017-18,Engine Make,CHRYSLER INBOARD,,,30,0.000561671534
2017-18,Engine Make,CLAE,,,2,3.74447689657755e-05
2017-18,Engine Make,CUMMINS,4,0.001564333202,98,0.001834793679
2017-18,Engine Make,DAF,,,6,0.000112334306
2017-18,Engine Make,DAIHATSU,,,5,9.36119224144387e-05
2017-18,Engine Make,DATSUN,,,3,5.61671534486632e-05
2017-18,Engine Make,DETROIT DIESEL,1,0.0003910833,33,0.000617838687
2017-18,Engine Make,DEUTZ MARINE,,,4,7.4889537931551e-05
2017-18,Engine Make,DODGE,2,0.000782166601,6,0.000112334306
2017-18,Engine Make,DROFIN,,,3,5.61671534486632e-05
2017-18,Engine Make,DUCATTI,,,3,5.61671534486632e-05
2017-18,Engine Make,EAGLE,1,0.0003910833,1,1.87223844828877e-05
2017-18,Engine Make,ELGIN,,,1,1.87223844828877e-05
2017-18,Engine Make,EVINRUDE,111,0.043410246382,4292,0.0803564742
2017-18,Engine Make,FARYMAN,1,0.0003910833,10,0.000187223844
2017-18,Engine Make,FIAT,,,1,1.87223844828877e-05
2017-18,Engine Make,FORCE,2,0.000782166601,104,0.001947127986
2017-18,Engine Make,FORD,9,0.003519749706,421,0.007882123867
2017-18,Engine Make,FORDSON,,,7,0.000131056691
2017-18,Engine Make,FUJI,1,0.0003910833,,
2017-18,Engine Make,FUJI ROBIN,,,2,3.74447689657755e-05
2017-18,Engine Make,GARDNER,,,8,0.000149779075
2017-18,Engine Make,GEN MOTORS OMC,,,12,0.000224668613
2017-18,Engine Make,GENERAL ELECTRIC,,,1,1.87223844828877e-05
2017-18,Engine Make,GENERAL MOTORS,1,0.0003910833,28,0.000524226765
2017-18,Engine Make,HANIMEX,,,4,7.4889537931551e-05
2017-18,Engine Make,HINO,,,4,7.4889537931551e-05
2017-18,Engine Make,HOLDEN,11,0.004301916308,565,0.010578147232
2017-18,Engine Make,HOMELITE,,,1,1.87223844828877e-05
2017-18,Engine Make,HONDA,165,0.064528744622,2648,0.04957687411
2017-18,Engine Make,ILMOR,25,0.009777082518,55,0.001029731146
2017-18,Engine Make,INDMAR,61,0.023856081345,787,0.014734516588
2017-18,Engine Make,INTERNATIONAL,,,2,3.74447689657755e-05
2017-18,Engine Make,ISUZU,,,8,0.000149779075
2017-18,Engine Make,IVECO AIFO,,,5,9.36119224144387e-05
2017-18,Engine Make,JAGUAR,1,0.0003910833,4,7.4889537931551e-05
2017-18,Engine Make,JOHN DEERE,,,3,5.61671534486632e-05
2017-18,Engine Make,JOHNSON,111,0.043410246382,2104,0.039391896951
2017-18,Engine Make,JOHNSON OMC,,,2833,0.05304051524
2017-18,Engine Make,KAWASAKI,37,0.014470082127,228,0.004268703662
2017-18,Engine Make,KIRBY,,,1,1.87223844828877e-05
2017-18,Engine Make,KOBOTA,,,2,3.74447689657755e-05
2017-18,Engine Make,KUBOTA,1,0.0003910833,27,0.000505504381
2017-18,Engine Make,LEWIS,1,0.0003910833,3,5.61671534486632e-05
2017-18,Engine Make,LEYLAND,,,10,0.000187223844
2017-18,Engine Make,LISTER,,,15,0.000280835767
2017-18,Engine Make,MACK,1,0.0003910833,3,5.61671534486632e-05
2017-18,Engine Make,MAN,,,9,0.00016850146
2017-18,Engine Make,MARINER,50,0.019554165037,2192,0.041039466786
2017-18,Engine Make,MAZDA,,,6,0.000112334306
2017-18,Engine Make,MERCEDES,7,0.002737583105,37,0.000692728225
2017-18,Engine Make,MERCRUISER,85,0.033242080563,1535,0.028738860181
2017-18,Engine Make,MERCURY,381,0.149002737583,9467,0.177244813899
2017-18,Engine Make,MINN KOTA,7,0.002737583105,24,0.000449337227
2017-18,Engine Make,MITSUBISHI,,,1,1.87223844828877e-05
2017-18,Engine Make,MORRIS,,,1,1.87223844828877e-05
2017-18,Engine Make,MTU,,,10,0.000187223844
2017-18,Engine Make,NANNI,1,0.0003910833,75,0.001404178836
2017-18,Engine Make,NISSAN,1,0.0003910833,37,0.000692728225
2017-18,Engine Make,NO SPECIFIC ENG,8,0.003128666405,61,0.001142065453
2017-18,Engine Make,NOWA,,,1,1.87223844828877e-05
2017-18,Engine Make,OLDSMOBILE,1,0.0003910833,2,3.74447689657755e-05
2017-18,Engine Make,OMC COBRA,,,9,0.00016850146
2017-18,Engine Make,OMC SEADRIVE,,,3,5.61671534486632e-05
2017-18,Engine Make,OSPREY,,,4,7.4889537931551e-05
2017-18,Engine Make,OTHER,26,0.010168165819,179,0.003351306822
2017-18,Engine Make,PARSONS,11,0.004301916308,100,0.001872238448
2017-18,Engine Make,PARSUN,19,0.007430582714,88,0.001647569834
2017-18,Engine Make,PELICAN,,,3,5.61671534486632e-05
2017-18,Engine Make,PERKINS,3,0.001173249902,149,0.002789635287
2017-18,Engine Make,PETTER,,,5,9.36119224144387e-05
2017-18,Engine Make,PEUGEOT,,,3,5.61671534486632e-05
2017-18,Engine Make,PISCES,1,0.0003910833,1,1.87223844828877e-05
2017-18,Engine Make,PLEASURECRAFT MARINE,20,0.007821666014,170,0.003182805362
2017-18,Engine Make,POLARIS,6,0.002346499804,30,0.000561671534
2017-18,Engine Make,RCA DOLPHIN,,,3,5.61671534486632e-05
2017-18,Engine Make,RENAULT,,,2,3.74447689657755e-05
2017-18,Engine Make,ROLLS ROYCE,1,0.0003910833,2,3.74447689657755e-05
2017-18,Engine Make,ROTAX,288,0.112631990614,1376,0.025762001048
2017-18,Engine Make,SABRE,,,1,1.87223844828877e-05
2017-18,Engine Make,SCANIA,1,0.0003910833,6,0.000112334306
2017-18,Engine Make,SEA HAWK,,,1,1.87223844828877e-05
2017-18,Engine Make,SEA PANTHER,,,1,1.87223844828877e-05
2017-18,Engine Make,SHAKESPEAR SIGMA,,,1,1.87223844828877e-05
2017-18,Engine Make,SIMPLEX,,,22,0.000411892458
2017-18,Engine Make,SOLE,,,6,0.000112334306
2017-18,Engine Make,STAR POWR,,,1,1.87223844828877e-05
2017-18,Engine Make,STINGRAY,,,1,1.87223844828877e-05
2017-18,Engine Make,STRIKER,2,0.000782166601,7,0.000131056691
2017-18,Engine Make,STUART TURNER,,,7,0.000131056691
2017-18,Engine Make,STUDEBAKER,,,1,1.87223844828877e-05
2017-18,Engine Make,SUBARU,,,4,7.4889537931551e-05
2017-18,Engine Make,SUZUKI,138,0.053969495502,2223,0.041619860705
2017-18,Engine Make,TERHI,,,1,1.87223844828877e-05
2017-18,Engine Make,THORNCRAFT,,,2,3.74447689657755e-05
2017-18,Engine Make,THORNYCROFT,,,3,5.61671534486632e-05
2017-18,Engine Make,TOHATSU,69,0.026984747751,1351,0.025293941436
2017-18,Engine Make,TORNADO,,,1,1.87223844828877e-05
2017-18,Engine Make,TOSHIBA,,,3,5.61671534486632e-05
2017-18,Engine Make,TOYOTA,,,14,0.000262113382
2017-18,Engine Make,UNKNOWN,37,0.014470082127,472,0.008836965475
2017-18,Engine Make,VANGUARD,,,1,1.87223844828877e-05
2017-18,Engine Make,VETUS,,,8,0.000149779075
2017-18,Engine Make,VICTA,,,2,3.74447689657755e-05
2017-18,Engine Make,VILLIERS,,,1,1.87223844828877e-05
2017-18,Engine Make,VIRE,,,1,1.87223844828877e-05
2017-18,Engine Make,VOLKSWAGEN,,,3,5.61671534486632e-05
2017-18,Engine Make,VOLVO,25,0.009777082518,557,0.010428368156
2017-18,Engine Make,VOLVO PENTA,17,0.006648416112,346,0.006477945031
2017-18,Engine Make,WEST BEND,,,4,7.4889537931551e-05
2017-18,Engine Make,XENOAH,,,1,1.87223844828877e-05
2017-18,Engine Make,YAMAHA,743,0.290574892452,14799,0.277072567962
2017-18,Engine Make,YAMOTO,,,1,1.87223844828877e-05
2017-18,Engine Make,YANMAR,21,0.008212749315,489,0.009155246012
2017-18,Engine Make,Total,2557,1,53412,1
2017-18,Engine Make,RBA011,,,Page:12,
2017-18,Horse Power,0 HP - 5 HP,120,0.046929996089,2154,0.040328016176
2017-18,Horse Power,5.01 HP - 10 HP,175,0.06843957763,3812,0.071369729648
2017-18,Horse Power,10.01 HP - 20 HP,227,0.088775909268,5269,0.09864824384
2017-18,Horse Power,20.01 HP - 40 HP,367,0.143527571372,9882,0.185014603459
2017-18,Horse Power,40.01 HP - 60 HP,216,0.08447399296,5652,0.105818917097
2017-18,Horse Power,60.01 HP - 80 HP,115,0.044974579585,4326,0.080993035272
2017-18,Horse Power,80.01 HP - 100 HP,207,0.080954243253,4201,0.078652737212
2017-18,Horse Power,100.01 HP - 120 HP,129,0.050449745795,3560,0.066651688759
2017-18,Horse Power,120.01 HP - 150 HP,181,0.070786077434,4041,0.075657155695
2017-18,Horse Power,150.01 HP - 200 HP,124,0.048494329292,1606,0.030068149479
2017-18,Horse Power,Greater than or equal to 200.01 HP,338,0.132186155651,2380,0.044559275069
2017-18,Horse Power,Not Recorded,358,0.140007821666,6529,0.122238448288
2017-18,Horse Power,Total,2557,1,53412,1
2017-18,Horse Power,RBA011,,,Page:13,
2017-18,Engine Capacity,0 CC - 199 CC,12,0.004692999608,228,0.004268703662
2017-18,Engine Capacity,200 CC - 499 CC,40,0.015643332029,343,0.006421777877
2017-18,Engine Capacity,500 CC - 999 CC,89,0.034806413766,496,0.009286302703
2017-18,Engine Capacity,1000 CC - 1499 CC,49,0.019163081736,831,0.015558301505
2017-18,Engine Capacity,1500 CC - 1999 CC,81,0.03167774736,741,0.013873286901
2017-18,Engine Capacity,2000 CC - 2499 CC,,,67,0.00125439976
2017-18,Engine Capacity,2500 CC - 2999 CC,,,91,0.001703736987
2017-18,Engine Capacity,3000 CC - 3999 CC,2,0.000782166601,346,0.006477945031
2017-18,Engine Capacity,4000 CC - 4999 CC,7,0.002737583105,342,0.006403055493
2017-18,Engine Capacity,5000 CC - 5999 CC,36,0.014078998826,2690,0.050363214258
2017-18,Engine Capacity,6000 CC - 6999 CC,35,0.013687915526,272,0.005092488579
2017-18,Engine Capacity,7000 CC - 7999 CC,5,0.001955416503,47,0.00087995207
2017-18,Engine Capacity,8000 CC - 8999 CC,,,24,0.000449337227
2017-18,Engine Capacity,Greater than or equal to 9000 CC,2,0.000782166601,11,0.000205946229
2017-18,Engine Capacity,Not Recorded,2199,0.859992178333,46883,0.877761551711
2017-18,Engine Capacity,Total,2557,1,53412,1
2017-18,Engine Capacity,RBA011,,,Page:14,
2017-18,Sec Engine Fuel,DIESEL,24,0.009385999217,365,0.006833670336
2017-18,Sec Engine Fuel,ELECTRIC,2,0.000782166601,27,0.000505504381
2017-18,Sec Engine Fuel,GAS/LPG,,,1,1.87223844828877e-05
2017-18,Sec Engine Fuel,Not Recorded,2457,0.960891669925,50653,0.948344941211
2017-18,Sec Engine Fuel,OTHER,,,4,7.4889537931551e-05
2017-18,Sec Engine Fuel,PETROL,74,0.028940164254,2362,0.044222272148
2017-18,Sec Engine Fuel,Total,2557,1,53412,1
2017-18,Sec Engine Fuel,RBA011,,,Page:15,
