financial_year,category,category_value,new_boat_registrations,new_boat_registrations_pct,boats_currently_registered,boats_currently_registered_pct
2017-18,Sec Horse Power,0 HP - 5 HP,7,0.002737583105,371,0.006946004643
2017-18,Sec Horse Power,5.01 HP - 10 HP,9,0.003519749706,748,0.014004343593
2017-18,Sec Horse Power,10.01 HP - 20 HP,6,0.002346499804,250,0.00468059612
2017-18,Sec Horse Power,20.01 HP - 40 HP,3,0.001173249902,182,0.003407473975
2017-18,Sec Horse Power,40.01 HP - 60 HP,10,0.003910833007,220,0.004118924586
2017-18,Sec Horse Power,60.01 HP - 80 HP,4,0.001564333202,106,0.001984572755
2017-18,Sec Horse Power,80.01 HP - 100 HP,2,0.000782166601,110,0.002059462293
2017-18,Sec Horse Power,100.01 HP - 120 HP,7,0.002737583105,119,0.002227963753
2017-18,Sec Horse Power,120.01 HP - 150 HP,14,0.00547516621,144,0.002696023365
2017-18,Sec Horse Power,150.01 HP - 200 HP,9,0.003519749706,94,0.001759904141
2017-18,Sec Horse Power,Greater than or equal to 200.01 HP,26,0.010168165819,344,0.006440500262
2017-18,Sec Horse Power,Not Recorded,2460,0.962064919827,50724,0.949674230509
2017-18,Sec Horse Power,Total,2557,1,53412,1
2017-18,Sec Horse Power,RBA011,,,Page:16,
2017-18,Sec Engine Capacity,0 CC - 199 CC,1,0.0003910833,18,0.00033700292
2017-18,Sec Engine Capacity,200 CC - 499 CC,1,0.0003910833,7,0.000131056691
2017-18,Sec Engine Capacity,500 CC - 999 CC,,,8,0.000149779075
2017-18,Sec Engine Capacity,1000 CC - 1499 CC,1,0.0003910833,7,0.000131056691
2017-18,Sec Engine Capacity,1500 CC - 1999 CC,,,8,0.000149779075
2017-18,Sec Engine Capacity,2000 CC - 2499 CC,,,1,1.87223844828877e-05
2017-18,Sec Engine Capacity,2500 CC - 2999 CC,,,2,3.74447689657755e-05
2017-18,Sec Engine Capacity,3000 CC - 3999 CC,,,4,7.4889537931551e-05
2017-18,Sec Engine Capacity,4000 CC - 4999 CC,,,4,7.4889537931551e-05
2017-18,Sec Engine Capacity,5000 CC - 5999 CC,,,6,0.000112334306
2017-18,Sec Engine Capacity,6000 CC - 6999 CC,,,2,3.74447689657755e-05
2017-18,Sec Engine Capacity,7000 CC - 7999 CC,,,3,5.61671534486632e-05
2017-18,Sec Engine Capacity,8000 CC - 8999 CC,,,1,1.87223844828877e-05
2017-18,Sec Engine Capacity,Not Recorded,2554,0.998826750097,53341,0.998670710701
2017-18,Sec Engine Capacity,Total,2557,1,53412,1
2017-18,Sec Engine Capacity,RBA011,,,Page:17,
2017-18,Post Code,0810,,,1,1.87223844828877e-05
2017-18,Post Code,0812,1,0.0003910833,2,3.74447689657755e-05
2017-18,Post Code,0820,,,5,9.36119224144387e-05
2017-18,Post Code,0822,,,3,5.61671534486632e-05
2017-18,Post Code,0828,1,0.0003910833,,
2017-18,Post Code,0830,2,0.000782166601,4,7.4889537931551e-05
2017-18,Post Code,0832,1,0.0003910833,1,1.87223844828877e-05
2017-18,Post Code,0836,2,0.000782166601,7,0.000131056691
2017-18,Post Code,0839,,,1,1.87223844828877e-05
2017-18,Post Code,0841,,,1,1.87223844828877e-05
2017-18,Post Code,0850,,,2,3.74447689657755e-05
2017-18,Post Code,0860,,,1,1.87223844828877e-05
2017-18,Post Code,0870,2,0.000782166601,40,0.000748895379
2017-18,Post Code,0871,,,13,0.000243390998
2017-18,Post Code,0872,,,3,5.61671534486632e-05
2017-18,Post Code,0873,,,4,7.4889537931551e-05
2017-18,Post Code,0875,,,1,1.87223844828877e-05
2017-18,Post Code,2000,,,1,1.87223844828877e-05
2017-18,Post Code,2011,,,1,1.87223844828877e-05
2017-18,Post Code,2021,,,1,1.87223844828877e-05
2017-18,Post Code,2023,,,1,1.87223844828877e-05
2017-18,Post Code,2026,,,2,3.74447689657755e-05
2017-18,Post Code,2030,1,0.0003910833,2,3.74447689657755e-05
2017-18,Post Code,2032,,,1,1.87223844828877e-05
2017-18,Post Code,2034,,,1,1.87223844828877e-05
2017-18,Post Code,2064,,,1,1.87223844828877e-05
2017-18,Post Code,2086,,,1,1.87223844828877e-05
2017-18,Post Code,2090,,,1,1.87223844828877e-05
2017-18,Post Code,2092,,,1,1.87223844828877e-05
2017-18,Post Code,2094,,,2,3.74447689657755e-05
2017-18,Post Code,2103,,,1,1.87223844828877e-05
2017-18,Post Code,2121,,,1,1.87223844828877e-05
2017-18,Post Code,2130,,,1,1.87223844828877e-05
2017-18,Post Code,2131,,,1,1.87223844828877e-05
2017-18,Post Code,2256,,,1,1.87223844828877e-05
2017-18,Post Code,2257,,,1,1.87223844828877e-05
2017-18,Post Code,2259,,,2,3.74447689657755e-05
2017-18,Post Code,2318,,,1,1.87223844828877e-05
2017-18,Post Code,2324,,,1,1.87223844828877e-05
2017-18,Post Code,2330,,,2,3.74447689657755e-05
2017-18,Post Code,2340,,,1,1.87223844828877e-05
2017-18,Post Code,2355,,,1,1.87223844828877e-05
2017-18,Post Code,2396,,,1,1.87223844828877e-05
2017-18,Post Code,2402,,,1,1.87223844828877e-05
2017-18,Post Code,2427,,,1,1.87223844828877e-05
2017-18,Post Code,2431,,,1,1.87223844828877e-05
2017-18,Post Code,2440,,,1,1.87223844828877e-05
2017-18,Post Code,2443,,,1,1.87223844828877e-05
2017-18,Post Code,2450,,,2,3.74447689657755e-05
2017-18,Post Code,2454,,,1,1.87223844828877e-05
2017-18,Post Code,2456,,,1,1.87223844828877e-05
2017-18,Post Code,2469,,,1,1.87223844828877e-05
2017-18,Post Code,2470,,,1,1.87223844828877e-05
2017-18,Post Code,2477,,,1,1.87223844828877e-05
2017-18,Post Code,2478,,,1,1.87223844828877e-05
2017-18,Post Code,2479,,,2,3.74447689657755e-05
2017-18,Post Code,2480,,,1,1.87223844828877e-05
2017-18,Post Code,2481,,,1,1.87223844828877e-05
2017-18,Post Code,2483,,,1,1.87223844828877e-05
2017-18,Post Code,2487,,,1,1.87223844828877e-05
2017-18,Post Code,2536,,,2,3.74447689657755e-05
2017-18,Post Code,2540,,,1,1.87223844828877e-05
2017-18,Post Code,2541,,,1,1.87223844828877e-05
2017-18,Post Code,2548,,,1,1.87223844828877e-05
2017-18,Post Code,2551,,,1,1.87223844828877e-05
2017-18,Post Code,2557,1,0.0003910833,1,1.87223844828877e-05
2017-18,Post Code,2560,,,1,1.87223844828877e-05
2017-18,Post Code,2575,,,2,3.74447689657755e-05
2017-18,Post Code,2577,,,1,1.87223844828877e-05
2017-18,Post Code,2600,,,3,5.61671534486632e-05
2017-18,Post Code,2615,,,1,1.87223844828877e-05
2017-18,Post Code,2617,,,1,1.87223844828877e-05
2017-18,Post Code,2643,,,1,1.87223844828877e-05
2017-18,Post Code,2648,,,3,5.61671534486632e-05
2017-18,Post Code,2651,,,1,1.87223844828877e-05
2017-18,Post Code,2705,,,1,1.87223844828877e-05
2017-18,Post Code,2710,,,1,1.87223844828877e-05
2017-18,Post Code,2717,,,1,1.87223844828877e-05
2017-18,Post Code,2722,,,1,1.87223844828877e-05
2017-18,Post Code,2736,,,1,1.87223844828877e-05
2017-18,Post Code,2738,,,2,3.74447689657755e-05
2017-18,Post Code,2739,,,1,1.87223844828877e-05
2017-18,Post Code,2747,,,1,1.87223844828877e-05
2017-18,Post Code,2830,,,1,1.87223844828877e-05
2017-18,Post Code,2836,,,2,3.74447689657755e-05
2017-18,Post Code,2880,1,0.0003910833,25,0.000468059612
2017-18,Post Code,2906,,,1,1.87223844828877e-05
2017-18,Post Code,2913,1,0.0003910833,1,1.87223844828877e-05
2017-18,Post Code,3011,,,1,1.87223844828877e-05
2017-18,Post Code,3015,,,2,3.74447689657755e-05
2017-18,Post Code,3016,,,2,3.74447689657755e-05
2017-18,Post Code,3020,,,1,1.87223844828877e-05
2017-18,Post Code,3024,,,1,1.87223844828877e-05
2017-18,Post Code,3026,,,1,1.87223844828877e-05
2017-18,Post Code,3029,,,1,1.87223844828877e-05
2017-18,Post Code,3030,,,2,3.74447689657755e-05
2017-18,Post Code,3031,,,1,1.87223844828877e-05
2017-18,Post Code,3034,,,1,1.87223844828877e-05
2017-18,Post Code,3049,,,1,1.87223844828877e-05
2017-18,Post Code,3072,,,1,1.87223844828877e-05
2017-18,Post Code,3076,,,1,1.87223844828877e-05
2017-18,Post Code,3081,,,1,1.87223844828877e-05
2017-18,Post Code,3095,,,1,1.87223844828877e-05
2017-18,Post Code,3101,,,1,1.87223844828877e-05
2017-18,Post Code,3103,,,1,1.87223844828877e-05
2017-18,Post Code,3104,,,1,1.87223844828877e-05
2017-18,Post Code,3121,,,3,5.61671534486632e-05
2017-18,Post Code,3123,,,1,1.87223844828877e-05
2017-18,Post Code,3130,,,1,1.87223844828877e-05
2017-18,Post Code,3135,,,1,1.87223844828877e-05
2017-18,Post Code,3136,,,1,1.87223844828877e-05
2017-18,Post Code,3141,,,1,1.87223844828877e-05
2017-18,Post Code,3142,,,2,3.74447689657755e-05
2017-18,Post Code,3143,1,0.0003910833,1,1.87223844828877e-05
2017-18,Post Code,3144,,,1,1.87223844828877e-05
2017-18,Post Code,3151,,,1,1.87223844828877e-05
2017-18,Post Code,3153,,,1,1.87223844828877e-05
2017-18,Post Code,3160,,,1,1.87223844828877e-05
2017-18,Post Code,3162,,,1,1.87223844828877e-05
2017-18,Post Code,3165,,,1,1.87223844828877e-05
2017-18,Post Code,3170,1,0.0003910833,,
2017-18,Post Code,3188,1,0.0003910833,3,5.61671534486632e-05
2017-18,Post Code,3194,,,1,1.87223844828877e-05
2017-18,Post Code,3195,,,1,1.87223844828877e-05
2017-18,Post Code,3198,,,1,1.87223844828877e-05
2017-18,Post Code,3213,,,1,1.87223844828877e-05
2017-18,Post Code,3214,,,1,1.87223844828877e-05
2017-18,Post Code,3216,,,1,1.87223844828877e-05
2017-18,Post Code,3219,,,1,1.87223844828877e-05
2017-18,Post Code,3223,,,1,1.87223844828877e-05
2017-18,Post Code,3228,,,1,1.87223844828877e-05
2017-18,Post Code,3233,,,1,1.87223844828877e-05
2017-18,Post Code,3266,,,1,1.87223844828877e-05
2017-18,Post Code,3272,,,1,1.87223844828877e-05
2017-18,Post Code,3276,,,1,1.87223844828877e-05
2017-18,Post Code,3280,,,2,3.74447689657755e-05
2017-18,Post Code,3292,,,4,7.4889537931551e-05
2017-18,Post Code,3301,1,0.0003910833,1,1.87223844828877e-05
2017-18,Post Code,3302,1,0.0003910833,2,3.74447689657755e-05
2017-18,Post Code,3304,1,0.0003910833,4,7.4889537931551e-05
2017-18,Post Code,3305,,,2,3.74447689657755e-05
2017-18,Post Code,3312,,,4,7.4889537931551e-05
2017-18,Post Code,3315,,,1,1.87223844828877e-05
2017-18,Post Code,3318,,,2,3.74447689657755e-05
2017-18,Post Code,3319,,,6,0.000112334306
2017-18,Post Code,3332,,,2,3.74447689657755e-05
2017-18,Post Code,3338,,,2,3.74447689657755e-05
2017-18,Post Code,3352,,,1,1.87223844828877e-05
2017-18,Post Code,3377,,,1,1.87223844828877e-05
2017-18,Post Code,3400,,,4,7.4889537931551e-05
2017-18,Post Code,3401,,,1,1.87223844828877e-05
2017-18,Post Code,3409,,,1,1.87223844828877e-05
2017-18,Post Code,3412,,,1,1.87223844828877e-05
2017-18,Post Code,3414,,,1,1.87223844828877e-05
2017-18,Post Code,3419,,,6,0.000112334306
2017-18,Post Code,3420,,,2,3.74447689657755e-05
2017-18,Post Code,3423,,,1,1.87223844828877e-05
2017-18,Post Code,3429,,,1,1.87223844828877e-05
2017-18,Post Code,3437,,,1,1.87223844828877e-05
2017-18,Post Code,3444,,,1,1.87223844828877e-05
2017-18,Post Code,3453,,,1,1.87223844828877e-05
2017-18,Post Code,3478,,,1,1.87223844828877e-05
2017-18,Post Code,3482,,,1,1.87223844828877e-05
2017-18,Post Code,3490,,,2,3.74447689657755e-05
2017-18,Post Code,3496,,,7,0.000131056691
2017-18,Post Code,3498,,,5,9.36119224144387e-05
2017-18,Post Code,3500,2,0.000782166601,10,0.000187223844
2017-18,Post Code,3501,,,2,3.74447689657755e-05
2017-18,Post Code,3505,,,1,1.87223844828877e-05
2017-18,Post Code,3509,,,1,1.87223844828877e-05
2017-18,Post Code,3512,,,1,1.87223844828877e-05
2017-18,Post Code,3515,,,1,1.87223844828877e-05
2017-18,Post Code,3522,,,1,1.87223844828877e-05
2017-18,Post Code,3523,,,1,1.87223844828877e-05
2017-18,Post Code,3527,,,1,1.87223844828877e-05
2017-18,Post Code,3531,,,1,1.87223844828877e-05
2017-18,Post Code,3537,,,1,1.87223844828877e-05
2017-18,Post Code,3550,,,3,5.61671534486632e-05
2017-18,Post Code,3568,,,1,1.87223844828877e-05
2017-18,Post Code,3599,,,1,1.87223844828877e-05
2017-18,Post Code,3610,,,1,1.87223844828877e-05
2017-18,Post Code,3620,1,0.0003910833,2,3.74447689657755e-05
2017-18,Post Code,3666,,,1,1.87223844828877e-05
2017-18,Post Code,3677,,,1,1.87223844828877e-05
2017-18,Post Code,3690,,,1,1.87223844828877e-05
2017-18,Post Code,3691,1,0.0003910833,2,3.74447689657755e-05
2017-18,Post Code,3714,,,1,1.87223844828877e-05
2017-18,Post Code,3730,,,1,1.87223844828877e-05
2017-18,Post Code,3735,,,1,1.87223844828877e-05
2017-18,Post Code,3752,,,1,1.87223844828877e-05
2017-18,Post Code,3777,,,1,1.87223844828877e-05
2017-18,Post Code,3823,,,1,1.87223844828877e-05
2017-18,Post Code,3825,,,1,1.87223844828877e-05
2017-18,Post Code,3869,,,1,1.87223844828877e-05
2017-18,Post Code,3875,,,2,3.74447689657755e-05
2017-18,Post Code,3882,,,1,1.87223844828877e-05
2017-18,Post Code,3904,,,2,3.74447689657755e-05
2017-18,Post Code,3930,,,2,3.74447689657755e-05
2017-18,Post Code,3975,,,1,1.87223844828877e-05
2017-18,Post Code,3977,1,0.0003910833,2,3.74447689657755e-05
2017-18,Post Code,3984,,,1,1.87223844828877e-05
2017-18,Post Code,4013,,,1,1.87223844828877e-05
2017-18,Post Code,4019,,,1,1.87223844828877e-05
2017-18,Post Code,4020,,,2,3.74447689657755e-05
2017-18,Post Code,4053,,,1,1.87223844828877e-05
2017-18,Post Code,4059,,,2,3.74447689657755e-05
2017-18,Post Code,4060,,,1,1.87223844828877e-05
2017-18,Post Code,4064,,,1,1.87223844828877e-05
2017-18,Post Code,4069,,,1,1.87223844828877e-05
2017-18,Post Code,4074,,,1,1.87223844828877e-05
2017-18,Post Code,4078,,,2,3.74447689657755e-05
2017-18,Post Code,4108,1,0.0003910833,1,1.87223844828877e-05
2017-18,Post Code,4116,,,3,5.61671534486632e-05
2017-18,Post Code,4122,,,1,1.87223844828877e-05
2017-18,Post Code,4124,,,1,1.87223844828877e-05
2017-18,Post Code,4130,,,1,1.87223844828877e-05
2017-18,Post Code,4152,,,1,1.87223844828877e-05
2017-18,Post Code,4160,,,1,1.87223844828877e-05
2017-18,Post Code,4163,,,3,5.61671534486632e-05
2017-18,Post Code,4164,1,0.0003910833,2,3.74447689657755e-05
2017-18,Post Code,4169,,,1,1.87223844828877e-05
2017-18,Post Code,4171,,,2,3.74447689657755e-05
2017-18,Post Code,4183,,,1,1.87223844828877e-05
2017-18,Post Code,4184,,,1,1.87223844828877e-05
2017-18,Post Code,4207,,,1,1.87223844828877e-05
2017-18,Post Code,4208,,,2,3.74447689657755e-05
2017-18,Post Code,4209,,,3,5.61671534486632e-05
2017-18,Post Code,4210,,,2,3.74447689657755e-05
2017-18,Post Code,4212,1,0.0003910833,5,9.36119224144387e-05
2017-18,Post Code,4214,,,1,1.87223844828877e-05
2017-18,Post Code,4215,,,2,3.74447689657755e-05
2017-18,Post Code,4216,,,3,5.61671534486632e-05
2017-18,Post Code,4217,,,1,1.87223844828877e-05
2017-18,Post Code,4218,,,1,1.87223844828877e-05
2017-18,Post Code,4221,,,2,3.74447689657755e-05
2017-18,Post Code,4226,,,1,1.87223844828877e-05
2017-18,Post Code,4227,,,1,1.87223844828877e-05
2017-18,Post Code,4272,,,2,3.74447689657755e-05
2017-18,Post Code,4300,,,1,1.87223844828877e-05
2017-18,Post Code,4301,,,1,1.87223844828877e-05
2017-18,Post Code,4305,,,2,3.74447689657755e-05
2017-18,Post Code,4306,,,2,3.74447689657755e-05
2017-18,Post Code,4311,,,1,1.87223844828877e-05
2017-18,Post Code,4341,,,1,1.87223844828877e-05
2017-18,Post Code,4380,,,1,1.87223844828877e-05
2017-18,Post Code,4405,,,1,1.87223844828877e-05
2017-18,Post Code,4413,,,1,1.87223844828877e-05
2017-18,Post Code,4482,,,2,3.74447689657755e-05
2017-18,Post Code,4503,,,1,1.87223844828877e-05
2017-18,Post Code,4504,,,1,1.87223844828877e-05
2017-18,Post Code,4507,,,1,1.87223844828877e-05
2017-18,Post Code,4509,,,1,1.87223844828877e-05
2017-18,Post Code,4510,,,2,3.74447689657755e-05
2017-18,Post Code,4511,1,0.0003910833,3,5.61671534486632e-05
2017-18,Post Code,4514,,,1,1.87223844828877e-05
2017-18,Post Code,4520,,,2,3.74447689657755e-05
2017-18,Post Code,4551,,,4,7.4889537931551e-05
2017-18,Post Code,4555,,,1,1.87223844828877e-05
2017-18,Post Code,4556,,,3,5.61671534486632e-05
2017-18,Post Code,4557,,,4,7.4889537931551e-05
2017-18,Post Code,4558,1,0.0003910833,1,1.87223844828877e-05
2017-18,Post Code,4561,,,1,1.87223844828877e-05
2017-18,Post Code,4563,,,2,3.74447689657755e-05
2017-18,Post Code,4564,,,2,3.74447689657755e-05
2017-18,Post Code,4565,,,1,1.87223844828877e-05
2017-18,Post Code,4566,,,2,3.74447689657755e-05
2017-18,Post Code,4569,,,1,1.87223844828877e-05
2017-18,Post Code,4570,,,3,5.61671534486632e-05
2017-18,Post Code,4573,,,5,9.36119224144387e-05
2017-18,Post Code,4580,,,2,3.74447689657755e-05
2017-18,Post Code,4610,,,1,1.87223844828877e-05
2017-18,Post Code,4650,,,1,1.87223844828877e-05
2017-18,Post Code,4655,,,14,0.000262113382
2017-18,Post Code,4659,,,2,3.74447689657755e-05
2017-18,Post Code,4660,,,1,1.87223844828877e-05
2017-18,Post Code,4670,1,0.0003910833,1,1.87223844828877e-05
2017-18,Post Code,4677,,,1,1.87223844828877e-05
2017-18,Post Code,4680,2,0.000782166601,5,9.36119224144387e-05
2017-18,Post Code,4703,,,4,7.4889537931551e-05
2017-18,Post Code,4715,,,1,1.87223844828877e-05
2017-18,Post Code,4716,,,1,1.87223844828877e-05
2017-18,Post Code,4720,,,1,1.87223844828877e-05
2017-18,Post Code,4740,1,0.0003910833,2,3.74447689657755e-05
2017-18,Post Code,4750,,,1,1.87223844828877e-05
2017-18,Post Code,4753,,,1,1.87223844828877e-05
2017-18,Post Code,4754,,,1,1.87223844828877e-05
2017-18,Post Code,4800,,,4,7.4889537931551e-05
2017-18,Post Code,4807,,,1,1.87223844828877e-05
2017-18,Post Code,4811,,,1,1.87223844828877e-05
2017-18,Post Code,4814,,,3,5.61671534486632e-05
2017-18,Post Code,4817,,,1,1.87223844828877e-05
2017-18,Post Code,4818,1,0.0003910833,1,1.87223844828877e-05
2017-18,Post Code,4852,1,0.0003910833,3,5.61671534486632e-05
2017-18,Post Code,4868,,,1,1.87223844828877e-05
2017-18,Post Code,4869,,,2,3.74447689657755e-05
2017-18,Post Code,4870,1,0.0003910833,8,0.000149779075
2017-18,Post Code,4871,,,1,1.87223844828877e-05
2017-18,Post Code,4872,,,1,1.87223844828877e-05
2017-18,Post Code,4879,,,7,0.000131056691
2017-18,Post Code,4880,,,2,3.74447689657755e-05
2017-18,Post Code,4882,,,1,1.87223844828877e-05
2017-18,Post Code,5000,10,0.003910833007,174,0.0032576949
2017-18,Post Code,5005,,,4,7.4889537931551e-05
2017-18,Post Code,5006,5,0.001955416503,139,0.002602411443
2017-18,Post Code,5007,3,0.001173249902,60,0.001123343068
2017-18,Post Code,5008,5,0.001955416503,158,0.002958136748
2017-18,Post Code,5009,8,0.003128666405,84,0.001572680296
2017-18,Post Code,5010,2,0.000782166601,60,0.001123343068
2017-18,Post Code,5011,9,0.003519749706,192,0.00359469782
2017-18,Post Code,5012,7,0.002737583105,76,0.00142290122
2017-18,Post Code,5013,8,0.003128666405,158,0.002958136748
2017-18,Post Code,5014,24,0.009385999217,227,0.004249981277
2017-18,Post Code,5015,11,0.004301916308,154,0.00288324721
2017-18,Post Code,5016,16,0.006257332811,318,0.005953718265
2017-18,Post Code,5017,9,0.003519749706,132,0.002471354751
2017-18,Post Code,5018,24,0.009385999217,455,0.008518684939
2017-18,Post Code,5019,8,0.003128666405,255,0.004774208043
2017-18,Post Code,5020,9,0.003519749706,147,0.002752190518
2017-18,Post Code,5021,12,0.004692999608,222,0.004156369355
2017-18,Post Code,5022,30,0.011732499022,466,0.008724631169
2017-18,Post Code,5023,11,0.004301916308,218,0.004081479817
2017-18,Post Code,5024,25,0.009777082518,523,0.009791807084
2017-18,Post Code,5025,7,0.002737583105,181,0.003388751591
2017-18,Post Code,5031,6,0.002346499804,105,0.00196585037
2017-18,Post Code,5032,14,0.00547516621,199,0.003725754512
2017-18,Post Code,5033,8,0.003128666405,88,0.001647569834
2017-18,Post Code,5034,13,0.005084082909,184,0.003444918744
2017-18,Post Code,5035,3,0.001173249902,50,0.000936119224
2017-18,Post Code,5037,11,0.004301916308,127,0.002377742829
2017-18,Post Code,5038,7,0.002737583105,214,0.004006590279
2017-18,Post Code,5039,10,0.003910833007,129,0.002415187598
2017-18,Post Code,5040,3,0.001173249902,55,0.001029731146
2017-18,Post Code,5041,13,0.005084082909,255,0.004774208043
2017-18,Post Code,5042,7,0.002737583105,137,0.002564966674
2017-18,Post Code,5043,9,0.003519749706,191,0.003575975436
2017-18,Post Code,5044,13,0.005084082909,283,0.005298434808
2017-18,Post Code,5045,31,0.012123582323,465,0.008705908784
2017-18,Post Code,5046,9,0.003519749706,124,0.002321575675
2017-18,Post Code,5047,4,0.001564333202,100,0.001872238448
2017-18,Post Code,5048,17,0.006648416112,371,0.006946004643
2017-18,Post Code,5049,19,0.007430582714,374,0.007002171796
2017-18,Post Code,5050,4,0.001564333202,114,0.002134351831
2017-18,Post Code,5051,17,0.006648416112,297,0.005560548191
2017-18,Post Code,5052,5,0.001955416503,130,0.002433909982
2017-18,Post Code,5061,12,0.004692999608,257,0.004811652812
2017-18,Post Code,5062,24,0.009385999217,382,0.007151950872
2017-18,Post Code,5063,5,0.001955416503,245,0.004586984198
2017-18,Post Code,5064,11,0.004301916308,220,0.004118924586
2017-18,Post Code,5065,9,0.003519749706,250,0.00468059612
2017-18,Post Code,5066,16,0.006257332811,279,0.00522354527
2017-18,Post Code,5067,8,0.003128666405,204,0.003819366434
2017-18,Post Code,5068,15,0.005866249511,210,0.003931700741
2017-18,Post Code,5069,10,0.003910833007,168,0.003145360593
2017-18,Post Code,5070,8,0.003128666405,180,0.003370029206
2017-18,Post Code,5071,,,4,7.4889537931551e-05
2017-18,Post Code,5072,16,0.006257332811,182,0.003407473975
2017-18,Post Code,5073,7,0.002737583105,182,0.003407473975
2017-18,Post Code,5074,7,0.002737583105,127,0.002377742829
2017-18,Post Code,5075,6,0.002346499804,149,0.002789635287
2017-18,Post Code,5076,14,0.00547516621,178,0.003332584437
2017-18,Post Code,5081,14,0.00547516621,246,0.004605706582
2017-18,Post Code,5082,6,0.002346499804,196,0.003669587358
2017-18,Post Code,5083,3,0.001173249902,124,0.002321575675
