tenement_category,tenement_type_code,tenement_type_desc,tenement_number,tenement_label,tenement_status,holders,operators,location,legal_area,area_unit,grant_date,surrender_date,expiry_date,renewal_received_date,transfer_received_date,surrender_received_date,commodities,commodity_categories,court_action_pending,mpl_purpose,operation_name,operation_status,operation_method,reports_and_related_records,prior_tenement,subsequent_tenement,longitude,latitude
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6802,EL 6802,Active,Eversley Resources Pty Limited,,Barney Bore area approximately 75km southeast of Oodnadatta,974,Square Kilometres,2022-07-07T02:30:00Z,,2028-07-06T02:30:00Z,,,,All Minerals,,,,,,,,,,135.7263115,-28.181859
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6338,EL 6338,Active,Heathgate Resources Pty Ltd,Heathgate Resources Pty Ltd,Murnpeowie area approximately 150km north-northeast of Leigh Creek,263,Square Kilometres,2019-04-09T02:30:00Z,,2030-04-08T02:30:00Z,,,,Uranium,,,,,,,,,,139.176291,-29.398498500000002
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6502,EL 6502,Active,Challenger 2 Pty Ltd,,Jumbuck area approximately 140km southwest of Coober Pedy,660,Square Kilometres,2020-04-19T02:30:00Z,,2031-04-18T02:30:00Z,,,,Gold,,,,,,,,,,133.6013565,-30.0402205
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6150,EL 6150,Active,IGO Newsearch Pty Ltd,IGO Newsearch Pty Ltd,Mount Cone area approximately 10km northeast of Burra,300,Square Kilometres,2017-03-06T01:30:00Z,,2028-03-05T01:30:00Z,,,,"Copper, Gold",,,,,,,,,,139.043014,-33.556849
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5951,EL 5951,Active,Havilah Resources Limited,Koba Resources Limited,Jacks Find area approximately 140km north of Olary,103,Square Kilometres,2017-04-19T02:30:00Z,,2028-04-18T02:30:00Z,,,,Uranium,,,,,,,,,,140.6262925,-31.040155499999997
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5779,EL 5779,Active,Endeavour Copper Gold Pty Ltd,,Wilgena area approximately 45km east-southeast of Tarcoola,35,Square Kilometres,2016-05-13T02:30:00Z,,2027-05-12T02:30:00Z,,,,"All Metals, Gold",,,,,,,,,,135.03468850000002,-30.7902105
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6140,EL 6140,Active,Strategic Energy Resources Limited,,Tregalana area approximately 20km west of Port Augusta,381,Square Kilometres,2017-09-13T02:30:00Z,,2028-09-12T02:30:00Z,,,,Copper(); Gold(),,,,,,,,,,137.534684,-32.765193
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5847,EL 5847,Active,Cross Keys Mining Pty Ltd,,Christmas Mine area approximately 45km southeast of Leigh Creek,67,Square Kilometres,2016-09-09T02:30:00Z,,2027-09-08T02:30:00Z,,,,"Copper, Gold, Marble",,,,,,,,,,138.867976,-30.765171
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7139,EL 7139,Active,Australian Consolidated Gold Holding Pty Ltd,,92km southwest of Coober Pedy,85.94,Square Kilometres,2026-06-10T02:30:00Z,,2032-06-09T02:30:00Z,,,,Cobalt(); Copper(); Gold(); Rare Earths(); Uranium(),,,,,,,,,,133.809675,-29.2568815
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6327,EL 6327,Active,IGO Newsearch Pty Ltd,IGO Newsearch Pty Ltd,Mongolata area approximately 15km northeast of Burra,60,Square Kilometres,2019-03-10T01:30:00Z,,2030-03-09T01:30:00Z,,,,"Copper, Gold",,,,,,,,,,139.0846785,-33.615181
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5912,EL 5912,Active,FMG Resources Pty Ltd,,Bamboo Lagoon area approximately 200km southeast of Coober Pedy,368,Square Kilometres,2017-01-30T01:30:00Z,,2028-01-29T01:30:00Z,,,,Copper; Gold,,,,,,,,,,136.35133000000002,-30.0985255
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5875,EL 5875,Active,Alliance (Eyre) Pty Ltd,,Mount Miccollo area approximately 100km west of Port Augusta,14,Square Kilometres,2016-06-10T02:30:00Z,,2027-06-09T02:30:00Z,,,,"Copper, Gold, Lead, Silver, Zinc",,,,,,,,,,136.5430265,-32.5902045
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6443,EL 6443,Active,PTR Minerals Ltd,,Commonwealth Hill area approximately 80km south-southwest of Coober Pedy,256,Square Kilometres,2019-12-17T01:30:00Z,,2030-12-17T01:30:00Z,,,,Gold(),,,,,,,,,,134.4846775,-29.698543
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6356,EL 6356,Active,Havilah Resources Limited,Heavy Rare Earths Limited; Koba Resources Limited,Lake Namba area approximately 130km north of Olary,490,Square Kilometres,2019-04-27T02:30:00Z,,2030-04-26T02:30:00Z,,,,Copper; Gold; Lead; Uranium; Zinc,,,,,,,,,,140.417962,-31.215156
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7113,EL 7113,Active,Mac Minerals Pty Ltd,,"Lambina area, approximately 105 km northeast of Mintabie",936.66,Square Kilometres,2026-03-27T01:30:00Z,,2032-03-26T01:30:00Z,,,,Uranium(),,,,,,,,,,134.1513115,-26.6902
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6043,EL 6043,Active,FMG Resources Pty Ltd,,Illeroo area approximately 25km west of Port Augusta,533,Square Kilometres,2017-11-02T01:30:00Z,,2028-11-01T01:30:00Z,,,,Copper; Gold; Iron; Rare Earths; Uranium,,,,,,,,,,137.493018,-32.498526
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5901,EL 5901,Active,Tunkillia 2 Pty Ltd,,Lake Everard area approximately 70km southeast of Tarcoola,918,Square Kilometres,2016-12-01T01:30:00Z,,2027-11-30T01:30:00Z,,,,Gold,,,,,,,,,,134.880369,-31.315215000000002
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6015,EL 6015,Active,Sinosteel Uranium SA Pty Ltd,,Mount Victor area - approx 100 km NE of Peterborough,942,Square Kilometres,2017-07-30T02:30:00Z,,2028-07-29T02:30:00Z,,,,"Gold, Iron",,,,,,,,,,139.767979,-32.0485015
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5820,EL 5820,Active,Half Moon Pty Ltd,,Barton area approximately 120km west-northwest of Tarcoola,59,Square Kilometres,2016-07-21T02:30:00Z,,2027-07-20T02:30:00Z,,,,Gold,,,,,,,,,,133.3930305,-30.365223
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5904,EL 5904,Active,Havilah Resources Limited,Koba Resources Limited,Wompinie area approximately 210km east-northeast of Peterborough,14,Square Kilometres,2016-12-21T01:30:00Z,,2027-12-20T01:30:00Z,,,,Copper; Gold; Lead; Zinc,,,,,,,,,,140.79296499999998,-31.865155
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6038,EL 6038,Active,Sturt Exploration Pty Ltd,,Murnpeowie area approximately 105km east-northeast of Lyndhurst,289,Square Kilometres,2017-11-02T01:30:00Z,,2028-11-01T01:30:00Z,,,,Zinc,,,,,,,,,,139.3179615,-29.906820500000002
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7051,EL 7051,Active,Rox 2 Pty Ltd,,Weekeroo area approximately 140km northeast of Peterborough,105,Square Kilometres,2025-03-07T01:30:00Z,,2031-03-06T01:30:00Z,,,,"Cobalt, Copper, Gold",,,,,,,,,,140.0513105,-32.20683
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6253,EL 6253,Active,Gawler Resources Pty Ltd,Gawler Resources Pty Ltd,Bulloo Creek area approximately 90km northeast of Yunta,12,Square Kilometres,2018-09-21T02:30:00Z,,2029-09-20T02:30:00Z,,,,"Cobalt, Copper, Gold",,,,,,,,,,140.48464,-32.26516
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5817,EL 5817,Active,Half Moon Pty Ltd,,Sandstone area approximately 140km northwest of Tarcoola,27,Square Kilometres,2016-07-21T02:30:00Z,,2027-07-20T02:30:00Z,,,,Gold,,,,,,,,,,133.684684,-29.673550499999997
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6426,EL 6426,Active,Andromeda Industrial Minerals Pty Ltd,,Tootla area approximately 50km east-southeast of Streaky Bay,648,Square Kilometres,2019-10-25T01:30:00Z,,2030-10-24T01:30:00Z,,,,"Copper, Gold, Industrial Minerals, Uranium",,,,,,,,,,134.593056,-32.915228
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6136,EL 6136,Active,Rex Minerals (SA) Pty Ltd,,Maitland area approximately 110 km northwest of Adelaide,91,Square Kilometres,2018-03-20T01:30:00Z,,2029-03-19T01:30:00Z,,,,"Base Metals, Copper, Gold",,,,,,,,,,137.65137750000002,-34.406867500000004
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6131,EL 6131,Active,Peninsula Resources Pty Ltd,"Lady Alice Mines Pty Ltd, Peninsula Resources Pty Ltd",Pinkawillinie area approximately 150km east of Streaky Bay,357,Square Kilometres,2017-07-12T02:30:00Z,,2028-07-11T02:30:00Z,,,,"Copper, Gold, Uranium",,,,,,,,,,135.7430395,-32.8652165
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7041,EL 7041,Active,Anglo American Exploration (Australia) Pty Limited,,Tallaringa Conservation Park area approximately 170km west-northwest of Coober Pedy,919,Square Kilometres,2025-01-22T01:30:00Z,,2031-01-21T01:30:00Z,,,,Base Metals,,,,,,,,,,133.164267,-28.290215
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7111,EL 7111,Active,Mac Minerals Pty Ltd,,"Todmorden area, approximately 110 km northeast of Mintabie",821.46,Square Kilometres,2026-03-27T01:30:00Z,,2032-03-26T01:30:00Z,,,,Uranium(),,,,,,,,,,134.434645,-27.056867
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6914,EL 6914,Active,Trachre Pty Ltd,,Muloorina area approximately 15km northwest of Marree,990,Square Kilometres,2023-06-09T02:30:00Z,,2029-06-08T02:30:00Z,,,,Uranium,,,,,,,,,,138.067972,-29.615172
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5881,EL 5881,Active,IGO Newsearch Pty Ltd,,Baldina area approximately 140km north-northeast of Adelaide,902,Square Kilometres,2016-11-04T01:30:00Z,,2027-11-03T01:30:00Z,,,,"Copper, Gold, Industrial Minerals, Phosphate",,,,,,,,,,139.0096895,-33.706835
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7036,EL 7036,Active,Anglo American Exploration (Australia) Pty Limited,,Lambina area approximately 60km northeast of Mintabie,989,Square Kilometres,2024-12-17T01:30:00Z,,2030-12-16T01:30:00Z,,,,Base Metals,,,,,,,,,,134.0429805,-27.0652015
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6461,EL 6461,Active,Iluka Resources Limited,Iluka Resources Limited,Yellabinna area approximately 100km northwest of Ceduna,255,Square Kilometres,2019-11-04T01:30:00Z,,2030-11-03T01:30:00Z,,,,Mineral Sands,,,,,,,,,,132.95971550000002,-31.356901
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7141,EL 7141,Active,Manna Hill Mining Pty Ltd - Tenement Holder,,Yunta area approximately 40km south east of Yunta,132.82,Square Kilometres,2026-06-10T02:30:00Z,,2032-06-09T02:30:00Z,,,,Copper(); Gold(),,,,,,,,,,139.934652,-32.740165000000005
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7107,EL 7107,Active,Tri-Star Minerals Pty Ltd,,Murnpeowie area – Approximately 70 km east of Marree,128,Square Kilometres,2026-03-19T01:30:00Z,,2032-03-18T01:30:00Z,,,,All Minerals(),,,,,,,,,,138.834632,-29.656835
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6511,EL 6511,Active,Boss Uranium Pty Ltd,FQM Exploration (Australia) Pty Ltd,Curnamona area approximately 170km northeast of Peterborough,509,Square Kilometres,2020-05-29T02:30:00Z,,2031-05-28T02:30:00Z,,,,Uranium,,,,,,,,,,139.8096425,-31.540163999999997
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6539,EL 6539,Active,Cartwheel Minerals Pty Ltd,,Lake Gairdner South area approximately 160km northwest of Port Augusta,1166,Square Kilometres,2020-07-17T02:30:00Z,,2031-07-16T02:30:00Z,,,,"Copper, Gold, Iron Ore, Uranium",,,,,,,,,,136.1205465,-32.047221
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6549,EL 6549,Active,Renascor Resources Limited,Rio Tinto Exploration Pty Limited,Flat Hill area approximately 25km southwest of Marree,283,Square Kilometres,2020-04-07T02:30:00Z,,2031-04-06T02:30:00Z,,,,"Cobalt, Copper, Gold",,,,,,,,,,137.87631,-29.8068455
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6751,EL 6751,Active,Tri-Star Minerals Pty Ltd,,Murnpeowie area approximately 120km east-northeast of Marree,948,Square Kilometres,2022-05-09T02:30:00Z,,2028-05-08T02:30:00Z,,,,Cobalt; Copper; Gold; Graphite; Iron; Lead; Lithium; Platinum; Rare Earths; Silver; Uranium; Zinc,,,,,,,,,,139.53462050000002,-29.2568285
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6429,EL 6429,Active,BHP Olympic Dam Corporation Pty Ltd,,Andamooka Ranges area approximately 110km west of Leigh Creek,657,Square Kilometres,2019-10-29T01:30:00Z,,2030-10-28T01:30:00Z,,,,Copper,,,,,,,,,,137.24603000000002,-30.5901855
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6888,EL 6888,Active,Copar Resources Pty Ltd,,Beltana Station area approximately 5km southwest of Leigh Creek,396,Square Kilometres,2022-12-07T01:30:00Z,,2028-12-06T01:30:00Z,,,,"All Minerals, Cobalt, Copper, Gold, Lead, Silver, Zinc",,,,,,,,,,138.476312,-30.648506
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6927,EL 6927,Active,Flinders Prospecting Pty Ltd,,Bowilla area approximately 100km north of Adelaide,456,Square Kilometres,2023-09-08T02:30:00Z,,2029-09-07T02:30:00Z,,,,Base & Precious Metals,,,,,,,,,,138.40136,-33.915189999999996
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6803,EL 6803,Active,TR4 Pty Ltd,,Holowiliena area approximately 45km east of Hawker,455,Square Kilometres,2022-07-19T02:30:00Z,,2028-07-18T02:30:00Z,,,,Copper,,,,,,,,,,139.0263205,-31.8735055
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6405,EL 6405,Active,PTR Minerals Ltd,,Mount Barry area approximately 50km northeast of Coober Pedy,917,Square Kilometres,2019-09-12T02:30:00Z,,2030-09-11T02:30:00Z,,,,Copper(); Gold(),,,,,,,,,,135.15132799999998,-28.740198499999998
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6487,EL 6487,Active,Southern Iron Pty Ltd,,Windy Valley area approximately 50km south of Coober Pedy,158,Square Kilometres,2020-01-25T01:30:00Z,,2031-01-24T01:30:00Z,,,,"Copper, Gold, Silver, Uranium",,,,,,,,,,134.917994,-29.5068715
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7012,EL 7012,Active,Taiton Resources Limited,,Commonwealth Hill area approximately 150km west-southwest of Coober Pedy,861,Square Kilometres,2024-08-29T02:30:00Z,,2030-08-28T02:30:00Z,,,,Gold,,,,,,,,,,133.1763535,-29.6568905
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5870,EL 5870,Active,SA Exploration Pty Ltd,,Carpie Puntha area approximately 30km southeast of Kimba,69,Square Kilometres,2016-11-02T01:30:00Z,,2027-11-01T01:30:00Z,,,,Lithium,,,,,,,,,,136.5680395,-33.2735415
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6663,EL 6663,Active,Peninsula Exploration Pty Ltd,Andromeda Industrial Minerals Pty Ltd (Operator); Peninsula Exploration Pty Ltd,Minnipa area approximately 90km east of Streaky Bay,976,Square Kilometres,2021-09-13T02:30:00Z,,2027-09-12T02:30:00Z,,,,Gold; Kaolin; Uranium,,,,,,,,,,135.19304499999998,-32.7902475
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6373,EL 6373,Active,Sinosteel Uranium SA Pty Ltd,,Kalabity area approximately 45km north of Olary,821,Square Kilometres,2019-03-12T01:30:00Z,,2030-03-11T01:30:00Z,,,,"Base Metals, Cobalt, Gold, Iron, Uranium",,,,,,,,,,140.201306,-31.881825
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6271,EL 6271,Active,Havilah Resources Limited,Heavy Rare Earths Limited,Prospect Hill area approximately 140km east-southeast of Marree,15,Square Kilometres,2018-10-19T01:30:00Z,,2029-10-18T01:30:00Z,,,,Base Metals(); Tin(); Uranium(),,,,,,,,,,139.526288,-29.815157999999997
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6127,EL 6127,Active,Ironback Pty Ltd,Ironback Pty Ltd,Tiverton Outstation area approximately 70 km southwest of Olary,470,Square Kilometres,2017-12-10T01:30:00Z,,2028-12-09T01:30:00Z,,,,Iron,,,,,,,,,,139.79299,-32.8901685
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6297,EL 6297,Active,Murray Zircon Pty Ltd,,Loxton area approximately 200km northeast of Adelaide,147,Square Kilometres,2018-09-02T02:30:00Z,,2029-09-01T02:30:00Z,,,,Heavy Mineral Sands,,,,,,,,,,140.5596735,-34.473501999999996
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6745,EL 6745,Active,Magnetite Mines Limited,,Lipson area approximately 50km northeast of Port Lincoln,124,Square Kilometres,2022-05-06T02:30:00Z,,2028-05-05T02:30:00Z,,,,"All Minerals, Hematite, Iron, Iron Ore - Magnetite",,,,,,,,,,136.276399,-34.156875
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7081,EL 7081,Active,Valrico Resources Pty Ltd,,Steinfeld area - Approximately 25 km east of Nuriootpa,318,Square Kilometres,2025-11-05T01:30:00Z,,2031-11-04T01:30:00Z,,,,,,,,,,,,,,139.35135300000002,-34.3151815
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7057,EL 7057,Active,Todd River Metals Pty Ltd,,Seddon area approximately 30km southwest of Kingscote,781,Square Kilometres,2025-03-24T01:30:00Z,,2031-03-23T01:30:00Z,,,,"Base & Precious Metals, Lithium",,,,,,,,,,137.13474200000002,-35.865215
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6364,EL 6364,Active,OZ Minerals Prominent Hill Operations Pty Ltd,,White Hill area approximately 140km north of Kingoonya,534,Square Kilometres,2019-07-01T02:30:00Z,,2030-06-30T02:30:00Z,,,,"Copper, Gold",,,,,,,,,,135.44300249999998,-29.6402
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7071,EL 7071,Active,Copper Search Australia Pty Ltd,,"Nilpinna Station Area, approximately 110 km east-northeast of Coober Pedy",979,Square Kilometres,2025-06-24T02:30:00Z,,2031-06-23T02:30:00Z,,,,Heavy Mineral Sands,,,,,,,,,,135.7846505,-28.5818595
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6359,EL 6359,Active,Havilah Resources Limited,Havilah Resources Limited; Koba Resources Limited,Mulyungarie area approximately 120km northeast of Olary,235,Square Kilometres,2019-04-27T02:30:00Z,,2030-04-26T02:30:00Z,,,,Copper; Gold; Lead; Uranium; Zinc,,,,,,,,,,140.8346305,-31.2651435
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6943,EL 6943,Active,RDBD Developments Pty Ltd,,Tarpeena area approximately 5km north of Mount Gambier,975,Square Kilometres,2023-10-17T01:30:00Z,,2029-10-16T01:30:00Z,,,,"Mineral Sands, Rare Earths",,,,,,,,,,140.8013955,-37.631847
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6957,EL 6957,Active,Adavale Minerals Pty Ltd,,Mount Lyndhurst area approximately 70km north of Leigh Creek,591,Square Kilometres,2023-12-18T01:30:00Z,,2029-12-17T01:30:00Z,,,,"Cobalt, Copper, Gold, Graphite, Iridium, Iron, Lead, Lithium, Osmium, Palladium, Platinum, Rare Earths, Rhodium, Silver, Uranium, Zinc",,,,,,,,,,138.5513025,-30.0151665
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6160,EL 6160,Active,SA Exploration Pty Ltd,,Parnaroo area approximately 120km east of Port Pirie,212,Square Kilometres,2018-05-30T02:30:00Z,,2029-05-29T02:30:00Z,,,,"Copper, Gold",,,,,,,,,,139.3263345,-33.165177
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7001,EL 7001,Active,Valrico Resources Pty Ltd,"Australian Rare Earths Limited, Valrico Resources Pty Ltd",Warnes area approximately 65km east-northeast of Burra,993,Square Kilometres,2024-07-01T02:30:00Z,,2030-06-30T02:30:00Z,,,,Uranium,,,,,,,,,,139.65133600000001,-33.57350649999999
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6638,EL 6638,Active,Lincoln Minerals Limited,,Gum Flat area approximately 10km west of Port Lincoln,92,Square Kilometres,2021-01-07T01:30:00Z,,2026-01-06T01:30:00Z,2025-12-12T01:30:00Z,,,Graphite; Iron Ore,,,,,,,,,,135.7097465,-34.7152115
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6665,EL 6665,Active,Peninsula Exploration Pty Ltd,Andromeda Industrial Minerals Pty Ltd (Operator); Peninsula Exploration Pty Ltd,Yantanabie area approximately 60km northeast of Streaky Bay,875,Square Kilometres,2021-09-13T02:30:00Z,,2027-09-12T02:30:00Z,,,,Gold; Kaolin; Uranium,,,,,,,,,,134.6597105,-32.4152275
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6860,EL 6860,Active,Tarcoola 2 Pty Ltd,,Wilgena area approximately 10km northwest of Tarcoola,435,Square Kilometres,2022-11-03T01:30:00Z,,2028-11-02T01:30:00Z,,,,Gold,,,,,,,,,,134.41803149999998,-30.5652015
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6272,EL 6272,Active,Energy Exploration Pty Limited,,Lock area approximately 130km north-northwest of Port Lincoln,86,Square Kilometres,2018-10-27T01:30:00Z,,2029-10-26T01:30:00Z,,,,Coal,,,,,,,,,,135.584721,-33.556886
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6856,EL 6856,Active,Kaili Gold Pty Ltd,,Parilla area approximately 100km east of Tailem Bend,991,Square Kilometres,2022-10-19T01:30:00Z,,2028-10-18T01:30:00Z,,,,Rare Earths,,,,,,,,,,140.7329305,-35.306837
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6238,EL 6238,Active,Copper Search Australia Pty Ltd,,Anna Creek area approximately 220km north of Roxby Downs,199,Square Kilometres,2018-08-23T02:30:00Z,,2029-08-22T02:30:00Z,,,,"Copper, Gold",,,,,,,,,,136.767972,-28.515181
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5968,EL 5968,Active,FMG Resources Pty Ltd,,Billa Kalina area approximately 70km north-northwest of Roxby Downs,68,Square Kilometres,2017-05-25T02:30:00Z,,2028-05-24T02:30:00Z,,,,Copper; Gold; Uranium,,,,,,,,,,136.492994,-30.0151915
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6141,EL 6141,Active,Coda Minerals Ltd; Terrace Mining Pty Ltd,Terrace Mining Pty Ltd,Mount Moseley area approximately 50km south of Woomera,47,Square Kilometres,2017-10-29T01:30:00Z,,2028-10-28T01:30:00Z,,,,Cobalt; Copper; Gold; Silver; Uranium,,,,,,,,,,136.9680105,-31.5485275
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5884,EL 5884,Active,FMG Resources Pty Ltd,,Curdlawidny Lagoon area approximately 195km southeast of Coober Pedy,83,Square Kilometres,2016-11-04T01:30:00Z,,2027-11-03T01:30:00Z,,,,Copper; Gold,,,,,,,,,,136.2680145,-30.240193
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6816,EL 6816,Active,PTR Minerals Ltd,,Commonwealth Hill area approximately 100km northwest of Tarcoola,30,Square Kilometres,2022-08-12T02:30:00Z,,2028-08-11T02:30:00Z,,,,All Minerals(),,,,,,,,,,134.093015,-29.8985505
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6483,EL 6483,Active,Ore Detect Pty Ltd,,Yardea area approximately 100km north of Wudinna,990,Square Kilometres,2020-03-16T01:30:00Z,,2031-03-15T01:30:00Z,,,,"Copper, Gold",,,,,,,,,,135.6013635,-32.115213499999996
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6355,EL 6355,Active,Havilah Resources Limited,Havilah Resources Limited,Mulyungarie area approximately 50km east-northeast of Olary,29,Square Kilometres,2019-04-16T02:30:00Z,,2030-04-15T02:30:00Z,,,,"Base Metals, Cobalt, Copper, Gold, Uranium",,,,,,,,,,140.8679715,-32.090139
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6357,EL 6357,Active,Havilah Resources Limited,Havilah Resources Limited; Koba Resources Limited,Swamp Dam area approximately 110km north-northeast of Olary,53,Square Kilometres,2019-04-27T02:30:00Z,,2030-04-26T02:30:00Z,,,,Copper; Gold; Lead; Uranium; Zinc,,,,,,,,,,140.5179625,-31.323488
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7129,EL 7129,Active,Hi! Engineers Pty Ltd,,"Mount Willoughby area, approximately 40 km northwest of Coober Pedy",775,Square Kilometres,2026-05-07T02:30:00Z,,2032-05-06T02:30:00Z,,,,All Metals(); All Minerals(); Copper(); Gold(); Iron(); Opal(); Rare Earths(); Silver(); Uranium(),,,,,,,,,,134.526335,-28.740205
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6780,EL 6780,Active,LAM Wudinna Pty Ltd,,Lockes Claypan area approximately 115km east-southeast of Ceduna,607,Square Kilometres,2022-05-24T02:30:00Z,,2028-05-23T02:30:00Z,,,,Cobalt(); Copper(); Gold(); Graphite(); Iron(); Lead(); Lithium(); Platinum(); Rare Earths(); Silver(); Uranium(); Zinc(),,,,,,,,,,135.04304100000002,-32.498555499999995
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5825,EL 5825,Active,FMG Resources Pty Ltd,,Hesso area approximately 45km northwest of Port Augusta,392,Square Kilometres,2016-08-11T02:30:00Z,,2027-08-10T02:30:00Z,,,,Copper; Gold,,,,,,,,,,137.42634600000002,-32.240193500000004
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6256,EL 6256,Active,Earea Dam Mining Pty Ltd,,Wilgena area approximately 35 km west of Kingoonya,56,Square Kilometres,2018-09-24T02:30:00Z,,2029-09-23T02:30:00Z,,,,Gold,,,,,,,,,,134.96802300000002,-30.856878000000002
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7020,EL 7020,Active,Lincoln Minerals Limited,,Yallunda Flat area approximately 15km west-northwest of Tumby Bay,17,Square Kilometres,2024-10-28T01:30:00Z,,2030-10-27T01:30:00Z,,,,Graphite,,,,,,,,,,135.95139749999998,-34.323553000000004
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6463,EL 6463,Active,Marmota Limited,,Bulgunnia area approximately 60 km northwest of Tarcoola,53,Square Kilometres,2019-12-08T01:30:00Z,,2024-12-07T01:30:00Z,2024-11-24T01:30:00Z,,,"Copper, Gold, Iron, Uranium",,,,,,,,,,134.20136150000002,-30.215201999999998
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6224,EL 6224,Active,Quantum Graphite Explorations Pty Ltd,,Uley area approximately 25km southwest of Port Lincoln,76,Square Kilometres,2016-10-13T01:30:00Z,,2027-10-12T01:30:00Z,,,,Graphite,,,,,,,,,,135.6680735,-34.8672765
