tenement_category,tenement_type_code,tenement_type_desc,tenement_number,tenement_label,tenement_status,holders,operators,location,legal_area,area_unit,grant_date,surrender_date,expiry_date,renewal_received_date,transfer_received_date,surrender_received_date,commodities,commodity_categories,court_action_pending,mpl_purpose,operation_name,operation_status,operation_method,reports_and_related_records,prior_tenement,subsequent_tenement,longitude,latitude
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6124,EL 6124,Active,Murray Zircon Pty Ltd,,Karoonda area approximately 140 km east southeast of Adelaide,616,Square Kilometres,2018-01-02T01:30:00Z,,2029-01-01T01:30:00Z,,,,"Ilmenite, Rutile, Zircon",,,,,,,,,,139.9596915,-35.0735105
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6938,EL 6938,Active,Panda Exploration Pty Ltd,,HAMMOND AREA - Approximately 35 km northwest of Orroroo,61,Square Kilometres,2023-10-13T01:30:00Z,,2029-10-12T01:30:00Z,,,,"Copper, Manganese",,,,,,,,,,138.36800449999998,-32.481852
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6590,EL 6590,Active,Eversley Resources Pty Limited,,Nilpinna Station area approximately 130km northeast of Coober Pedy,624,Square Kilometres,2021-01-13T01:30:00Z,,2026-01-12T01:30:00Z,2026-01-09T01:30:00Z,,,"Cobalt, Copper, Gold, Rare Earths, Uranium",,,,,,,,,,136.0096465,-28.4568565
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6815,EL 6815,Active,PTR Minerals Ltd,,Mulgathing area approximately 60km northwest of Tarcoola,80,Square Kilometres,2022-08-12T02:30:00Z,,2028-08-11T02:30:00Z,,,,Rare Earths(),,,,,,,,,,134.184689,-30.2735495
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6525,EL 6525,Active,Tigers Dominion Group Pty Ltd,,Callanna area approximately 55km west of Marree,227,Square Kilometres,2020-09-22T02:30:00Z,,2031-09-21T02:30:00Z,,,,"Base Metals, Copper, Gold",,,,,,,,,,137.4929805,-29.673514500000003
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5949,EL 5949,Active,Menninnie Metals Pty Ltd,,Menninnie Dam area approximately 50km north of Kimba,101,Square Kilometres,2016-10-27T01:30:00Z,,2027-10-26T01:30:00Z,,,,"Copper, Gold, Lead, Molybdenum, Silver, Zinc",,,,,,,,,,136.409699,-32.656871
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5942,EL 5942,Active,Lincoln Minerals Limited,,Uno area approximately 45km west-southwest of Iron Knob,52,Square Kilometres,2017-01-29T01:30:00Z,,2028-01-28T01:30:00Z,,,,"Base & Precious Metals, Iron Ore, Precious Metals, Uranium",,,,,,,,,,136.63469800000001,-32.831872000000004
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7115,EL 7115,Active,Mac Minerals Pty Ltd,,"Todmorden area, approximately 70 km northwest of Oodnadatta",995.14,Square Kilometres,2026-04-14T02:30:00Z,,2032-04-13T02:30:00Z,,,,Uranium(),,,,,,,,,,135.034636,-27.0568625
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6337,EL 6337,Active,Heathgate Resources Pty Ltd,Heathgate Resources Pty Ltd,Murnpeowie area approximately 120km northeast of Leigh Creek,819,Square Kilometres,2019-04-09T02:30:00Z,,2030-04-08T02:30:00Z,,,,Uranium,,,,,,,,,,139.126294,-29.748496
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6865,EL 6865,Active,Rio Tinto Exploration Pty Limited,,Ayers Range South area approximately 60km north of Indulkana,888,Square Kilometres,2022-11-10T01:30:00Z,,2028-11-09T01:30:00Z,,,,"Copper, Gold, Nickel, Palladium, Platinum",,,,,,,,,,133.30283350000002,-26.4235405
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5941,EL 5941,Active,BHP Olympic Dam Corporation Pty Ltd,,Stuart Shelf area approximately 70km northeast of Woomera,1751,Square Kilometres,2017-02-22T01:30:00Z,,2028-02-21T01:30:00Z,,,,"Copper, Gold, Silver, Uranium",,,,,,,,,,137.151332,-30.6735215
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7027,EL 7027,Active,Rox 1 Pty Ltd,,Hallett area approximately 50km north of Burra,103,Square Kilometres,2024-12-06T01:30:00Z,,2030-12-05T01:30:00Z,,,,"Copper, Gold, Rare Earths",,,,,,,,,,138.951343,-33.331848
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5785,EL 5785,Active,Havilah Resources Limited,Heavy Rare Earths Limited,Frome Downs area approximately 150km north of Olary,589,Square Kilometres,2016-05-25T02:30:00Z,,2027-05-24T02:30:00Z,,,,Copper; Gold; Lead; Uranium; Zinc,,,,,,,,,,140.2096355,-30.890152
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6341,EL 6341,Active,Tigers Dominion Group Pty Ltd,"Rio Tinto Exploration Pty Limited, Tigers Dominion Group Pty Ltd",Coober Pedy area approximately 40km east-southeast of Coober Pedy,206,Square Kilometres,2019-04-11T02:30:00Z,,2030-04-10T02:30:00Z,,,,"Base Metals, Copper, Gold",,,,,,,,,,135.1679975,-29.156867
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7024,EL 7024,Active,Adavale Minerals Pty Ltd,,Yellabinna area approximately 40km south of Tarcoola,997,Square Kilometres,2024-12-06T01:30:00Z,,2030-12-05T01:30:00Z,,,,"All Minerals, Uranium",,,,,,,,,,134.5263695,-31.181885
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6372,EL 6372,Active,FMG Resources Pty Ltd,,Moolawatana area approximately 170km east-northeast of Leigh Creek,910,Square Kilometres,2019-07-22T02:30:00Z,,2030-07-21T02:30:00Z,,,,Copper; Gold; Iron; Rare Earths; Uranium,,,,,,,,,,140.0512845,-29.931821499999998
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6402,EL 6402,Active,Pernatty Co Pty Ltd,,Kootaberra area approximately 70km northwest of Port Augusta,169,Square Kilometres,2019-09-12T02:30:00Z,,2030-09-11T02:30:00Z,,,,Base & Precious Metals,,,,,,,,,,137.41800899999998,-31.931858499999997
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6470,EL 6470,Active,Marmota Limited,,Aurora Tank area approximately 100km southwest of Coober Pedy,48,Square Kilometres,2020-02-02T01:30:00Z,,2031-02-01T01:30:00Z,,,,Gold,,,,,,,,,,134.101348,-29.673547
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7112,EL 7112,Active,Mac Minerals Pty Ltd,,"Eringa area, approximately125 km northeast of Mintabie",997.38,Square Kilometres,2026-03-27T01:30:00Z,,2032-03-26T01:30:00Z,,,,Uranium(),,,,,,,,,,134.4346425,-26.815199
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6482,EL 6482,Active,Ore Detect Pty Ltd,,Kokatha area approximately 190km northeast of Streaky Bay,538,Square Kilometres,2020-03-16T01:30:00Z,,2031-03-15T01:30:00Z,,,,"Copper, Gold",,,,,,,,,,135.4942275,-31.515209
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6059,EL 6059,Active,FMG Resources Pty Ltd,,Parakylia area approximately 70km west-northwest of Andamooka,455,Square Kilometres,2017-10-08T01:30:00Z,,2028-10-07T01:30:00Z,,,,Base Metals; Gold; Iron; Uranium,,,,,,,,,,136.426333,-30.3607
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6361,EL 6361,Active,Iron Genesis Pty Ltd,Iron Genesis Pty Ltd,Tepco Station area approximately 40km east-northeast of Olary,61,Square Kilometres,2019-06-26T02:30:00Z,,2030-06-25T02:30:00Z,,,,"Cobalt, Copper, Gold, Lead, Silver, Zinc",,,,,,,,,,140.7929855,-32.273461
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7038,EL 7038,Active,Willouran Copper Pty Ltd,,Witchelina area approximately 15km southwest of Marree,182,Square Kilometres,2025-01-15T01:30:00Z,,2031-01-14T01:30:00Z,,,,Copper,,,,,,,,,,137.892977,-29.7985085
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6097,EL 6097,Active,Marmota Limited,,"COMMONWEALTH HILL STATION AREA - Approximately 90 km southwest of
Coober Pedy",110,Square Kilometres,2017-11-16T01:30:00Z,,2028-11-15T01:30:00Z,,,,Gold,,,,,,,,,,134.0596755,-29.648546500000002
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6440,EL 6440,Active,Sinosteel Uranium SA Pty Ltd,,Bimbowrie area approximately 30km north of Olary,556,Square Kilometres,2019-11-12T01:30:00Z,,2030-11-11T01:30:00Z,,,,"Base Metals, Iron, Uranium",,,,,,,,,,140.067975,-32.0151635
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5855,EL 5855,Active,Menninnie Metals Pty Ltd,,Mount Ive area approximately 100km north-northwest of Kimba,210,Square Kilometres,2016-09-20T02:30:00Z,,2027-09-19T02:30:00Z,,,,"Copper, Gold, Lead, Silver, Tin, Zinc",,,,,,,,,,136.0930285,-32.2381315
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6832,EL 6832,Active,New Standard Resources Pty Ltd,,Pureba area approximately 40km east of Ceduna,931,Square Kilometres,2022-09-16T02:30:00Z,,2028-09-15T02:30:00Z,,,,"Kaolin, Uranium",,,,,,,,,,134.501374,-32.073563
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6995,EL 6995,Active,Uranium SA Pty Ltd,,Mount Freeling area approximately 80km northeast of Leigh Creek,178,Square Kilometres,2024-06-12T02:30:00Z,,2030-06-11T02:30:00Z,,,,Uranium,,,,,,,,,,139.2096275,-30.073494
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6578,EL 6578,Active,Fowler Resources Pty Ltd,Fowler Resources Pty Ltd,Yellabinna area approximately 25km southwest of Tarcoola,788,Square Kilometres,2020-08-12T02:30:00Z,,2031-08-11T02:30:00Z,,2025-04-23T02:30:00Z,,"Copper, Nickel",,,,,,,,,,134.0680365,-30.907968
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6118,EL 6118,Active,Altair Minerals Limited,,Lake Torrens area approximately 50km east of Olympic Dam,299,Square Kilometres,2017-05-28T02:30:00Z,,2028-05-27T02:30:00Z,,,,"Copper, Gold, Iron Ore",,,,,,,,,,137.4255855,-30.5401825
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6033,EL 6033,Active,Quasar Resources Pty Ltd,Heathgate Resources Pty Ltd (Operator),Moolawatana area approximately 140km east of Marree,622,Square Kilometres,2017-08-27T02:30:00Z,,2028-08-26T02:30:00Z,,,,Uranium,,,,,,,,,,139.726287,-29.8318265
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7052,EL 7052,Active,Rox 2 Pty Ltd,,Weekeroo area approximately 35km west-northwest of Olary,26,Square Kilometres,2025-03-07T01:30:00Z,,2031-03-06T01:30:00Z,,,,"Cobalt, Copper, Gold",,,,,,,,,,140.00964649999997,-32.198499
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6571,EL 6571,Active,Endeavour Copper Gold Pty Ltd,,Wilgena area approximately 20km north of Tarcoola,97,Square Kilometres,2019-11-28T01:30:00Z,,2030-11-27T01:30:00Z,,,,"Copper, Gold, Lead, Nickel, Silver, Zinc",,,,,,,,,,134.60135350000002,-30.523546
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6347,EL 6347,Active,Sunthe Minerals Pty Ltd,,Peterlumbo Hill area approximately 145km west of Port Augusta,583,Square Kilometres,2019-03-03T01:30:00Z,,2030-03-02T01:30:00Z,2025-05-29T02:30:00Z,,,"Copper, Gold, Lead, Nickel, Silver, Zinc",,,,,,,,,,136.143032,-32.6902095
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,4183,EL 4183,Active,Kalyan Resources Pty Ltd; Orogenic Exploration Pty Ltd,,Flinders Island Coast area approximately 35km west-southwest of Elliston,24,Square Kilometres,2008-09-08T02:30:00Z,,2013-09-07T02:30:00Z,,,,Diamonds,,,,,,,,,,134.497282,-33.725674999999995
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7029,EL 7029,Active,Anglo American Exploration (Australia) Pty Limited,,Wintinna area approximately 160km northwest of Coober Pedy,520,Square Kilometres,2024-12-17T01:30:00Z,,2030-12-16T01:30:00Z,,,,Base Metals,,,,,,,,,,133.4633905,-27.956734
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5907,EL 5907,Active,BHP Olympic Dam Corporation Pty Ltd,,Island Dam area approximately 80km northeast of Woomera,54,Square Kilometres,2016-07-07T02:30:00Z,,2027-07-06T02:30:00Z,,,,Copper,,,,,,,,,,137.492996,-30.715183500000002
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6628,EL 6628,Active,Ore Detect Pty Ltd,,Moonaree area approximately 170km northeast of Streaky Bay,233,Square Kilometres,2021-08-13T02:30:00Z,,2027-08-12T02:30:00Z,,,,"Copper, Gold",,,,,,,,,,135.734694,-31.948542500000002
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5860,EL 5860,Active,Austral Nickel Pty Limited,,Mount Davies area approximately 450km west-northwest of Marla,572,Square Kilometres,2016-06-20T02:30:00Z,,2027-06-19T02:30:00Z,,,,Nickel,,,,,,,,,,129.1849285,-26.123586500000002
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6999,EL 6999,Active,Boss Uranium Pty Ltd,,Rudall area approximately 60km southwest of Kimba,514,Square Kilometres,2024-07-01T02:30:00Z,,2030-06-30T02:30:00Z,,,,Uranium,,,,,,,,,,136.259718,-33.8318805
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,5831,EL 5831,Active,Copper Aura Pty Ltd,Heavy Rare Earths Limited,Bonython Hill area approximately 35km southeast of Olary,111,Square Kilometres,2016-05-19T02:30:00Z,,2027-05-18T02:30:00Z,,,,Copper; Gold; Lead; Uranium; Zinc,,,,,,,,,,140.72630750000002,-32.3818265
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6810,EL 6810,Active,Endeavour Copper Gold Pty Ltd,,Mulgathing area approximately 45km west of Tarcoola,491,Square Kilometres,2022-08-08T02:30:00Z,,2028-08-07T02:30:00Z,,,,Base & Precious Metals,,,,,,,,,,134.5180235,-30.3818825
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6449,EL 6449,Active,Heathgate Resources Pty Ltd,Heathgate Resources Pty Ltd,Paralana Creek area approximately 110km east-northeast of Leigh Creek,178,Square Kilometres,2019-11-16T01:30:00Z,,2030-11-15T01:30:00Z,,,,"Copper, Gold, Iron Ore, Uranium",,,,,,,,,,139.592962,-30.165162000000002
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6849,EL 6849,Active,Big Lake Uranium Pty Ltd,,Merty Merty area approximately 60km southeast of Moomba,978,Square Kilometres,2022-09-28T02:30:00Z,,2028-09-27T02:30:00Z,,,,"Copper, Lithium, Uranium",,,,,,,,,,140.376266,-28.6901515
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6580,EL 6580,Active,Red Tiger Resources Limited,,Mulgathing area approximately 80km northwest of Tarcoola,196,Square Kilometres,2020-12-22T01:30:00Z,,2031-12-21T01:30:00Z,,,,"Base Metals, Copper, Gold",,,,,,,,,,133.9430205,-30.165219
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6111,EL 6111,Active,Sturt Exploration Pty Ltd,,Mount Freeling area approximately 90 km northeast of Copley,347,Square Kilometres,2017-09-18T02:30:00Z,,2028-09-17T02:30:00Z,,,,"Copper, Lead, Silver, Uranium, Zinc",,,,,,,,,,139.2679635,-30.0734865
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6436,EL 6436,Active,Yandan Gold Mines Pty Ltd,"Pernatty Co Pty Ltd, Yandan Gold Mines Pty Ltd",Yalymboo area approximately 130km northwest of Port Augusta,280,Square Kilometres,2019-11-25T01:30:00Z,,2030-11-24T01:30:00Z,,,,"Cobalt, Copper, Gold",,,,,,,,,,136.71801399999998,-31.7485315
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6010,EL 6010,Active,FMG Resources Pty Ltd,,Todds Dam area approximately 45km west of Andamooka,118,Square Kilometres,2017-09-08T02:30:00Z,,2028-09-07T02:30:00Z,,,,Copper; Gold,,,,,,,,,,136.7096645,-30.390191
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6544,EL 6544,Active,Iluka (Eucla Basin) Pty Ltd,"Iluka (Eucla Basin) Pty Ltd, Iluka Resources Limited",Yellabinna area approximately 120km west of Tarcoola,932,Square Kilometres,2020-12-01T01:30:00Z,,2025-11-30T01:30:00Z,2025-11-21T01:30:00Z,,,"Copper, Gold, Nickel, Palladium, Platinum",,,,,,,,,,133.0847035,-30.7115655
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6328,EL 6328,Active,Copar Resources Pty Ltd,,Narrina area approximately 200km northeast of Port Augusta,568,Square Kilometres,2019-03-25T01:30:00Z,,2030-03-24T01:30:00Z,,,,"Cobalt, Copper, Gold, Lead, Silver, Zinc",,,,,,,,,,139.12631299999998,-30.8136375
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6374,EL 6374,Active,Aus Diamond Mining Group Pty Ltd,Olympio Metals (SA) Pty Ltd,Eurelia area approximately 70km east of Port Augusta,214,Square Kilometres,2018-11-18T01:30:00Z,,2029-11-17T01:30:00Z,,,,"Copper, Diamonds, Gold",,,,,,,,,,138.5096695,-32.50685
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7000,EL 7000,Active,Tigers Dominion Group Pty Ltd,,Witchelina area approximately 45km southwest of Marree,274,Square Kilometres,2024-07-01T02:30:00Z,,2030-06-30T02:30:00Z,,,,"Copper, Magnesite",,,,,,,,,,137.701314,-29.89851
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6126,EL 6126,Active,Ironback Pty Ltd,,Manunda area approximately 110km southwest of Olary,725,Square Kilometres,2017-09-17T02:30:00Z,,2028-09-16T02:30:00Z,,2025-04-22T02:30:00Z,,Iron,,,,,,,,,,139.676328,-33.0235055
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6545,EL 6545,Active,Iluka (Eucla Basin) Pty Ltd,"Iluka (Eucla Basin) Pty Ltd, Iluka Resources Limited",Yellabinna area approximately 85km west of Tarcoola,724,Square Kilometres,2020-12-01T01:30:00Z,,2025-11-30T01:30:00Z,2025-11-21T01:30:00Z,,,"Copper, Gold, Nickel, Palladium, Platinum",,,,,,,,,,133.476366,-30.6895575
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6457,EL 6457,Active,Marmota Limited,,Sandstone area approximately 110km southwest of Coober Pedy,36,Square Kilometres,2019-11-14T01:30:00Z,,2030-11-13T01:30:00Z,,,,Gold,,,,,,,,,,133.876349,-29.648549
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6214,EL 6214,Active,Marmota Limited,,Hilga Crutching Shed area approximately 100km northwest of Tarcoola,107,Square Kilometres,2018-06-24T02:30:00Z,,2029-06-23T02:30:00Z,,,,Gold,,,,,,,,,,133.6680235,-30.106885
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7005,EL 7005,Active,Valrico Resources Pty Ltd,,Sturt Vale area approximately 60km northeast of Morgan,995,Square Kilometres,2024-07-01T02:30:00Z,,2030-06-30T02:30:00Z,,2024-11-14T01:30:00Z,,Uranium(),,,,,,,,,,139.959658,-33.4401705
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6056,EL 6056,Active,Havilah Resources Limited,Heavy Rare Earths Limited,Frome area approximately 130km north of Olary,47,Square Kilometres,2017-07-02T02:30:00Z,,2028-07-01T02:30:00Z,,,,Copper; Gold; Uranium,,,,,,,,,,140.16796449999998,-31.1068255
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6793,EL 6793,Active,Yandan Gold Mines Pty Ltd,"Pernatty Co Pty Ltd, Yandan Gold Mines Pty Ltd",Lake Macfarlane area approximately 150km northwest of Port Augusta,429,Square Kilometres,2022-06-28T02:30:00Z,,2028-06-27T02:30:00Z,,,,"Cobalt, Copper, Gold",,,,,,,,,,136.52634899999998,-31.723533500000002
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6119,EL 6119,Active,Altair Minerals Limited,,Lake Torrens area approximately 75km east of Olympic Dam,177,Square Kilometres,2017-05-28T02:30:00Z,,2028-05-27T02:30:00Z,,,,"Copper, Gold, Iron Ore",,,,,,,,,,137.6513235,-30.6235145
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6378,EL 6378,Active,Leigh Creek Copper Mine Pty Ltd,,Mount Lyndhurst area approximately 60km northeast of Leigh Creek,184,Square Kilometres,2019-07-26T02:30:00Z,,2030-07-25T02:30:00Z,,,,Copper; Gold,,,,,,,,,,138.8429715,-30.181824
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6026,EL 6026,Active,Sinosteel Uranium SA Pty Ltd,,Scott Hill area approximately 85km northwest of Manna Hill,297,Square Kilometres,2016-10-13T01:30:00Z,,2027-10-12T01:30:00Z,,,,"Copper, Gold, Iron, Lead, Silver, Uranium, Zinc",,,,,,,,,,139.2596505,-31.9151715
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6081,EL 6081,Active,Boss Uranium Pty Ltd,FQM Exploration (Australia) Pty Ltd,Boolcoomata area approximately 80km northeast of Olary,303,Square Kilometres,2017-09-26T02:30:00Z,,2028-09-25T02:30:00Z,,,,Uranium,,,,,,,,,,140.592974,-31.831816500000002
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7063,EL 7063,Active,Mac Minerals Pty Ltd,,Lambina area approximately 70km northeast of Mintabie,937,Square Kilometres,2025-04-07T02:30:00Z,,2031-04-06T02:30:00Z,,,,Uranium,,,,,,,,,,133.7679765,-26.815205
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,7095,EL 7095,Active,Orano Mining Australia Pty Ltd,,Strzelecki Area - 155km ENE of Marree,596.4300000000001,Square Kilometres,2025-12-22T01:30:00Z,,2031-12-21T01:30:00Z,,,,Uranium(),,,,,,,,,,139.5346145,-29.081826
mineral_and_or_opal_exploration_licence,EL,Exploration Licence,6575,EL 6575,Active,Endeavour Copper Gold Pty Ltd,,Wilgena area approximately 50km east-southeast of Tarcoola,442,Square Kilometres,2020-05-31T02:30:00Z,,2031-05-30T02:30:00Z,,,,"Copper, Gold, Nickel",,,,,,,,,,134.9513575,-30.898545
