ReportDt,StateCd,RsdsInSrvcDstrctNm,LGANm2020,PrtcpntCnt
31DEC2024,SA,Northern Adelaide,Salisbury (C),5824
31DEC2024,SA,Northern Adelaide,Tea Tree Gully (C),3152
31DEC2024,SA,Other,Other,<11
31DEC2024,SA,Other,Unincorporated SA,46
31DEC2024,SA,Southern Adelaide,Holdfast Bay (C),993
31DEC2024,SA,Southern Adelaide,Marion (C),3192
31DEC2024,SA,Southern Adelaide,Mitcham (C),1789
31DEC2024,SA,Southern Adelaide,Onkaparinga (C),6782
31DEC2024,SA,Western Adelaide,Charles Sturt (C),3565
31DEC2024,SA,Western Adelaide,West Torrens (C),1487
31DEC2024,SA,Yorke and Mid North,Barunga West (DC),56
31DEC2024,SA,Yorke and Mid North,Clare and Gilbert Valleys (DC),212
31DEC2024,SA,Yorke and Mid North,Copper Coast (DC),502
31DEC2024,SA,Yorke and Mid North,Goyder (DC),107
31DEC2024,SA,Yorke and Mid North,Mount Remarkable (DC),51
31DEC2024,SA,Yorke and Mid North,Northern Areas (DC),97
31DEC2024,SA,Yorke and Mid North,Orroroo/Carrieton (DC),20
31DEC2024,SA,Yorke and Mid North,Peterborough (DC),44
31DEC2024,SA,Yorke and Mid North,Port Pirie City and Dists (M),631
31DEC2024,SA,Yorke and Mid North,Wakefield (DC),247
31DEC2024,SA,Yorke and Mid North,Yorke Peninsula (DC),229
31DEC2024,TAS,TAS North,Break O'Day (M),171
31DEC2024,TAS,TAS North,Dorset (M),138
31DEC2024,TAS,TAS North,Flinders (M) (Tas.),14
31DEC2024,TAS,TAS North,George Town (M),239
31DEC2024,TAS,TAS North,Launceston (C),2228
31DEC2024,TAS,TAS North,Meander Valley (M),491
31DEC2024,TAS,TAS North,Northern Midlands (M),350
31DEC2024,TAS,TAS North,West Tamar (M),602
31DEC2024,TAS,TAS North West,Burnie (C),664
31DEC2024,TAS,TAS North West,Central Coast (M) (Tas.),561
31DEC2024,TAS,TAS North West,Circular Head (M),153
31DEC2024,TAS,TAS North West,Devonport (C),888
31DEC2024,TAS,TAS North West,Kentish (M),154
31DEC2024,TAS,TAS North West,King Island (M),16
31DEC2024,TAS,TAS North West,Latrobe (M) (Tas.),265
31DEC2024,TAS,TAS North West,Waratah/Wynyard (M),447
31DEC2024,TAS,TAS North West,West Coast (M),86
31DEC2024,TAS,TAS South East,Brighton (M),726
31DEC2024,TAS,TAS South East,Central Highlands (M) (Tas.),31
31DEC2024,TAS,TAS South East,Clarence (C),1598
31DEC2024,TAS,TAS South East,Derwent Valley (M),361
31DEC2024,TAS,TAS South East,Glamorgan/Spring Bay (M),75
31DEC2024,TAS,TAS South East,Sorell (M),376
31DEC2024,TAS,TAS South East,Southern Midlands (M),147
31DEC2024,TAS,TAS South East,Tasman (M),45
31DEC2024,TAS,TAS South West,Glenorchy (C),1749
31DEC2024,TAS,TAS South West,Hobart (C),947
31DEC2024,TAS,TAS South West,Huon Valley (M),420
31DEC2024,TAS,TAS South West,Kingborough (M),851
31DEC2024,VIC,Barwon,Colac-Otway (S),761
31DEC2024,VIC,Barwon,Greater Geelong (C),10888
31DEC2024,VIC,Barwon,Queenscliffe (B),45
31DEC2024,VIC,Barwon,Surf Coast (S),735
31DEC2024,VIC,Bayside Peninsula,Bayside (C),1736
31DEC2024,VIC,Bayside Peninsula,Frankston (C),5370
31DEC2024,VIC,Bayside Peninsula,Glen Eira (C),3140
31DEC2024,VIC,Bayside Peninsula,Kingston (C) (Vic.),3903
31DEC2024,VIC,Bayside Peninsula,Mornington Peninsula (S),5030
31DEC2024,VIC,Bayside Peninsula,Port Phillip (C),1940
31DEC2024,VIC,Bayside Peninsula,Stonnington (C),1378
31DEC2024,VIC,Brimbank Melton,Brimbank (C),5619
31DEC2024,VIC,Brimbank Melton,Melton (C),7169
31DEC2024,VIC,Central Highlands,Ararat (RC),412
31DEC2024,VIC,Central Highlands,Ballarat (C),4339
31DEC2024,VIC,Central Highlands,Golden Plains (S),843
31DEC2024,VIC,Central Highlands,Hepburn (S),390
31DEC2024,VIC,Central Highlands,Moorabool (S),1244
31DEC2024,VIC,Central Highlands,Pyrenees (S),175
31DEC2024,VIC,Goulburn,Greater Shepparton (C),2474
31DEC2024,VIC,Goulburn,Mitchell (S),1742
31DEC2024,VIC,Goulburn,Moira (S),893
31DEC2024,VIC,Goulburn,Murrindindi (S),332
31DEC2024,VIC,Goulburn,Strathbogie (S),237
31DEC2024,VIC,Hume Moreland,Hume (C),8804
31DEC2024,VIC,Hume Moreland,Moreland (C),4414
31DEC2024,VIC,Inner East Melbourne,Boroondara (C),2755
31DEC2024,VIC,Inner East Melbourne,Manningham (C),2348
31DEC2024,VIC,Inner East Melbourne,Monash (C),3440
31DEC2024,VIC,Inner East Melbourne,Whitehorse (C),3895
31DEC2024,VIC,Inner Gippsland,Bass Coast (S),1109
31DEC2024,VIC,Inner Gippsland,Baw Baw (S),1875
31DEC2024,VIC,Inner Gippsland,Latrobe (C) (Vic.),3221
31DEC2024,VIC,Inner Gippsland,South Gippsland (S),796
31DEC2024,VIC,Loddon,Campaspe (S),1253
31DEC2024,VIC,Loddon,Central Goldfields (S),524
31DEC2024,VIC,Loddon,Greater Bendigo (C),5523
31DEC2024,VIC,Loddon,Loddon (S),185
31DEC2024,VIC,Loddon,Macedon Ranges (S),1583
31DEC2024,VIC,Loddon,Mount Alexander (S),649
31DEC2024,VIC,Mallee,Buloke (S),147
31DEC2024,VIC,Mallee,Gannawarra (S),253
31DEC2024,VIC,Mallee,Mildura (RC),2158
31DEC2024,VIC,Mallee,Swan Hill (RC),670
31DEC2024,VIC,North East Melbourne,Banyule (C),3593
31DEC2024,VIC,North East Melbourne,Darebin (C),4115
31DEC2024,VIC,North East Melbourne,Nillumbik (S),1602
31DEC2024,VIC,North East Melbourne,Whittlesea (C),6695
31DEC2024,VIC,North East Melbourne,Yarra (C),1660
31DEC2024,VIC,Other,Other,11
31DEC2024,VIC,Other,Unincorporated Vic,<11
31DEC2024,VIC,Outer East Melbourne,Knox (C),4295
31DEC2024,VIC,Outer East Melbourne,Maroondah (C),3880
31DEC2024,VIC,Outer East Melbourne,Yarra Ranges (S),4804
31DEC2024,VIC,Outer Gippsland,East Gippsland (S),1559
31DEC2024,VIC,Outer Gippsland,Wellington (S),1418
31DEC2024,VIC,Ovens Murray,Alpine (S),243
31DEC2024,VIC,Ovens Murray,Benalla (RC),483
31DEC2024,VIC,Ovens Murray,Indigo (S),476
31DEC2024,VIC,Ovens Murray,Mansfield (S),195
31DEC2024,VIC,Ovens Murray,Towong (S),163
31DEC2024,VIC,Ovens Murray,Wangaratta (RC),1044
31DEC2024,VIC,Ovens Murray,Wodonga (C),1974
31DEC2024,VIC,Southern Melbourne,Cardinia (S),3678
31DEC2024,VIC,Southern Melbourne,Casey (C),10365
31DEC2024,VIC,Southern Melbourne,Greater Dandenong (C),3971
31DEC2024,VIC,Western District,Corangamite (S),484
31DEC2024,VIC,Western District,Glenelg (S),592
31DEC2024,VIC,Western District,Hindmarsh (S),131
31DEC2024,VIC,Western District,Horsham (RC),702
31DEC2024,VIC,Western District,Moyne (S),413
31DEC2024,VIC,Western District,Northern Grampians (S),345
31DEC2024,VIC,Western District,Southern Grampians (S),495
31DEC2024,VIC,Western District,Warrnambool (C),1405
31DEC2024,VIC,Western District,West Wimmera (S),70
31DEC2024,VIC,Western District,Yarriambiack (S),210
31DEC2024,VIC,Western Melbourne,Hobsons Bay (C),2516
31DEC2024,VIC,Western Melbourne,Maribyrnong (C),2295
31DEC2024,VIC,Western Melbourne,Melbourne (C),1694
31DEC2024,VIC,Western Melbourne,Moonee Valley (C),2829
31DEC2024,VIC,Western Melbourne,Wyndham (C),9181
31DEC2024,WA,Barkly,Barkly (R),<11
31DEC2024,WA,Central North Metro,Cambridge (T),416
31DEC2024,WA,Central North Metro,Claremont (T),189
31DEC2024,WA,Central North Metro,Cottesloe (T),69
31DEC2024,WA,Central North Metro,Mosman Park (T),136
31DEC2024,WA,Central North Metro,Nedlands (C),403
31DEC2024,WA,Central North Metro,Peppermint Grove (S),11
31DEC2024,WA,Central North Metro,Perth (C),349
31DEC2024,WA,Central North Metro,Stirling (C),4316
31DEC2024,WA,Central North Metro,Subiaco (C),270
31DEC2024,WA,Central North Metro,Vincent (C),613
31DEC2024,WA,Central South Metro,Cockburn (C),2815
31DEC2024,WA,Central South Metro,East Fremantle (T),97
31DEC2024,WA,Central South Metro,Fremantle (C),673
31DEC2024,WA,Central South Metro,Kwinana (C),1469
31DEC2024,WA,Central South Metro,Melville (C),1835
31DEC2024,WA,Central South Metro,South Perth (C),685
31DEC2024,WA,Goldfields-Esperance,Coolgardie (S),65
31DEC2024,WA,Goldfields-Esperance,Dundas (S),14
31DEC2024,WA,Goldfields-Esperance,Esperance (S),314
31DEC2024,WA,Goldfields-Esperance,Kalgoorlie/Boulder (C),549
31DEC2024,WA,Goldfields-Esperance,Laverton (S),<11
31DEC2024,WA,Goldfields-Esperance,Leonora (S),11
31DEC2024,WA,Goldfields-Esperance,Menzies (S),<11
31DEC2024,WA,Goldfields-Esperance,Ngaanyatjarraku (S),41
31DEC2024,WA,Goldfields-Esperance,Ravensthorpe (S),27
31DEC2024,WA,Great Southern,Albany (C),1012
31DEC2024,WA,Great Southern,Broomehill-Tambellup (S),27
31DEC2024,WA,Great Southern,Cranbrook (S),25
31DEC2024,WA,Great Southern,Denmark (S),109
31DEC2024,WA,Great Southern,Gnowangerup (S),19
31DEC2024,WA,Great Southern,Jerramungup (S),13
31DEC2024,WA,Great Southern,Katanning (S),65
31DEC2024,WA,Great Southern,Kent (S),<11
31DEC2024,WA,Great Southern,Kojonup (S),24
31DEC2024,WA,Great Southern,Plantagenet (S),102
31DEC2024,WA,Great Southern,Woodanilling (S),<11
31DEC2024,WA,Kimberley-Pilbara,Ashburton (S),88
31DEC2024,WA,Kimberley-Pilbara,Broome (S),479
31DEC2024,WA,Kimberley-Pilbara,Derby-West Kimberley (S),221
31DEC2024,WA,Kimberley-Pilbara,East Pilbara (S),104
31DEC2024,WA,Kimberley-Pilbara,Halls Creek (S),98
31DEC2024,WA,Kimberley-Pilbara,Karratha (C),449
31DEC2024,WA,Kimberley-Pilbara,Port Hedland (T),275
31DEC2024,WA,Kimberley-Pilbara,Wyndham-East Kimberley (S),171
31DEC2024,WA,Midwest-Gascoyne,Carnamah (S),13
31DEC2024,WA,Midwest-Gascoyne,Carnarvon (S),83
31DEC2024,WA,Midwest-Gascoyne,Chapman Valley (S),34
31DEC2024,WA,Midwest-Gascoyne,Coorow (S),12
31DEC2024,WA,Midwest-Gascoyne,Cue (S),<11
31DEC2024,WA,Midwest-Gascoyne,Exmouth (S),31
31DEC2024,WA,Midwest-Gascoyne,Greater Geraldton (C),1159
31DEC2024,WA,Midwest-Gascoyne,Irwin (S),63
31DEC2024,WA,Midwest-Gascoyne,Meekatharra (S),<11
31DEC2024,WA,Midwest-Gascoyne,Mingenew (S),<11
31DEC2024,WA,Midwest-Gascoyne,Morawa (S),14
31DEC2024,WA,Midwest-Gascoyne,Mount Magnet (S),20
31DEC2024,WA,Midwest-Gascoyne,Murchison (S),<11
31DEC2024,WA,Midwest-Gascoyne,Northampton (S),63
31DEC2024,WA,Midwest-Gascoyne,Perenjori (S),<11
31DEC2024,WA,Midwest-Gascoyne,Shark Bay (S),<11
31DEC2024,WA,Midwest-Gascoyne,Three Springs (S),<11
31DEC2024,WA,Midwest-Gascoyne,Wiluna (S),11
31DEC2024,WA,Midwest-Gascoyne,Yalgoo (S),<11
31DEC2024,WA,North East Metro,Bassendean (T),524
31DEC2024,WA,North East Metro,Bayswater (C),1423
31DEC2024,WA,North East Metro,Kalamunda (C),1375
31DEC2024,WA,North East Metro,Mundaring (S),966
31DEC2024,WA,North East Metro,Swan (C),4652
31DEC2024,WA,North Metro,Joondalup (C),3098
31DEC2024,WA,North Metro,Wanneroo (C),5252
31DEC2024,WA,Other,Anangu Pitjantjatjara (AC),22
31DEC2024,WA,Other,Central Desert (R),<11
31DEC2024,WA,Other,MacDonnell (R),24
31DEC2024,WA,Other,Other,<11
31DEC2024,WA,Other,Unincorp. Other Territories,<11
31DEC2024,WA,Other,Unincorporated NT,<11
31DEC2024,WA,South East Metro,Belmont (C),877
31DEC2024,WA,South East Metro,Canning (C),1990
31DEC2024,WA,South East Metro,Gosnells (C),3252
31DEC2024,WA,South East Metro,Victoria Park (T),746
31DEC2024,WA,South Metro,Armadale (C),2628
31DEC2024,WA,South Metro,Mandurah (C),2308
31DEC2024,WA,South Metro,Murray (S),462
31DEC2024,WA,South Metro,Rockingham (C),3757
31DEC2024,WA,South Metro,Serpentine-Jarrahdale (S),765
31DEC2024,WA,South West,Augusta-Margaret River (S),373
31DEC2024,WA,South West,Boyup Brook (S),33
31DEC2024,WA,South West,Bridgetown-Greenbushes (S),173
31DEC2024,WA,South West,Bunbury (C),1049
31DEC2024,WA,South West,Busselton (C),1011
31DEC2024,WA,South West,Capel (S),470
31DEC2024,WA,South West,Collie (S),244
31DEC2024,WA,South West,Dardanup (S),341
31DEC2024,WA,South West,Donnybrook-Balingup (S),160
31DEC2024,WA,South West,Harvey (S),635
31DEC2024,WA,South West,Manjimup (S),240
31DEC2024,WA,South West,Nannup (S),21
31DEC2024,WA,South West,Waroona (S),68
31DEC2024,WA,Wheat Belt,Beverley (S),31
31DEC2024,WA,Wheat Belt,Boddington (S),27
31DEC2024,WA,Wheat Belt,Brookton (S),22
31DEC2024,WA,Wheat Belt,Bruce Rock (S),17
31DEC2024,WA,Wheat Belt,Chittering (S),131
31DEC2024,WA,Wheat Belt,Corrigin (S),12
31DEC2024,WA,Wheat Belt,Cuballing (S),19
31DEC2024,WA,Wheat Belt,Cunderdin (S),27
31DEC2024,WA,Wheat Belt,Dalwallinu (S),15
31DEC2024,WA,Wheat Belt,Dandaragan (S),43
31DEC2024,WA,Wheat Belt,Dowerin (S),13
31DEC2024,WA,Wheat Belt,Dumbleyung (S),<11
31DEC2024,WA,Wheat Belt,Gingin (S),103
31DEC2024,WA,Wheat Belt,Goomalling (S),16
31DEC2024,WA,Wheat Belt,Kellerberrin (S),20
31DEC2024,WA,Wheat Belt,Kondinin (S),12
31DEC2024,WA,Wheat Belt,Koorda (S),<11
31DEC2024,WA,Wheat Belt,Kulin (S),<11
31DEC2024,WA,Wheat Belt,Lake Grace (S),16
31DEC2024,WA,Wheat Belt,Merredin (S),59
31DEC2024,WA,Wheat Belt,Moora (S),44
31DEC2024,WA,Wheat Belt,Mount Marshall (S),<11
31DEC2024,WA,Wheat Belt,Mukinbudin (S),<11
31DEC2024,WA,Wheat Belt,Narembeen (S),<11
31DEC2024,WA,Wheat Belt,Narrogin (S),101
31DEC2024,WA,Wheat Belt,Northam (S),318
31DEC2024,WA,Wheat Belt,Nungarin (S),<11
31DEC2024,WA,Wheat Belt,Pingelly (S),35
31DEC2024,WA,Wheat Belt,Quairading (S),16
31DEC2024,WA,Wheat Belt,Tammin (S),<11
31DEC2024,WA,Wheat Belt,Toodyay (S),85
31DEC2024,WA,Wheat Belt,Trayning (S),<11
31DEC2024,WA,Wheat Belt,Victoria Plains (S),11
31DEC2024,WA,Wheat Belt,Wagin (S),18
31DEC2024,WA,Wheat Belt,Wandering (S),<11
31DEC2024,WA,Wheat Belt,West Arthur (S),<11
31DEC2024,WA,Wheat Belt,Westonia (S),<11
31DEC2024,WA,Wheat Belt,Wickepin (S),14
31DEC2024,WA,Wheat Belt,Williams (S),12
31DEC2024,WA,Wheat Belt,Wongan-Ballidu (S),21
31DEC2024,WA,Wheat Belt,Wyalkatchem (S),<11
31DEC2024,WA,Wheat Belt,Yilgarn (S),18
31DEC2024,WA,Wheat Belt,York (S),79
30SEP2024,ACT,ACT,Unincorporated ACT,11140
30SEP2024,ACT,Other,Other,<11
30SEP2024,MIS,Other,Other,21
30SEP2024,NSW,ACT,Unincorporated ACT,<11
30SEP2024,NSW,Central Coast,Central Coast (C) (NSW),11476
30SEP2024,NSW,Far West,Balranald (A),65
30SEP2024,NSW,Far West,Broken Hill (C),654
30SEP2024,NSW,Far West,Central Darling (A),35
30SEP2024,NSW,Far West,Wentworth (A),199
30SEP2024,NSW,Hunter New England,Armidale Regional (A),816
30SEP2024,NSW,Hunter New England,Cessnock (C),2645
30SEP2024,NSW,Hunter New England,Dungog (A),288
30SEP2024,NSW,Hunter New England,Glen Innes Severn (A),222
30SEP2024,NSW,Hunter New England,Gunnedah (A),359
30SEP2024,NSW,Hunter New England,Gwydir (A),88
30SEP2024,NSW,Hunter New England,Inverell (A),555
30SEP2024,NSW,Hunter New England,Lake Macquarie (C),7858
30SEP2024,NSW,Hunter New England,Liverpool Plains (A),198
30SEP2024,NSW,Hunter New England,Maitland (C),4383
30SEP2024,NSW,Hunter New England,Mid-Coast (A),2985
30SEP2024,NSW,Hunter New England,Moree Plains (A),295
30SEP2024,NSW,Hunter New England,Muswellbrook (A),602
30SEP2024,NSW,Hunter New England,Narrabri (A),302
30SEP2024,NSW,Hunter New England,Newcastle (C),5901
30SEP2024,NSW,Hunter New England,Port Stephens (A),2582
30SEP2024,NSW,Hunter New England,Singleton (A),776
30SEP2024,NSW,Hunter New England,Tamworth Regional (A),2115
30SEP2024,NSW,Hunter New England,Tenterfield (A),134
30SEP2024,NSW,Hunter New England,Upper Hunter Shire (A),315
30SEP2024,NSW,Hunter New England,Uralla (A),164
30SEP2024,NSW,Hunter New England,Walcha (A),39
30SEP2024,NSW,Illawarra Shoalhaven,Kiama (A),362
30SEP2024,NSW,Illawarra Shoalhaven,Shellharbour (C),2352
30SEP2024,NSW,Illawarra Shoalhaven,Shoalhaven (C),3179
30SEP2024,NSW,Illawarra Shoalhaven,Wollongong (C),5774
30SEP2024,NSW,Mid North Coast,Bellingen (A),376
30SEP2024,NSW,Mid North Coast,Coffs Harbour (C),2472
30SEP2024,NSW,Mid North Coast,Kempsey (A),1434
30SEP2024,NSW,Mid North Coast,Nambucca Valley (A),729
30SEP2024,NSW,Mid North Coast,Port Macquarie-Hastings (A),3417
30SEP2024,NSW,Murrumbidgee,Albury (C),2225
30SEP2024,NSW,Murrumbidgee,Berrigan (A),208
30SEP2024,NSW,Murrumbidgee,Bland (A),94
30SEP2024,NSW,Murrumbidgee,Carrathool (A),45
30SEP2024,NSW,Murrumbidgee,Coolamon (A),115
30SEP2024,NSW,Murrumbidgee,Cootamundra-Gundagai Regional (A),309
30SEP2024,NSW,Murrumbidgee,Edward River (A),268
30SEP2024,NSW,Murrumbidgee,Federation (A),350
30SEP2024,NSW,Murrumbidgee,Greater Hume Shire (A),358
30SEP2024,NSW,Murrumbidgee,Griffith (C),555
30SEP2024,NSW,Murrumbidgee,Hay (A),68
30SEP2024,NSW,Murrumbidgee,Hilltops (A),563
30SEP2024,NSW,Murrumbidgee,Junee (A),193
30SEP2024,NSW,Murrumbidgee,Leeton (A),292
30SEP2024,NSW,Murrumbidgee,Lockhart (A),99
30SEP2024,NSW,Murrumbidgee,Murray River (A),239
30SEP2024,NSW,Murrumbidgee,Murrumbidgee (A),67
30SEP2024,NSW,Murrumbidgee,Narrandera (A),188
30SEP2024,NSW,Murrumbidgee,Snowy Valleys (A),367
30SEP2024,NSW,Murrumbidgee,Temora (A),148
30SEP2024,NSW,Murrumbidgee,Wagga Wagga (C),2189
30SEP2024,NSW,Nepean Blue Mountains,Blue Mountains (C),2411
30SEP2024,NSW,Nepean Blue Mountains,Hawkesbury (C),1694
30SEP2024,NSW,Nepean Blue Mountains,Lithgow (C),651
30SEP2024,NSW,Nepean Blue Mountains,Penrith (C),7163
30SEP2024,NSW,North Sydney,Hornsby (A),2789
30SEP2024,NSW,North Sydney,Hunters Hill (A),191
30SEP2024,NSW,North Sydney,Ku-ring-gai (A),1724
30SEP2024,NSW,North Sydney,Lane Cove (A),537
30SEP2024,NSW,North Sydney,Mosman (A),246
30SEP2024,NSW,North Sydney,North Sydney (A),671
30SEP2024,NSW,North Sydney,Northern Beaches (A),3980
30SEP2024,NSW,North Sydney,Ryde (C),2421
30SEP2024,NSW,North Sydney,Willoughby (C),984
30SEP2024,NSW,Northern NSW,Ballina (A),1480
30SEP2024,NSW,Northern NSW,Byron (A),719
30SEP2024,NSW,Northern NSW,Clarence Valley (A),1741
30SEP2024,NSW,Northern NSW,Kyogle (A),269
30SEP2024,NSW,Northern NSW,Lismore (C),1819
30SEP2024,NSW,Northern NSW,Richmond Valley (A),896
30SEP2024,NSW,Northern NSW,Tweed (A),2803
30SEP2024,NSW,Other,Other,<11
30SEP2024,NSW,Other,Unincorp. Other Territories,11
30SEP2024,NSW,Other,Unincorporated NSW,14
30SEP2024,NSW,South Eastern Sydney,Bayside (A),2973
30SEP2024,NSW,South Eastern Sydney,Georges River (A),2589
30SEP2024,NSW,South Eastern Sydney,Randwick (C),2394
30SEP2024,NSW,South Eastern Sydney,Sutherland Shire (A),4532
30SEP2024,NSW,South Eastern Sydney,Waverley (A),769
30SEP2024,NSW,South Eastern Sydney,Woollahra (A),479
30SEP2024,NSW,South Western Sydney,Camden (A),3553
30SEP2024,NSW,South Western Sydney,Campbelltown (C) (NSW),6162
30SEP2024,NSW,South Western Sydney,Canterbury-Bankstown (A),8381
30SEP2024,NSW,South Western Sydney,Fairfield (C),4726
30SEP2024,NSW,South Western Sydney,Liverpool (C),6155
30SEP2024,NSW,South Western Sydney,Wingecarribee (A),1126
30SEP2024,NSW,South Western Sydney,Wollondilly (A),1495
30SEP2024,NSW,Southern NSW,Bega Valley (A),939
30SEP2024,NSW,Southern NSW,Eurobodalla (A),1062
30SEP2024,NSW,Southern NSW,Goulburn Mulwaree (A),1134
30SEP2024,NSW,Southern NSW,Queanbeyan-Palerang Regional (A),1415
30SEP2024,NSW,Southern NSW,Snowy Monaro Regional (A),394
30SEP2024,NSW,Southern NSW,Upper Lachlan Shire (A),182
30SEP2024,NSW,Southern NSW,Yass Valley (A),412
30SEP2024,NSW,Sydney,Burwood (A),564
30SEP2024,NSW,Sydney,Canada Bay (A),1212
30SEP2024,NSW,Sydney,Inner West (A),3056
30SEP2024,NSW,Sydney,Strathfield (A),613
30SEP2024,NSW,Sydney,Sydney (C),2384
30SEP2024,NSW,Western NSW,Bathurst Regional (A),1362
30SEP2024,NSW,Western NSW,Blayney (A),165
30SEP2024,NSW,Western NSW,Bogan (A),83
30SEP2024,NSW,Western NSW,Bourke (A),91
30SEP2024,NSW,Western NSW,Brewarrina (A),28
30SEP2024,NSW,Western NSW,Cabonne (A),267
30SEP2024,NSW,Western NSW,Cobar (A),91
30SEP2024,NSW,Western NSW,Coonamble (A),168
30SEP2024,NSW,Western NSW,Cowra (A),380
30SEP2024,NSW,Western NSW,Dubbo Regional (A),1693
30SEP2024,NSW,Western NSW,Forbes (A),255
30SEP2024,NSW,Western NSW,Gilgandra (A),130
30SEP2024,NSW,Western NSW,Lachlan (A),146
30SEP2024,NSW,Western NSW,Mid-Western Regional (A),677
30SEP2024,NSW,Western NSW,Narromine (A),192
30SEP2024,NSW,Western NSW,Oberon (A),104
30SEP2024,NSW,Western NSW,Orange (C),1612
30SEP2024,NSW,Western NSW,Parkes (A),369
30SEP2024,NSW,Western NSW,Walgett (A),140
30SEP2024,NSW,Western NSW,Warren (A),57
30SEP2024,NSW,Western NSW,Warrumbungle Shire (A),248
30SEP2024,NSW,Western NSW,Weddin (A),78
30SEP2024,NSW,Western Sydney,Blacktown (C),11163
30SEP2024,NSW,Western Sydney,Cumberland (A),5434
30SEP2024,NSW,Western Sydney,Parramatta (C),4689
30SEP2024,NSW,Western Sydney,The Hills Shire (A),3521
30SEP2024,NT,Barkly,Barkly (R),148
30SEP2024,NT,Central Australia,Alice Springs (T),845
30SEP2024,NT,Central Australia,Central Desert (R),76
30SEP2024,NT,Central Australia,MacDonnell (R),121
30SEP2024,NT,Darwin Remote,Roper Gulf (R),151
30SEP2024,NT,Darwin Remote,Tiwi Islands (R),104
30SEP2024,NT,Darwin Remote,Victoria Daly (R),57
30SEP2024,NT,Darwin Remote,West Arnhem (R),158
30SEP2024,NT,Darwin Remote,West Daly (R),69
30SEP2024,NT,Darwin Urban,Belyuen (S),<11
30SEP2024,NT,Darwin Urban,Coomalie (S),22
30SEP2024,NT,Darwin Urban,Darwin (C),1845
30SEP2024,NT,Darwin Urban,Litchfield (M),445
30SEP2024,NT,Darwin Urban,Palmerston (C),1249
30SEP2024,NT,Darwin Urban,Wagait (S),<11
30SEP2024,NT,East Arnhem,East Arnhem (R),247
30SEP2024,NT,Katherine,Katherine (T),373
30SEP2024,NT,Other,Anangu Pitjantjatjara (AC),49
30SEP2024,NT,Other,East Pilbara (S),<11
30SEP2024,NT,Other,Ngaanyatjarraku (S),14
30SEP2024,NT,Other,Other,<11
30SEP2024,NT,Other,Unincorporated NT,187
30SEP2024,NT,Townsville,Boulia (S),<11
30SEP2024,NT,Townsville,Cloncurry (S),<11
30SEP2024,OT,Other,Unincorp. Other Territories,69
30SEP2024,QLD,Beenleigh,Logan (C),12220
30SEP2024,QLD,Beenleigh,Redland (C),4855
30SEP2024,QLD,Brisbane,Brisbane (C),27001
30SEP2024,QLD,Bundaberg,Bundaberg (R),3889
30SEP2024,QLD,Caboolture/Strathpine,Moreton Bay (R),16546
30SEP2024,QLD,Cairns,Aurukun (S),69
30SEP2024,QLD,Cairns,Cairns (R),4529
30SEP2024,QLD,Cairns,Cassowary Coast (R),674
30SEP2024,QLD,Cairns,Cook (S),64
30SEP2024,QLD,Cairns,Croydon (S),<11
30SEP2024,QLD,Cairns,Douglas (S),233
30SEP2024,QLD,Cairns,Etheridge (S),<11
30SEP2024,QLD,Cairns,Hope Vale (S),26
30SEP2024,QLD,Cairns,Kowanyama (S),26
30SEP2024,QLD,Cairns,Lockhart River (S),14
30SEP2024,QLD,Cairns,Mapoon (S),13
30SEP2024,QLD,Cairns,Mareeba (S),524
30SEP2024,QLD,Cairns,Napranum (S),23
30SEP2024,QLD,Cairns,Northern Peninsula Area (R),62
30SEP2024,QLD,Cairns,Pormpuraaw (S),27
30SEP2024,QLD,Cairns,Tablelands (R),687
30SEP2024,QLD,Cairns,Torres (S),63
30SEP2024,QLD,Cairns,Torres Strait Island (R),57
30SEP2024,QLD,Cairns,Weipa (T),65
30SEP2024,QLD,Cairns,Wujal Wujal (S),<11
30SEP2024,QLD,Cairns,Yarrabah (S),78
