category_code,category,postcode,period,period_type,metric_text,value
SGU-Solar,Small Generation Unit - Solar Panel,1490,all-time,grand_total,Rated Power Output In kW,9.3
SGU-Solar,Small Generation Unit - Solar Panel,1495,all-time,grand_total,Rated Power Output In kW,27.22
SGU-Solar,Small Generation Unit - Solar Panel,1560,all-time,grand_total,Rated Power Output In kW,5.025
SGU-Solar,Small Generation Unit - Solar Panel,1570,all-time,grand_total,Rated Power Output In kW,24.479999999999997
SGU-Solar,Small Generation Unit - Solar Panel,1595,all-time,grand_total,Rated Power Output In kW,35.26
SGU-Solar,Small Generation Unit - Solar Panel,1630,all-time,grand_total,Rated Power Output In kW,33.785
SGU-Solar,Small Generation Unit - Solar Panel,1640,all-time,grand_total,Rated Power Output In kW,114.675
SGU-Solar,Small Generation Unit - Solar Panel,1655,all-time,grand_total,Rated Power Output In kW,29.88
SGU-Solar,Small Generation Unit - Solar Panel,1658,all-time,grand_total,Rated Power Output In kW,5.04
SGU-Solar,Small Generation Unit - Solar Panel,1660,all-time,grand_total,Rated Power Output In kW,31.905
SGU-Solar,Small Generation Unit - Solar Panel,1670,all-time,grand_total,Rated Power Output In kW,21.040000000000003
SGU-Solar,Small Generation Unit - Solar Panel,1675,all-time,grand_total,Rated Power Output In kW,5.59
SGU-Solar,Small Generation Unit - Solar Panel,1680,all-time,grand_total,Rated Power Output In kW,20.169999999999998
SGU-Solar,Small Generation Unit - Solar Panel,1685,all-time,grand_total,Rated Power Output In kW,35.965
SGU-Solar,Small Generation Unit - Solar Panel,1710,all-time,grand_total,Rated Power Output In kW,24.6
SGU-Solar,Small Generation Unit - Solar Panel,1715,all-time,grand_total,Rated Power Output In kW,3.01
SGU-Solar,Small Generation Unit - Solar Panel,1730,all-time,grand_total,Rated Power Output In kW,43.49
SGU-Solar,Small Generation Unit - Solar Panel,1741,all-time,grand_total,Rated Power Output In kW,10
SGU-Solar,Small Generation Unit - Solar Panel,1750,all-time,grand_total,Rated Power Output In kW,10.56
SGU-Solar,Small Generation Unit - Solar Panel,1755,all-time,grand_total,Rated Power Output In kW,29.005
SGU-Solar,Small Generation Unit - Solar Panel,1765,all-time,grand_total,Rated Power Output In kW,62.75999999999999
SGU-Solar,Small Generation Unit - Solar Panel,1790,all-time,grand_total,Rated Power Output In kW,128.22
SGU-Solar,Small Generation Unit - Solar Panel,1800,all-time,grand_total,Rated Power Output In kW,14.760000000000002
SGU-Solar,Small Generation Unit - Solar Panel,1805,all-time,grand_total,Rated Power Output In kW,14.72
SGU-Solar,Small Generation Unit - Solar Panel,1825,all-time,grand_total,Rated Power Output In kW,6.6
SGU-Solar,Small Generation Unit - Solar Panel,1830,all-time,grand_total,Rated Power Output In kW,6.08
SGU-Solar,Small Generation Unit - Solar Panel,1835,all-time,grand_total,Rated Power Output In kW,9.025
SGU-Solar,Small Generation Unit - Solar Panel,1848,all-time,grand_total,Rated Power Output In kW,1.04
SGU-Solar,Small Generation Unit - Solar Panel,1860,all-time,grand_total,Rated Power Output In kW,25.419999999999998
SGU-Solar,Small Generation Unit - Solar Panel,1871,all-time,grand_total,Rated Power Output In kW,8.17
SGU-Solar,Small Generation Unit - Solar Panel,1875,all-time,grand_total,Rated Power Output In kW,1.61
SGU-Solar,Small Generation Unit - Solar Panel,1885,all-time,grand_total,Rated Power Output In kW,13.290000000000001
SGU-Solar,Small Generation Unit - Solar Panel,1890,all-time,grand_total,Rated Power Output In kW,22.189999999999998
SGU-Solar,Small Generation Unit - Solar Panel,2000,all-time,grand_total,Rated Power Output In kW,2437.531
SGU-Solar,Small Generation Unit - Solar Panel,2007,all-time,grand_total,Rated Power Output In kW,699.1899999999999
SGU-Solar,Small Generation Unit - Solar Panel,2008,all-time,grand_total,Rated Power Output In kW,1283.739
SGU-Solar,Small Generation Unit - Solar Panel,2009,all-time,grand_total,Rated Power Output In kW,838.5800000000002
SGU-Solar,Small Generation Unit - Solar Panel,2010,all-time,grand_total,Rated Power Output In kW,2707.679
SGU-Solar,Small Generation Unit - Solar Panel,2011,all-time,grand_total,Rated Power Output In kW,1223.419
SGU-Solar,Small Generation Unit - Solar Panel,2015,all-time,grand_total,Rated Power Output In kW,9617.177000000001
SGU-Solar,Small Generation Unit - Solar Panel,2016,all-time,grand_total,Rated Power Output In kW,1890.9640000000006
SGU-Solar,Small Generation Unit - Solar Panel,2017,all-time,grand_total,Rated Power Output In kW,2362.465
SGU-Solar,Small Generation Unit - Solar Panel,2018,all-time,grand_total,Rated Power Output In kW,5541.542
SGU-Solar,Small Generation Unit - Solar Panel,2019,all-time,grand_total,Rated Power Output In kW,9651.189999999995
SGU-Solar,Small Generation Unit - Solar Panel,2020,all-time,grand_total,Rated Power Output In kW,6362.567
SGU-Solar,Small Generation Unit - Solar Panel,2021,all-time,grand_total,Rated Power Output In kW,3241.7560000000003
SGU-Solar,Small Generation Unit - Solar Panel,2022,all-time,grand_total,Rated Power Output In kW,3437.084
SGU-Solar,Small Generation Unit - Solar Panel,2023,all-time,grand_total,Rated Power Output In kW,4851.98
SGU-Solar,Small Generation Unit - Solar Panel,2024,all-time,grand_total,Rated Power Output In kW,5736.082999999999
SGU-Solar,Small Generation Unit - Solar Panel,2025,all-time,grand_total,Rated Power Output In kW,1873.8500000000008
SGU-Solar,Small Generation Unit - Solar Panel,2026,all-time,grand_total,Rated Power Output In kW,7961.875000000001
SGU-Solar,Small Generation Unit - Solar Panel,2027,all-time,grand_total,Rated Power Output In kW,1330.2389999999994
SGU-Solar,Small Generation Unit - Solar Panel,2028,all-time,grand_total,Rated Power Output In kW,1196.9750000000006
SGU-Solar,Small Generation Unit - Solar Panel,2029,all-time,grand_total,Rated Power Output In kW,3238.364
SGU-Solar,Small Generation Unit - Solar Panel,2030,all-time,grand_total,Rated Power Output In kW,8579.342
SGU-Solar,Small Generation Unit - Solar Panel,2031,all-time,grand_total,Rated Power Output In kW,10206.311999999998
SGU-Solar,Small Generation Unit - Solar Panel,2032,all-time,grand_total,Rated Power Output In kW,5693.78
SGU-Solar,Small Generation Unit - Solar Panel,2033,all-time,grand_total,Rated Power Output In kW,3336.6020000000003
SGU-Solar,Small Generation Unit - Solar Panel,2034,all-time,grand_total,Rated Power Output In kW,6583.446
SGU-Solar,Small Generation Unit - Solar Panel,2035,all-time,grand_total,Rated Power Output In kW,16275.816000000006
SGU-Solar,Small Generation Unit - Solar Panel,2036,all-time,grand_total,Rated Power Output In kW,19645.73
SGU-Solar,Small Generation Unit - Solar Panel,2037,all-time,grand_total,Rated Power Output In kW,3587.5199999999995
SGU-Solar,Small Generation Unit - Solar Panel,2038,all-time,grand_total,Rated Power Output In kW,3425.649
SGU-Solar,Small Generation Unit - Solar Panel,2039,all-time,grand_total,Rated Power Output In kW,2762.6959999999995
SGU-Solar,Small Generation Unit - Solar Panel,2040,all-time,grand_total,Rated Power Output In kW,10862.195
SGU-Solar,Small Generation Unit - Solar Panel,2041,all-time,grand_total,Rated Power Output In kW,5190.847999999999
SGU-Solar,Small Generation Unit - Solar Panel,2042,all-time,grand_total,Rated Power Output In kW,5209.750000000001
SGU-Solar,Small Generation Unit - Solar Panel,2043,all-time,grand_total,Rated Power Output In kW,1641.2989999999993
SGU-Solar,Small Generation Unit - Solar Panel,2044,all-time,grand_total,Rated Power Output In kW,5674.799
SGU-Solar,Small Generation Unit - Solar Panel,2045,all-time,grand_total,Rated Power Output In kW,5416.120999999999
SGU-Solar,Small Generation Unit - Solar Panel,2046,all-time,grand_total,Rated Power Output In kW,13565.130000000003
SGU-Solar,Small Generation Unit - Solar Panel,2047,all-time,grand_total,Rated Power Output In kW,4344.773
SGU-Solar,Small Generation Unit - Solar Panel,2048,all-time,grand_total,Rated Power Output In kW,2976.3940000000016
SGU-Solar,Small Generation Unit - Solar Panel,2049,all-time,grand_total,Rated Power Output In kW,4174.168
SGU-Solar,Small Generation Unit - Solar Panel,2050,all-time,grand_total,Rated Power Output In kW,2351.131000000001
SGU-Solar,Small Generation Unit - Solar Panel,2055,all-time,grand_total,Rated Power Output In kW,2.4
SGU-Solar,Small Generation Unit - Solar Panel,2057,all-time,grand_total,Rated Power Output In kW,277.495
SGU-Solar,Small Generation Unit - Solar Panel,2059,all-time,grand_total,Rated Power Output In kW,43.36
SGU-Solar,Small Generation Unit - Solar Panel,2060,all-time,grand_total,Rated Power Output In kW,3574.805
SGU-Solar,Small Generation Unit - Solar Panel,2061,all-time,grand_total,Rated Power Output In kW,429.865
SGU-Solar,Small Generation Unit - Solar Panel,2062,all-time,grand_total,Rated Power Output In kW,2279.6840000000007
SGU-Solar,Small Generation Unit - Solar Panel,2063,all-time,grand_total,Rated Power Output In kW,6205.723000000001
SGU-Solar,Small Generation Unit - Solar Panel,2064,all-time,grand_total,Rated Power Output In kW,5199.515999999999
SGU-Solar,Small Generation Unit - Solar Panel,2065,all-time,grand_total,Rated Power Output In kW,9025.727000000003
SGU-Solar,Small Generation Unit - Solar Panel,2066,all-time,grand_total,Rated Power Output In kW,21730.880999999998
SGU-Solar,Small Generation Unit - Solar Panel,2067,all-time,grand_total,Rated Power Output In kW,9427.298999999999
SGU-Solar,Small Generation Unit - Solar Panel,2068,all-time,grand_total,Rated Power Output In kW,13467.926
SGU-Solar,Small Generation Unit - Solar Panel,2069,all-time,grand_total,Rated Power Output In kW,12515.219000000003
SGU-Solar,Small Generation Unit - Solar Panel,2070,all-time,grand_total,Rated Power Output In kW,11289.001999999997
SGU-Solar,Small Generation Unit - Solar Panel,2071,all-time,grand_total,Rated Power Output In kW,10575.956
SGU-Solar,Small Generation Unit - Solar Panel,2072,all-time,grand_total,Rated Power Output In kW,4605.812
SGU-Solar,Small Generation Unit - Solar Panel,2073,all-time,grand_total,Rated Power Output In kW,14452.696000000004
SGU-Solar,Small Generation Unit - Solar Panel,2074,all-time,grand_total,Rated Power Output In kW,20767.796999999995
SGU-Solar,Small Generation Unit - Solar Panel,2075,all-time,grand_total,Rated Power Output In kW,20023.128999999997
SGU-Solar,Small Generation Unit - Solar Panel,2076,all-time,grand_total,Rated Power Output In kW,21634.924
SGU-Solar,Small Generation Unit - Solar Panel,2077,all-time,grand_total,Rated Power Output In kW,21900.906000000003
SGU-Solar,Small Generation Unit - Solar Panel,2079,all-time,grand_total,Rated Power Output In kW,7607.517000000001
SGU-Solar,Small Generation Unit - Solar Panel,2080,all-time,grand_total,Rated Power Output In kW,2570.345000000001
SGU-Solar,Small Generation Unit - Solar Panel,2081,all-time,grand_total,Rated Power Output In kW,6443.356999999998
SGU-Solar,Small Generation Unit - Solar Panel,2082,all-time,grand_total,Rated Power Output In kW,6112.549999999999
SGU-Solar,Small Generation Unit - Solar Panel,2083,all-time,grand_total,Rated Power Output In kW,2124.1920000000005
SGU-Solar,Small Generation Unit - Solar Panel,2084,all-time,grand_total,Rated Power Output In kW,5861.2069999999985
SGU-Solar,Small Generation Unit - Solar Panel,2085,all-time,grand_total,Rated Power Output In kW,13895.585000000005
SGU-Solar,Small Generation Unit - Solar Panel,2086,all-time,grand_total,Rated Power Output In kW,13593.476
SGU-Solar,Small Generation Unit - Solar Panel,2087,all-time,grand_total,Rated Power Output In kW,12932.376
SGU-Solar,Small Generation Unit - Solar Panel,2088,all-time,grand_total,Rated Power Output In kW,13658.376999999997
SGU-Solar,Small Generation Unit - Solar Panel,2089,all-time,grand_total,Rated Power Output In kW,1682.2460000000003
SGU-Solar,Small Generation Unit - Solar Panel,2090,all-time,grand_total,Rated Power Output In kW,2944.3800000000006
SGU-Solar,Small Generation Unit - Solar Panel,2092,all-time,grand_total,Rated Power Output In kW,7504.779
SGU-Solar,Small Generation Unit - Solar Panel,2093,all-time,grand_total,Rated Power Output In kW,17314.957000000006
SGU-Solar,Small Generation Unit - Solar Panel,2094,all-time,grand_total,Rated Power Output In kW,2667.66
SGU-Solar,Small Generation Unit - Solar Panel,2095,all-time,grand_total,Rated Power Output In kW,4845.574000000002
SGU-Solar,Small Generation Unit - Solar Panel,2096,all-time,grand_total,Rated Power Output In kW,8498.556000000002
SGU-Solar,Small Generation Unit - Solar Panel,2097,all-time,grand_total,Rated Power Output In kW,10999.433000000006
SGU-Solar,Small Generation Unit - Solar Panel,2099,all-time,grand_total,Rated Power Output In kW,21229.826
SGU-Solar,Small Generation Unit - Solar Panel,2100,all-time,grand_total,Rated Power Output In kW,21092.239
SGU-Solar,Small Generation Unit - Solar Panel,2101,all-time,grand_total,Rated Power Output In kW,12327.642
SGU-Solar,Small Generation Unit - Solar Panel,2102,all-time,grand_total,Rated Power Output In kW,7167.346000000002
SGU-Solar,Small Generation Unit - Solar Panel,2103,all-time,grand_total,Rated Power Output In kW,9469.839
SGU-Solar,Small Generation Unit - Solar Panel,2104,all-time,grand_total,Rated Power Output In kW,3746.935000000001
SGU-Solar,Small Generation Unit - Solar Panel,2105,all-time,grand_total,Rated Power Output In kW,1592.7080000000005
SGU-Solar,Small Generation Unit - Solar Panel,2106,all-time,grand_total,Rated Power Output In kW,6311.798999999997
SGU-Solar,Small Generation Unit - Solar Panel,2107,all-time,grand_total,Rated Power Output In kW,11690.592000000002
SGU-Solar,Small Generation Unit - Solar Panel,2108,all-time,grand_total,Rated Power Output In kW,1934.0249999999999
SGU-Solar,Small Generation Unit - Solar Panel,2109,all-time,grand_total,Rated Power Output In kW,21.12
SGU-Solar,Small Generation Unit - Solar Panel,2110,all-time,grand_total,Rated Power Output In kW,6857.978
SGU-Solar,Small Generation Unit - Solar Panel,2111,all-time,grand_total,Rated Power Output In kW,10261.840000000002
SGU-Solar,Small Generation Unit - Solar Panel,2112,all-time,grand_total,Rated Power Output In kW,20211.389999999992
SGU-Solar,Small Generation Unit - Solar Panel,2113,all-time,grand_total,Rated Power Output In kW,17749.295000000002
SGU-Solar,Small Generation Unit - Solar Panel,2114,all-time,grand_total,Rated Power Output In kW,12949.864999999996
SGU-Solar,Small Generation Unit - Solar Panel,2115,all-time,grand_total,Rated Power Output In kW,8316.146999999999
SGU-Solar,Small Generation Unit - Solar Panel,2116,all-time,grand_total,Rated Power Output In kW,6463.753000000001
SGU-Solar,Small Generation Unit - Solar Panel,2117,all-time,grand_total,Rated Power Output In kW,15435.382000000001
SGU-Solar,Small Generation Unit - Solar Panel,2118,all-time,grand_total,Rated Power Output In kW,19645.778000000006
SGU-Solar,Small Generation Unit - Solar Panel,2119,all-time,grand_total,Rated Power Output In kW,10774.22
SGU-Solar,Small Generation Unit - Solar Panel,2120,all-time,grand_total,Rated Power Output In kW,19218.797000000002
SGU-Solar,Small Generation Unit - Solar Panel,2121,all-time,grand_total,Rated Power Output In kW,20163.620000000003
SGU-Solar,Small Generation Unit - Solar Panel,2122,all-time,grand_total,Rated Power Output In kW,17911.429000000007
SGU-Solar,Small Generation Unit - Solar Panel,2123,all-time,grand_total,Rated Power Output In kW,3.42
SGU-Solar,Small Generation Unit - Solar Panel,2124,all-time,grand_total,Rated Power Output In kW,147.085
SGU-Solar,Small Generation Unit - Solar Panel,2125,all-time,grand_total,Rated Power Output In kW,22347.569999999996
SGU-Solar,Small Generation Unit - Solar Panel,2126,all-time,grand_total,Rated Power Output In kW,20625.409
SGU-Solar,Small Generation Unit - Solar Panel,2127,all-time,grand_total,Rated Power Output In kW,3938.850000000001
SGU-Solar,Small Generation Unit - Solar Panel,2128,all-time,grand_total,Rated Power Output In kW,5751.219999999998
SGU-Solar,Small Generation Unit - Solar Panel,2130,all-time,grand_total,Rated Power Output In kW,2713.183000000001
SGU-Solar,Small Generation Unit - Solar Panel,2131,all-time,grand_total,Rated Power Output In kW,5978.086999999998
SGU-Solar,Small Generation Unit - Solar Panel,2132,all-time,grand_total,Rated Power Output In kW,5500.9000000000015
SGU-Solar,Small Generation Unit - Solar Panel,2133,all-time,grand_total,Rated Power Output In kW,5341.1990000000005
SGU-Solar,Small Generation Unit - Solar Panel,2134,all-time,grand_total,Rated Power Output In kW,4340.079999999999
SGU-Solar,Small Generation Unit - Solar Panel,2135,all-time,grand_total,Rated Power Output In kW,15864.218999999997
SGU-Solar,Small Generation Unit - Solar Panel,2136,all-time,grand_total,Rated Power Output In kW,5681.363000000001
SGU-Solar,Small Generation Unit - Solar Panel,2137,all-time,grand_total,Rated Power Output In kW,15374.302999999996
SGU-Solar,Small Generation Unit - Solar Panel,2138,all-time,grand_total,Rated Power Output In kW,7207.685000000001
SGU-Solar,Small Generation Unit - Solar Panel,2140,all-time,grand_total,Rated Power Output In kW,4450.539000000001
SGU-Solar,Small Generation Unit - Solar Panel,2141,all-time,grand_total,Rated Power Output In kW,17023.752999999997
SGU-Solar,Small Generation Unit - Solar Panel,2142,all-time,grand_total,Rated Power Output In kW,12988.510999999995
SGU-Solar,Small Generation Unit - Solar Panel,2143,all-time,grand_total,Rated Power Output In kW,7050.071999999997
SGU-Solar,Small Generation Unit - Solar Panel,2144,all-time,grand_total,Rated Power Output In kW,18579.522
SGU-Solar,Small Generation Unit - Solar Panel,2145,all-time,grand_total,Rated Power Output In kW,60561.144
SGU-Solar,Small Generation Unit - Solar Panel,2146,all-time,grand_total,Rated Power Output In kW,14908.668000000001
SGU-Solar,Small Generation Unit - Solar Panel,2147,all-time,grand_total,Rated Power Output In kW,38310.077
SGU-Solar,Small Generation Unit - Solar Panel,2148,all-time,grand_total,Rated Power Output In kW,62121.93000000002
SGU-Solar,Small Generation Unit - Solar Panel,2150,all-time,grand_total,Rated Power Output In kW,6219.8550000000005
SGU-Solar,Small Generation Unit - Solar Panel,2151,all-time,grand_total,Rated Power Output In kW,14574.810999999998
SGU-Solar,Small Generation Unit - Solar Panel,2152,all-time,grand_total,Rated Power Output In kW,8297.660999999996
SGU-Solar,Small Generation Unit - Solar Panel,2153,all-time,grand_total,Rated Power Output In kW,70035.50499999999
SGU-Solar,Small Generation Unit - Solar Panel,2154,all-time,grand_total,Rated Power Output In kW,46970.93599999997
SGU-Solar,Small Generation Unit - Solar Panel,2155,all-time,grand_total,Rated Power Output In kW,115414.84799999995
SGU-Solar,Small Generation Unit - Solar Panel,2156,all-time,grand_total,Rated Power Output In kW,24978.91
SGU-Solar,Small Generation Unit - Solar Panel,2157,all-time,grand_total,Rated Power Output In kW,7967.552
SGU-Solar,Small Generation Unit - Solar Panel,2158,all-time,grand_total,Rated Power Output In kW,14067.681000000006
SGU-Solar,Small Generation Unit - Solar Panel,2159,all-time,grand_total,Rated Power Output In kW,8984.460999999998
SGU-Solar,Small Generation Unit - Solar Panel,2160,all-time,grand_total,Rated Power Output In kW,18557.954
SGU-Solar,Small Generation Unit - Solar Panel,2161,all-time,grand_total,Rated Power Output In kW,22919.523000000012
SGU-Solar,Small Generation Unit - Solar Panel,2162,all-time,grand_total,Rated Power Output In kW,13898.875000000002
SGU-Solar,Small Generation Unit - Solar Panel,2163,all-time,grand_total,Rated Power Output In kW,8590.609000000002
SGU-Solar,Small Generation Unit - Solar Panel,2164,all-time,grand_total,Rated Power Output In kW,38039.43500000002
SGU-Solar,Small Generation Unit - Solar Panel,2165,all-time,grand_total,Rated Power Output In kW,26508.574999999993
SGU-Solar,Small Generation Unit - Solar Panel,2166,all-time,grand_total,Rated Power Output In kW,32791.573
SGU-Solar,Small Generation Unit - Solar Panel,2167,all-time,grand_total,Rated Power Output In kW,9490.612000000003
SGU-Solar,Small Generation Unit - Solar Panel,2168,all-time,grand_total,Rated Power Output In kW,32626.741
SGU-Solar,Small Generation Unit - Solar Panel,2170,all-time,grand_total,Rated Power Output In kW,100339.11199999995
SGU-Solar,Small Generation Unit - Solar Panel,2171,all-time,grand_total,Rated Power Output In kW,43997.422999999966
SGU-Solar,Small Generation Unit - Solar Panel,2172,all-time,grand_total,Rated Power Output In kW,4170.199
SGU-Solar,Small Generation Unit - Solar Panel,2173,all-time,grand_total,Rated Power Output In kW,13190.911
SGU-Solar,Small Generation Unit - Solar Panel,2174,all-time,grand_total,Rated Power Output In kW,19397.05100000001
SGU-Solar,Small Generation Unit - Solar Panel,2175,all-time,grand_total,Rated Power Output In kW,6594.643000000002
SGU-Solar,Small Generation Unit - Solar Panel,2176,all-time,grand_total,Rated Power Output In kW,45015.93200000001
SGU-Solar,Small Generation Unit - Solar Panel,2177,all-time,grand_total,Rated Power Output In kW,14806.364000000001
SGU-Solar,Small Generation Unit - Solar Panel,2178,all-time,grand_total,Rated Power Output In kW,10765.149000000001
SGU-Solar,Small Generation Unit - Solar Panel,2179,all-time,grand_total,Rated Power Output In kW,48549.08999999999
SGU-Solar,Small Generation Unit - Solar Panel,2190,all-time,grand_total,Rated Power Output In kW,19757.149999999994
SGU-Solar,Small Generation Unit - Solar Panel,2191,all-time,grand_total,Rated Power Output In kW,3127.544999999999
SGU-Solar,Small Generation Unit - Solar Panel,2192,all-time,grand_total,Rated Power Output In kW,4956.459
SGU-Solar,Small Generation Unit - Solar Panel,2193,all-time,grand_total,Rated Power Output In kW,7346.725000000002
SGU-Solar,Small Generation Unit - Solar Panel,2194,all-time,grand_total,Rated Power Output In kW,5810.066
SGU-Solar,Small Generation Unit - Solar Panel,2195,all-time,grand_total,Rated Power Output In kW,6502.455999999999
SGU-Solar,Small Generation Unit - Solar Panel,2196,all-time,grand_total,Rated Power Output In kW,16730.61799999999
SGU-Solar,Small Generation Unit - Solar Panel,2197,all-time,grand_total,Rated Power Output In kW,6874.760999999999
SGU-Solar,Small Generation Unit - Solar Panel,2198,all-time,grand_total,Rated Power Output In kW,7257.832000000002
SGU-Solar,Small Generation Unit - Solar Panel,2199,all-time,grand_total,Rated Power Output In kW,10736.553
SGU-Solar,Small Generation Unit - Solar Panel,2200,all-time,grand_total,Rated Power Output In kW,24537.151999999995
SGU-Solar,Small Generation Unit - Solar Panel,2203,all-time,grand_total,Rated Power Output In kW,4841.652000000002
