corporate_group_name,sector,corporate_group_employee_count,employer_name,employer_abn,is_parent_organisation,employer_employee_count
W T H Pty Ltd,Private,1154,W T H Pty Ltd,15000165855,Yes,1151
W.L. Meinhardt Group Pty. Ltd.,Private,120,No relevant subsidiary employers,,,
Wabtec Australia Pty Limited,Private,740,Faiveley Transport Australia Ltd,41000611898,No,89
Wabtec Australia Pty Limited,Private,740,Industrea Pty Ltd,22010720117,No,119
Wabtec Australia Pty Limited,Private,740,L & M Radiator Pty Ltd,23008754354,No,135
Wabtec Australia Pty Limited,Private,740,Wabtec Australia Pty Limited,61087058099,Yes,96
Wabtec Australia Pty Limited,Private,740,Wabtec Control Systems Pty Ltd,46138643697,No,131
Wagners Holding Company Ltd,Private,722,Wagners Cft Manufacturing Pty. Ltd.,91099936446,No,146
Wagners Holding Company Ltd,Private,722,Wagners Industrial Services Pty Ltd,43105730489,No,576
WAKELING HOLDINGS PTY LTD,Private,368,Paul Wakeling Motor Group Pty Ltd,47119908780,No,103
WAKELING HOLDINGS PTY LTD,Private,368,WAKELING SHARED SERVICES PTY LTD,99676323934,No,193
WALKER GROUP HOLDINGS PTY LIMITED,Private,291,WALKER GROUP HOLDINGS PTY LIMITED,81001215069,Yes,239
Wallenius Wilhelmsen Ocean AS,Private,258,Wallenius Wilhelmsen Solutions Pty Ltd,50095440681,No,191
WANLESS WASTE MANAGEMENT PTY LTD,Private,141,WANLESS WASTE MANAGEMENT PTY LTD,85600950034,Yes,99
Washington H. Soul Pattinson And Company Limited,Private,2861,Ampcontrol (Qld) Pty Limited,97001335842,No,139
Washington H. Soul Pattinson And Company Limited,Private,2861,Ampcontrol Csm Pty Limited,35000770141,No,118
Washington H. Soul Pattinson And Company Limited,Private,2861,Ampcontrol Limited,28000915542,No,200
Washington H. Soul Pattinson And Company Limited,Private,2861,Ampcontrol Service (Nsw) Pty Ltd,97002454079,No,83
Washington H. Soul Pattinson And Company Limited,Private,2861,Ampcontrol Swg Pty Limited,78001737533,No,297
Washington H. Soul Pattinson And Company Limited,Private,2861,Androck Engineering And Mining Pty Ltd,90118588220,No,104
Washington H. Soul Pattinson And Company Limited,Private,2861,CARLILE SWIM OPERATIONS PTY LTD,42623261307,No,509
Washington H. Soul Pattinson And Company Limited,Private,2861,Complete Power Solutions Pty Ltd,45083371653,No,104
Washington H. Soul Pattinson And Company Limited,Private,2861,Kirby Swim Pty Ltd,93102785106,No,97
Washington H. Soul Pattinson And Company Limited,Private,2861,WHSP Swim NSW OPCO Pty Ltd,23665834935,No,751
Waso Holdings Ltd,Private,326,West Australian Symphony Orchestra Pty Ltd,26081230284,No,250
WASTE SERVICES GROUP PTY LTD,Private,853,CSA GROUP PTY LTD,53664218277,No,295
WASTE SERVICES GROUP PTY LTD,Private,853,PREMIER WASTE MANAGEMENT PTY LTD,90124936616,No,212
WASTE SERVICES GROUP PTY LTD,Private,853,The trustee for Wasteflex Unit Trust,60489235807,No,81
WASTE SERVICES GROUP PTY LTD,Private,853,The Trustee for WASTEFREE UNIT TRUST,80275210542,No,101
WATCO International Pty Ltd,Private,339,WATCO Australia Logistics Pty Ltd,14624325159,No,234
Waterco Limited,Private,341,DAVEY WATER PRODUCTS PTY LTD,18066327517,No,189
Waterco Limited,Private,341,Waterco Limited,62002070733,Yes,152
Watpac Limited,Private,623,Watpac Construction Pty Ltd,71010462816,No,541
Watpac Limited,Private,623,Watpac Corporate Services Pty Ltd,82128658104,No,82
WATSON BLINDS AND AWNINGS PTY LIMITED,Private,103,No relevant subsidiary employers,,,
Wbp Group Pty Ltd,Private,138,Wbp Group Pty Ltd,18067611303,Yes,100
Weatherford Australia Pty Limited,Private,252,Precision Energy Services (Australia) Pty Ltd,34008424717,No,100
Weatherford Australia Pty Limited,Private,252,Weatherford Australia Pty Limited,68008947395,Yes,152
WEBUILD S.P.A.,Private,4489,Clough Projects Pty Ltd,67109444831,No,1046
WEBUILD S.P.A.,Private,4489,E2O Pty Ltd,59125234924,No,130
WEBUILD S.P.A.,Private,4489,SALINI AUSTRALIA PTY LTD,86158955885,No,1632
WEBUILD S.P.A.,Private,4489,SC HYDRO PTY LTD,17640313757,No,1567
WEBUILD S.P.A.,Private,4489,WEBUILD S.P.A.,83159573896,Yes,114
WENDY HOLDCO PTY LTD,Private,2472,Ablecare Pty. Ltd.,37075026112,No,374
WENDY HOLDCO PTY LTD,Private,2472,ONCALL Group Australia Pty Ltd,27633010330,No,1273
WENDY HOLDCO PTY LTD,Private,2472,SAC (SA) PTY. LTD.,68126257190,No,825
Wendy's Home Care Pty Limited,Private,251,Wendy's Home Care Pty Limited,80086986932,Yes,218
Wesfarmers Limited,Private,122926,Australian Pharmaceutical Industries Ltd,57000004320,No,1351
Wesfarmers Limited,Private,122926,Bullivants Pty Limited,47087887072,No,281
Wesfarmers Limited,Private,122926,Bunnings Group Limited,26008672179,No,49948
Wesfarmers Limited,Private,122926,Catch.Com.Au Pty Ltd,22149779939,No,307
Wesfarmers Limited,Private,122926,CLEARSKINCARE CLINICS PAYROLL PTY LTD,39169902765,No,400
Wesfarmers Limited,Private,122926,Coregas Pty Ltd,32001255312,No,373
Wesfarmers Limited,Private,122926,Csbp Limited,81008668371,No,556
Wesfarmers Limited,Private,122926,J. Blackwood & Son Pty Ltd,43000010300,No,1798
Wesfarmers Limited,Private,122926,Kmart Australia Limited,73004700485,No,42904
Wesfarmers Limited,Private,122926,Officeworks Businessdirect Pty Ltd,86061239807,No,320
Wesfarmers Limited,Private,122926,Officeworks Ltd,36004763526,No,8712
Wesfarmers Limited,Private,122926,Priceline Proprietary Limited,18005968310,No,1082
Wesfarmers Limited,Private,122926,R.J. Beaumont & Co. Pty. Ltd.,61007703997,No,523
Wesfarmers Limited,Private,122926,SILK Laser Clinic Australia Pty Ltd,94154633664,No,289
Wesfarmers Limited,Private,122926,Target Australia Pty. Ltd.,75004250944,No,12076
Wesfarmers Limited,Private,122926,The Workwear Group Pty Ltd,82004055387,No,355
Wesfarmers Limited,Private,122926,"Wesfarmers Chemicals, Energy & Fertilisers Limited",48008797402,No,547
Wesfarmers Limited,Private,122926,Wesfarmers Kleenheat Gas Pty Ltd,40008679543,No,266
Wesfarmers Limited,Private,122926,Wesfarmers Limited,28008984049,Yes,317
Wesfarmers Limited,Private,122926,WESFARMERS ONE PASS PTY LTD,39650854845,No,148
West Australian Football Commission Inc,Private,848,Fremantle Football Club Limited,83066055249,No,284
West Australian Football Commission Inc,Private,848,Indian Pacific Limited,31009178894,No,249
West Australian Football Commission Inc,Private,848,West Australian Football Commission Inc,51167923136,Yes,315
West to West Carpentry Services Pty Ltd,Private,192,West to West Carpentry Services Pty Ltd,22155477393,Yes,147
Western Australian Meat Marketing Co-Operative Limited,Private,525,Southern Meats Pty. Ltd.,51003111528,No,274
Western Australian Meat Marketing Co-Operative Limited,Private,525,Western Australian Meat Marketing Co-Operative Limited,54048449698,Yes,251
Western Australian Specialty Alloys Pty. Ltd.,Private,151,Western Australian Specialty Alloys Pty. Ltd.,14053910188,Yes,142
Western Earthmoving Pty Ltd,Private,312,The RAGG Administrative Services Trust,35473391878,No,100
Western Suburbs (N'Cle) Leagues Club Ltd,Private,898,The Executive Inn Pty Limited,82080880691,No,146
Western Suburbs (N'Cle) Leagues Club Ltd,Private,898,Western Suburbs (N'Cle) Leagues Club Ltd,24000973919,Yes,699
Western Sydney University,Private,6768,Western Sydney University,53014069881,Yes,6267
Western Sydney University,Private,6768,Western Sydney University Early Learning Ltd,39155993445,No,123
Western Sydney University,Private,6768,Western Sydney University Enterprises Pty Limited,44003474468,No,378
Westgold Resources Limited,Private,1547,Aragon Resources Pty Ltd,63114714662,No,118
Westgold Resources Limited,Private,1547,Big Bell Gold Operations Pty Ltd,84090642809,No,288
Westgold Resources Limited,Private,1547,Westgold Mining Services Pty Ltd,47080756172,No,569
Westgold Resources Limited,Private,1547,Westgold Resources Limited,60009260306,Yes,572
Westrock Packaging Solutions Pty Limited,Private,215,Westrock Oceania Pty Limited,17000592745,No,139
Weststar Industrial Limited,Private,500,Alltype Engineering Pty Ltd,81074494652,No,351
Weststar Industrial Limited,Private,500,SIMPEC Pty Ltd,44619238505,No,116
WEX Inc,Private,285,eNett Services (Australia) Pty Ltd,62109680588,No,131
WEX Inc,Private,285,WEX Australia Pty Ltd,68005970570,No,154
WFL Staff Pty Ltd,Private,188,WFL Staff Pty Ltd,45618181454,Yes,154
Whitehaven Coal Limited,Private,3359,Maules Creek Coal Pty Ltd,70140533875,No,599
Whitehaven Coal Limited,Private,3359,Whitehaven Coal Mining Limited,65086426253,No,2719
Wiggins Island Coal Export Terminal Pty Limited,Private,97,No relevant subsidiary employers,,,
Wilhelmsen Port Services (Australia) Pty Ltd,Private,123,Wilhelmsen Port Services (Australia) Pty Ltd,61000740714,Yes,114
"Will Group, Inc.",Private,567,U&U PTY LTD,71160197008,No,451
William Buck (SA) Pty Ltd,Private,219,The Trustee For William Buck (SA) Service Trust,33112713746,No,148
WILLIAM BUCK HOLDINGS (QLD) PTY LTD,Private,114,WILLIAM BUCK STAFF (QLD) PTY LTD,29619394848,No,80
Willis Towers Watson Australia Holdings Limited,Private,539,Towers Watson Australia Pty Ltd,45002415349,No,159
Willis Towers Watson Australia Holdings Limited,Private,539,Willis Australia Group Services Pty Ltd,64006256908,No,380
Wilson Parking Australia 1992 Pty Ltd,Private,7393,Wilson Health Pty Ltd,69088192956,No,161
Wilson Parking Australia 1992 Pty Ltd,Private,7393,Wilson Parking Australia 1992 Pty Ltd,67052475911,Yes,992
Wilson Parking Australia 1992 Pty Ltd,Private,7393,Wilson Security Pty Ltd,90127406295,No,6174
Wilson Transformer Holdings Pty Ltd,Private,750,Wilson Transformer Company Proprietary Limited,73004216979,No,340
Wilson Transformer Holdings Pty Ltd,Private,750,Wilson Transformer Employees Pty Ltd,47109811234,No,381
Win Corporation Pty Ltd,Private,395,WIN TELEVISION NETWORK PTY LTD,90008589026,No,87
Win Corporation Pty Ltd,Private,395,Win Television NSW Pty Limited,73000162854,No,80
WINARCH GROUP PTY LTD,Private,372,EVENT ADDITION PTY LIMITED,66682765359,No,130
WINARCH GROUP PTY LTD,Private,372,Secure Events And Assets Pty Ltd,22122804326,No,135
WINGATE GROUP HOLDINGS PTY. LTD.,Private,265,ORDE FINANCIAL PTY LTD,27634779990,No,140
WINGATE GROUP HOLDINGS PTY. LTD.,Private,265,WINGATE HOUSE PTY. LTD.,71114119710,No,115
Winning Appliances Pty Ltd,Private,832,Appliances Online Pty Limited,19151833546,No,116
Winning Appliances Pty Ltd,Private,832,Winning Appliances Pty Ltd,94002193688,Yes,441
Winning Appliances Pty Ltd,Private,832,Winning Services Pty Ltd,34152213039,No,222
Wintringham,Private,1077,Wintringham,97007293478,Yes,1067
Wipro Ltd,Private,1486,Wipro Ltd,18093961936,Yes,1123
Wipro Ltd,Private,1486,Wipro Revolution IT Pty Ltd,32107913342,No,192
Wisdom Properties Group Pty Ltd,Private,146,No relevant subsidiary employers,,,
Wisely Services Pty Ltd,Private,289,Wisely Services Pty Ltd,20101687692,Yes,241
Wood Australia Pty Ltd,Private,1599,Wood Australia Pty Ltd,79118514444,Yes,1422
Wood Australia Pty Ltd,Private,1599,Wood Field Services Pty Ltd,95645305317,No,168
Woolpert Australia Pty Ltd,Private,231,Woolpert Australia Pty Ltd,63106160678,Yes,164
Woolworths Group Limited,Private,181585,E-COM (AUS) PTY LTD,60150104715,No,97
Woolworths Group Limited,Private,181585,Hart Retail Group Pty Ltd,74112460401,No,301
Woolworths Group Limited,Private,181585,Petspiration Group Pty Ltd,31147974409,No,105
Woolworths Group Limited,Private,181585,Petstock NDC Pty Ltd,29639172991,No,138
Woolworths Group Limited,Private,181585,Petstock Pty Ltd,80098394588,No,226
Woolworths Group Limited,Private,181585,Petstock Retail Pty Ltd,53127690466,No,850
Woolworths Group Limited,Private,181585,Petstock Tasmania Pty Ltd,45649144589,No,85
Woolworths Group Limited,Private,181585,Statewide Independent Wholesalers Limited,51009519546,No,436
Woolworths Group Limited,Private,181585,Woolworths (South Australia) Pty Limited,34007873118,No,11193
Woolworths Group Limited,Private,181585,Woolworths Format Development Pty Limited,30159845333,No,248
Woolworths Group Limited,Private,181585,Woolworths Group Limited,88000014675,Yes,166091
Woolworths Holdings Limited,Private,5090,Cicero Clothing Pty. Ltd.,72614757327,No,430
Woolworths Holdings Limited,Private,5090,Country Road Clothing Pty. Ltd.,84005419447,No,3117
Woolworths Holdings Limited,Private,5090,Mimco Pty Ltd,13067573291,No,606
Woolworths Holdings Limited,Private,5090,Witchery Fashions Pty. Ltd.,70006897230,No,937
Workpac Pty Ltd,Private,6155,Workpac Construction Pty Ltd,14108556412,No,109
Workpac Pty Ltd,Private,6155,Workpac Health And Social Care Pty Ltd,66101479707,No,195
Workpac Pty Ltd,Private,6155,Workpac Mining Pty Ltd,59101479681,No,536
Workpac Pty Ltd,Private,6155,Workpac Pty Ltd,52111076012,Yes,5272
Workskil Australia Incorporated,Private,792,Workskil Australia Ltd.,28167872424,No,791
WORKTRAINERS LTD.,Private,378,RECRUITMENT SELECT PTY LTD,17114817720,No,151
WORKTRAINERS LTD.,Private,378,WORKTRAINERS LTD.,85093140848,Yes,227
World Courier (Aust) Pty Ltd,Private,198,World Courier (Aust) Pty Ltd,13001215158,Yes,146
WORLDLINE SERVICES AUSTRALIA PTY LTD,Private,482,WORLDLINE PAYMENT SOLUTIONS AUSTRALIA PTY LTD,29646200017,No,372
WORLDLINE SERVICES AUSTRALIA PTY LTD,Private,482,WORLDLINE SERVICES AUSTRALIA PTY LTD,14636229751,Yes,110
Worley Limited,Private,2950,Worley Power Services Pty Ltd,50112723181,No,365
Worley Limited,Private,2950,Worley Services Pty Limited,61001279812,No,2585
Wormald Australia Pty Ltd,Private,1107,Wormald Australia Pty Ltd,80008399004,Yes,1097
WPP AUNZ Pty Ltd,Private,2370,Akqa Pty Ltd,76078514217,No,184
WPP AUNZ Pty Ltd,Private,2370,GroupM Communications Pty Ltd,35099312419,No,1088
WPP AUNZ Pty Ltd,Private,2370,Hogarth Australia Pty Ltd,89083177440,No,163
WPP AUNZ Pty Ltd,Private,2370,Ogilvy Australia Pty Ltd,50005373508,No,153
WPP AUNZ Pty Ltd,Private,2370,The Brand Agency Pty Ltd,40052451420,No,135
WPP AUNZ Pty Ltd,Private,2370,VML Australia Pty Ltd,67117645708,No,240
WPP AUNZ Pty Ltd,Private,2370,WPP AUNZ Pty Ltd,84001657370,Yes,163
WS Audiology,Private,494,Active Hearing Pty Ltd,91087971051,No,406
WS Audiology,Private,494,WS Audiology ANZ Pty Ltd,30009163419,No,88
Wyndham Destinations Asia Pacific Pty Ltd,Private,1389,A.P.V.C. LTD.,54093228141,No,252
Wyndham Destinations Asia Pacific Pty Ltd,Private,1389,CLUB WYNDHAM SOUTH PACIFIC,47710932252,No,357
Wyndham Destinations Asia Pacific Pty Ltd,Private,1389,Wyndham Destinations Asia Pacific Pty Ltd,30090083613,Yes,780
"Xplor Technologies, LLC",Private,196,Debitsuccess Pty Ltd,32095551581,No,94
"Xplor Technologies, LLC",Private,196,MyXplor Pty Ltd,93604322910,No,102
Y Chen & G Dowd & P.H Ford & S.P Morgan & J.S Morvell & E Woolley,Private,1032,Francis Gillman Unit Trust,78616590578,No,364
Y Chen & G Dowd & P.H Ford & S.P Morgan & J.S Morvell & E Woolley,Private,1032,Y Chen & G Dowd & P.H Ford & S.P Morgan & J.S Morvell & E Woolley,58041376985,Yes,668
Yamaha Motor Australia Pty. Ltd.,Private,351,Yamaha Motor Australia Pty. Ltd.,88002556989,Yes,223
Yanzhou Coal Mining Company Limited,Private,3831,ASHTON COAL OPERATIONS PTY LIMITED,22078556500,No,206
Yanzhou Coal Mining Company Limited,Private,3831,Coal & Allied Mining Services Pty Limited,51104081290,No,1214
Yanzhou Coal Mining Company Limited,Private,3831,Moolarben Coal Operations Pty Ltd,59077939569,No,907
Yanzhou Coal Mining Company Limited,Private,3831,Premier Coal Pty Ltd,21008672599,No,379
Yanzhou Coal Mining Company Limited,Private,3831,Syntech Resources Pty Ltd,67095102971,No,228
Yanzhou Coal Mining Company Limited,Private,3831,Yancoal Australia Ltd,82111859119,No,255
Yanzhou Coal Mining Company Limited,Private,3831,Yancoal Mining Services Pty Ltd,35609452039,No,122
Yanzhou Coal Mining Company Limited,Private,3831,Yarrabee Coal Company Pty. Ltd.,30010849402,No,461
YENDA PRODUCERS CO-OPERATIVE SOCIETY LTD,Private,136,YENDA PRODUCERS CO-OPERATIVE SOCIETY LTD,79134587268,Yes,80
YESHIVAH-BETH RIVKAH SCHOOLS LIMITED,Private,518,CHABAD LAMPLIGHTERS LIMITED,66617307990,No,154
YESHIVAH-BETH RIVKAH SCHOOLS LIMITED,Private,518,YESHIVAH-BETH RIVKAH SCHOOLS LIMITED,28165933435,Yes,364
Yokohama Tyre Australia Pty Ltd,Private,148,Yokohama Tyre Australia Pty Ltd,26001361459,Yes,89
Yolarno Pty Ltd,Private,849,Bindaree Beef Pty. Limited,42056599163,No,524
Yolarno Pty Ltd,Private,849,BINDAREE FOOD GROUP PTY LTD,40627335684,No,111
Yolarno Pty Ltd,Private,849,Yolarno Pty Ltd,95002255183,Yes,126
YOUNG GUNS CONTAINER CREW PTY LTD,Private,778,Young Guns Container Crew (NSW) Pty Ltd,90154514128,No,213
YOUNG GUNS CONTAINER CREW PTY LTD,Private,778,YOUNG GUNS CONTAINER CREW (QLD) PTY LTD,71619776920,No,237
YOUNG GUNS CONTAINER CREW PTY LTD,Private,778,YOUNG GUNS CONTAINER CREW (VIC) PTY LTD,20143614411,No,177
YOUNG GUNS CONTAINER CREW PTY LTD,Private,778,YOUNG GUNS CONTAINER CREW (WA) PTY LTD,17163197475,No,104
Young Mens Christian Association Of Whittlesea Incorporated,Private,310,YMCA Whittlesea Community Services,46637502059,No,100
Young Mens Christian Association Of Whittlesea Incorporated,Private,310,Young Mens Christian Association Of Whittlesea Incorporated,99676832382,Yes,210
Young Rabbit Pty Ltd,Private,213,Yr Services Pty Ltd,58117124384,No,132
YUMBAH AQUACULTURE LTD,Private,491,No relevant subsidiary employers,,,
Yurra Pty Ltd,Private,355,GBSC YURRA PTY LTD,32614478081,No,139
Yurra Pty Ltd,Private,355,Yurra Pty Ltd,99162178458,Yes,216
Zagame Corporation Pty Ltd,Private,103,No relevant subsidiary employers,,,
ZARRAFFA'S COFFEE GROUP PTY LTD,Private,85,ZARRAFFA'S PERSONNEL SERVICES PTY LTD,55097337356,No,83
Zenitas Healthcare Pty Ltd,Private,2421,Claro Employee Services Pty Ltd,74625626726,No,1595
